t_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s,pose_x,pose_y,pose_z,pose_rx,pose_ry,pose_rz
9.133934,0.79502678,-0.02908746,1.54120266,-0.00053920,1.57078528,0.79505605,-0.02839603,0.01910633,0.02025735,0.00075236,-0.00000000,-0.02883622,0.48750523,0.22432934,0.53948405,-3.14158253,0.00002602,1.57076703
9.175507,0.79392266,-0.02833185,1.54198754,-0.00051352,1.57078528,0.79391903,-0.02664441,0.01821854,0.01835222,0.00061755,0.00000000,-0.02726162,0.48749800,0.22343225,0.53947954,-3.14157481,0.00003383,1.57079992
9.217085,0.79281127,-0.02757257,1.54272866,-0.00048785,1.57078528,0.79278922,-0.02858410,0.01899997,0.01947891,0.00065963,0.00000000,-0.02849919,0.48749351,0.22263403,0.53950159,3.14157960,0.00000259,1.57081830
9.258889,0.79153842,-0.02674726,1.54361248,-0.00045850,1.57078528,0.79154211,-0.02890156,0.01851866,0.01965980,0.00065981,0.00000000,-0.02850676,0.48749581,0.22183105,0.53949099,-3.14158999,0.00001818,1.57079992
9.300440,0.79040140,-0.02602833,1.54436815,-0.00043283,1.57078528,0.79041237,-0.02732464,0.01770192,0.01757026,0.00066217,0.00000000,-0.02732541,0.48750438,0.22092908,0.53948149,-3.14157721,0.00003120,1.57078541
9.341981,0.78926796,-0.02527638,1.54507244,-0.00040348,1.57078528,0.78927159,-0.02862736,0.01895283,0.01850769,0.00061659,0.00000000,-0.02910914,0.48750594,0.22012591,0.53951743,3.14155377,-0.00002347,1.57079260
9.383826,0.78801346,-0.02444741,1.54591238,-0.00038147,1.57078528,0.78798407,-0.02847945,0.01841199,0.02000401,0.00052749,0.00000000,-0.02900496,0.48750243,0.21933213,0.53952483,3.14154605,-0.00003125,1.57082575
9.425415,0.78689104,-0.02373948,1.54674149,-0.00035947,1.57078528,0.78685069,-0.02703251,0.01727287,0.01908224,0.00052740,0.00000000,-0.02685813,0.48750065,0.21843782,0.53947625,-3.14156922,0.00003903,1.57083667
9.467275,0.78575760,-0.02300587,1.54750431,-0.00033746,1.57078528,0.78574300,-0.02906923,0.01882235,0.01886020,0.00057182,-0.00000000,-0.02849740,0.48749856,0.21763559,0.53947283,-3.14156416,0.00004410,1.57081097
9.508860,0.78446645,-0.02216956,1.54831493,-0.00031178,1.57078528,0.78447384,-0.02920969,0.01875272,0.01910787,0.00057368,0.00000000,-0.02894617,0.48749722,0.21682785,0.53949958,3.14158227,0.00000527,1.57079633
9.550398,0.78332943,-0.02144696,1.54909265,-0.00028977,1.57078528,0.78333676,-0.02753513,0.01725626,0.01831987,0.00048870,0.00000000,-0.02780662,0.48749685,0.21592467,0.53948071,-3.14157721,0.00003115,1.57078887
9.591324,0.78219599,-0.02074637,1.54982615,-0.00027143,1.57078528,0.78218132,-0.02747191,0.01749086,0.01692961,0.00044522,0.00000000,-0.02778593,0.48750171,0.21513394,0.53947392,-3.14156655,0.00004140,1.57081097
9.632791,0.78106618,-0.02000543,1.55048645,-0.00025309,1.57078528,0.78104788,-0.02910281,0.01879724,0.01755952,0.00048642,0.00000000,-0.02901431,0.48749921,0.21433989,0.53952263,3.14154845,-0.00002832,1.57081470
9.674257,0.77978241,-0.01918746,1.55128241,-0.00023109,1.57078528,0.77977508,-0.02945180,0.01822014,0.01910474,0.00048636,0.00000000,-0.02901059,0.48749808,0.21344107,0.53954364,3.14151702,-0.00005921,1.57080365
9.715736,0.77862334,-0.01849420,1.55207109,-0.00021275,1.57078528,0.77864164,-0.02784904,0.01694651,0.01862607,0.00039746,0.00000000,-0.02758243,0.48750262,0.21263663,0.53950555,3.14157161,-0.00000498,1.57077808
9.757369,0.77746785,-0.01777893,1.55283034,-0.00019807,1.57078528,0.77748257,-0.02945159,0.01829682,0.01922170,0.00039692,0.00000000,-0.02953909,0.48750119,0.21183026,0.53949206,-3.14159239,0.00001560,1.57078168
9.798940,0.77617306,-0.01697197,1.55367029,-0.00017973,1.57078528,0.77618408,-0.02925052,0.01808877,0.01883931,0.00039704,0.00000000,-0.02956025,0.48749867,0.21102690,0.53949132,-3.14159239,0.00001554,1.57078541
9.840508,0.77503598,-0.01627504,1.55439663,-0.00016506,1.57078528,0.77502495,-0.02762297,0.01676772,0.01698776,0.00035295,-0.00000000,-0.02779925,0.48749710,0.21013692,0.53947781,-3.14157135,0.00003616,1.57080738
9.882067,0.77387685,-0.01557812,1.55508244,-0.00015039,1.57078528,0.77387321,-0.02970063,0.01818225,0.01734303,0.00039716,0.00000000,-0.02939081,0.48750303,0.20933979,0.53949028,-3.14158999,0.00001811,1.57079992
9.923624,0.77256739,-0.01476381,1.55583811,-0.00013205,1.57078528,0.77258211,-0.02988621,0.01832059,0.01752689,0.00035319,-0.00000000,-0.02935669,0.48750137,0.20853673,0.53951870,3.14155351,-0.00002281,1.57078887
9.965152,0.77139366,-0.01405588,1.55653870,-0.00012104,1.57078528,0.77143401,-0.02803911,0.01673495,0.01722020,0.00026495,-0.00004296,-0.02768594,0.48750464,0.20762614,0.53953671,3.14152741,-0.00004834,1.57075598
10.006695,0.77023816,-0.01337363,1.55726862,-0.00011004,1.57078171,0.77028221,-0.02782190,0.01676479,0.01733660,0.00030971,0.00000033,-0.02804375,0.48750674,0.20683178,0.53951926,3.14155058,-0.00002017,1.57075225
10.048081,0.76908642,-0.01266570,1.55797648,-0.00009537,1.57078528,0.76910847,-0.02955586,0.01807954,0.01870007,0.00035445,0.00004313,-0.03004417,0.48750132,0.20603518,0.53952544,3.14154259,-0.00003294,1.57077436
10.089471,0.76779163,-0.01187707,1.55881655,-0.00008070,1.57078528,0.76779526,-0.02986919,0.01750492,0.01941217,0.00026590,-0.00000000,-0.02995837,0.48749263,0.20513826,0.53950673,3.14156895,-0.00000734,1.57079260
10.130848,0.76661420,-0.01121683,1.55958319,-0.00007336,1.57078528,0.76662886,-0.02858734,0.01622145,0.01728522,0.00017738,0.00000000,-0.02827681,0.48749820,0.20433719,0.53945939,-3.14154498,0.00006140,1.57078181
10.172231,0.76542574,-0.01053458,1.56024706,-0.00006602,1.57078528,0.76545507,-0.03021214,0.01770991,0.01660876,0.00026459,0.00000000,-0.03029775,0.48750649,0.20353264,0.53947277,-3.14156336,0.00004353,1.57076703
10.213867,0.76410526,-0.00974595,1.56096232,-0.00005135,1.57078528,0.76411259,-0.02988744,0.01796849,0.01682451,0.00022013,0.00000000,-0.03028359,0.48750704,0.20273462,0.53950651,3.14156895,-0.00000724,1.57078541
10.255292,0.76294249,-0.00904169,1.56164467,-0.00004768,1.57078528,0.76293886,-0.02812234,0.01665152,0.01700702,0.00013284,-0.00000000,-0.02852109,0.48750098,0.20183436,0.53952838,3.14154019,-0.00003506,1.57079992
10.296692,0.76177603,-0.00836677,1.56237090,-0.00004035,1.57078528,0.76175034,-0.02840126,0.01630517,0.01692379,0.00022155,0.00000000,-0.02857834,0.48749837,0.20103884,0.53950705,3.14157161,-0.00000465,1.57082203
10.338078,0.76059127,-0.00769185,1.56304574,-0.00002934,1.57078528,0.76057297,-0.03052964,0.01763553,0.01736872,0.00022156,0.00000000,-0.03021932,0.48750237,0.20023861,0.53951098,3.14156363,-0.00001226,1.57081470
10.379471,0.75924879,-0.00690690,1.56380868,-0.00002201,1.57078528,0.75924879,-0.03062931,0.01759729,0.01817402,0.00017729,0.00000000,-0.03031969,0.48749965,0.19932670,0.53952533,3.14154259,-0.00003243,1.57079619
10.420823,0.75805670,-0.00623565,1.56454957,-0.00001467,1.57078528,0.75806403,-0.02840178,0.01572414,0.01752831,0.00017609,-0.00000000,-0.02865936,0.48749828,0.19851947,0.53949436,3.14158759,0.00001047,1.57078887
10.462790,0.75688291,-0.00559741,1.56526864,-0.00000734,1.57078528,0.75686091,-0.02998728,0.01676426,0.01722703,0.00013142,0.00000000,-0.03051270,0.48750272,0.19773153,0.53945763,-3.14154418,0.00006094,1.57081830
10.504090,0.75556242,-0.00484180,1.56598389,-0.00000367,1.57078528,0.75552577,-0.03041764,0.01747033,0.01627338,0.00008872,-0.00000000,-0.03019907,0.48750272,0.19684205,0.53947963,-3.14157614,0.00003069,1.57083295
10.545526,0.75436670,-0.00415221,1.56661475,0.00000000,1.57078528,0.75436294,-0.02916196,0.01651438,0.01594607,0.00008909,0.00000000,-0.02845123,0.48750124,0.19603673,0.53951018,3.14156363,-0.00001207,1.57080006
10.586486,0.75315988,-0.00348096,1.56729710,0.00000367,1.57078528,0.75318187,-0.02913773,0.01610864,0.01659741,0.00008928,0.00000000,-0.02908787,0.48750185,0.19522737,0.53950643,3.14156895,-0.00000695,1.57077436
10.627738,0.75197142,-0.00282805,1.56797922,0.00000734,1.57078528,0.75197142,-0.03064868,0.01712595,0.01699030,0.00004446,0.00000000,-0.03122691,0.48750271,0.19443198,0.53949361,3.14158759,0.00001053,1.57079633
10.668951,0.75063258,-0.00206877,1.56869817,0.00000734,1.57078528,0.75060689,-0.03060621,0.01723629,0.01687915,0.00004413,0.00000000,-0.03091924,0.48749988,0.19363403,0.53951404,3.14155590,-0.00001431,1.57081830
10.710331,0.74944419,-0.00140485,1.56937313,0.00001100,1.57078528,0.74941844,-0.02884492,0.01676473,0.01619305,0.00004430,0.00000000,-0.02862428,0.48749493,0.19273628,0.53950976,3.14156363,-0.00001191,1.57082203
10.751861,0.74824101,-0.00067859,1.57004070,0.00001100,1.57078528,0.74823368,-0.02912964,0.01555537,0.01608915,0.00000000,-0.00000000,-0.02877491,0.48747543,0.19191655,0.53953874,3.14152048,-0.00005181,1.57080365
10.793315,0.74702692,-0.00011371,1.57070827,0.00001100,1.57078528,0.74703062,-0.03108086,0.01542890,0.01688918,0.00000000,-0.00000000,-0.03063845,0.48750134,0.19113312,0.53948878,-3.14158946,0.00001806,1.57079260
10.834820,0.74566239,0.00060156,1.57144189,0.00001100,1.57078528,0.74569178,-0.03084086,0.01824814,0.01665754,0.00000000,0.00000000,-0.03062108,0.48750808,0.19023351,0.53947975,-3.14157588,0.00003050,1.57076690
10.876331,0.74446666,0.00140119,1.57209110,0.00001100,1.57078528,0.74448860,-0.02889417,0.01590508,0.01603836,-0.00000000,-0.00000000,-0.02924816,0.48746436,0.18940093,0.53955270,3.14149891,-0.00007144,1.57077449
10.917844,0.74326348,0.00192205,1.57277346,0.00001100,1.57078528,0.74326348,-0.03088407,0.01477689,0.01667928,0.00000000,-0.00000000,-0.03106068,0.48749551,0.18863379,0.53947355,-3.14156762,0.00003796,1.57079619
10.959457,0.74189901,0.00262998,1.57347763,0.00001100,1.57078528,0.74190634,-0.03123658,0.01654598,0.01561661,0.00000000,-0.00000000,-0.03079433,0.48750223,0.18773910,0.53947461,-3.14157028,0.00003538,1.57078887
11.000971,0.74066657,0.00329756,1.57407188,0.00001100,1.57078528,0.74070328,-0.02948695,0.01571507,0.01522812,0.00000000,0.00000000,-0.02904545,0.48750235,0.18692704,0.53950941,3.14156096,-0.00001412,1.57075958
11.042553,0.73944879,0.00393579,1.57474315,0.00001100,1.57078528,0.73949277,-0.03109210,0.01629919,0.01673950,0.00000000,-0.00000000,-0.03127316,0.48750075,0.18612448,0.53949220,3.14158520,0.00000818,1.57075252
11.083823,0.73809165,0.00464739,1.57545841,0.00001100,1.57078528,0.73811358,-0.03103807,0.01605218,0.01565611,-0.00004400,0.00000000,-0.03143706,0.48749944,0.18533078,0.53948911,3.14158813,0.00001066,1.57076690
11.125304,0.73688114,0.00526362,1.57603800,0.00000734,1.57078528,0.73689216,-0.02929137,0.01510916,0.01435762,-0.00004415,-0.00000000,-0.02937992,0.48750729,0.18444589,0.53950491,3.14156363,-0.00001150,1.57078541
11.166848,0.73565972,0.00590186,1.57665050,0.00000734,1.57078528,0.73567432,-0.02966347,0.01553821,0.01505200,-0.00000000,0.00000000,-0.02944327,0.48750707,0.18364650,0.53951575,3.14154418,-0.00002874,1.57078181
11.208399,0.73441625,0.00655477,1.57728875,0.00000734,1.57078528,0.73444557,-0.03152332,0.01605070,0.01687856,-0.00004369,0.00000000,-0.03130151,0.48750357,0.18283116,0.53952094,3.14153380,-0.00003850,1.57076703
11.250248,0.73302972,0.00724069,1.57805908,0.00000367,1.57078528,0.73306274,-0.03127472,0.01561769,0.01657424,-0.00004352,0.00000000,-0.03158989,0.48750516,0.18192865,0.53947709,-3.14158626,0.00002052,1.57076330
11.291480,0.73181564,0.00785325,1.57866800,0.00000367,1.57078528,0.73181927,-0.02956990,0.01536500,0.01447221,-0.00004466,0.00000000,-0.03023851,0.48750721,0.18114042,0.53947665,-3.14158893,0.00001808,1.57079260
11.332615,0.73059416,0.00850616,1.57925117,0.00000000,1.57078528,0.73057210,-0.03183808,0.01640902,0.01596264,-0.00008923,0.00000000,-0.03183650,0.48749980,0.18034024,0.53950765,3.14154685,-0.00002602,1.57081830
11.373742,0.72919661,0.00920308,1.57998109,-0.00000367,1.57078528,0.72920036,-0.03220567,0.01592434,0.01636959,-0.00004460,0.00000000,-0.03180412,0.48750051,0.17953207,0.53949254,3.14156602,-0.00000889,1.57078887
11.414843,0.72794586,0.00981564,1.58059728,-0.00000367,1.57078528,0.72795683,-0.03008486,0.01471059,0.01414484,-0.00008726,0.00000000,-0.03012699,0.48750335,0.17862761,0.53948361,3.14157721,0.00000091,1.57078541
11.456541,0.72670603,0.01042087,1.58115125,-0.00001100,1.57078528,0.72670603,-0.02961849,0.01463353,0.01339946,-0.00017628,0.00000000,-0.03014747,0.48751073,0.17783306,0.53950479,3.14154418,-0.00002825,1.57079619
11.498065,0.72548091,0.01103343,1.58171237,-0.00001834,1.57078528,0.72544795,-0.03145160,0.01592405,0.01473116,-0.00017657,0.00000000,-0.03193761,0.48751167,0.17704363,0.53952586,3.14151143,-0.00005745,1.57082922
11.539682,0.72409075,0.01174503,1.58237624,-0.00002568,1.57078528,0.72405040,-0.03181497,0.01579563,0.01579955,-0.00022079,0.00000000,-0.03150531,0.48750460,0.17614225,0.53954437,3.14148080,-0.00008409,1.57083667
11.581179,0.72283626,0.01234658,1.58302557,-0.00003668,1.57078528,0.72282892,-0.03022989,0.01440774,0.01538033,-0.00026508,-0.00000000,-0.02961094,0.48750410,0.17533551,0.53951631,3.14152501,-0.00004507,1.57080365
11.622677,0.72158182,0.01294080,1.58365273,-0.00004768,1.57078528,0.72159284,-0.03195408,0.01533622,0.01568948,-0.00030942,0.00000000,-0.03190952,0.48750613,0.17453243,0.53949535,3.14155777,-0.00001596,1.57078541
11.664173,0.72018427,0.01361939,1.58432770,-0.00006236,1.57078528,0.72018063,-0.03167879,0.01546418,0.01555153,-0.00030864,-0.00000000,-0.03207481,0.48750390,0.17363539,0.53949107,3.14156602,-0.00000862,1.57079992
11.705967,0.71894449,0.01422828,1.58494759,-0.00007336,1.57078528,0.71892250,-0.02984681,0.01434896,0.01448135,-0.00035267,0.00000000,-0.02993245,0.48749717,0.17283690,0.53948034,3.14158253,0.00000590,1.57081830
11.747500,0.71769732,0.01481516,1.58553457,-0.00009170,1.57078528,0.71768636,-0.03221702,0.01502567,0.01440616,-0.00039761,0.00000000,-0.03177452,0.48749871,0.17204227,0.53947405,-3.14158866,0.00001804,1.57080725
11.788974,0.71627051,0.01547541,1.58614337,-0.00010637,1.57078528,0.71628523,-0.03244884,0.01503121,0.01383621,-0.00035361,0.00000000,-0.03222817,0.48750653,0.17124048,0.53948958,3.14157454,-0.00000131,1.57077808
11.830473,0.71500504,0.01606230,1.58668256,-0.00012104,1.57078528,0.71501237,-0.03040592,0.01445173,0.01316952,-0.00035363,-0.00000000,-0.03049423,0.48751362,0.17034148,0.53950969,3.14154392,-0.00002773,1.57078887
11.871971,0.71374691,0.01667486,1.58723640,-0.00013572,1.57078528,0.71375430,-0.03210021,0.01549832,0.01461331,-0.00035334,0.00000000,-0.03223205,0.48750876,0.16953850,0.53953178,3.14151036,-0.00005651,1.57078887
11.913538,0.71233839,0.01734977,1.58789659,-0.00015039,1.57078528,0.71233475,-0.03218421,0.01500990,0.01492324,-0.00039740,-0.00000000,-0.03222833,0.48750120,0.16873919,0.53953581,3.14150504,-0.00006115,1.57080352
11.955049,0.71107292,0.01792199,1.58847630,-0.00016873,1.57078528,0.71107662,-0.03068682,0.01392828,0.01379628,-0.00039785,0.00000000,-0.03033298,0.48750485,0.16784193,0.53952107,3.14153007,-0.00003946,1.57079260
11.996495,0.70979273,0.01850520,1.58904111,-0.00018340,1.57078528,0.70981842,-0.03087181,0.01424162,0.01393136,-0.00035378,0.00000000,-0.03034210,0.48750731,0.16703554,0.53952322,3.14152687,-0.00004181,1.57077063
12.037981,0.70851266,0.01910309,1.58963168,-0.00019807,1.57078528,0.70856029,-0.03274098,0.01491813,0.01573339,-0.00044637,0.00000000,-0.03270289,0.48750227,0.16622416,0.53951967,3.14153273,-0.00003695,1.57074879
12.078902,0.70709676,0.01973399,1.59033597,-0.00022008,1.57078528,0.70712614,-0.03260470,0.01453542,0.01543307,-0.00044754,0.00000000,-0.03318464,0.48749946,0.16533063,0.53947543,-3.14158014,0.00002511,1.57076690
12.120019,0.70583862,0.02029520,1.59089708,-0.00023475,1.57078528,0.70583862,-0.03091929,0.01369182,0.01310573,-0.00040295,-0.00000000,-0.03100628,0.48750096,0.16454148,0.53946836,-3.14156895,0.00003455,1.57079619
12.160881,0.70456219,0.02085641,1.59141064,-0.00025309,1.57078528,0.70458412,-0.03126597,0.01391369,0.01235872,-0.00049013,-0.00000000,-0.03086277,0.48750770,0.16374660,0.53948389,-3.14159132,0.00001554,1.57077449
12.202257,0.70326734,0.02143962,1.59191322,-0.00027510,1.57078528,0.70330036,-0.03294397,0.01490567,0.01331481,-0.00052953,-0.00000000,-0.03294069,0.48751046,0.16293813,0.53951469,3.14154898,-0.00002238,1.57076330
12.244015,0.70182216,0.02209620,1.59251845,-0.00029711,1.57078528,0.70184416,-0.03257494,0.01474648,0.01426549,-0.00048418,0.00000000,-0.03319360,0.48750813,0.16213589,0.53953376,3.14151862,-0.00004844,1.57077436
12.285556,0.70055300,0.02266841,1.59310162,-0.00031545,1.57078528,0.70053464,-0.03082844,0.01351789,0.01391887,-0.00049001,0.00000000,-0.03130986,0.48750014,0.16123414,0.53951664,3.14154898,-0.00002229,1.57081470
12.326481,0.69928020,0.02321128,1.59366643,-0.00033746,1.57078528,0.69926190,-0.03136273,0.01362465,0.01318370,-0.00044733,0.00000000,-0.03114045,0.48750211,0.16044291,0.53949737,3.14158253,0.00000606,1.57081470
12.367655,0.69797802,0.02378716,1.59418368,-0.00035213,1.57078528,0.69797802,-0.03347904,0.01469756,0.01367364,-0.00039947,0.00000000,-0.03312422,0.48750238,0.15963328,0.53951774,3.14154898,-0.00002218,1.57079619
12.409065,0.69651449,0.02442540,1.59479618,-0.00037047,1.57078528,0.69652545,-0.03312484,0.01432971,0.01441598,-0.00044216,0.00000000,-0.03330084,0.48750203,0.15882450,0.53952550,3.14153513,-0.00003384,1.57078541
12.450611,0.69523072,0.02497560,1.59537947,-0.00038881,1.57078528,0.69521600,-0.03092154,0.01306740,0.01395343,-0.00039837,0.00000000,-0.03145136,0.48749768,0.15792514,0.53949594,3.14158253,0.00000614,1.57081097
12.491864,0.69395423,0.02550747,1.59595156,-0.00040348,1.57078528,0.69392127,-0.03121364,0.01286801,0.01331297,-0.00044554,0.00000000,-0.03139091,0.48749832,0.15713587,0.53946816,-3.14156016,0.00004126,1.57082922
12.532990,0.69265944,0.02603566,1.59647632,-0.00042549,1.57078528,0.69263005,-0.03343824,0.01392241,0.01308819,-0.00053255,0.00000000,-0.03291049,0.48750485,0.15634145,0.53946072,-3.14154605,0.00005308,1.57082575
12.574527,0.69118851,0.02665923,1.59703374,-0.00044750,1.57078528,0.69119954,-0.03352999,0.01437122,0.01268236,-0.00048773,0.00000000,-0.03304514,0.48750727,0.15543637,0.53948249,-3.14157987,0.00002488,1.57078541
12.615649,0.68988633,0.02722410,1.59752524,-0.00046584,1.57078528,0.68989742,-0.03134355,0.01346060,0.01221241,-0.00048632,0.00000000,-0.03173678,0.48750458,0.15463253,0.53950880,3.14156283,-0.00001016,1.57078541
12.657393,0.68859160,0.02777431,1.59804606,-0.00048785,1.57078528,0.68856955,-0.03308369,0.01376133,0.01372283,-0.00052918,0.00000000,-0.03352400,0.48750112,0.15383394,0.53951328,3.14155723,-0.00001481,1.57081830
12.698837,0.68713540,0.02836853,1.59866607,-0.00050986,1.57078528,0.68710965,-0.03341472,0.01376434,0.01363274,-0.00048685,0.00000000,-0.03328242,0.48749992,0.15304068,0.53949145,3.14159132,0.00001322,1.57082575
12.740270,0.68582225,0.02891507,1.59917593,-0.00052820,1.57078528,0.68581116,-0.03171189,0.01313552,0.01202842,-0.00048633,0.00000000,-0.03122403,0.48749932,0.15213472,0.53949833,3.14158014,0.00000394,1.57080738
12.781773,0.68450534,0.02945793,1.59966362,-0.00055020,1.57078528,0.68452007,-0.03170123,0.01295435,0.01220136,-0.00048620,0.00000000,-0.03121416,0.48750011,0.15133007,0.53951504,3.14155430,-0.00001702,1.57078168
12.823232,0.68319225,0.02998980,1.60018814,-0.00056854,1.57078528,0.68322158,-0.03351556,0.01343262,0.01347772,-0.00053229,-0.00000000,-0.03365161,0.48749960,0.15052800,0.53950888,3.14156283,-0.00001002,1.57076703
12.864528,0.68173236,0.03056935,1.60077870,-0.00059422,1.57078528,0.68173599,-0.03353276,0.01324526,0.01316073,-0.00053196,0.00000000,-0.03388840,0.48749999,0.14963853,0.53949207,3.14159132,0.00001314,1.57079260
12.906063,0.68041557,0.03108654,1.60127771,-0.00061256,1.57078528,0.68041557,-0.03183382,0.01240669,0.01192281,-0.00048569,0.00000000,-0.03152393,0.48750371,0.14884035,0.53949113,3.14159132,0.00001324,1.57079619
12.947605,0.67908770,0.03160006,1.60176921,-0.00063457,1.57078528,0.67911708,-0.03403242,0.01339219,0.01263888,-0.00057465,0.00000000,-0.03354672,0.48750921,0.14803814,0.53949155,3.14159132,0.00001323,1.57076690
12.989065,0.67759115,0.03219795,1.60232663,-0.00066025,1.57078528,0.67763150,-0.03384660,0.01356515,0.01294491,-0.00057439,-0.00004289,-0.03384592,0.48750669,0.14723074,0.53950044,3.14157721,0.00000174,1.57076330
13.030632,0.67627800,0.03272615,1.60284388,-0.00068225,1.57078171,0.67630738,-0.03151054,0.01240113,0.01244532,-0.00052951,0.00000004,-0.03190789,0.48750241,0.14632961,0.53949363,3.14158626,0.00001369,1.57076690
13.072179,0.67497218,0.03322867,1.60336101,-0.00070426,1.57078528,0.67497951,-0.03357224,0.01302329,0.01306839,-0.00057203,0.00004309,-0.03370605,0.48750167,0.14554017,0.53947597,-3.14156842,0.00003379,1.57078887
13.113966,0.67347926,0.03381188,1.60393322,-0.00072994,1.57078528,0.67349768,-0.03405702,0.01333265,0.01222768,-0.00057201,0.00000000,-0.03374852,0.48749826,0.14473829,0.53946636,-3.14155058,0.00004758,1.57078168
13.155517,0.67213315,0.03434008,1.60438073,-0.00075195,1.57078528,0.67216617,-0.03229863,0.01263669,0.01100294,-0.00053014,-0.00004309,-0.03203453,0.48749924,0.14382639,0.53949705,3.14158280,0.00000632,1.57076330
13.196982,0.67079794,0.03486094,1.60484660,-0.00077395,1.57078171,0.67083830,-0.03194152,0.01223808,0.01170758,-0.00053006,-0.00000020,-0.03229425,0.48749801,0.14302186,0.53951262,3.14155484,-0.00001137,1.57075598
13.238545,0.66948116,0.03535612,1.60535288,-0.00079596,1.57078528,0.66948479,-0.03374596,0.01257229,0.01270514,-0.00057353,0.00004296,-0.03431980,0.48749674,0.14223056,0.53949628,3.14158280,0.00000642,1.57079260
13.280130,0.66799194,0.03590633,1.60590303,-0.00082164,1.57078528,0.66798460,-0.03418980,0.01244058,0.01217496,-0.00061761,0.00000000,-0.03410129,0.48749873,0.14133929,0.53948388,-3.14158227,0.00002231,1.57080365
13.321688,0.66663843,0.03639051,1.60636520,-0.00084731,1.57078528,0.66664940,-0.03256867,0.01191525,0.01090018,-0.00057365,0.00000000,-0.03226018,0.48750675,0.14053547,0.53948320,-3.14157960,0.00002456,1.57078541
13.363247,0.66528493,0.03689669,1.60680902,-0.00086932,1.57078528,0.66530323,-0.03414111,0.01291716,0.01133610,-0.00061480,0.00000000,-0.03457558,0.48750876,0.13972819,0.53950211,3.14157454,-0.00000037,1.57077808
13.405136,0.66378838,0.03746891,1.60731161,-0.00089867,1.57078528,0.66376269,-0.03386800,0.01279769,0.01165882,-0.00061521,0.00000000,-0.03461221,0.48750440,0.13883190,0.53952240,3.14154259,-0.00002516,1.57082203
13.446595,0.66246051,0.03796409,1.60778105,-0.00092067,1.57078528,0.66241652,-0.03218629,0.01149560,0.01158218,-0.00057465,0.00000000,-0.03218606,0.48750134,0.13803858,0.53952340,3.14153939,-0.00002739,1.57084027
13.488101,0.66111803,0.03842260,1.60827255,-0.00094635,1.57078528,0.66109240,-0.03474184,0.01211111,0.01295161,-0.00066312,0.00000000,-0.03403425,0.48750784,0.13724524,0.53949589,3.14158600,0.00000870,1.57082176
13.529584,0.65957743,0.03896913,1.60885584,-0.00097570,1.57078528,0.65959215,-0.03471594,0.01267520,0.01263302,-0.00066251,0.00000000,-0.03431769,0.48750615,0.13632921,0.53946438,-3.14154738,0.00004922,1.57078168
13.571162,0.65823495,0.03947532,1.60932159,-0.00100137,1.57078528,0.65824229,-0.03242972,0.01209373,0.01080518,-0.00057551,0.00000000,-0.03274190,0.48749787,0.13552703,0.53947154,-3.14155883,0.00004013,1.57078887
13.612380,0.65689248,0.03997050,1.60975075,-0.00102338,1.57078528,0.65688145,-0.03430744,0.01243880,0.01102437,-0.00057317,0.00000000,-0.03453197,0.48749488,0.13473019,0.53949171,3.14159185,0.00001320,1.57080738
13.654273,0.65538126,0.04050970,1.61023867,-0.00104906,1.57078528,0.65537024,-0.03453795,0.01200752,0.01139896,-0.00061626,0.00000000,-0.03435936,0.48749582,0.13393755,0.53950274,3.14157401,-0.00000022,1.57080725
13.695710,0.65401304,0.04097187,1.61070085,-0.00107473,1.57078528,0.65401673,-0.03297046,0.01110820,0.01132931,-0.00061955,0.00000000,-0.03266062,0.48749963,0.13303372,0.53949122,3.14159185,0.00001325,1.57079260
13.737156,0.65264857,0.04143038,1.61117768,-0.00110041,1.57078528,0.65266323,-0.03481927,0.01192991,0.01157884,-0.00066278,0.00000000,-0.03477484,0.48750238,0.13223212,0.53947020,-3.14155857,0.00003998,1.57078181
13.778710,0.65112263,0.04196224,1.61166191,-0.00112975,1.57078528,0.65112996,-0.03467089,0.01223449,0.01073068,-0.00070676,0.00000000,-0.03493584,0.48750212,0.13143371,0.53947745,-3.14157028,0.00003098,1.57078887
13.820197,0.64976919,0.04244642,1.61206889,-0.00115910,1.57078528,0.64976186,-0.03281921,0.01161740,0.00971763,-0.00061864,0.00000000,-0.03282049,0.48749854,0.13053717,0.53950372,3.14157401,-0.00000014,1.57080365
13.861749,0.64839733,0.04292693,1.61246884,-0.00118111,1.57078528,0.64840460,-0.03477058,0.01177340,0.01032308,-0.00065147,0.00000000,-0.03425067,0.48749829,0.12973275,0.53953057,3.14152767,-0.00003548,1.57078914
13.904281,0.64684206,0.04343679,1.61293828,-0.00121412,1.57078528,0.64687878,-0.03463969,0.01132798,0.01081335,-0.00069609,0.00000000,-0.03434261,0.48750495,0.12882750,0.53953582,3.14152155,-0.00003983,1.57075958
13.945824,0.64548123,0.04388062,1.61337841,-0.00123979,1.57078528,0.64551425,-0.03271071,0.01081521,0.01090339,-0.00061798,0.00000000,-0.03293092,0.48750798,0.12803456,0.53952531,3.14153912,-0.00002652,1.57076330
