index,u,x,y,z,rx,ry,rz
0,0.000000,0.48750044,0.40000000,0.53949859,3.14158147,-0.00000004,1.57079992
1,0.012500,0.48750044,0.39000000,0.53949859,3.14158147,-0.00000004,1.57079992
2,0.025000,0.48750044,0.38000000,0.53949859,3.14158147,-0.00000004,1.57079992
3,0.037500,0.48750044,0.37000000,0.53949859,3.14158147,-0.00000004,1.57079992
4,0.050000,0.48750044,0.36000000,0.53949859,3.14158147,-0.00000004,1.57079992
5,0.062500,0.48750044,0.35000000,0.53949859,3.14158147,-0.00000004,1.57079992
6,0.075000,0.48750044,0.34000000,0.53949859,3.14158147,-0.00000004,1.57079992
7,0.087500,0.48750044,0.33000000,0.53949859,3.14158147,-0.00000004,1.57079992
8,0.100000,0.48750044,0.32000000,0.53949859,3.14158147,-0.00000004,1.57079992
9,0.112500,0.48750044,0.31000000,0.53949859,3.14158147,-0.00000004,1.57079992
10,0.125000,0.48750044,0.30000000,0.53949859,3.14158147,-0.00000004,1.57079992
11,0.137500,0.48750044,0.29000000,0.53949859,3.14158147,-0.00000004,1.57079992
12,0.150000,0.48750044,0.28000000,0.53949859,3.14158147,-0.00000004,1.57079992
13,0.162500,0.48750044,0.27000000,0.53949859,3.14158147,-0.00000004,1.57079992
14,0.175000,0.48750044,0.26000000,0.53949859,3.14158147,-0.00000004,1.57079992
15,0.187500,0.48750044,0.25000000,0.53949859,3.14158147,-0.00000004,1.57079992
16,0.200000,0.48750044,0.24000000,0.53949859,3.14158147,-0.00000004,1.57079992
17,0.212500,0.48750044,0.23000000,0.53949859,3.14158147,-0.00000004,1.57079992
18,0.225000,0.48750044,0.22000000,0.53949859,3.14158147,-0.00000004,1.57079992
19,0.237500,0.48750044,0.21000000,0.53949859,3.14158147,-0.00000004,1.57079992
20,0.250000,0.48750044,0.20000000,0.53949859,3.14158147,-0.00000004,1.57079992
21,0.262500,0.48750044,0.19000000,0.53949859,3.14158147,-0.00000004,1.57079992
22,0.275000,0.48750044,0.18000000,0.53949859,3.14158147,-0.00000004,1.57079992
23,0.287500,0.48750044,0.17000000,0.53949859,3.14158147,-0.00000004,1.57079992
24,0.300000,0.48750044,0.16000000,0.53949859,3.14158147,-0.00000004,1.57079992
25,0.312500,0.48750044,0.15000000,0.53949859,3.14158147,-0.00000004,1.57079992
26,0.325000,0.48750044,0.14000000,0.53949859,3.14158147,-0.00000004,1.57079992
27,0.337500,0.48750044,0.13000000,0.53949859,3.14158147,-0.00000004,1.57079992
28,0.350000,0.48750044,0.12000000,0.53949859,3.14158147,-0.00000004,1.57079992
29,0.362500,0.48750044,0.11000000,0.53949859,3.14158147,-0.00000004,1.57079992
30,0.375000,0.48750044,0.10000000,0.53949859,3.14158147,-0.00000004,1.57079992
31,0.387500,0.48750044,0.09000000,0.53949859,3.14158147,-0.00000004,1.57079992
32,0.400000,0.48750044,0.08000000,0.53949859,3.14158147,-0.00000004,1.57079992
33,0.412500,0.48750044,0.07000000,0.53949859,3.14158147,-0.00000004,1.57079992
34,0.425000,0.48750044,0.06000000,0.53949859,3.14158147,-0.00000004,1.57079992
35,0.437500,0.48750044,0.05000000,0.53949859,3.14158147,-0.00000004,1.57079992
36,0.450000,0.48750044,0.04000000,0.53949859,3.14158147,-0.00000004,1.57079992
37,0.462500,0.48750044,0.03000000,0.53949859,3.14158147,-0.00000004,1.57079992
38,0.475000,0.48750044,0.02000000,0.53949859,3.14158147,-0.00000004,1.57079992
39,0.487500,0.48750044,0.01000000,0.53949859,3.14158147,-0.00000004,1.57079992
40,0.500000,0.48750044,0.00000000,0.53949859,3.14158147,-0.00000004,1.57079992
41,0.512500,0.48750044,-0.01000000,0.53949859,3.14158147,-0.00000004,1.57079992
42,0.525000,0.48750044,-0.02000000,0.53949859,3.14158147,-0.00000004,1.57079992
43,0.537500,0.48750044,-0.03000000,0.53949859,3.14158147,-0.00000004,1.57079992
44,0.550000,0.48750044,-0.04000000,0.53949859,3.14158147,-0.00000004,1.57079992
45,0.562500,0.48750044,-0.05000000,0.53949859,3.14158147,-0.00000004,1.57079992
46,0.575000,0.48750044,-0.06000000,0.53949859,3.14158147,-0.00000004,1.57079992
47,0.587500,0.48750044,-0.07000000,0.53949859,3.14158147,-0.00000004,1.57079992
48,0.600000,0.48750044,-0.08000000,0.53949859,3.14158147,-0.00000004,1.57079992
49,0.612500,0.48750044,-0.09000000,0.53949859,3.14158147,-0.00000004,1.57079992
50,0.625000,0.48750044,-0.10000000,0.53949859,3.14158147,-0.00000004,1.57079992
51,0.637500,0.48750044,-0.11000000,0.53949859,3.14158147,-0.00000004,1.57079992
52,0.650000,0.48750044,-0.12000000,0.53949859,3.14158147,-0.00000004,1.57079992
53,0.662500,0.48750044,-0.13000000,0.53949859,3.14158147,-0.00000004,1.57079992
54,0.675000,0.48750044,-0.14000000,0.53949859,3.14158147,-0.00000004,1.57079992
55,0.687500,0.48750044,-0.15000000,0.53949859,3.14158147,-0.00000004,1.57079992
56,0.700000,0.48750044,-0.16000000,0.53949859,3.14158147,-0.00000004,1.57079992
57,0.712500,0.48750044,-0.17000000,0.53949859,3.14158147,-0.00000004,1.57079992
58,0.725000,0.48750044,-0.18000000,0.53949859,3.14158147,-0.00000004,1.57079992
59,0.737500,0.48750044,-0.19000000,0.53949859,3.14158147,-0.00000004,1.57079992
60,0.750000,0.48750044,-0.20000000,0.53949859,3.14158147,-0.00000004,1.57079992
61,0.762500,0.48750044,-0.21000000,0.53949859,3.14158147,-0.00000004,1.57079992
62,0.775000,0.48750044,-0.22000000,0.53949859,3.14158147,-0.00000004,1.57079992
63,0.787500,0.48750044,-0.23000000,0.53949859,3.14158147,-0.00000004,1.57079992
64,0.800000,0.48750044,-0.24000000,0.53949859,3.14158147,-0.00000004,1.57079992
65,0.812500,0.48750044,-0.25000000,0.53949859,3.14158147,-0.00000004,1.57079992
66,0.825000,0.48750044,-0.26000000,0.53949859,3.14158147,-0.00000004,1.57079992
67,0.837500,0.48750044,-0.27000000,0.53949859,3.14158147,-0.00000004,1.57079992
68,0.850000,0.48750044,-0.28000000,0.53949859,3.14158147,-0.00000004,1.57079992
69,0.862500,0.48750044,-0.29000000,0.53949859,3.14158147,-0.00000004,1.57079992
70,0.875000,0.48750044,-0.30000000,0.53949859,3.14158147,-0.00000004,1.57079992
71,0.887500,0.48750044,-0.31000000,0.53949859,3.14158147,-0.00000004,1.57079992
72,0.900000,0.48750044,-0.32000000,0.53949859,3.14158147,-0.00000004,1.57079992
73,0.912500,0.48750044,-0.33000000,0.53949859,3.14158147,-0.00000004,1.57079992
74,0.925000,0.48750044,-0.34000000,0.53949859,3.14158147,-0.00000004,1.57079992
75,0.937500,0.48750044,-0.35000000,0.53949859,3.14158147,-0.00000004,1.57079992
76,0.950000,0.48750044,-0.36000000,0.53949859,3.14158147,-0.00000004,1.57079992
77,0.962500,0.48750044,-0.37000000,0.53949859,3.14158147,-0.00000004,1.57079992
78,0.975000,0.48750044,-0.38000000,0.53949859,3.14158147,-0.00000004,1.57079992
79,0.987500,0.48750044,-0.39000000,0.53949859,3.14158147,-0.00000004,1.57079992
80,1.000000,0.48750044,-0.40000000,0.53949859,3.14158147,-0.00000004,1.57079992
