frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
81,11.030583,1786330603.937248,2513,50000,2,2,2,0.202813,upperArm_Link,0,0.555778,-0.233570,0.366837,-0.082277,upperArm_Link,0.000,SAFE,STOP,0.074252,135.5109,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
82,11.164804,1786330604.072773,2533,50000,2,2,8,0.200779,upperArm_Link,1,0.567212,-0.207368,0.365822,-0.114449,upperArm_Link,0.100,SAFE,STOP,0.091296,126.7674,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
83,11.287757,1786330604.199554,2516,50000,1,0,0,0.171587,upperArm_Link,0,0.429784,-0.352432,0.379626,,,,SAFE,SAFE,,131.6088,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
84,11.425290,1786330604.331177,2586,50000,1,0,0,0.160303,upperArm_Link,0,0.396455,-0.383030,0.384868,,,,SAFE,SAFE,,126.4933,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
85,11.548032,1786330604.457687,2556,50000,2,0,0,0.179975,upperArm_Link,0,0.548299,-0.215389,0.361675,,,,SAFE,SAFE,,135.9383,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
86,11.682103,1786330604.593640,2614,50000,2,0,0,0.183142,upperArm_Link,0,0.549521,-0.200099,0.369984,,,,SAFE,SAFE,,134.7891,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
87,11.815616,1786330604.728451,2504,50000,1,0,0,0.122627,upperArm_Link,0,0.405664,-0.352935,0.381619,,,,WARNING,SAFE,,128.0732,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
88,11.946917,1786330604.856538,2603,50000,1,0,0,0.182102,upperArm_Link,0,0.405434,-0.348958,0.389545,,,,SAFE,SAFE,,132.5466,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
89,12.076729,1786330604.989099,2581,50000,1,1,1,0.192671,upperArm_Link,0,0.380087,-0.382280,0.385399,-0.286865,upperArm_Link,0.000,SAFE,STOP,0.024398,120.5659,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
90,12.199314,1786330605.109680,2567,50000,1,1,1,0.184364,upperArm_Link,0,0.380140,-0.372873,0.392793,-0.322977,upperArm_Link,0.000,SAFE,STOP,0.013500,121.5886,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57077789,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,-0.00003112,0.00000000
91,12.330298,1786330605.231283,2519,50000,1,1,1,0.193416,upperArm_Link,0,0.368335,-0.387166,0.389619,-0.316793,upperArm_Link,0.000,SAFE,STOP,0.000000,136.2070,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00002912,0.00000000
92,12.456942,1786330605.367514,2565,50000,1,1,1,0.147318,upperArm_Link,0,0.396395,-0.342656,0.370221,-0.339435,upperArm_Link,0.000,WARNING,STOP,0.000000,134.2488,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
93,12.591577,1786330605.501777,2638,50000,1,1,1,0.180508,upperArm_Link,0,0.377617,-0.363538,0.388963,-0.331108,upperArm_Link,0.000,SAFE,STOP,0.013570,131.3030,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
94,12.721824,1786330605.633093,2586,50000,1,1,1,0.168880,upperArm_Link,0,0.383388,-0.355165,0.390565,-0.329381,upperArm_Link,0.000,SAFE,STOP,0.023886,131.5370,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
95,12.863561,1786330605.764644,2546,50000,1,1,1,0.150335,upperArm_Link,0,0.384067,-0.349723,0.392059,-0.357516,upperArm_Link,0.000,SAFE,STOP,0.027392,141.0991,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
96,12.991670,1786330605.905757,2644,50000,1,1,1,0.155092,upperArm_Link,0,0.391870,-0.333265,0.387041,-0.363132,upperArm_Link,0.000,SAFE,STOP,0.026535,131.2296,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
97,13.126441,1786330606.036999,2618,50000,1,1,1,0.147078,upperArm_Link,0,0.395600,-0.330387,0.395789,-0.349281,upperArm_Link,0.000,WARNING,STOP,0.000000,132.2664,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
98,13.258532,1786330606.169300,2568,50000,1,1,1,0.153136,upperArm_Link,0,0.415728,-0.305045,0.395985,-0.346619,upperArm_Link,0.000,SAFE,STOP,0.033321,135.3866,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
99,13.394671,1786330606.304710,2646,50000,1,1,1,0.154330,upperArm_Link,0,0.393511,-0.327647,0.383914,-0.365552,upperArm_Link,0.000,SAFE,STOP,0.032610,133.7847,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
100,13.526768,1786330606.438509,2586,50000,2,0,0,0.179519,upperArm_Link,1,0.593265,-0.059764,0.372106,,,,SAFE,SAFE,,123.4479,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
101,13.652061,1786330606.561970,2574,50000,3,0,0,0.159444,upperArm_Link,0,0.591995,-0.063964,0.366473,,,,SAFE,SAFE,,134.0622,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
102,13.785753,1786330606.696047,2643,50000,1,0,0,0.198782,upperArm_Link,0,0.394167,-0.311667,0.399859,,,,SAFE,SAFE,,133.8291,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
103,13.916971,1786330606.829890,2619,50000,2,0,0,0.168291,upperArm_Link,0,0.541034,-0.121948,0.370546,,,,SAFE,SAFE,,132.4780,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
104,14.050470,1786330606.962382,2569,50000,2,0,0,0.180277,upperArm_Link,1,0.530178,-0.130481,0.380322,,,,SAFE,SAFE,,132.6057,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
105,14.188826,1786330607.095003,2661,50000,2,2,2,0.153842,upperArm_Link,0,0.525607,-0.126558,0.363742,-0.255591,upperArm_Link,0.000,SAFE,STOP,0.026607,139.2211,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
106,14.336951,1786330607.234246,2549,50000,2,2,2,0.165128,upperArm_Link,0,0.531774,-0.116564,0.372309,-0.267485,upperArm_Link,0.000,SAFE,STOP,0.025169,139.2907,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
107,14.463838,1786330607.373550,2574,50000,1,1,4,0.167130,upperArm_Link,0,0.395153,-0.280032,0.402849,-0.429859,upperArm_Link,0.100,SAFE,STOP,0.132915,124.0546,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
108,14.590702,1786330607.497619,2645,50000,1,1,4,0.163544,upperArm_Link,0,0.384493,-0.288243,0.401355,-0.442567,upperArm_Link,0.100,SAFE,STOP,0.185160,137.0361,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
109,14.724023,1786330607.634670,2613,50000,1,1,4,0.143298,upperArm_Link,0,0.409173,-0.247750,0.398462,-0.450447,upperArm_Link,0.100,WARNING,STOP,0.174909,135.1934,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
110,14.868896,1786330607.769877,2594,50000,1,1,4,0.157709,upperArm_Link,0,0.401653,-0.258560,0.404927,-0.443317,upperArm_Link,0.100,SAFE,STOP,0.153082,138.0378,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
111,14.998839,1786330607.907928,2666,50000,1,1,4,0.162334,upperArm_Link,0,0.398914,-0.257074,0.410526,-0.457841,upperArm_Link,0.100,SAFE,STOP,0.140028,137.1274,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
112,15.137024,1786330608.045071,2597,50000,1,1,4,0.168863,wrist1_Link,0,0.395971,-0.259585,0.410001,-0.462034,upperArm_Link,0.100,SAFE,STOP,0.105811,124.8067,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
113,15.257432,1786330608.169891,2542,50000,1,1,1,0.110478,upperArm_Link,0,0.403108,-0.255204,0.402946,-0.400114,upperArm_Link,0.000,WARNING,STOP,0.000000,130.1706,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
114,15.396200,1786330608.300075,2670,50000,1,1,1,0.166021,wrist1_Link,0,0.413091,-0.237275,0.404310,-0.407572,upperArm_Link,0.000,SAFE,STOP,0.000000,131.9260,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
115,15.521667,1786330608.432016,2616,50000,1,1,1,0.163105,left_link,0,0.400382,-0.256391,0.412136,-0.418166,upperArm_Link,0.000,SAFE,STOP,0.000000,132.9109,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
116,15.655597,1786330608.564940,2582,50000,1,1,1,0.161105,left_link,0,0.390255,-0.265144,0.419462,-0.396982,upperArm_Link,0.000,SAFE,STOP,0.024350,134.0484,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
117,15.788346,1786330608.699003,2563,50000,2,1,1,0.159426,left_link,1,0.624718,0.083428,0.400918,-0.324729,upperArm_Link,0.000,SAFE,STOP,0.071902,133.3763,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
118,15.929914,1786330608.832393,2537,50000,1,1,1,0.114263,upperArm_Link,0,0.403231,-0.238949,0.404583,-0.423429,upperArm_Link,0.000,WARNING,STOP,0.016630,131.8601,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
119,16.053969,1786330608.964267,2589,50000,2,0,0,0.154272,gripper_base_link,0,0.592576,0.028842,0.370088,,,,SAFE,SAFE,,132.0420,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
120,16.185925,1786330609.096323,2700,50000,1,0,0,0.147486,wrist1_Link,0,0.408801,-0.231372,0.405678,,,,WARNING,SAFE,,125.6509,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
121,16.309504,1786330609.221988,2561,50000,1,0,0,0.148093,wrist1_Link,0,0.415532,-0.217836,0.407969,,,,WARNING,SAFE,,131.1909,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
122,16.443224,1786330609.353193,2562,50000,2,0,0,0.147483,wrist1_Link,1,0.616717,0.054184,0.378814,,,,WARNING,SAFE,,132.4975,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
123,16.575630,1786330609.485704,2400,50000,2,0,0,0.141454,left_link,0,0.619110,0.098166,0.399969,,,,WARNING,SAFE,,123.7845,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
124,16.703199,1786330609.609503,2274,50000,1,1,1,0.150167,left_link,0,0.626477,0.095712,0.402167,0.027203,left_link,0.000,SAFE,STOP,0.067189,133.7893,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
125,16.838379,1786330609.743306,2364,50000,1,1,1,0.148511,left_link,0,0.622336,0.100762,0.397728,0.024502,left_link,0.000,WARNING,STOP,0.070925,131.3951,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
126,16.961568,1786330609.874714,2271,50000,1,1,1,0.143680,wrist1_Link,0,0.626449,0.099270,0.393467,0.018563,left_link,0.000,WARNING,STOP,0.068445,129.1485,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
127,17.094779,1786330610.003875,2320,50000,1,1,1,0.147961,wrist1_Link,0,0.626220,0.097079,0.398999,0.038245,left_link,0.000,WARNING,STOP,0.000000,130.5410,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
128,17.224139,1786330610.134430,2195,50000,1,1,1,0.150160,wrist1_Link,0,0.623945,0.093762,0.394432,0.033190,left_link,0.000,SAFE,STOP,0.012411,132.0904,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
129,17.353765,1786330610.266535,2295,50000,1,1,1,0.147462,left_link,0,0.623119,0.096658,0.397461,0.022070,left_link,0.000,WARNING,STOP,0.022794,130.8037,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
130,17.486801,1786330610.397354,2375,50000,1,1,1,0.146295,left_link,0,0.625904,0.103235,0.399990,0.050689,left_link,0.000,WARNING,SLOW,0.016034,120.0774,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
131,17.604806,1786330610.517444,2371,50000,1,1,1,0.149016,wrist1_Link,0,0.625436,0.098395,0.398489,0.045402,left_link,0.000,WARNING,STOP,0.000000,131.0052,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
132,17.742581,1786330610.648463,2314,50000,1,1,1,0.146343,wrist1_Link,0,0.621428,0.095320,0.390289,0.022577,left_link,0.000,WARNING,STOP,0.000000,130.3593,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
133,17.875505,1786330610.778835,2268,50000,1,1,1,0.145230,wrist1_Link,0,0.624003,0.094305,0.389746,0.028756,left_link,0.000,WARNING,STOP,0.000000,137.9857,0.86983252,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
134,18.004191,1786330610.916834,2231,50000,1,1,1,0.149574,wrist1_Link,0,0.619606,0.093746,0.398050,0.023920,left_link,0.000,WARNING,STOP,0.000000,130.1992,0.86983979,-0.42900524,1.02395570,-0.11782806,1.57078171,0.86984348,0.00005651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
