frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
30,5.126240,1,1,0.553160,-0.476070,0.363738,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.095022,0.119666,0.174666,0.095022,0.011605,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
31,5.302011,1,2,0.547004,-0.473691,0.365296,0.000000,0.025379,0.025379,0.058004,-0.023040,0.008904,0.005830,0.039045,0.025379,-0.035446,0.013698,0.008970,0.650,0.098524,0.126750,0.181750,0.098524,0.021250,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
32,5.505525,1,3,0.567951,-0.459686,0.371865,0.010910,0.040649,0.040649,0.085709,0.018766,0.032115,0.016396,0.063138,0.040649,0.039703,0.043979,0.021816,0.650,0.099674,0.118044,0.173044,0.099674,0.016212,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
33,5.693846,1,4,0.545062,-0.441321,0.360495,0.018507,0.052457,0.052457,0.106649,0.005474,0.051974,0.004532,0.063129,0.052457,-0.014270,0.061229,-0.005714,0.650,0.102561,0.127948,0.182948,0.102561,0.030531,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
34,5.869341,1,5,0.550044,-0.439925,0.356342,0.024834,0.054949,0.054949,0.034105,-0.000867,0.054696,-0.005187,0.050000,0.054949,-0.004208,0.048812,-0.009987,0.650,0.108898,0.124044,0.179044,0.108898,0.030788,0,0,0,0,"speed_ok,valid_streak_not_ready"
35,6.050447,1,6,0.580008,-0.453815,0.371059,0.021981,0.049735,0.049735,0.081816,0.005684,0.049207,-0.004470,0.052081,0.049735,0.044125,0.026572,0.007705,0.250,0.104903,0.124824,0.179824,0.104903,0.018769,0,0,0,0,"speed_ok,valid_streak_not_ready"
36,6.220986,1,7,0.553362,-0.428606,0.366124,0.026691,0.044267,0.044267,0.118694,0.004981,0.043843,-0.003546,0.048223,0.044267,-0.020209,0.043056,-0.007953,0.250,0.114576,0.137421,0.192421,0.114576,0.025438,0,0,0,0,"speed_ok,valid_streak_not_ready"
37,6.404023,1,8,0.561746,-0.419886,0.369517,0.033081,0.041571,0.041571,0.037172,0.009044,0.040553,0.001341,0.040956,0.041571,0.023874,0.030671,0.012911,0.250,0.116205,0.141066,0.196066,0.116205,0.018050,0,0,0,0,"speed_ok,valid_streak_not_ready"
38,6.595911,1,9,0.574710,-0.419833,0.372100,0.033818,0.045064,0.045064,0.041097,0.014813,0.040992,0.011443,0.049398,0.045064,0.034321,0.027956,0.021926,0.650,0.119644,0.143347,0.198347,0.119644,0.016432,0,0,0,0,"speed_ok,valid_streak_not_ready"
39,6.780024,1,10,0.564392,-0.408704,0.368684,0.035198,0.049893,0.049893,0.110963,0.001951,0.049653,0.004478,0.066285,0.049893,-0.021656,0.062561,-0.003294,0.650,0.114383,0.152487,0.207487,0.114383,0.024867,0,0,0,0,"speed_ok,valid_streak_not_ready"
40,6.973891,1,11,0.576692,-0.410167,0.371267,0.033119,0.044581,0.044581,0.058939,0.008041,0.043607,0.004609,0.040338,0.044581,0.031184,0.024646,0.006874,0.250,0.115875,0.143598,0.198598,0.115875,0.022474,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.161190,1,12,0.576909,-0.385081,0.367780,0.041144,0.044447,0.044447,0.146849,0.013944,0.042203,0.000179,0.049963,0.044447,0.019934,0.045757,-0.002284,0.650,0.114416,0.143063,0.198063,0.114416,0.019605,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.344884,1,13,0.557236,-0.373363,0.363327,0.045220,0.055023,0.055023,0.076017,-0.002649,0.054607,-0.006217,0.066713,0.055023,-0.023123,0.061491,-0.011609,0.650,0.115654,0.142057,0.197057,0.115654,0.033547,0,0,0,0,"speed_ok,valid_streak_not_ready"
