trajectory,t_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s,qdd1_rad_s2,qdd2_rad_s2,qdd3_rad_s2,qdd4_rad_s2,qdd5_rad_s2,qdd6_rad_s2
reference_nubs,0.000000,0.869832516,-0.428997904,1.023959398,-0.117831729,1.570781607,0.869832516,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
reference_nubs,0.040000,0.869831044,-0.428997892,1.023959417,-0.117831723,1.570781607,0.869831044,-0.000110075,0.000000893,0.000001375,0.000000483,0.000000001,-0.000110075,-0.005476085,0.000044408,0.000068408,0.000024050,0.000000068,-0.005476102
reference_nubs,0.080000,0.869820833,-0.428997809,1.023959544,-0.117831678,1.570781608,0.869820833,-0.000435885,0.000003535,0.000005445,0.000001914,0.000000005,-0.000435887,-0.010787061,0.000087478,0.000134753,0.000047375,0.000000134,-0.010787095
reference_nubs,0.120000,0.869793385,-0.428997587,1.023959887,-0.117831557,1.570781608,0.869793385,-0.000970861,0.000007873,0.000012128,0.000004264,0.000000012,-0.000970864,-0.015934597,0.000129222,0.000199056,0.000069983,0.000000198,-0.015934647
reference_nubs,0.160000,0.869740462,-0.428997158,1.023960548,-0.117831325,1.570781609,0.869740462,-0.001708496,0.000013855,0.000021343,0.000007504,0.000000021,-0.001708501,-0.020920361,0.000169654,0.000261338,0.000091880,0.000000260,-0.020920426
reference_nubs,0.200000,0.869654089,-0.428996457,1.023961627,-0.117830946,1.570781610,0.869654088,-0.002642355,0.000021428,0.000033008,0.000011605,0.000000033,-0.002642363,-0.025746020,0.000208788,0.000321621,0.000113073,0.000000320,-0.025746100
reference_nubs,0.240000,0.869526543,-0.428995423,1.023963221,-0.117830386,1.570781611,0.869526542,-0.003766065,0.000030541,0.000047046,0.000016540,0.000000047,-0.003766077,-0.030413242,0.000246636,0.000379924,0.000133571,0.000000379,-0.030413336
reference_nubs,0.280000,0.869350356,-0.428993994,1.023965421,-0.117829612,1.570781613,0.869350355,-0.005073324,0.000041142,0.000063376,0.000022281,0.000000063,-0.005073339,-0.034923694,0.000283214,0.000436269,0.000153381,0.000000435,-0.034923802
reference_nubs,0.320000,0.869118313,-0.428992112,1.023968320,-0.117828593,1.570781616,0.869118310,-0.006557893,0.000053181,0.000081922,0.000028801,0.000000082,-0.006557913,-0.039279045,0.000318534,0.000490676,0.000172509,0.000000489,-0.039279167
reference_nubs,0.360000,0.868823443,-0.428989721,1.023972004,-0.117827298,1.570781620,0.868823440,-0.008213602,0.000066608,0.000102605,0.000036073,0.000000102,-0.008213627,-0.043480963,0.000352609,0.000543166,0.000190963,0.000000541,-0.043481097
