t_s,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
25.74370800,-0.30425927,-0.40777102,1.05646539,-0.10655621,1.57080007,-0.30421892
25.78510700,-0.30552107,-0.40900716,1.05459845,-0.10719812,1.57080007,-0.30551004
25.82631700,-0.30664715,-0.41010022,1.05288911,-0.10777033,1.57080007,-0.30665448
25.86804400,-0.30776221,-0.41115659,1.05132651,-0.10833155,1.57080007,-0.30776957
25.90953800,-0.30902404,-0.41240004,1.04943013,-0.10897345,1.57080007,-0.30902404
25.95106400,-0.31016111,-0.41348213,1.04772818,-0.10956033,1.57080007,-0.31016111
25.99255800,-0.31128722,-0.41459721,1.04608119,-0.11013621,1.57080007,-0.31127620
26.03454200,-0.31254900,-0.41584069,1.04421055,-0.11080746,1.57080007,-0.31252697
26.07607800,-0.31365305,-0.41691542,1.04250860,-0.11138334,1.57080007,-0.31363842
26.11756400,-0.31477550,-0.41803047,1.04079568,-0.11194454,1.57080007,-0.31475347
26.15934600,-0.31603363,-0.41927764,1.03891397,-0.11259012,1.57080007,-0.31600061
26.20087900,-0.31716704,-0.42041105,1.03721929,-0.11317334,1.57080364,-0.31711936
26.24251700,-0.31827846,-0.42150411,1.03554666,-0.11376022,1.57080007,-0.31823444
26.28375600,-0.31934586,-0.42258251,1.03380072,-0.11432876,1.57080007,-0.31933120
26.32536500,-0.32049763,-0.42374894,1.03202534,-0.11497801,1.57080007,-0.32049397
26.36679400,-0.32145131,-0.42472464,1.03058386,-0.11552088,1.57080007,-0.32144764
26.40850300,-0.32235730,-0.42562696,1.02914596,-0.11603073,1.57080007,-0.32233164
26.45003900,-0.32323396,-0.42649630,1.02777779,-0.11651491,1.57080007,-0.32318994
26.49130000,-0.32389423,-0.42716023,1.02676535,-0.11686704,1.57080007,-0.32384652
26.53245000,-0.32443342,-0.42773977,1.02597308,-0.11716048,1.57080007,-0.32439673
26.57400200,-0.32490659,-0.42823860,1.02522850,-0.11741358,1.57080007,-0.32488459
26.61622800,-0.32521471,-0.42853570,1.02471507,-0.11757130,1.57080007,-0.32519272
26.65772900,-0.32541645,-0.42874113,1.02434814,-0.11768501,1.57080007,-0.32540175
26.69917900,-0.32556316,-0.42888418,1.02412081,-0.11776938,1.57080364,-0.32553750
26.74028500,-0.32562920,-0.42895019,1.02402174,-0.11780973,1.57080007,-0.32560721
26.78144500,-0.32565853,-0.42898321,1.02398133,-0.11783173,1.57080007,-0.32564384
26.82281600,-0.32566956,-0.42899421,1.02396679,-0.11783907,1.57080007,-0.32565853
26.86507500,-0.32567686,-0.42899790,1.02395940,-0.11784640,1.57080007,-0.32566956
