x_offset_m,lane_x_m,center_y_m,center_z_m,speed_y_m_s,trigger_current_m,trigger_predicted_m,trigger_ok,best_coarse_m,local1_ready,fast_m,fast_ms,feasible
-0.1,0.5749155588045965,-0.09320767788875882,0.3727625379992056,0.08,0.10276692047638719,0.053182347114246104,False,nan,False,nan,nan,False
-0.1,0.5749155588045965,-0.09320767788875882,0.3727625379992056,0.1,0.10276692047638719,0.04361201917793303,False,nan,False,nan,nan,False
-0.1,0.5749155588045965,-0.09320767788875882,0.3727625379992056,0.12,0.10276692047638719,0.03413989739507928,False,nan,False,nan,nan,False
-0.075,0.5999155588045966,-0.09320767788875882,0.3727625379992056,0.08,0.10581189431638832,0.05675445743618082,False,nan,False,nan,nan,False
-0.075,0.5999155588045966,-0.09320767788875882,0.3727625379992056,0.1,0.10581189431638832,0.04731076784351762,False,nan,False,nan,nan,False
-0.075,0.5999155588045966,-0.09320767788875882,0.3727625379992056,0.12,0.10581189431638832,0.03774983950252239,False,nan,False,nan,nan,False
-0.05,0.6249155588045965,-0.09320767788875882,0.3727625379992056,0.08,0.11087891968963293,0.06267376360067836,False,nan,False,nan,nan,False
-0.05,0.6249155588045965,-0.09320767788875882,0.3727625379992056,0.1,0.11087891968963293,0.05307572800904531,False,nan,False,nan,nan,False
-0.05,0.6249155588045965,-0.09320767788875882,0.3727625379992056,0.12,0.11087891968963293,0.04305778781070907,False,nan,False,nan,nan,False
-0.025,0.6499155588045965,-0.09320767788875882,0.3727625379992056,0.08,0.11786965516640235,0.07031454772280368,False,nan,False,nan,nan,False
-0.025,0.6499155588045965,-0.09320767788875882,0.3727625379992056,0.1,0.11786965516640235,0.06049440130930772,False,nan,False,nan,nan,False
-0.025,0.6499155588045965,-0.09320767788875882,0.3727625379992056,0.12,0.11786965516640235,0.05074831392952675,False,nan,False,nan,nan,False
0.0,0.6749155588045965,-0.09320767788875882,0.3727625379992056,0.08,0.1266585579444191,0.07954288913448335,True,0.06033849191316498,False,nan,nan,False
0.0,0.6749155588045965,-0.09320767788875882,0.3727625379992056,0.1,0.1266585579444191,0.07003102483150853,True,0.04218535599957973,False,nan,nan,False
0.0,0.6749155588045965,-0.09320767788875882,0.3727625379992056,0.12,0.1266585579444191,0.06061133281004735,True,-0.001291737927862746,False,nan,nan,False
0.025,0.6999155588045965,-0.09320767788875882,0.3727625379992056,0.08,0.13710274103145698,0.09063889794023602,True,0.07484433596383022,False,nan,nan,False
0.025,0.6999155588045965,-0.09320767788875882,0.3727625379992056,0.1,0.13710274103145698,0.0814705092376467,True,0.0577552480926605,False,nan,nan,False
0.025,0.6999155588045965,-0.09320767788875882,0.3727625379992056,0.12,0.13710274103145698,0.07241178223091346,True,0.0414385374266342,False,nan,nan,False
0.05,0.7249155588045966,-0.09320767788875882,0.3727625379992056,0.08,0.1490513337079608,0.1033972801488259,True,0.09092110405631479,False,nan,nan,False
0.05,0.7249155588045966,-0.09320767788875882,0.3727625379992056,0.1,0.1490513337079608,0.09459136812639085,True,0.07486244545452969,False,nan,nan,False
0.05,0.7249155588045966,-0.09320767788875882,0.3727625379992056,0.12,0.1490513337079608,0.08591065493283304,True,0.05965078203320898,False,nan,nan,False
0.075,0.7499155588045965,-0.09320767788875882,0.3727625379992056,0.08,0.16217859509075944,0.11761735355993977,True,0.10789717108434285,False,nan,nan,False
0.075,0.7499155588045965,-0.09320767788875882,0.3727625379992056,0.1,0.16217859509075944,0.10917971075117999,True,0.09321655235485299,False,nan,nan,False
0.075,0.7499155588045965,-0.09320767788875882,0.3727625379992056,0.12,0.16217859509075944,0.10088015056448565,True,0.07901760203006145,False,nan,nan,False
0.1,0.7749155588045965,-0.09320767788875882,0.3727625379992056,0.08,0.17601518400807975,0.13311160600422609,True,0.12506755993287125,True,0.13380939143785084,48.082694003824145,True
0.1,0.7749155588045965,-0.09320767788875882,0.3727625379992056,0.1,0.17601518400807975,0.12503809078360245,True,0.11228889198883246,True,0.11242515194384184,46.1562389973551,True
0.1,0.7749155588045965,-0.09320767788875882,0.3727625379992056,0.12,0.17601518400807975,0.11711268665056343,True,0.09929701859030865,False,nan,nan,False
