frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785927705.150455,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,143.8766,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
1,pre_empty,1785927705.294400,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,102.9997,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
2,pre_empty,1785927705.397500,2616,50000,2226,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,172.5055,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
3,pre_empty,1785927705.570018,2589,50000,2150,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.7475,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
4,pre_empty,1785927705.707799,2450,50000,2028,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,138.7631,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
5,pre_empty,1785927705.846593,2627,50000,2218,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.1943,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
6,pre_empty,1785927705.979820,2670,50000,2256,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.2583,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
7,pre_empty,1785927706.115127,2501,50000,2051,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,142.3013,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
8,pre_empty,1785927706.257457,2573,50000,2136,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.0078,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
9,pre_empty,1785927706.394497,2663,50000,2226,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.6506,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
10,pre_empty,1785927706.532181,2553,50000,2125,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.8249,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
11,pre_empty,1785927706.661037,2687,50000,2248,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,113.8743,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
12,pre_empty,1785927706.774974,2666,50000,2301,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.4754,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
13,pre_empty,1785927706.904493,2725,50000,2321,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,122.4817,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
14,pre_empty,1785927707.027008,2380,50000,1869,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.5046,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
15,pre_empty,1785927707.163557,2651,50000,2281,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,127.3470,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
16,pre_empty,1785927707.290936,2752,50000,2332,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.2720,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
17,pre_empty,1785927707.422256,2495,50000,2052,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.1138,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
18,pre_empty,1785927707.553400,2647,50000,2263,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.2094,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
19,pre_empty,1785927707.683641,2704,50000,2323,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.5276,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
20,pre_empty,1785927707.820200,2544,50000,2132,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.9959,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
21,pre_empty,1785927707.950241,2706,50000,2332,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.1144,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
22,pre_empty,1785927708.078389,2744,50000,2322,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.3103,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
23,dynamic,1785927709.158800,2746,50000,2332,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.1611,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
24,dynamic,1785927709.294978,2676,50000,2345,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.4772,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
25,dynamic,1785927709.427488,2689,50000,2319,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.0554,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
26,dynamic,1785927709.556575,2747,50000,2366,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.8162,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
27,dynamic,1785927709.685423,2701,50000,2301,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,134.9694,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
28,dynamic,1785927709.820425,2694,50000,2284,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.7459,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
29,dynamic,1785927709.949218,2755,50000,2357,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.6735,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
30,dynamic,1785927710.080922,2699,50000,2328,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.6008,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
31,dynamic,1785927710.210555,2706,50000,2333,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.6919,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
32,dynamic,1785927710.339280,2594,50000,2238,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,118.5296,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
33,dynamic,1785927710.457870,2735,50000,2360,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.3615,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
34,dynamic,1785927710.588264,2739,50000,2326,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.9224,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
35,dynamic,1785927710.718230,2671,50000,2296,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.5155,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
