frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.093836,1786964041.663583,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,95.9569,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.194799,1786964041.759594,2460,50000,0,2460,20,1597,0.008130,0.225855,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590997,0.994839,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.383816,,0,1.000000,SAFE,1,current,50000,195.0555,0.00000734,-0.00000367,1.57079637,-0.00000367,1.57079637,0.00000734,0.00007266,-0.00003633,-0.00003660,-0.00003633,0.00000000,0.00007266
2,0.372709,1786964041.954664,2493,50000,0,2493,22,1753,0.008825,0.224146,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589386,0.991582,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.385370,,0,1.000000,SAFE,1,current,50000,157.5359,0.00330123,-0.00328655,1.56757212,-0.00147822,1.57079637,0.00326088,0.01851437,-0.01845252,-0.01812296,-0.00828817,0.00000000,0.01828758
3,0.523906,1786964042.112216,2402,50000,0,2402,30,1594,0.012490,0.223390,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.583728,0.980145,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.391867,,0,1.000000,SAFE,1,current,50000,160.5883,0.01470146,-0.01266937,1.55734932,-0.00324987,1.57079637,0.01479316,0.07539973,-0.06205679,-0.06761230,-0.01171753,0.00000000,0.07627308
4,0.686279,1786964042.272822,2467,50000,0,2467,20,1721,0.008107,0.223974,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.572176,0.957399,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.402089,,0,1.000000,SAFE,1,current,50000,168.8274,0.03744690,-0.02495726,1.54318345,-0.00499952,1.57079637,0.03750559,0.14008176,-0.07567712,-0.08724302,-0.01077552,0.00000000,0.13987843
5,0.858393,1786964042.441675,2594,50000,0,2594,24,1690,0.009252,0.225238,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.552639,0.919978,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.419995,,0,1.000000,SAFE,1,current,50000,170.6985,0.07486811,-0.03839692,1.52746964,-0.00688856,1.57079637,0.07504051,0.21742113,-0.07808579,-0.09129887,-0.01097548,0.00000000,0.21808182
6,1.025404,1786964042.612391,2452,50000,0,2452,23,1627,0.009380,0.224991,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.527206,0.872683,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.445923,,0,1.000000,SAFE,1,current,50000,156.4332,0.12216368,-0.05108829,1.51265800,-0.00872257,1.57079637,0.12249746,0.28318860,-0.07599133,-0.08868667,-0.01098141,0.00000000,0.28415492
7,1.185147,1786964042.768841,2447,50000,0,2447,50,1737,0.020433,0.224702,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.495659,0.815656,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.473227,,0,1.000000,SAFE,1,current,50000,149.7118,0.17919052,-0.06343121,1.49827206,-0.01049056,1.57079637,0.17966735,0.35698967,-0.07726703,-0.09005639,-0.01106766,0.00000000,0.35788518
8,1.333579,1786964042.918569,2441,50000,0,2441,20,1646,0.008193,0.225009,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.460487,0.753677,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.513152,,0,1.000000,SAFE,1,current,50000,171.8308,0.24116918,-0.07495982,1.48486173,-0.01211916,1.57079637,0.24172305,0.41755733,-0.07766956,-0.09034692,-0.01097210,0.00000000,0.41807625
9,1.506301,1786964043.090429,2256,50000,0,2256,17,1598,0.007535,0.222568,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.417510,0.679821,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.516096,,0,1.000000,SAFE,1,current,50000,165.2947,0.31502491,-0.08805835,1.46955884,-0.01397519,1.57079637,0.31574383,0.42759946,-0.07583598,-0.08859855,-0.01074573,0.00000000,0.42855510
