frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.138508,1786961314.376758,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,139.3952,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.242737,1786961314.516184,2506,50000,0,2506,29,1707,0.011572,0.224364,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590959,0.994788,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.366410,,0,1.000000,SAFE,1,current,50000,207.8051,0.00008436,-0.00013572,1.57076335,-0.00006969,1.57079637,0.00005502,0.00080941,-0.00130210,-0.00035227,-0.00066865,0.00000000,0.00052788
2,0.427530,1786961314.724005,2458,50000,0,2458,33,1618,0.013426,0.223663,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.588196,0.989128,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.368708,,0,1.000000,SAFE,1,current,50000,185.1508,0.00571846,-0.00560475,1.56516957,-0.00201008,1.57079637,0.00573680,0.03048872,-0.02959549,-0.03027056,-0.01050035,0.00000000,0.03074676
3,0.612301,1786961314.909183,2531,50000,0,2531,36,1716,0.014224,0.223863,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.578677,0.970127,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.369122,,0,1.000000,SAFE,1,current,50000,172.3890,0.02471884,-0.01878397,1.55035448,-0.00413754,1.57079637,0.02481421,0.10283195,-0.07132726,-0.08018073,-0.01151400,0.00000000,0.10324883
4,0.787692,1786961315.081588,2618,50000,0,2618,36,1750,0.013751,0.225381,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.562490,0.938707,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.380444,,0,1.000000,SAFE,1,current,50000,184.9593,0.05613917,-0.03228232,1.53470290,-0.00602657,1.57079256,0.05634091,0.17914479,-0.07696157,-0.08923839,-0.01077044,-0.00002175,0.17975127
5,0.969363,1786961315.266577,2517,50000,0,2517,55,1709,0.021851,0.224612,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.537265,0.891224,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.404909,,0,1.000000,SAFE,1,current,50000,180.1614,0.10362180,-0.04646291,1.51804638,-0.00804399,1.57079256,0.10392257,0.26136651,-0.07805662,-0.09168524,-0.01110480,0.00000000,0.26191163
6,1.152505,1786961315.446768,2409,50000,0,2409,31,1662,0.012868,0.224173,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.504202,0.830948,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.437734,,0,1.000000,SAFE,1,current,50000,174.3842,0.16389848,-0.06035740,1.50192916,-0.01006140,1.57079256,0.16439369,0.32912523,-0.07586725,-0.08800388,-0.01101557,0.00000000,0.33018691
7,1.326904,1786961315.621170,2482,50000,0,2482,28,1716,0.011281,0.222807,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.464191,0.760136,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.471527,,0,1.000000,SAFE,1,current,50000,180.7182,0.23470978,-0.07382274,1.48621523,-0.01194677,1.57079637,0.23535168,0.40602859,-0.07720960,-0.09010292,-0.01081060,0.00002187,0.40686969
8,1.510882,1786961315.801917,2448,50000,0,2448,32,1743,0.013072,0.222745,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.417513,0.679821,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.470996,,0,1.000000,SAFE,1,current,50000,165.7468,0.31502491,-0.08804001,1.46957707,-0.01397519,1.57079256,0.31585389,0.43654814,-0.07727715,-0.09043574,-0.01102536,-0.00002073,0.43756502
9,1.676811,1786961315.967680,2361,50000,0,2361,17,1660,0.007200,0.223519,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.374715,0.607858,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.457041,,0,1.000000,SAFE,1,current,50000,168.9691,0.38698795,-0.10072405,1.45480597,-0.01579453,1.57079637,0.38782793,0.43369830,-0.07644266,-0.08902073,-0.01096460,0.00002299,0.43376457
