frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
37,6.698495,1,1,0.519539,-0.476604,0.366504,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.095317,0.107845,0.162845,0.095317,0.013237,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.899224,1,2,0.540690,-0.473306,0.371105,0.010027,0.072418,0.072418,0.114846,0.069957,0.010906,0.015217,0.111413,0.072418,0.107626,0.016779,0.023410,0.650,0.093795,0.105127,0.160127,0.093795,0.009970,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
39,7.087997,1,3,0.529193,-0.479996,0.364033,0.000000,0.059998,0.059998,0.051710,0.058875,0.006023,0.009860,0.027326,0.059998,0.025061,-0.008805,-0.006414,0.250,0.097184,0.116744,0.171744,0.097184,0.016421,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
40,7.280257,1,4,0.535409,-0.452324,0.368248,0.012112,0.051136,0.051136,0.082254,0.048901,0.013120,0.007177,0.050180,0.051136,0.027405,0.041928,0.003011,0.250,0.102332,0.123910,0.178910,0.102332,0.021545,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
41,7.469450,1,5,0.535263,-0.452864,0.364030,0.000000,0.044489,0.044489,0.066932,0.040108,0.018747,0.004379,0.037104,0.044489,0.020412,0.030818,-0.003212,0.250,0.105214,0.126160,0.181160,0.105214,0.025687,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.637585,1,6,0.542644,-0.436935,0.369161,0.015966,0.044710,0.044710,0.078607,0.017369,0.041198,0.000093,0.049087,0.044710,0.002629,0.048947,-0.002615,0.650,0.103759,0.130700,0.185700,0.103759,0.017287,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.818568,1,7,0.545608,-0.427405,0.367098,0.026764,0.060964,0.060964,0.093501,0.020298,0.057431,0.002518,0.075353,0.060964,0.022416,0.071820,0.004186,0.650,0.111464,0.125408,0.180408,0.111464,0.025319,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.995503,1,8,0.561293,-0.418249,0.378414,0.037503,0.062323,0.062323,0.115535,0.029651,0.054017,0.009336,0.061128,0.062323,0.035975,0.047358,0.014130,0.650,0.116818,0.131431,0.186431,0.116818,0.005007,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,8.194943,1,9,0.555425,-0.421071,0.375508,0.035930,0.061052,0.061052,0.020263,0.030318,0.051746,0.011428,0.054280,0.061052,0.027807,0.043847,0.015830,0.250,0.112166,0.135356,0.190356,0.112166,0.014362,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.367995,1,10,0.549291,-0.416720,0.368428,0.033028,0.052919,0.052919,0.074089,0.025889,0.045158,0.009535,0.029318,0.052919,0.009153,0.027834,-0.001010,0.250,0.116271,0.141116,0.196116,0.116271,0.021755,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.553544,1,11,0.552083,-0.401689,0.369417,0.035663,0.045914,0.045914,0.023981,0.019556,0.041038,0.006446,0.036140,0.045914,0.008791,0.034912,0.003148,0.250,0.117902,0.141222,0.196222,0.117902,0.019283,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.757248,1,12,0.553958,-0.392629,0.372758,0.037498,0.042142,0.042142,0.112153,0.012303,0.040224,0.002566,0.036011,0.042142,-0.009696,0.033865,-0.007477,0.250,0.115685,0.148592,0.203592,0.115685,0.019943,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.944459,1,13,0.553110,-0.372840,0.362955,0.045531,0.056508,0.056508,0.079397,0.004438,0.055994,-0.006172,0.067283,0.056508,-0.003123,0.065044,-0.016930,0.650,0.120963,0.141465,0.196465,0.120963,0.023171,0,0,0,0,"speed_ok,valid_streak_not_ready"
50,9.123438,1,14,0.556538,-0.356992,0.363974,0.052829,0.070930,0.070930,0.059135,0.006870,0.070214,-0.007333,0.079475,0.070930,0.009547,0.078681,-0.005868,0.650,0.111976,0.144504,0.199504,0.111976,0.030774,0,0,0,0,"speed_ok,valid_streak_not_ready"
51,9.315693,1,15,0.531778,-0.350340,0.357064,0.054793,0.074194,0.074194,0.165216,-0.010624,0.072081,-0.014007,0.074447,0.074194,-0.026716,0.067560,-0.016254,0.650,0.123770,0.143553,0.198553,0.123770,0.040865,0,0,0,0,"speed_ok,valid_streak_not_ready"
52,9.479079,1,16,0.563096,-0.336558,0.371167,0.059790,0.073967,0.073967,0.113039,-0.008595,0.072504,-0.011852,0.078519,0.073967,0.012626,0.077466,-0.002198,0.250,0.114716,0.150166,0.205166,0.114716,0.018955,0,0,0,0,"speed_ok,valid_streak_not_ready"
53,9.665431,1,17,0.563046,-0.319461,0.370367,0.065175,0.072382,0.072382,0.080739,-0.003009,0.072077,-0.005916,0.076187,0.072382,0.013814,0.074213,0.010305,0.250,0.111354,0.142182,0.197182,0.111354,0.016916,0,0,0,0,"speed_ok,valid_streak_not_ready"
54,9.839157,1,18,0.566446,-0.297479,0.363642,0.072248,0.082000,0.082000,0.117906,0.017181,0.080146,0.002324,0.084310,0.082000,0.013846,0.083164,-0.000464,0.650,0.114929,0.139444,0.194444,0.114929,0.023860,1,1,1,0,valid_streak_not_ready
55,10.025711,1,19,0.553155,-0.291210,0.362992,0.071535,0.088299,0.088299,0.052288,0.022238,0.085426,0.002106,0.088974,0.088299,0.030116,0.083305,0.008353,0.650,0.119550,0.138536,0.193536,0.119550,0.032717,2,1,1,1,
56,10.221148,1,20,0.565534,-0.266608,0.362238,0.075415,0.089451,0.089451,0.115525,0.006144,0.088874,-0.008074,0.094937,0.089451,0.003280,0.094116,-0.012014,0.650,0.122018,0.152746,0.207746,0.122018,0.026014,3,1,1,1,
57,10.406545,1,21,0.575596,-0.256023,0.358482,0.077720,0.088464,0.088464,0.028095,0.007868,0.087612,-0.009385,0.087545,0.088464,0.016710,0.084466,-0.015825,0.250,0.122687,0.148077,0.203077,0.122687,0.027313,4,1,1,1,
58,10.608422,1,22,0.583254,-0.255774,0.367320,0.071719,0.082595,0.082595,0.023945,0.013287,0.081247,-0.006650,0.059138,0.082595,0.022032,0.054668,0.004822,0.250,0.116913,0.144632,0.199632,0.116913,0.012894,5,1,1,1,
59,10.801029,1,23,0.571695,-0.226666,0.366960,0.073915,0.080883,0.080883,0.114635,0.016986,0.079011,-0.003296,0.086388,0.080883,0.023809,0.082886,0.005095,0.250,0.118412,0.141530,0.196530,0.118412,0.021824,6,1,1,1,
