frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.095414,1787019097.597048,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,96.4094,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.189718,1787019097.693482,2599,50000,0,2599,45,1728,0.017314,0.223500,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.340310,,0,1.000000,SAFE,1,current,50000,205.6664,0.00000000,0.00001100,1.57080364,0.00000000,1.57079637,0.00000000,0.00000000,0.00011669,0.00003792,0.00000000,0.00000000,0.00000000
2,0.384704,1787019097.899172,2619,50000,0,2619,41,1738,0.015655,0.224290,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589598,0.992033,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.351307,,0,1.000000,SAFE,1,current,50000,189.1228,0.00286840,-0.00285739,1.56799400,-0.00134250,1.57079637,0.00280971,0.01471079,-0.01471079,-0.01440947,-0.00688510,0.00000000,0.01440980
3,0.574434,1787019098.088311,2539,50000,0,2539,42,1681,0.016542,0.223278,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582017,0.976737,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.348919,,0,1.000000,SAFE,1,current,50000,183.5982,0.01810906,-0.01492887,1.55478537,-0.00358000,1.57079637,0.01825944,0.08032813,-0.06362451,-0.06961802,-0.01179306,0.00000000,0.08143010
4,0.757387,1787019098.271925,2571,50000,0,2571,27,1752,0.010502,0.223023,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.566824,0.947034,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.359596,,0,1.000000,SAFE,1,current,50000,187.2881,0.04781274,-0.02918283,1.53822052,-0.00559007,1.57079637,0.04792646,0.16235757,-0.07791080,-0.09054189,-0.01098690,0.00000000,0.16215710
5,0.944765,1787019098.459249,2398,50000,0,2398,60,1674,0.025021,0.223452,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.542736,0.902808,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.385043,,0,1.000000,SAFE,1,current,50000,191.2378,0.09203815,-0.04340744,1.52166319,-0.00760749,1.57079637,0.09233893,0.23602149,-0.07591369,-0.08836294,-0.01076651,0.00000000,0.23701984
6,1.134133,1787019098.650503,2373,50000,0,2373,37,1690,0.015592,0.223444,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.510366,0.842051,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.416577,,0,1.000000,SAFE,1,current,50000,184.0275,0.15279537,-0.05803921,1.50459218,-0.00972761,1.57079637,0.15328689,0.32084272,-0.07726645,-0.09014746,-0.01119579,0.00000000,0.32184994
7,1.327034,1787019098.834559,2333,50000,0,2333,24,1630,0.010287,0.222804,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.466708,0.766669,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.442082,,0,1.000000,SAFE,1,current,50000,193.5145,0.22817701,-0.07264163,1.48750281,-0.01180371,1.57079637,0.22893998,0.39077903,-0.07569910,-0.08859142,-0.01076254,0.00000000,0.39218625
8,1.513082,1787019099.028103,2311,50000,0,2311,19,1694,0.008222,0.222555,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.420145,0.684296,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.472931,,0,1.000000,SAFE,1,current,50000,192.8724,0.31054991,-0.08725873,1.47048676,-0.01386148,1.57079637,0.31138626,0.44275099,-0.07856628,-0.09146059,-0.01106039,0.00000000,0.44314537
9,1.705287,1787019099.221004,2261,50000,0,2261,8,1639,0.003538,0.223940,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.369538,0.601425,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.479935,,0,1.000000,SAFE,1,current,50000,159.9959,0.39342171,-0.10185380,1.45342314,-0.01595959,1.57079637,0.39429101,0.43116223,-0.07593471,-0.08877794,-0.01091598,0.00000000,0.43133372
