frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
30,5.482139,1,1,0.495152,-0.469104,0.364665,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.097420,0.119740,0.174740,0.097420,0.023169,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
31,5.690853,1,2,0.516869,-0.469130,0.370557,0.000000,0.069237,0.069237,0.065461,0.066821,-0.000081,0.018129,0.106519,0.069237,0.102802,-0.000125,0.027891,0.650,0.093856,0.113291,0.168291,0.093856,0.015524,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
32,5.878147,1,3,0.508026,-0.455542,0.368823,0.000000,0.061080,0.061080,0.055575,0.058314,0.008179,0.016226,0.047248,0.061080,0.031754,0.033450,0.010256,0.250,0.099004,0.114709,0.169709,0.099004,0.018576,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
33,6.067809,1,4,0.508555,-0.443653,0.364590,0.010680,0.052377,0.052377,0.059854,0.047908,0.017437,0.012005,0.048611,0.052377,0.022651,0.043011,-0.000128,0.250,0.106103,0.117758,0.172758,0.106103,0.028010,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
34,6.244279,1,5,0.520162,-0.438804,0.367034,0.019471,0.048787,0.048787,0.082175,0.041414,0.024208,0.008886,0.050995,0.048787,0.032403,0.039258,0.003070,0.250,0.099467,0.114813,0.169813,0.099467,0.015762,0,0,0,0,"speed_ok,valid_streak_not_ready"
35,6.423926,1,6,0.525804,-0.433750,0.371713,0.025886,0.046586,0.046586,0.072985,0.024829,0.039286,0.003220,0.049162,0.046586,0.012031,0.047642,0.001557,0.650,0.102971,0.122106,0.177106,0.102971,0.017952,0,0,0,0,"speed_ok,valid_streak_not_ready"
36,6.598060,1,7,0.518797,-0.422662,0.372954,0.030727,0.047439,0.047439,0.065950,0.022807,0.041064,0.006638,0.048479,0.047439,0.014986,0.045745,0.005747,0.650,0.105843,0.131523,0.186523,0.105843,0.018457,0,0,0,0,"speed_ok,valid_streak_not_ready"
37,6.769487,1,8,0.517453,-0.422157,0.367325,0.030116,0.044239,0.044239,0.030811,0.019491,0.039159,0.006615,0.033128,0.044239,0.012583,0.030401,0.003869,0.250,0.107302,0.127810,0.182810,0.107302,0.020911,0,0,0,0,"speed_ok,valid_streak_not_ready"
38,6.933889,1,9,0.517344,-0.431328,0.362494,0.000000,0.035728,0.035728,0.066503,0.012612,0.033288,0.003058,0.013319,0.035728,-0.004084,0.010835,-0.006580,0.250,0.108700,0.143668,0.198668,0.108700,0.027357,0,0,0,0,"speed_ok,valid_streak_not_ready"
39,7.102454,1,10,0.518266,-0.418801,0.373268,0.000000,0.029010,0.029010,0.026620,0.006949,0.028143,0.001128,0.025264,0.029010,-0.011326,0.022462,0.002336,0.250,0.109866,0.142771,0.197771,0.109866,0.017312,0,0,0,0,"speed_ok,valid_streak_not_ready"
40,7.284201,1,11,0.531303,-0.415249,0.375552,0.000000,0.025622,0.025622,0.046135,0.009119,0.023814,0.002492,0.021452,0.025622,0.018166,0.010768,0.003773,0.250,0.111759,0.134615,0.189615,0.111759,0.012607,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.461068,1,12,0.522584,-0.406381,0.370521,0.000000,0.030260,0.030260,0.038697,0.012427,0.026381,0.008077,0.024511,0.030260,0.007443,0.022888,0.004637,0.650,0.116285,0.146678,0.201678,0.116285,0.022511,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.642461,1,13,0.518648,-0.388478,0.364590,0.015719,0.045534,0.045534,0.114683,0.006916,0.044895,0.003144,0.060658,0.045534,0.001843,0.060557,0.002961,0.650,0.115696,0.138833,0.193833,0.115696,0.024274,0,0,0,0,"speed_ok,valid_streak_not_ready"
