frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.185894,1787106373.563551,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,187.0747,0.00000000,0.00001100,1.57080734,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.293145,1787106373.750664,2571,50000,0,2571,29,1709,0.011280,0.224269,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590929,0.994769,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.376565,,0,1.000000,SAFE,1,current,50000,238.8882,0.00011371,-0.00013572,1.57076705,-0.00006602,1.57079637,0.00007336,0.00106022,-0.00136803,-0.00037569,-0.00061561,0.00000000,0.00068401
2,0.519883,1787106373.989568,2549,50000,0,2549,19,1658,0.007454,0.224376,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.586359,0.985419,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.382597,,0,1.000000,SAFE,1,current,50000,176.1210,0.00942683,-0.00871157,1.56171429,-0.00263364,1.57079637,0.00950019,0.04107426,-0.03782261,-0.03992594,-0.01132414,0.00000000,0.04157576
3,0.689422,1787106374.165710,2619,50000,0,2619,33,1731,0.012600,0.223828,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.576010,0.964886,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.391881,,0,1.000000,SAFE,1,current,50000,183.8826,0.02996045,-0.02148731,1.54725134,-0.00453368,1.57079637,0.03003015,0.12111475,-0.07535596,-0.08530773,-0.01120712,0.00000000,0.12109313
4,0.875956,1787106374.349610,2613,50000,0,2613,30,1715,0.011481,0.224118,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.557139,0.928503,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.405722,,0,1.000000,SAFE,1,current,50000,182.7135,0.06634363,-0.03571192,1.53057635,-0.00651075,1.57079637,0.06652702,0.19504840,-0.07625745,-0.08939382,-0.01059896,0.00000000,0.19565794
5,1.059988,1787106374.532340,2496,50000,0,2496,38,1767,0.015224,0.223206,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.529806,0.877458,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.436445,,0,1.000000,SAFE,1,current,50000,160.2998,0.11738791,-0.04995121,1.51399696,-0.00856118,1.57079637,0.11778772,0.27736617,-0.07737392,-0.09008966,-0.01114169,0.00000000,0.27854215
6,1.222786,1787106374.692659,2433,50000,0,2433,17,1640,0.006987,0.223440,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.498914,0.821470,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.469255,,0,1.000000,SAFE,1,current,50000,187.8376,0.17337668,-0.06226844,1.49962187,-0.01031816,1.57079637,0.17392689,0.34391606,-0.07565973,-0.08830028,-0.01079244,0.00000000,0.34483989
7,1.404158,1787106374.880513,2500,50000,0,2500,22,1757,0.008800,0.223229,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.455515,0.745032,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.463874,,0,1.000000,SAFE,1,current,50000,188.0071,0.24981472,-0.07648205,1.48303151,-0.01233925,1.57079637,0.25047129,0.42144225,-0.07836693,-0.09147118,-0.01114327,0.00000000,0.42202869
8,1.593482,1787106375.068537,2433,50000,0,2433,15,1651,0.006165,0.224122,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.407229,0.664584,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.450345,,0,1.000000,SAFE,1,current,50000,183.4130,0.33026192,-0.09069933,1.46638966,-0.01435666,1.57079637,0.33112755,0.42491817,-0.07509498,-0.08790147,-0.01065589,0.00000000,0.42602243
9,1.771177,1787106375.251967,2461,50000,0,2461,15,1662,0.006095,0.223244,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.361589,0.586034,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.453610,,0,1.000000,SAFE,1,current,50000,172.8856,0.40881273,-0.10456081,1.45025754,-0.01635941,1.57079637,0.40966004,0.44205493,-0.07800727,-0.09078558,-0.01127070,0.00000000,0.44195179
10,1.943630,1787106375.424872,2366,50000,0,2366,46,1689,0.019442,0.224838,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.315286,0.509684,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.455485,,0,1.000000,SAFE,1,current,50000,164.9254,0.48516273,-0.11801880,1.43455851,-0.01827045,1.57079637,0.48602474,0.44272966,-0.07803866,-0.09103373,-0.01108153,0.00000000,0.44281486
11,2.124130,1787106375.589816,2432,50000,0,2432,24,1725,0.009868,0.225111,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.267264,0.431129,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.470016,,0,1.000000,SAFE,1,current,50000,189.0842,0.56371725,-0.13185093,1.41840076,-0.02019249,1.57079637,0.56455719,0.43520361,-0.07663204,-0.08951630,-0.01064842,0.00000000,0.43508142
12,2.298781,1787106375.778917,2466,50000,0,2466,10,1702,0.004055,0.222833,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.220545,0.354786,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.457872,,0,1.000000,SAFE,1,current,50000,146.0652,0.64005989,-0.14530893,1.40268326,-0.02216223,1.57079637,0.64090723,0.43711614,-0.07705665,-0.08999395,-0.01127811,0.00000000,0.43715846
13,2.454346,1787106375.925001,2456,50000,0,2456,12,1653,0.004886,0.222718,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.179371,0.287155,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.457207,,0,1.000000,SAFE,1,current,50000,167.3619,0.70769101,-0.15722635,1.38874471,-0.02387153,1.57079637,0.70851630,0.43474536,-0.07660742,-0.08959955,-0.01098771,0.00000000,0.43460359
14,2.614938,1787106376.092381,2475,50000,0,2475,16,1673,0.006465,0.222362,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.137613,0.217881,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.453901,,0,1.000000,SAFE,1,current,50000,175.7669,0.77696538,-0.16953993,1.37439179,-0.02556982,1.57079637,0.77765131,0.43136982,-0.07667634,-0.08937528,-0.01057524,0.00000000,0.43050206
15,2.789055,1787106376.268165,2545,50000,0,2545,15,1668,0.005894,0.225680,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.096082,0.148489,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.444463,,0,1.000000,SAFE,1,current,50000,169.1016,0.84635711,-0.18301259,1.35869992,-0.02752122,1.57079637,0.84683031,0.39853431,-0.07737691,-0.09012243,-0.01120734,0.00000000,0.39731255
16,2.965459,1787106376.437284,2505,50000,0,2505,26,1706,0.010379,0.223211,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.061996,0.091998,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.454710,,0,1.000000,SAFE,1,current,50000,189.0075,0.90284842,-0.19646692,1.34297144,-0.02948361,1.57079637,0.90316385,0.32023842,-0.07627003,-0.08916170,-0.01112443,0.00000000,0.31934403
17,3.143228,1787106376.626310,2410,50000,0,2410,17,1663,0.007054,0.225662,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.035289,0.049093,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.458289,,0,1.000000,SAFE,1,current,50000,177.4772,0.94575334,-0.20993592,1.32727218,-0.03131396,1.57079637,0.94588906,0.24135193,-0.07576680,-0.08831269,-0.01029620,0.00000000,0.24034102
