frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.087050,1786955698.003656,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,87.7728,0.00000000,0.00000000,1.57079256,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.192347,1786955698.091487,2466,50000,0,2466,44,1670,0.017843,0.223925,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.325479,,0,1.000000,SAFE,1,current,50000,210.0512,0.00000000,-0.00000367,1.57078898,0.00000000,1.57079637,0.00000000,0.00000000,-0.00003483,-0.00003396,0.00000000,0.00000000,0.00000000
2,0.381532,1786955698.301566,2546,50000,0,2546,39,1688,0.015318,0.223851,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589387,0.991574,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.327156,,0,1.000000,SAFE,1,current,50000,168.0216,0.00329756,-0.00333791,1.56743276,-0.00145621,1.57079637,0.00326821,0.01743039,-0.01762427,-0.01774046,-0.00769729,0.00000000,0.01727528
3,0.549723,1786955698.469604,2490,50000,0,2490,50,1681,0.020080,0.223289,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582612,0.977922,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.334388,,0,1.000000,SAFE,1,current,50000,193.1539,0.01692428,-0.01420994,1.55562532,-0.00346629,1.57079637,0.01704899,0.08101926,-0.06464094,-0.07020251,-0.01195116,0.00000000,0.08193522
4,0.740854,1786955698.662776,2574,50000,0,2574,35,1741,0.013598,0.225076,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.567373,0.948094,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.348564,,0,1.000000,SAFE,1,current,50000,188.9765,0.04675268,-0.02881236,1.53869009,-0.00553505,1.57079637,0.04694342,0.15606270,-0.07640011,-0.08860540,-0.01082383,0.00000000,0.15640815
5,0.926943,1786955698.851768,2544,50000,0,2544,36,1774,0.014151,0.225490,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.544233,0.904195,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.369296,,0,1.000000,SAFE,1,current,50000,171.8913,0.09065165,-0.04304064,1.52214003,-0.00755247,1.57079637,0.09094509,0.23590302,-0.07645953,-0.08893627,-0.01084113,0.00000000,0.23645492
6,1.098804,1786955699.023676,2506,50000,0,2506,28,1711,0.011173,0.223951,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.515267,0.850920,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.398528,,0,1.000000,SAFE,1,current,50000,164.9187,0.14392608,-0.05613917,1.50682962,-0.00945251,1.57079637,0.14438826,0.30998464,-0.07621560,-0.08908571,-0.01105564,0.00000000,0.31096644
7,1.264869,1786955699.188615,2401,50000,0,2401,28,1666,0.011662,0.222597,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.478669,0.785530,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.437437,,0,1.000000,SAFE,1,current,50000,192.4795,0.20931603,-0.06919001,1.49154866,-0.01130120,1.57079637,0.20995793,0.39376102,-0.07858871,-0.09201793,-0.01113230,0.00000000,0.39484327
8,1.458290,1786955699.381138,2292,50000,0,2292,39,1667,0.017016,0.223828,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.431670,0.703957,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.464101,,0,1.000000,SAFE,1,current,50000,177.2938,0.29088929,-0.08381811,1.47452891,-0.01337730,1.57079256,0.29171827,0.42173877,-0.07562816,-0.08799314,-0.01073358,-0.00001972,0.42270600
9,1.635074,1786955699.558460,2390,50000,0,2390,15,1738,0.006276,0.223870,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.385229,0.625424,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.450356,,0,1.000000,SAFE,1,current,50000,157.5056,0.36942178,-0.09765392,1.45837498,-0.01535803,1.57079637,0.37030211,0.44422854,-0.07826394,-0.09137667,-0.01120427,0.00002158,0.44451901
