path,index,tcp_x,tcp_y,tcp_z,obstacle_clearance_m,table_clearance_m
reference,0,0.6874742945228062,0.4,0.5395592285887665,0.2927913854574289,0.1158717194737443
reference,1,0.6874742945228062,0.39333333333333337,0.5395592285887665,0.2861400518935197,0.1158717194737443
reference,2,0.6874742945228062,0.3866666666666667,0.5395592285887665,0.2794894489709056,0.1158717194737443
reference,3,0.6874742945228062,0.38,0.5395592285887665,0.27283963011883666,0.1158717194737443
reference,4,0.6874742945228062,0.37333333333333335,0.5395592285887665,0.26619065409889153,0.1158717194737443
reference,5,0.6874742945228062,0.3666666666666667,0.5395592285887665,0.25954258568623506,0.1158717194737443
reference,6,0.6874742945228062,0.36,0.5395592285887665,0.25289549645789755,0.1158717194737443
reference,7,0.6874742945228062,0.35333333333333333,0.5395592285887665,0.24624946570818226,0.1158717194737443
reference,8,0.6874742945228062,0.3466666666666667,0.5395592285887665,0.23960458151573996,0.1158717194737443
reference,9,0.6874742945228062,0.34,0.5395592285887665,0.23296094199240652,0.1158717194737443
reference,10,0.6874742945228062,0.33333333333333337,0.5395592285887665,0.2263141606459888,0.1158717194737443
reference,11,0.6874742945228062,0.32666666666666666,0.5395592285887665,0.21965708375513246,0.1158717194737443
reference,12,0.6874742945228062,0.32,0.5395592285887665,0.21300060673061247,0.1158717194737443
reference,13,0.6874742945228062,0.31333333333333335,0.5395592285887665,0.20634478762570593,0.1158717194737443
reference,14,0.6874742945228062,0.3066666666666667,0.5395592285887665,0.19968969222740368,0.1158717194737443
reference,15,0.6874742945228062,0.30000000000000004,0.5395592285887665,0.19303539538732692,0.1158717194737443
reference,16,0.6874742945228062,0.29333333333333333,0.5395592285887665,0.18638198263699451,0.1158717194737443
reference,17,0.6874742945228062,0.2866666666666667,0.5395592285887665,0.17972955216085396,0.1158717194737443
reference,18,0.6874742945228062,0.28,0.5395592285887665,0.1730782172229487,0.1158717194737443
reference,19,0.6874742945228062,0.2733333333333333,0.5395592285887665,0.16642810917358933,0.1158717194737443
reference,20,0.6874742945228062,0.2666666666666667,0.5395592285887665,0.15977938120423127,0.1158717194737443
reference,21,0.6874742945228062,0.26,0.5395592285887665,0.15313221307682715,0.1158717194737443
reference,22,0.6874742945228062,0.25333333333333335,0.5395592285887665,0.14648681713552053,0.1158717194737443
reference,23,0.6874742945228062,0.2466666666666667,0.5395592285887665,0.13984344602473497,0.1158717194737443
reference,24,0.6874742945228062,0.24,0.5395592285887665,0.1332024027055795,0.1158717194737443
reference,25,0.6874742945228062,0.23333333333333334,0.5395592285887665,0.12656405360881376,0.1158717194737443
reference,26,0.6874742945228062,0.22666666666666668,0.5395592285887665,0.11992884613027377,0.1158717194737443
reference,27,0.6874742945228062,0.22,0.5395592285887665,0.11329733223369366,0.1158717194737443
reference,28,0.6874742945228062,0.21333333333333335,0.5395592285887665,0.10667020079335154,0.1158717194737443
reference,29,0.6874742945228062,0.20666666666666667,0.5395592285887665,0.10004832268561425,0.1158717194737443
reference,30,0.6874742945228062,0.2,0.5395592285887665,0.0934328148778819,0.1158717194737443
reference,31,0.6874742945228062,0.19333333333333336,0.5395592285887665,0.08682513350806431,0.1158717194737443
reference,32,0.6874742945228062,0.18666666666666668,0.5395592285887665,0.08022721240496095,0.1158717194737443
reference,33,0.6874742945228062,0.18,0.5395592285887665,0.07364167502669351,0.1158717194737443
reference,34,0.6874742945228062,0.17333333333333334,0.5395592285887665,0.06707216919179253,0.1158717194737443
reference,35,0.6874742945228062,0.16666666666666666,0.5395592285887665,0.06052391550731525,0.1158717194737443
reference,36,0.6874742945228062,0.16000000000000003,0.5395592285887665,0.05400464522121892,0.1158717194737443
reference,37,0.6874742945228062,0.15333333333333332,0.5395592285887665,0.047526286952503376,0.1158717194737443
reference,38,0.6874742945228062,0.14666666666666667,0.5395592285887665,0.041108187583528376,0.1158717194737443
reference,39,0.6874742945228062,0.14,0.5395592285887665,0.03478371903926187,0.1158717194737443
reference,40,0.6874742945228062,0.13333333333333336,0.5395592285887665,0.028615031415166203,0.1158717194737443
reference,41,0.6874742945228062,0.12666666666666665,0.5395592285887665,0.022729316410056762,0.1158717194737443
reference,42,0.6874742945228062,0.12000000000000005,0.5395592285887665,0.01740793890103612,0.1158717194737443
reference,43,0.6874742945228062,0.11333333333333334,0.5395592285887665,0.011065251934385989,0.1158717194737443
reference,44,0.6874742945228062,0.10666666666666669,0.5395592285887665,0.005543658796277924,0.1158717194737443
reference,45,0.6874742945228062,0.09999999999999998,0.5395592285887665,0.0037955604564776377,0.1158717194737443
reference,46,0.6874742945228062,0.09333333333333338,0.5395592285887665,0.008044278706900514,0.1158717194737443
reference,47,0.6874742945228062,0.08666666666666667,0.5395592285887665,0.005811350288379293,0.1158717194737443
reference,48,0.6874742945228062,0.07999999999999996,0.5395592285887665,0.005615087208064377,0.1158717194737443
reference,49,0.6874742945228062,0.07333333333333336,0.5395592285887665,0.0036944352358568703,0.1158717194737443
