frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,1786085149.218096,0,50000,0,,,,0,,,,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
1,1786085149.317961,2143,50000,1,0.245728,upperArm_Link,0,367,0.672316,-0.063913,0.509224,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078171,0.86984348
2,1786085149.471342,2133,50000,1,0.253580,upperArm_Link,0,377,0.676297,-0.061795,0.496162,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
3,1786085149.590121,2260,50000,1,0.249410,upperArm_Link,0,373,0.676294,-0.063939,0.507312,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
4,1786085149.719392,2299,50000,1,0.238554,upperArm_Link,0,391,0.672575,-0.061501,0.511427,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
5,1786085149.856626,2306,50000,1,0.247532,upperArm_Link,0,396,0.673887,-0.062972,0.492012,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
6,1786085149.986292,2311,50000,1,0.230374,upperArm_Link,0,399,0.671394,-0.062343,0.497845,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
7,1786085150.117805,2334,50000,1,0.240323,upperArm_Link,0,373,0.674433,-0.060830,0.496052,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
8,1786085150.254986,2442,50000,1,0.243740,upperArm_Link,0,390,0.675596,-0.061731,0.492196,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
9,1786085150.381831,2384,50000,1,0.233702,upperArm_Link,0,406,0.673204,-0.060708,0.498033,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
10,1786085150.513193,2422,50000,1,0.236721,upperArm_Link,0,375,0.673401,-0.061787,0.507523,SAFE,0.86983252,-0.42900524,1.02396679,-0.11782440,1.57078528,0.86984348
11,1786085150.647045,2465,50000,1,0.246272,upperArm_Link,0,384,0.673536,-0.059904,0.502841,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
12,1786085150.770315,2478,50000,1,0.240373,upperArm_Link,0,404,0.676767,-0.060865,0.492835,SAFE,0.86983252,-0.42900524,1.02396679,-0.11782440,1.57078528,0.86984348
13,1786085150.905560,2438,50000,1,0.245641,upperArm_Link,0,387,0.673659,-0.060609,0.497444,SAFE,0.86983252,-0.42900524,1.02396679,-0.11782440,1.57078528,0.86984348
14,1786085151.023511,2425,50000,1,0.242062,upperArm_Link,0,385,0.673493,-0.061246,0.501557,SAFE,0.86983252,-0.42900524,1.02396679,-0.11782440,1.57078528,0.86984718
15,1786085151.141548,2443,50000,1,0.253044,upperArm_Link,0,383,0.674966,-0.062690,0.495629,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
16,1786085151.274268,2439,50000,1,0.246857,upperArm_Link,0,404,0.674332,-0.059481,0.496347,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
17,1786085151.406537,2470,50000,1,0.251960,upperArm_Link,0,412,0.674516,-0.061508,0.494981,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
18,1786085151.547191,2401,50000,1,0.244668,upperArm_Link,0,405,0.672405,-0.060330,0.504679,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078171,0.86984348
19,1786085151.683982,2397,50000,1,0.239148,upperArm_Link,0,386,0.672784,-0.060224,0.505075,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
20,1786085151.818500,2469,50000,1,0.241534,upperArm_Link,0,387,0.673862,-0.058270,0.504914,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
21,1786085151.945819,2466,50000,1,0.246314,upperArm_Link,0,396,0.673821,-0.061577,0.493818,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
22,1786085152.079887,2412,50000,1,0.240736,upperArm_Link,0,398,0.674057,-0.061223,0.499700,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
23,1786085152.216219,2478,50000,1,0.243086,upperArm_Link,0,392,0.674626,-0.058483,0.493471,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
24,1786085152.349493,2542,50000,1,0.248376,upperArm_Link,0,394,0.673484,-0.061857,0.499842,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
25,1786085152.488464,2364,50000,1,0.234071,upperArm_Link,0,380,0.673309,-0.061193,0.495996,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
26,1786085152.620200,2437,50000,1,0.247579,upperArm_Link,0,408,0.670416,-0.058795,0.512386,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
27,1786085152.755637,2434,50000,1,0.240757,upperArm_Link,0,385,0.674796,-0.060119,0.495614,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
28,1786085152.889695,2442,50000,1,0.254719,upperArm_Link,0,390,0.672564,-0.060467,0.502376,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
29,1786085153.007451,2423,50000,1,0.243206,upperArm_Link,0,399,0.672618,-0.062485,0.497558,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
30,1786085153.142211,2474,50000,1,0.246249,upperArm_Link,0,383,0.674282,-0.059259,0.496270,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
31,1786085153.274684,2546,50000,1,0.247468,upperArm_Link,0,398,0.673258,-0.060667,0.510322,SAFE,0.86983252,-0.42900157,1.02396679,-0.11782440,1.57078528,0.86984348
