frame,t_s,cluster_index,dynamic_prefilter_ok,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
33,4.442802,0,0,331,0.507067,-0.551873,0.382463,0.140902,0.161340,0.234107,0.262206,0.046923
34,4.578622,0,0,306,0.509670,-0.543567,0.372047,0.147535,0.153364,0.248297,0.270797,0.099815
35,4.713756,0,0,324,0.504892,-0.543810,0.387025,0.146036,0.154308,0.232323,0.255726,0.119238
36,4.837793,0,0,316,0.510640,-0.534908,0.384757,0.140466,0.182782,0.222222,0.260987,0.085869
36,4.837793,1,0,45,0.488654,0.435781,0.250787,0.100775,0.197850,0.172631,0.023504,
37,4.964541,0,0,343,0.507617,-0.534711,0.377749,0.146196,0.180421,0.246160,0.296298,0.060269
38,5.096624,0,0,292,0.516495,-0.534458,0.379192,0.142737,0.116186,0.244974,0.264821,0.068283
39,5.225973,0,0,343,0.508552,-0.524567,0.378749,0.151160,0.146471,0.264065,0.266632,0.097572
40,5.355067,0,0,347,0.504332,-0.511394,0.377288,0.148040,0.189756,0.245252,0.268134,0.108773
41,5.478912,0,0,317,0.515991,-0.501195,0.379221,0.146623,0.146748,0.253074,0.262799,0.126458
42,5.601848,0,0,329,0.510255,-0.484530,0.373775,0.144404,0.145607,0.248423,0.267052,0.139110
43,5.742411,0,0,339,0.506158,-0.479248,0.379786,0.148885,0.169785,0.257433,0.264936,0.068948
44,5.872883,0,0,323,0.511225,-0.460375,0.385605,0.144033,0.154252,0.234466,0.268847,0.155481
45,6.004221,0,0,298,0.515227,-0.458716,0.382781,0.142725,0.125699,0.234712,0.263006,0.038605
46,6.138677,0,0,338,0.509714,-0.440912,0.374328,0.157064,0.154757,0.259159,0.276452,0.155799
47,6.271131,0,0,315,0.514937,-0.433434,0.379963,0.145832,0.162849,0.237863,0.264558,0.080068
48,6.398873,0,0,335,0.511100,-0.432214,0.378275,0.148698,0.169194,0.251256,0.261317,0.034538
49,6.523042,0,0,335,0.510828,-0.422351,0.372229,0.144513,0.165240,0.256359,0.265930,0.093530
49,6.523042,1,1,32,0.481293,-0.780532,0.180138,0.085989,0.149043,0.114298,0.063949,
50,6.659146,0,0,296,0.517725,-0.404720,0.375597,0.147687,0.155631,0.238214,0.280194,0.142416
51,6.789893,0,0,323,0.520104,-0.387850,0.372454,0.144609,0.187309,0.251715,0.263151,0.129628
52,6.929139,0,0,330,0.517857,-0.379549,0.375134,0.140878,0.137077,0.240669,0.304914,0.068461
52,6.929139,1,1,33,0.479920,-0.773579,0.183398,0.061206,0.146773,0.077015,0.054929,
53,7.060166,0,0,297,0.517879,-0.382174,0.383994,0.140333,0.151541,0.241876,0.264376,0.066072
54,7.191971,0,0,352,0.508271,-0.368038,0.376455,0.153961,0.209316,0.278163,0.276419,0.143242
55,7.324241,0,0,382,0.511147,-0.364458,0.374231,0.155705,0.195732,0.301232,0.274631,0.038764
56,7.453286,0,0,330,0.515026,-0.357955,0.372174,0.152596,0.181064,0.248228,0.274943,0.060111
57,7.584467,0,0,350,0.511873,-0.356574,0.372675,0.152191,0.221136,0.267412,0.280268,0.026510
58,7.721080,0,0,354,0.514619,-0.345266,0.376512,0.150748,0.180312,0.257200,0.257071,0.091804
59,7.852837,0,0,308,0.517984,-0.339231,0.375467,0.147764,0.168238,0.243362,0.304043,0.052595
60,7.983412,0,0,328,0.519105,-0.332809,0.384306,0.140107,0.110201,0.234467,0.270483,0.082884
61,8.114547,0,0,335,0.510450,-0.342884,0.371155,0.150594,0.232968,0.275820,0.293352,0.141970
62,8.248908,0,0,301,0.518312,-0.319623,0.379427,0.150194,0.152612,0.236975,0.258428,0.198495
63,8.384145,0,0,309,0.510896,-0.328400,0.373492,0.151291,0.192908,0.260794,0.294714,0.095103
64,8.513501,0,0,323,0.521070,-0.324416,0.377643,0.147202,0.230043,0.243838,0.258877,0.088240
65,8.642302,0,0,320,0.517150,-0.323833,0.374602,0.146482,0.202729,0.263272,0.257714,0.038266
66,8.787918,0,0,320,0.512766,-0.324205,0.374344,0.156375,0.223161,0.276084,0.267546,0.034199
67,8.908783,0,0,304,0.524836,-0.298498,0.382038,0.149510,0.165619,0.249712,0.295412,0.216267
68,9.036931,0,0,322,0.520236,-0.288518,0.373282,0.149148,0.173488,0.241316,0.274706,0.108509
69,9.167772,0,0,293,0.524860,-0.262727,0.377918,0.145032,0.158612,0.236574,0.259845,0.204329
70,9.299661,0,0,290,0.525409,-0.245395,0.369280,0.150368,0.179706,0.244765,0.259151,0.147882
71,9.432996,0,0,311,0.523576,-0.223797,0.371907,0.150680,0.173595,0.249194,0.259781,0.167213
72,9.553364,0,0,291,0.526306,-0.207827,0.373341,0.145216,0.179663,0.236880,0.257519,0.130558
73,9.685696,0,0,302,0.521233,-0.205691,0.368686,0.152871,0.235540,0.287875,0.261118,0.055333
73,9.685696,1,1,27,0.160846,-0.044274,0.288825,0.053137,0.101898,0.055724,0.091129,
74,9.818250,0,0,289,0.530055,-0.180707,0.382325,0.142159,0.158440,0.237916,0.259720,0.221972
75,9.951544,0,0,285,0.529295,-0.170836,0.370945,0.146758,0.167590,0.242380,0.253324,0.114925
76,10.084256,0,0,248,0.536916,-0.156064,0.367004,0.140872,0.156204,0.233361,0.264774,0.130071
77,10.213058,0,0,221,0.535233,-0.144249,0.356996,0.146710,0.159719,0.232424,0.259729,0.126826
78,10.335070,0,0,214,0.533724,-0.146226,0.365867,0.142961,0.153911,0.220688,0.259255,0.069907
79,10.465320,0,0,216,0.535118,-0.140743,0.370222,0.142229,0.136004,0.217762,0.254473,0.054993
80,10.599316,0,0,247,0.530847,-0.147410,0.363232,0.149325,0.188838,0.242834,0.267543,0.080713
81,10.729031,0,0,250,0.524608,-0.139040,0.368886,0.148417,0.179307,0.235128,0.263762,0.090759
82,10.859481,0,0,208,0.532469,-0.139605,0.359357,0.146768,0.177315,0.223689,0.261421,0.093104
83,10.996550,0,0,208,0.529209,-0.139499,0.358331,0.147184,0.163513,0.229578,0.249819,0.026208
84,11.121483,0,0,210,0.532603,-0.128700,0.362682,0.146854,0.145484,0.242873,0.254169,0.092027
85,11.256439,0,0,224,0.530006,-0.141079,0.359677,0.147353,0.173187,0.229897,0.263222,0.098163
86,11.386049,0,0,213,0.532605,-0.136287,0.355365,0.147323,0.149061,0.239778,0.251936,0.052865
87,11.516040,0,0,238,0.523953,-0.136688,0.357490,0.151945,0.172616,0.245011,0.272814,0.068517
88,11.647727,0,0,233,0.527530,-0.139804,0.368213,0.142191,0.186684,0.229144,0.258572,0.089710
89,11.771915,0,0,208,0.530632,-0.135798,0.364970,0.142674,0.129589,0.230657,0.251925,0.047757
90,11.901516,0,0,237,0.527626,-0.135873,0.356965,0.151803,0.193468,0.240539,0.258705,0.066000
91,12.034994,0,0,226,0.527956,-0.138411,0.365356,0.150744,0.195804,0.228438,0.266653,0.068049
92,12.168409,0,0,225,0.531397,-0.136063,0.362408,0.145992,0.152412,0.233847,0.257436,0.038204
93,12.301905,0,0,228,0.525993,-0.129504,0.364159,0.153392,0.181507,0.233878,0.260224,0.064497
94,12.439146,0,0,229,0.525956,-0.142465,0.361639,0.152588,0.196712,0.240954,0.267154,0.099655
95,12.557887,0,0,223,0.528210,-0.133286,0.368563,0.148369,0.152957,0.237983,0.257920,0.093354
96,12.688795,0,0,216,0.524029,-0.145746,0.359110,0.149462,0.207590,0.255441,0.259840,0.124283
97,12.811093,0,0,227,0.531775,-0.130931,0.369287,0.146032,0.152191,0.232296,0.288299,0.162399
98,12.941452,0,0,237,0.528606,-0.138614,0.365095,0.145124,0.176322,0.234514,0.260289,0.071948
99,13.072770,0,0,227,0.527707,-0.138378,0.366361,0.148474,0.167914,0.227248,0.291652,0.011710
100,13.204674,0,0,116,-0.117744,-0.929194,0.008866,0.107785,0.204224,0.134808,0.226980,
100,13.204674,1,0,122,-0.200677,-0.835620,0.227784,0.125542,0.158242,0.221557,0.141011,
100,13.204674,2,1,56,0.055356,-0.748907,0.215307,0.090838,0.182439,0.139079,0.099140,
100,13.204674,3,0,220,0.531617,-0.137757,0.371535,0.145687,0.145992,0.222245,0.256109,0.049696
101,13.342855,0,0,197,0.530452,-0.141153,0.364115,0.144934,0.156354,0.227178,0.258106,0.060120
101,13.342855,1,0,216,-0.098774,-0.774702,0.255285,0.271295,0.462677,0.334716,0.151419,
102,13.462794,0,0,365,-0.070928,-0.778042,0.266829,0.347499,0.573710,0.450208,0.230761,0.246975
102,13.462794,1,0,245,0.528867,-0.134687,0.360555,0.151876,0.162704,0.242344,0.263197,0.061482
103,13.600778,0,0,177,-0.142222,-0.921336,0.012240,0.135479,0.282338,0.186301,0.270309,
103,13.600778,1,0,486,0.014074,-0.752169,0.313379,0.331326,0.560118,0.551141,0.367878,0.745642
103,13.600778,2,0,211,0.530888,-0.134020,0.371153,0.148249,0.135933,0.228665,0.253363,0.080353
104,13.735709,0,0,968,0.013731,-0.782088,0.236266,0.420945,0.813060,0.680565,0.688287,0.609911
104,13.735709,1,0,228,0.526696,-0.137737,0.359828,0.150835,0.171645,0.233134,0.256440,0.093165
105,13.871732,0,0,897,0.263277,-0.548057,0.343823,0.516360,0.656541,0.971077,0.354435,
105,13.871732,1,0,281,-0.119567,-0.896768,0.040578,0.154394,0.327449,0.253835,0.290897,
106,14.004640,0,0,892,0.303412,-0.536042,0.334247,0.484995,0.600456,0.962961,0.332058,0.315591
106,14.004640,1,0,317,-0.056052,-0.884551,0.048211,0.169073,0.274181,0.266117,0.294641,0.478267
107,14.144872,0,0,269,-0.026234,-0.878823,0.042090,0.177673,0.273465,0.294023,0.286215,0.229943
107,14.144872,1,0,886,0.333171,-0.526138,0.332572,0.456924,0.547959,0.962974,0.330120,0.233159
108,14.278772,0,0,261,0.010266,-0.873946,0.044028,0.198206,0.326741,0.276281,0.293360,0.270254
108,14.278772,1,0,869,0.349194,-0.522297,0.334780,0.442559,0.531857,0.909287,0.296578,0.121842
109,14.418706,0,0,882,0.348972,-0.517495,0.332434,0.446869,0.607652,0.953963,0.336649,0.039731
109,14.418706,1,0,208,0.019488,-0.867645,0.048770,0.203946,0.337577,0.305974,0.294399,0.090139
110,14.536848,0,0,1172,0.280274,-0.590159,0.277044,0.540892,0.693911,0.999785,0.619232,0.923110
111,14.677478,0,0,232,0.012706,-0.854887,0.054410,0.178590,0.334272,0.296639,0.276832,
111,14.677478,1,0,922,0.337990,-0.520953,0.328565,0.447200,0.526899,0.968979,0.341172,0.764086
112,14.810120,0,0,274,-0.006695,-0.861777,0.053560,0.177647,0.275985,0.347737,0.276474,0.151312
112,14.810120,1,0,944,0.327161,-0.525782,0.337338,0.455126,0.588126,0.966327,0.343971,0.108305
113,14.949790,0,0,300,-0.051294,-0.862000,0.052990,0.168712,0.233744,0.299058,0.286608,0.332014
113,14.949790,1,0,928,0.302457,-0.538333,0.340534,0.472346,0.543305,0.977809,0.317234,0.207637
