frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.111508,1786363124.851467,0,50000,0,0,0,,,,,,,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,112.1299,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.209948,1786363124.963631,2484,50000,1,0,0,0.446469,upperArm_Link,0,0.506810,-0.658160,0.379494,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,192.7778,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003754
2,0.388349,1786363125.156423,2451,50000,1,0,0,0.442799,upperArm_Link,0,0.506772,-0.657069,0.367172,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,135.6663,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3,0.524391,1786363125.292113,2523,50000,1,0,0,0.424705,upperArm_Link,0,0.503849,-0.651685,0.366225,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,136.4857,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4,0.660491,1786363125.428628,2535,50000,1,0,0,0.437016,upperArm_Link,0,0.505497,-0.659229,0.371293,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,133.2758,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5,0.788952,1786363125.561906,2552,50000,1,0,0,0.435807,upperArm_Link,0,0.508687,-0.654575,0.369359,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,130.2667,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6,0.923049,1786363125.692187,2511,50000,1,0,0,0.426409,upperArm_Link,0,0.502730,-0.655970,0.364648,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,120.8856,0.35286063,-0.14277799,1.41473997,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00002667,0.00000000,0.00000000,0.00000000
7,1.050002,1786363125.813087,2499,50000,1,0,0,0.445109,upperArm_Link,0,0.507548,-0.656633,0.370461,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,129.0211,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,-0.00002817,0.00000000,0.00000000,0.00000000
8,1.171037,1786363125.942123,2575,50000,1,0,0,0.432579,upperArm_Link,0,0.504112,-0.654662,0.369561,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,131.5130,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
9,1.302216,1786363126.073650,2560,50000,1,0,0,0.413762,upperArm_Link,0,0.503379,-0.652036,0.366057,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,127.8121,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10,1.432830,1786363126.201477,2538,50000,1,0,0,0.441595,upperArm_Link,0,0.506403,-0.656782,0.372069,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,135.9447,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
11,1.565974,1786363126.337437,2563,50000,1,0,0,0.429920,upperArm_Link,0,0.504512,-0.651626,0.370402,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,113.6326,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286430,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00002776
12,1.679644,1786363126.451103,2555,50000,1,0,0,0.429221,upperArm_Link,0,0.505041,-0.653999,0.375967,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,128.0248,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00003251
13,1.809079,1786363126.579143,2531,50000,1,0,0,0.426410,upperArm_Link,0,0.502165,-0.655811,0.368335,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,124.7602,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
14,1.932781,1786363126.703918,2583,50000,1,0,0,0.434868,upperArm_Link,0,0.504455,-0.654480,0.369779,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,130.7946,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
15,2.066259,1786363126.834726,2503,50000,1,0,0,0.408352,upperArm_Link,0,0.503944,-0.650849,0.367105,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,134.5990,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
16,2.199872,1786363126.969340,2566,50000,1,0,0,0.435655,upperArm_Link,0,0.508416,-0.649405,0.367839,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,138.6107,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
17,2.338138,1786363127.107966,2558,50000,1,0,0,0.442605,upperArm_Link,0,0.505608,-0.655454,0.375102,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,133.8970,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
18,2.473522,1786363127.241878,2528,50000,1,0,0,0.436123,upperArm_Link,0,0.506725,-0.647799,0.374262,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,132.2761,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
19,2.603119,1786363127.374169,2566,50000,1,0,0,0.428543,upperArm_Link,0,0.504923,-0.648431,0.371013,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,133.4333,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
20,2.741043,1786363127.507617,2553,50000,1,0,0,0.439139,upperArm_Link,0,0.506482,-0.657874,0.371246,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,132.1952,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57090271,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00005272,0.00000000
21,2.868574,1786363127.639827,2519,50000,1,0,0,0.429551,upperArm_Link,0,0.509149,-0.644980,0.373426,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,131.6782,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,-0.00005702,0.00000000
22,3.001306,1786363127.771520,2578,50000,1,0,0,0.432247,upperArm_Link,0,0.508818,-0.640181,0.376111,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,132.7696,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
23,3.134408,1786363127.904304,2574,50000,1,0,0,0.418811,upperArm_Link,0,0.507554,-0.633803,0.375878,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,132.6414,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
24,3.265528,1786363128.036960,2521,50000,1,0,0,0.403762,upperArm_Link,0,0.503457,-0.626635,0.373984,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,134.8381,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
25,3.401134,1786363128.171822,2563,50000,1,0,0,0.433984,upperArm_Link,0,0.507799,-0.623145,0.381394,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,135.8631,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
26,3.536018,1786363128.307699,2567,50000,1,0,0,0.372165,upperArm_Link,0,0.502979,-0.609834,0.377643,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,131.4273,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
27,3.669149,1786363128.439141,2478,50000,1,0,0,0.388844,upperArm_Link,0,0.506104,-0.602175,0.388071,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,125.9913,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
28,3.792349,1786363128.565146,2449,50000,1,0,0,0.377886,upperArm_Link,0,0.505649,-0.592637,0.383895,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,131.0556,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
29,3.935940,1786363128.696217,2580,50000,1,0,0,0.390036,upperArm_Link,0,0.509780,-0.577079,0.387012,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,135.4887,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
30,4.059865,1786363128.831719,2478,50000,1,0,0,0.366815,upperArm_Link,0,0.504848,-0.566559,0.387780,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,119.9683,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
31,4.178186,1786363128.951703,2550,50000,1,0,0,0.377349,upperArm_Link,0,0.504419,-0.567321,0.387224,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,129.9258,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
32,4.311252,1786363129.081643,2543,50000,1,0,0,0.346196,upperArm_Link,0,0.509375,-0.554926,0.377492,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,133.6841,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
33,4.442802,1786363129.215342,2487,50000,1,0,0,0.352822,upperArm_Link,0,0.507067,-0.551873,0.382463,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,135.9779,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
34,4.578622,1786363129.351334,2550,50000,1,0,0,0.348970,upperArm_Link,0,0.509670,-0.543567,0.372047,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,131.8514,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
35,4.713756,1786363129.483201,2521,50000,1,0,0,0.354707,upperArm_Link,0,0.504892,-0.543810,0.387025,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,126.1850,0.35286063,-0.14277799,1.41473997,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00002646,0.00000000,0.00000000,0.00000000
36,4.837793,1786363129.609400,2490,50000,2,0,0,0.308432,right_link,1,0.488654,0.435781,0.250787,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,126.6550,0.35286063,-0.14277799,1.41473997,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
37,4.964541,1786363129.736070,2564,50000,1,0,0,0.336353,upperArm_Link,0,0.507617,-0.534711,0.377749,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,131.7523,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,-0.00002822,0.00000000,0.00000000,0.00000000
