frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,raw_radius_m,association_error_m,valid_streak,dynamic_valid,block_reason
29,4.081265,7,3,0.498585,0.657044,0.323810,0.079229,0.079229,,0.078854,0.020473,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
30,4.202697,7,4,0.501377,0.653136,0.319310,0.085882,0.082555,0.070290,0.078689,0.009781,0,0,"speed_history_ready,valid_streak_not_ready"
31,4.341201,7,5,0.493827,0.673724,0.309763,0.098829,0.085882,0.107864,0.070788,0.022791,1,0,valid_streak_not_ready
32,4.479480,7,6,0.504031,0.670600,0.304940,0.091707,0.091707,0.050373,0.068890,0.022537,2,1,
33,4.619229,7,7,0.521166,0.671420,0.323003,0.073087,0.091707,0.188695,0.057165,0.022502,3,1,
34,4.757526,7,8,0.543058,0.667814,0.321810,0.055797,0.073087,0.052013,0.065952,0.021504,0,0,"speed_ok,valid_streak_not_ready"
35,4.885270,7,9,0.530422,0.672786,0.329063,0.048118,0.055797,0.021250,0.070269,0.022582,0,0,"speed_ok,valid_streak_not_ready"
36,5.026332,7,10,0.530484,0.666163,0.310816,0.000000,0.048118,0.096390,0.071122,0.015123,0,0,"speed_ok,valid_streak_not_ready"
