frame,t_s,cluster_index,dynamic_prefilter_ok,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
28,3.911393,2,1,45,0.529784,0.624687,0.347914,0.086379,0.082663,0.158557,0.117806,0.326255
29,4.081265,0,0,384,0.178451,0.845749,0.335649,0.208281,0.430134,0.174378,0.427651,0.065997
29,4.081265,1,0,328,0.443737,-0.559899,0.375357,0.159402,0.204736,0.295245,0.275594,0.085687
29,4.081265,2,1,84,0.515200,0.648212,0.331877,0.078854,0.105733,0.161390,0.129871,0.234863
30,4.202697,0,1,75,0.509300,0.648681,0.322922,0.078689,0.121823,0.157677,0.113544,0.070290
30,4.202697,1,0,285,0.446520,-0.525648,0.378339,0.139793,0.170189,0.238492,0.262399,0.225858
30,4.202697,2,0,387,0.174340,0.844470,0.332222,0.195232,0.437271,0.153123,0.423062,0.036033
30,4.202697,3,1,20,0.383499,0.194248,0.192281,0.062900,0.074916,0.117146,0.068416,
31,4.341201,0,0,392,0.182365,0.841448,0.328978,0.187290,0.346343,0.132638,0.425457,0.067632
31,4.341201,1,0,371,0.439707,-0.517177,0.367602,0.157858,0.191131,0.278077,0.274566,0.112710
31,4.341201,2,1,84,0.509184,0.656918,0.310841,0.070788,0.100689,0.148094,0.118014,0.107864
32,4.479480,0,0,419,0.181806,0.842734,0.321193,0.197813,0.389150,0.151555,0.432843,0.057871
32,4.479480,1,0,322,0.444524,-0.510338,0.369970,0.151277,0.162185,0.297096,0.270946,0.063610
32,4.479480,2,1,71,0.512777,0.651621,0.313379,0.068890,0.130912,0.107043,0.135030,0.050373
33,4.619229,0,0,633,0.214001,0.855500,0.205856,0.284877,0.410391,0.369486,0.731541,
33,4.619229,1,0,350,0.447774,-0.506466,0.366282,0.153846,0.165950,0.281924,0.271865,0.043141
33,4.619229,2,1,51,0.534670,0.654643,0.329523,0.057165,0.108688,0.105444,0.114350,0.188695
34,4.757526,0,0,564,0.203608,0.869859,0.210681,0.282156,0.390624,0.224719,0.751017,0.146706
34,4.757526,1,0,332,0.443750,-0.499268,0.377988,0.153309,0.185827,0.283810,0.263473,0.114348
34,4.757526,2,1,51,0.537400,0.648748,0.329989,0.065952,0.101061,0.150813,0.096790,0.052013
35,4.885270,0,0,525,0.206162,0.864470,0.244344,0.262527,0.419207,0.216975,0.680650,0.246322
35,4.885270,1,0,354,0.444038,-0.493719,0.351670,0.169279,0.201866,0.335186,0.289887,0.193801
35,4.885270,2,1,61,0.536409,0.651022,0.328394,0.070269,0.120125,0.172995,0.070952,0.021250
36,5.026332,0,0,359,0.444148,-0.466554,0.370376,0.152066,0.199653,0.282701,0.263857,0.238384
36,5.026332,1,0,533,0.214044,0.869558,0.208584,0.278536,0.444665,0.215493,0.718902,0.267204
36,5.026332,2,1,61,0.539126,0.654846,0.315910,0.071122,0.117863,0.140977,0.099057,0.096390
37,5.160425,0,0,522,0.211308,0.863565,0.244403,0.255098,0.362117,0.199507,0.607567,0.260352
37,5.160425,1,0,322,0.449688,-0.464463,0.367334,0.151764,0.161838,0.266235,0.258645,0.047584
38,5.296340,0,0,539,0.214080,0.861420,0.235769,0.258566,0.395407,0.208197,0.648404,0.069985
38,5.296340,1,1,40,0.526751,0.675838,0.317875,0.071029,0.139200,0.122345,0.055221,
38,5.296340,2,0,314,0.444125,-0.463303,0.371695,0.147851,0.178034,0.245950,0.260979,0.053797
39,5.432403,0,0,504,0.215660,0.865879,0.225549,0.285437,0.390370,0.210740,0.734157,0.081990
39,5.432403,1,0,327,0.438752,-0.456863,0.360339,0.158620,0.186742,0.312572,0.278176,0.102779
39,5.432403,2,1,43,0.540832,0.659918,0.312749,0.068158,0.144520,0.134621,0.070926,0.159163
40,5.564135,0,0,426,0.238186,0.860340,0.212702,0.260507,0.286345,0.276977,0.620265,0.196731
40,5.564135,1,0,310,0.445640,-0.428244,0.365425,0.150191,0.176608,0.270600,0.263001,0.221629
41,5.699230,0,0,358,0.240290,0.872064,0.172256,0.308799,0.323197,0.236429,0.726169,0.320958
41,5.699230,1,0,324,0.438119,-0.423987,0.364442,0.148265,0.156625,0.291860,0.271348,0.066209
42,5.830817,0,0,293,0.444003,-0.414574,0.367598,0.142303,0.144566,0.243735,0.259143,0.086431
42,5.830817,1,0,205,0.239411,0.880234,0.084246,0.152362,0.298361,0.229067,0.291955,0.662008
42,5.830817,2,1,30,0.420571,0.298440,0.202838,0.074041,0.100047,0.134760,0.090061,
43,5.961935,0,0,312,0.443633,-0.409547,0.373981,0.143550,0.141949,0.249548,0.255985,0.061417
43,5.961935,1,0,198,0.251685,0.885221,0.073015,0.150756,0.297192,0.170225,0.304629,0.131151
43,5.961935,2,0,124,0.401076,0.751620,0.362598,0.173604,0.294918,0.234117,0.234944,
44,6.099606,0,0,181,0.425840,0.727335,0.372082,0.167261,0.281172,0.259159,0.239229,0.270672
44,6.099606,1,0,142,0.260775,0.857304,0.073650,0.141271,0.274350,0.270103,0.192176,0.221052
44,6.099606,2,0,325,0.443709,-0.405482,0.374801,0.141562,0.135746,0.238306,0.261640,0.031221
45,6.227884,0,0,116,0.227221,0.866898,0.064551,0.160450,0.195512,0.264354,0.281289,0.279242
45,6.227884,1,0,275,0.421839,0.713026,0.401188,0.188300,0.317509,0.258093,0.397342,0.253024
45,6.227884,2,0,327,0.437910,-0.397424,0.370265,0.147456,0.155953,0.285206,0.259817,0.084505
46,6.371973,0,0,317,0.393532,0.735784,0.371452,0.209408,0.458908,0.261037,0.382597,0.335819
46,6.371973,1,0,184,0.246099,0.879792,0.054261,0.159411,0.324235,0.213006,0.318421,0.179353
46,6.371973,2,0,326,0.443505,-0.385883,0.372992,0.146711,0.171615,0.259897,0.266796,0.093810
47,6.506198,0,0,310,0.408519,0.719459,0.386757,0.189154,0.342223,0.270718,0.351055,0.196755
47,6.506198,1,0,197,0.222673,0.898350,0.009475,0.202364,0.354933,0.212350,0.366189,0.393339
47,6.506198,2,0,338,0.443869,-0.374815,0.364753,0.148352,0.168270,0.264711,0.284713,0.100837
47,6.506198,3,1,34,0.410331,0.393145,0.209116,0.082037,0.110573,0.197239,0.065521,
48,6.648605,0,0,267,0.417722,0.718095,0.396764,0.180178,0.294500,0.242849,0.349298,0.099600
48,6.648605,1,0,168,0.242497,0.882501,0.041543,0.210381,0.333243,0.208002,0.374425,0.298121
48,6.648605,2,0,336,0.440934,-0.379453,0.372019,0.149208,0.145442,0.254467,0.268630,0.066381
49,6.775461,0,0,334,0.441519,-0.374035,0.371459,0.144251,0.156606,0.254635,0.256614,0.040611
49,6.775461,1,0,201,0.232542,0.890461,0.029348,0.211373,0.325713,0.246993,0.411899,0.130755
49,6.775461,2,0,227,0.423867,0.711972,0.407432,0.188116,0.293676,0.253725,0.362971,0.101920
50,6.915181,0,0,175,0.218156,0.890149,0.026655,0.214956,0.293596,0.172451,0.406518,0.107161
50,6.915181,1,0,291,0.444838,-0.354658,0.368238,0.144609,0.129458,0.242529,0.262209,0.145834
50,6.915181,2,0,251,0.410686,0.721970,0.399747,0.193174,0.300571,0.275014,0.333384,0.133533
51,7.049935,0,0,285,0.413322,0.720576,0.389456,0.198227,0.320003,0.304294,0.350860,0.076784
51,7.049935,1,0,128,0.196933,0.892377,0.015394,0.171144,0.198159,0.221003,0.359258,0.172907
51,7.049935,2,0,317,0.440025,-0.352803,0.370544,0.154011,0.167061,0.256057,0.267642,0.040487
52,7.183282,0,1,58,0.204530,0.851593,0.080668,0.087644,0.135964,0.141987,0.141023,0.580385
52,7.183282,1,0,297,0.443481,-0.338011,0.375869,0.148822,0.156789,0.269938,0.275442,0.120789
52,7.183282,2,0,331,0.399910,0.725582,0.376547,0.193343,0.352924,0.267301,0.341923,0.144649
53,7.319416,0,0,309,0.393413,0.726617,0.384195,0.190077,0.339207,0.265302,0.329993,0.075206
53,7.319416,1,0,149,0.197250,0.900079,0.000611,0.191881,0.216587,0.205965,0.398422,0.699865
53,7.319416,2,0,313,0.438210,-0.333670,0.369982,0.147750,0.154714,0.251083,0.251065,0.067209
53,7.319416,3,1,79,0.373922,0.427464,0.188812,0.094618,0.168302,0.194703,0.072916,
54,7.454983,0,0,346,0.380470,0.738160,0.379767,0.195453,0.358366,0.255266,0.356516,0.130159
54,7.454983,1,0,340,0.428111,-0.307899,0.365616,0.168527,0.278460,0.260430,0.275492,0.203765
54,7.454983,2,0,135,0.203708,0.890547,0.017316,0.188793,0.221856,0.195641,0.387952,0.147539
55,7.584446,0,0,328,0.436914,-0.312623,0.367484,0.144851,0.180628,0.250211,0.254597,0.078847
55,7.584446,1,0,144,0.202657,0.886719,0.010905,0.237430,0.307598,0.247749,0.414953,0.058502
55,7.584446,2,0,350,0.394916,0.728440,0.376624,0.186532,0.359472,0.257679,0.397107,0.137261
56,7.729621,0,0,349,0.432177,-0.316798,0.364982,0.153314,0.176525,0.322738,0.269555,0.049320
56,7.729621,1,0,353,0.377519,0.736520,0.383743,0.192749,0.344894,0.249517,0.386784,0.148580
56,7.729621,2,1,34,0.386827,0.846010,0.109113,0.081100,0.069828,0.132407,0.132880,
56,7.729621,3,1,42,0.361389,0.435807,0.192911,0.072097,0.083607,0.124047,0.106139,
57,7.864622,0,0,186,0.210412,0.882246,0.011191,0.193217,0.256653,0.242431,0.395951,
57,7.864622,1,0,318,0.388237,0.731024,0.384781,0.181481,0.315991,0.229980,0.385482,0.085471
57,7.864622,2,0,311,0.435873,-0.296060,0.362739,0.151037,0.165707,0.291679,0.265007,0.149761
57,7.864622,3,1,31,0.372731,0.432221,0.196066,0.058659,0.071216,0.130447,0.070982,0.087004
58,7.999688,0,0,360,0.438542,-0.284548,0.358237,0.157866,0.179332,0.309968,0.282362,0.091442
58,7.999688,1,0,266,0.403687,0.725134,0.399329,0.176198,0.294788,0.218366,0.349504,0.159250
58,7.999688,2,0,208,0.253921,0.864660,0.066565,0.174183,0.289783,0.230070,0.331654,0.524856
59,8.143924,0,0,257,0.396300,0.727443,0.399451,0.183420,0.290843,0.222008,0.386302,0.056630
59,8.143924,1,0,113,0.213529,0.850933,0.089049,0.121154,0.224148,0.138382,0.226136,0.352846
59,8.143924,2,0,298,0.433592,-0.276787,0.365709,0.149682,0.167276,0.274616,0.261007,0.086752
59,8.143924,3,1,29,0.383398,0.848154,0.114313,0.091862,0.100418,0.130519,0.146285,
60,8.283997,0,0,237,0.255261,0.864629,0.053682,0.278392,0.369398,0.286813,0.486073,0.393037
60,8.283997,1,0,287,0.388231,0.731271,0.393892,0.184257,0.327815,0.237952,0.335492,0.073318
60,8.283997,2,0,297,0.443618,-0.260450,0.373910,0.141413,0.137788,0.226411,0.272762,0.145311
61,8.421285,0,0,316,0.385357,0.732122,0.389949,0.183093,0.311880,0.237498,0.360311,0.035464
61,8.421285,1,0,192,0.242743,0.878780,0.044512,0.222120,0.313307,0.215148,0.411817,0.150352
61,8.421285,2,0,285,0.439301,-0.254395,0.365653,0.145584,0.143156,0.261814,0.293929,0.079555
62,8.560813,0,0,341,0.383986,0.732145,0.384321,0.188967,0.340694,0.246264,0.395867,0.042362
62,8.560813,1,0,299,0.432751,-0.234372,0.372280,0.145989,0.188702,0.268979,0.253832,0.161506
62,8.560813,2,0,156,0.277357,0.848161,0.095807,0.154490,0.304944,0.193820,0.235199,0.504919
63,8.695076,0,0,305,0.386818,0.731744,0.392985,0.191874,0.330713,0.270294,0.377509,0.066487
63,8.695076,1,0,88,0.198212,0.879657,0.051672,0.104844,0.123669,0.168589,0.187759,0.699089
63,8.695076,2,0,253,0.438853,-0.230502,0.374072,0.136157,0.121061,0.244386,0.261979,0.054249
63,8.695076,3,0,80,0.409325,0.421043,0.206708,0.100995,0.186425,0.213211,0.095797,
64,8.830185,0,0,346,0.384424,0.736946,0.383220,0.190114,0.343064,0.270515,0.358982,0.082909
64,8.830185,1,1,37,0.383292,0.851628,0.114403,0.094639,0.121436,0.122311,0.154332,
64,8.830185,2,0,120,0.211457,0.886391,0.045626,0.110827,0.148719,0.180552,0.253999,0.117487
64,8.830185,3,0,310,0.430141,-0.232502,0.359786,0.160854,0.189643,0.423887,0.276063,0.123426
64,8.830185,4,1,25,0.354683,0.448143,0.189187,0.064920,0.083241,0.099891,0.085356,0.464781
65,8.964679,0,0,228,0.252545,0.879048,0.044288,0.229944,0.335847,0.194564,0.420036,0.314805
65,8.964679,1,0,329,0.400711,0.728320,0.379731,0.178226,0.320903,0.248880,0.354589,0.141402
65,8.964679,2,0,281,0.439013,-0.212589,0.367957,0.143545,0.147496,0.260278,0.262185,0.175500
66,9.099481,0,0,233,0.256362,0.880918,0.046586,0.233705,0.355979,0.245789,0.427736,0.035836
66,9.099481,1,0,264,0.409307,0.721456,0.394637,0.166547,0.285441,0.208763,0.326429,0.137387
66,9.099481,2,0,303,0.438273,-0.208045,0.368103,0.143235,0.144449,0.232071,0.266379,0.034165
67,9.233923,0,0,225,0.249153,0.868700,0.085321,0.149530,0.293544,0.212950,0.291000,0.306790
67,9.233923,1,0,281,0.443567,-0.208751,0.372811,0.137944,0.141043,0.244383,0.267065,0.052956
67,9.233923,2,0,268,0.401807,0.720806,0.400054,0.184253,0.345821,0.206540,0.335366,0.068974
67,9.233923,3,1,54,0.380286,0.413567,0.195712,0.082925,0.096191,0.170595,0.051378,
68,9.372778,0,0,161,0.427372,0.709416,0.410164,0.173105,0.284945,0.149884,0.319673,0.218575
68,9.372778,1,0,211,0.220836,0.885241,0.050428,0.197537,0.292500,0.200976,0.406749,0.351724
68,9.372778,2,0,282,0.440820,-0.198788,0.371626,0.142361,0.150433,0.248557,0.269718,0.076409
69,9.508895,0,0,253,0.249244,0.857536,0.147534,0.191588,0.313623,0.207064,0.468106,0.748582
69,9.508895,1,0,148,0.423251,0.715265,0.410796,0.173008,0.283248,0.147447,0.339820,0.051253
69,9.508895,2,0,273,0.442032,-0.179594,0.378006,0.135257,0.094460,0.228307,0.247855,0.144599
70,9.644521,0,0,517,0.326325,0.794943,0.239734,0.285739,0.438450,0.368569,0.667057,
70,9.644521,1,0,296,0.438099,-0.166522,0.367202,0.144328,0.152139,0.288953,0.261248,0.128715
71,9.785021,0,0,246,0.391494,0.730774,0.389389,0.187734,0.382514,0.238949,0.335616,
71,9.785021,1,0,326,0.431786,-0.153441,0.373469,0.147114,0.195979,0.275524,0.260008,0.116134
71,9.785021,2,0,226,0.234145,0.888383,0.046392,0.226001,0.297535,0.171765,0.465537,
72,9.919836,0,0,226,0.232606,0.887928,0.044128,0.225027,0.349017,0.205203,0.410279,0.020608
72,9.919836,1,0,264,0.401922,0.721209,0.395703,0.178123,0.352298,0.229585,0.329433,0.115049
72,9.919836,2,0,297,0.440579,-0.147514,0.374292,0.142762,0.154633,0.265406,0.265592,0.078980
73,10.056077,0,0,321,0.389792,0.732389,0.390351,0.185305,0.333222,0.270432,0.340750,0.126199
73,10.056077,1,0,187,0.239265,0.878791,0.066809,0.172376,0.331870,0.219558,0.294775,0.184420
73,10.056077,2,0,278,0.441525,-0.137610,0.372775,0.144351,0.134935,0.256703,0.262036,0.073236
74,10.193941,0,0,222,0.222390,0.889491,0.037393,0.207674,0.338688,0.211014,0.402140,0.261763
74,10.193941,1,0,338,0.389775,0.736876,0.380680,0.190341,0.372490,0.266259,0.358715,0.078480
74,10.193941,2,0,276,0.438199,-0.134344,0.378905,0.145349,0.205046,0.237296,0.246573,0.056690
75,10.325759,0,0,222,0.227420,0.888764,0.024596,0.220439,0.367696,0.206197,0.413044,0.102067
75,10.325759,1,0,343,0.392385,0.731672,0.391276,0.187023,0.363191,0.248434,0.333274,0.089619
75,10.325759,2,0,335,0.434060,-0.126279,0.374342,0.150457,0.190430,0.245802,0.254993,0.075231
76,10.459257,0,0,264,0.228238,0.890607,0.028378,0.222368,0.353024,0.212679,0.418239,0.031768
76,10.459257,1,0,342,0.392910,0.732270,0.389687,0.187938,0.366228,0.254571,0.332706,0.013176
76,10.459257,2,0,282,0.439344,-0.120865,0.382520,0.142932,0.223604,0.238280,0.252532,0.082585
77,10.604982,0,0,275,0.384402,0.731708,0.407492,0.170418,0.286244,0.232579,0.343240,0.144051
77,10.604982,1,0,285,0.436262,-0.124173,0.380493,0.144019,0.200390,0.238262,0.267296,0.036158
77,10.604982,2,0,225,0.222085,0.894773,0.025577,0.202814,0.329952,0.195264,0.404734,0.057949
78,10.739301,0,0,238,0.232216,0.891503,0.037128,0.214438,0.330637,0.206379,0.417957,0.110889
78,10.739301,1,0,251,0.447153,-0.107073,0.380823,0.136297,0.186873,0.206159,0.273982,0.143129
78,10.739301,2,0,262,0.391504,0.728469,0.406788,0.174035,0.299827,0.236837,0.327689,0.055323
79,10.874637,0,0,244,0.240219,0.886644,0.035507,0.202077,0.303939,0.186330,0.401279,0.070259
79,10.874637,1,0,255,0.397077,0.725861,0.391135,0.170797,0.317086,0.222577,0.323858,0.124364
79,10.874637,2,0,262,0.436184,-0.109286,0.370113,0.155017,0.234998,0.243012,0.287954,0.114527
80,11.010681,0,0,286,0.380282,0.736689,0.395290,0.190179,0.396406,0.256474,0.323012,0.148563
80,11.010681,1,0,203,0.243702,0.867015,0.073569,0.218284,0.378304,0.232633,0.352365,0.312750
80,11.010681,2,0,245,0.440664,-0.107347,0.375822,0.138690,0.206221,0.205575,0.270007,0.054669
81,11.144623,0,0,180,0.252682,0.876278,0.062274,0.152409,0.319193,0.210369,0.272497,0.128168
81,11.144623,1,0,304,0.381684,0.735702,0.390189,0.180367,0.377373,0.247681,0.307744,0.040220
81,11.144623,2,0,230,0.447035,-0.095366,0.376992,0.133354,0.218974,0.211884,0.259854,0.101802
82,11.289385,0,0,256,0.438177,-0.085794,0.370261,0.141535,0.247423,0.225537,0.259378,0.108351
82,11.289385,1,0,280,0.392227,0.728804,0.400753,0.177096,0.293609,0.265644,0.319256,0.121380
82,11.289385,2,0,198,0.240708,0.891232,0.041964,0.166486,0.304177,0.163113,0.339785,0.206115
83,11.415018,0,0,247,0.443230,-0.066798,0.366971,0.143744,0.224811,0.220584,0.262432,0.148586
83,11.415018,1,0,320,0.383957,0.729316,0.380212,0.184723,0.347602,0.264875,0.336113,0.165131
83,11.415018,2,0,240,0.242813,0.885930,0.045468,0.194215,0.366398,0.203102,0.370767,0.049909
84,11.555705,0,0,214,0.453184,-0.042284,0.367088,0.136315,0.184282,0.215425,0.268880,0.189562
84,11.555705,1,0,264,0.392286,0.736263,0.391039,0.181118,0.350572,0.248139,0.311888,0.109791
84,11.555705,2,0,212,0.244463,0.880853,0.038665,0.173510,0.300162,0.166568,0.385608,0.061957
85,11.690667,0,0,186,0.241325,0.876396,0.066949,0.146736,0.271321,0.187140,0.273322,0.209931
85,11.690667,1,0,297,0.400381,0.728455,0.376353,0.196670,0.358911,0.234725,0.479437,0.134812
85,11.690667,2,0,194,0.453756,-0.036357,0.358505,0.138671,0.189213,0.220165,0.273441,0.076131
86,11.822933,0,0,255,0.386450,0.732638,0.386371,0.185263,0.350189,0.240976,0.320242,0.131917
86,11.822933,1,0,222,0.253894,0.873623,0.086139,0.147935,0.267495,0.206769,0.248602,0.172592
86,11.822933,2,0,190,0.459306,-0.026147,0.355561,0.137705,0.160937,0.209982,0.258833,0.089540
87,11.962611,0,0,262,0.381112,0.737043,0.381393,0.191612,0.373137,0.250226,0.338137,0.062319
87,11.962611,1,0,255,0.238962,0.886291,0.053607,0.223925,0.296137,0.201069,0.415581,0.277551
87,11.962611,2,0,175,0.461810,-0.009094,0.349574,0.144461,0.168197,0.214022,0.275468,0.133378
88,12.100514,0,0,188,0.460788,-0.007077,0.345248,0.143416,0.185890,0.204882,0.267706,0.034955
88,12.100514,1,0,239,0.382739,0.735995,0.400109,0.175752,0.350094,0.220386,0.309494,0.134747
88,12.100514,2,0,249,0.246109,0.869370,0.086083,0.150269,0.345136,0.182985,0.300004,0.267197
89,12.239572,0,0,266,0.245643,0.875038,0.077453,0.157553,0.303208,0.210659,0.308487,0.076121
89,12.239572,1,0,181,0.455899,0.002620,0.340261,0.156600,0.188647,0.261376,0.267593,0.088008
89,12.239572,2,0,236,0.383680,0.730316,0.388633,0.165156,0.294527,0.193912,0.346963,0.094559
90,12.370841,0,0,254,0.383034,0.734249,0.393546,0.165755,0.281526,0.212790,0.313860,0.046691
90,12.370841,1,0,169,0.241456,0.891169,0.062653,0.153648,0.295007,0.173979,0.291101,0.164485
90,12.370841,2,0,187,0.453986,0.007618,0.346261,0.150845,0.219912,0.224176,0.259560,0.059333
91,12.506820,0,0,293,0.368530,0.745031,0.387865,0.171990,0.297474,0.228476,0.339610,0.143081
91,12.506820,1,0,205,0.248241,0.879365,0.074651,0.147951,0.261135,0.179902,0.285093,0.137062
91,12.506820,2,0,105,0.461474,0.045266,0.301361,0.112839,0.170468,0.248226,0.140475,0.446147
92,12.639644,0,0,331,0.361221,0.750009,0.381892,0.180152,0.294242,0.259519,0.345081,0.078785
92,12.639644,1,0,202,0.253441,0.869296,0.096293,0.155521,0.291987,0.229369,0.270058,0.180352
92,12.639644,2,0,106,0.463962,0.067083,0.296707,0.108616,0.162044,0.211832,0.141483,0.165713
93,12.777379,0,0,167,0.470177,0.100801,0.332652,0.138541,0.187845,0.260055,0.256938,0.362960
93,12.777379,1,0,200,0.253566,0.872018,0.086237,0.134307,0.283450,0.190743,0.241963,0.076125
93,12.777379,2,0,334,0.363671,0.750612,0.375804,0.166974,0.284767,0.239794,0.341530,0.048157
94,12.910682,0,0,179,0.254826,0.884149,0.072514,0.131521,0.276235,0.172682,0.233819,0.139778
