axis,offset_m,predicted_clearance_m,predicted_tau_s,predicted_nearest_link,current_clearance_m,reference_clearance_m,candidate_clearance_m,clearance_improvement_m,fast_ms,accepted_steps,max_delta_q_rad,local_repair_ready,formal_scene_feasible,rejection_reasons
x,-0.01999999999999985,0.06839432979407783,0.5,left_link,0.09428157217707162,0.034915843151642284,0.07448937709819123,0.039573533946548944,55.17926599713974,1,0.03525546848130923,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,-0.009999999999999842,0.06749321317045759,0.5,left_link,0.09435373317628093,0.033219628280774405,0.07283875976852769,0.039619131487753284,54.909297003177926,1,0.03520810541361663,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,1.6653345369377348e-16,0.0669512065885503,0.5,left_link,0.09475974293912376,0.03191876919683495,0.06537655995375699,0.03345779075692204,53.9214680029545,1,0.02922205041124548,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.010000000000000175,0.06677042414784623,0.5,left_link,0.09549824793507478,0.031019564642054437,0.06457519646826862,0.03355563182621418,54.56844900618307,1,0.02894090262243665,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.020000000000000184,0.06695157467571256,0.5,left_link,0.09656680485775893,0.03052644682459099,0.06419118342461319,0.0336647366000222,53.9961300091818,1,0.028938756580320635,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.030000000000000193,0.06749394790344049,0.5,left_link,0.09796192058905501,0.030441873999838748,0.06422328920063683,0.03378141520079808,53.86370400083251,1,0.02897463744786688,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.0400000000000002,0.0683954283182473,0.5,left_link,0.0996791082012527,0.030766269762295267,0.0646681224297607,0.033901852667465426,54.26556701422669,1,0.029033341801965373,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.05000000000000021,0.0696525360657601,0.5,left_link,0.10171295694727855,0.03149801250291964,0.06551202902946127,0.034014016526541624,56.37788900639862,1,0.02905474909928263,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.06000000000000022,0.07126049307815052,0.5,left_link,0.10405721377575095,0.03263347563847033,0.06676534026097239,0.03413186462250206,54.43263699999079,1,0.029575036201782146,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.07000000000000023,0.07321331154829402,0.5,left_link,0.10670487364465447,0.034167116308854106,0.06838400212467585,0.034216885815821746,54.143576009664685,1,0.028292689006200855,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.08000000000000024,0.07550390103664872,0.5,left_link,0.10962603126692061,0.03609160756231902,0.07025697210386853,0.0341653645415495,54.15994199574925,1,0.02733369128188698,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.09000000000000025,0.07812418993544346,0.5,left_link,0.1125392984740951,0.03839800686584541,0.07846198983015693,0.04006398296431152,53.96198297967203,1,0.03229696924388453,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.10000000000000026,0.08106525674461396,0.5,left_link,0.11573807612726766,0.041075952273569,0.08094632432924756,0.03987037205567856,53.825178008992225,1,0.03194065232012111,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.11000000000000026,0.08431746662659628,0.5,left_link,0.11921391171230161,0.04411387684623572,0.08369961022010833,0.03958573337387261,54.02804401819594,1,0.03132271893731384,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.12000000000000027,0.0878706089685436,0.5,left_link,0.12295799429779908,0.047499231926002056,0.08670236109272103,0.039203129166718975,53.5390839795582,1,0.030729154609624887,False,False,online_clearance_failed;verification_checks_failed:distance_ok
x,0.13000000000000028,0.09171403213912133,0.5,left_link,0.12696124563897365,0.05121871053455376,0.09000987237695454,0.03879116184240078,53.86337800882757,1,0.031050098365324796,True,True,
x,0.1400000000000003,0.09583677222189813,0.5,left_link,0.13121440624860659,0.055258463321528645,0.09282944025406945,0.0375709769325408,53.76959897694178,1,0.031131515213433936,True,True,
x,0.1500000000000003,0.10022767317647202,0.5,left_link,0.13570811521354376,0.05960430096110139,0.09600841522709849,0.0364041142659971,53.79974000970833,1,0.03032995065975197,True,True,
x,0.1600000000000003,0.10487549656524764,0.5,left_link,0.14043298289481732,0.06424187849670002,0.09986502298478686,0.035623144488086844,53.94822100060992,1,0.030769834489835723,True,True,
x,0.17000000000000032,0.10976901964150648,0.5,left_link,0.14537965598431535,0.06915685871163293,0.10109334415291674,0.0319364854412838,56.60793400602415,1,0.029997050824728422,True,True,
x,0.18000000000000033,0.11489712118853856,0.5,left_link,0.15053887468859029,0.07433505303943497,0.10124313517768649,0.02690808213825152,53.82438498781994,1,0.030000000000000138,True,True,
x,0.19000000000000034,0.12024885500810606,0.5,left_link,0.15590152206346414,0.0797625397466297,0.10124322780107489,0.021480688054445196,48.14326899941079,1,0.027426207887150444,True,True,
x,0.20000000000000034,0.1258135113687342,0.5,left_link,0.16145866572846646,0.08542576008625155,0.10098920440920992,0.015563444322958364,51.88749200897291,1,0.02042968200155415,True,True,
