frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
35,6.122254,1,1,0.526947,-0.491082,0.366926,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.092812,0.099652,0.154652,0.092812,0.005710,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
36,6.315072,1,2,0.517248,-0.484796,0.366739,0.000000,0.038835,0.038835,0.029262,-0.032583,0.021121,-0.000626,0.059746,0.038835,-0.050128,0.032494,-0.000964,0.650,0.089749,0.098433,0.153433,0.089749,0.007933,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
37,6.489602,1,3,0.525611,-0.480987,0.367436,0.000000,0.034147,0.034147,0.082567,-0.025525,0.022682,-0.000134,0.027555,0.034147,-0.003609,0.027283,0.001380,0.250,0.091702,0.104438,0.159438,0.091702,0.013239,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.659965,1,4,0.518861,-0.465231,0.366178,0.011709,0.039971,0.039971,0.072186,-0.014812,0.037121,-0.000587,0.050083,0.039971,-0.014945,0.047781,-0.001382,0.650,0.097934,0.117351,0.172351,0.097934,0.020034,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.830122,1,5,0.528881,-0.444274,0.365412,0.027387,0.054468,0.054468,0.106110,-0.003401,0.054341,-0.001503,0.066211,0.054468,0.002732,0.066120,-0.002138,0.650,0.100357,0.112158,0.167158,0.100357,0.020781,0,0,0,0,"speed_ok,valid_streak_not_ready"
40,7.003047,1,6,0.532853,-0.446649,0.363454,0.030937,0.062545,0.062545,0.032722,0.011782,0.061310,-0.003758,0.059418,0.062545,0.022425,0.054821,-0.004721,0.650,0.102374,0.117038,0.172038,0.102374,0.024138,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.198701,1,7,0.527878,-0.442487,0.362373,0.031075,0.060536,0.060536,0.013980,0.011399,0.059273,-0.004632,0.054573,0.060536,0.003180,0.054015,-0.007105,0.250,0.106638,0.121473,0.176473,0.106638,0.028108,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.354866,1,8,0.548927,-0.437937,0.372653,0.035498,0.054970,0.054970,0.082692,0.016722,0.052322,-0.002140,0.058749,0.054970,0.042957,0.038995,0.009251,0.250,0.105765,0.126037,0.181037,0.105765,0.020011,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.530125,1,9,0.545182,-0.418625,0.366588,0.042725,0.051402,0.051402,0.120883,0.019312,0.047636,-0.000022,0.043143,0.051402,0.023124,0.036385,0.001668,0.250,0.109108,0.120702,0.175702,0.109108,0.014732,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.699586,1,10,0.540662,-0.421288,0.370407,0.040576,0.050426,0.050426,0.022618,0.019192,0.046560,0.002588,0.039586,0.050426,0.011269,0.036598,0.010033,0.250,0.108709,0.125476,0.180476,0.108709,0.016581,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.885363,1,11,0.555207,-0.423280,0.383733,0.038220,0.048430,0.048430,0.040908,0.021126,0.042859,0.007892,0.057823,0.048430,0.039856,0.028011,0.031151,0.250,0.112713,0.131752,0.186752,0.112713,0.004684,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.060216,1,12,0.546242,-0.423686,0.369954,0.000000,0.039904,0.039904,0.043350,0.016572,0.035488,0.007638,0.021063,0.039904,-0.003834,0.020349,-0.003855,0.250,0.114991,0.139617,0.194617,0.114991,0.018352,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.234871,1,13,0.545001,-0.414721,0.365295,0.000000,0.030865,0.030865,0.064098,0.013216,0.027377,0.005335,0.005836,0.030865,-0.000257,0.005534,-0.001833,0.250,0.114874,0.131829,0.186829,0.114874,0.022569,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.404535,1,14,0.543595,-0.408692,0.360187,0.000000,0.026999,0.026999,0.022254,0.009360,0.025283,-0.001439,0.023336,0.026999,0.004153,0.017833,-0.014468,0.250,0.119841,0.145285,0.200285,0.119841,0.027762,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.607371,1,15,0.537064,-0.374917,0.363470,0.020514,0.054428,0.054428,0.151822,-0.010884,0.050021,-0.018489,0.076941,0.054428,-0.025159,0.067063,-0.028098,0.650,0.118792,0.138119,0.193119,0.118792,0.024996,0,0,0,0,"speed_ok,valid_streak_not_ready"
50,8.777989,1,16,0.555889,-0.359959,0.369264,0.039254,0.078399,0.078399,0.094587,0.000120,0.078036,-0.007534,0.089834,0.078399,0.013445,0.088817,-0.000961,0.650,0.116970,0.136462,0.191462,0.116970,0.016408,0,0,0,0,"speed_ok,valid_streak_not_ready"
51,8.963827,1,17,0.542726,-0.352325,0.356569,0.046972,0.089640,0.089640,0.138413,0.002603,0.089428,-0.005593,0.086794,0.089640,-0.003132,0.085901,-0.012012,0.650,0.118732,0.142612,0.197612,0.118732,0.033642,1,1,1,0,valid_streak_not_ready
