frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
40,6.972358,0,1,0,111,0.526376,-0.468056,0.370022,0.101276,0.152114,0.074050,0.181671,
41,7.149361,0,1,1,85,0.535927,-0.462245,0.370620,0.098592,0.133779,0.088682,0.176451,0.062050
42,7.336253,0,1,0,125,0.524541,-0.445572,0.376922,0.100708,0.154182,0.110307,0.170373,0.114689
43,7.517358,0,1,0,146,0.525996,-0.443169,0.383456,0.106369,0.163801,0.106796,0.176046,0.039840
44,7.692040,0,1,0,190,0.530167,-0.427650,0.382658,0.110540,0.138467,0.139153,0.177904,0.090016
45,7.887253,0,1,0,166,0.530497,-0.419964,0.388048,0.115474,0.161468,0.150266,0.178370,0.049208
46,8.071630,0,1,0,214,0.532271,-0.406404,0.382237,0.115562,0.165644,0.164968,0.177173,0.079623
47,8.252312,0,1,0,245,0.542947,-0.400794,0.383353,0.115340,0.148361,0.179048,0.187058,0.066087
48,8.422750,0,1,0,231,0.536063,-0.395268,0.387554,0.119510,0.168099,0.188870,0.189573,0.057137
49,8.607337,0,1,0,258,0.538414,-0.380732,0.382037,0.118929,0.164547,0.212028,0.191875,0.092628
50,8.801399,0,1,0,261,0.537267,-0.371691,0.383364,0.125809,0.193728,0.198754,0.185572,0.045408
51,8.966653,0,1,0,235,0.550045,-0.348186,0.378263,0.115867,0.171337,0.201435,0.185548,0.164031
52,9.154717,0,1,0,232,0.545116,-0.336818,0.381742,0.118658,0.152522,0.199755,0.193173,0.066548
53,9.332381,0,1,0,214,0.549410,-0.323586,0.377038,0.122570,0.195592,0.196496,0.192441,0.083636
54,9.522771,0,1,0,233,0.551946,-0.322877,0.367311,0.121075,0.161275,0.235120,0.187063,0.056376
55,9.691058,0,1,0,212,0.558603,-0.299546,0.378899,0.114313,0.147816,0.188415,0.198146,0.148596
56,9.865046,0,1,0,218,0.553736,-0.285834,0.381415,0.115459,0.140742,0.183641,0.194258,0.084972
57,10.055496,0,1,0,221,0.557295,-0.279560,0.381826,0.114727,0.148293,0.196286,0.178824,0.040173
58,10.246592,0,1,0,227,0.554465,-0.263413,0.383130,0.114428,0.150122,0.189986,0.179035,0.081162
59,10.433950,0,1,0,227,0.554215,-0.250211,0.385029,0.115520,0.119351,0.187587,0.178841,0.072698
60,10.611954,0,1,0,220,0.561311,-0.244146,0.380476,0.114442,0.141832,0.195044,0.179127,0.057982
61,10.807827,0,1,0,208,0.566207,-0.231387,0.379182,0.106221,0.135645,0.188997,0.181769,0.069332
