local_horizon_s,accepted_steps,local_repair_ready,reference_clearance_m,candidate_clearance_m,clearance_improvement_m,position_ok,velocity_ok,acceleration_ok,fast_ms,max_delta_q_rad,rejection_reasons,messages
1.0,0,False,0.06453539481747833,0.06453539481747833,0.0,True,True,True,32.167438010219485,0.0,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference,projected_qp max_violation=4.332e-02 clearance_reward=0 | scale 1.00 rejected: motion q=0.000e+00 qd=0.000e+00 qdd=3.727e-01 | scale 0.85 rejected: motion q=0.000e+00 qd=0.000e+00 qdd=3.608e-02 | scale 0.65 rejected by linear screen | scale 0.45 rejected by linear screen | scale 0.30 rejected by linear screen | scale 0.20 rejected by linear screen | scale 0.10 rejected by linear screen | rejected: no feasible monotonic step
1.25,0,False,0.05394927144104544,0.05394927144104544,0.0,True,True,True,34.56365398596972,0.0,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference,projected_qp max_violation=5.350e-02 clearance_reward=0 | scale 1.00 rejected: motion q=0.000e+00 qd=0.000e+00 qdd=8.369e-02 | scale 0.85 rejected by linear screen | scale 0.65 rejected by linear screen | scale 0.45 rejected by linear screen | scale 0.30 rejected by linear screen | scale 0.20 rejected by linear screen | scale 0.10 rejected by linear screen | rejected: no feasible monotonic step
1.5,0,False,0.04389700244443179,0.04389700244443179,0.0,True,True,True,40.77200300525874,0.0,online_clearance_failed;verification_checks_failed:distance_ok;no_accepted_repair_step;insufficient_clearance_improvement;candidate_motion_indistinguishable_from_reference,projected_qp max_violation=6.772e-02 clearance_reward=0 | scale 1.00 rejected: motion q=0.000e+00 qd=0.000e+00 qdd=1.600e-01 | scale 0.85 rejected by linear screen | scale 0.65 rejected by linear screen | scale 0.45 rejected by linear screen | scale 0.30 rejected by linear screen | scale 0.20 rejected by linear screen | scale 0.10 rejected by linear screen | rejected: no feasible monotonic step
