frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.092677,1786978564.359612,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,93.8293,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.191191,1786978564.453476,2573,50000,0,2573,35,1666,0.013603,0.223144,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.357879,,0,1.000000,SAFE,1,current,50000,204.1874,0.00000000,0.00000000,1.57079637,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,-0.00003751,0.00000000,0.00000000,0.00000000
2,0.387753,1786978564.657682,2590,50000,0,2590,29,1695,0.011197,0.222683,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.357149,,0,1.000000,SAFE,1,current,50000,177.7259,0.00000000,0.00000734,1.57080007,-0.00000367,1.57079637,0.00000000,0.00000000,0.00003732,0.00001880,-0.00001866,0.00000000,0.00000000
3,0.556457,1786978564.835425,2629,50000,0,2629,29,1673,0.011031,0.223248,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589967,0.992774,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.365357,,0,1.000000,SAFE,1,current,50000,194.6075,0.00211645,-0.00215313,1.56879723,-0.00118844,1.57079637,0.00206877,0.01254535,-0.01280625,-0.01187188,-0.00702278,0.00000000,0.01226270
4,0.752696,1786978565.030050,2572,50000,0,2572,30,1638,0.011664,0.224875,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582887,0.978469,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.362253,,0,1.000000,SAFE,1,current,50000,160.7201,0.01637775,-0.01377711,1.55608022,-0.00342961,1.57079637,0.01646211,0.07267300,-0.05923372,-0.06480360,-0.01142058,0.00000000,0.07334589
5,0.911476,1786978565.190787,2554,50000,0,2554,19,1687,0.007439,0.224624,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.570787,0.954700,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.374024,,0,1.000000,SAFE,1,current,50000,181.5498,0.04014657,-0.02610902,1.54186654,-0.00516825,1.57079637,0.04021259,0.14969617,-0.07766644,-0.08951784,-0.01095000,0.00000000,0.14958068
6,1.092981,1786978565.372369,2614,50000,0,2614,20,1743,0.007651,0.224847,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.549923,0.914861,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.378122,,0,1.000000,SAFE,1,current,50000,168.4403,0.07998502,-0.03995950,1.52566493,-0.00710864,1.57079637,0.08018675,0.21949045,-0.07630936,-0.08926299,-0.01069058,0.00000000,0.22023811
7,1.260984,1786978565.540824,2493,50000,0,2493,33,1751,0.013237,0.224049,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.522731,0.864496,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.402386,,0,1.000000,SAFE,1,current,50000,184.1747,0.13035072,-0.05303235,1.51046097,-0.00901235,1.57079637,0.13065515,0.29979087,-0.07781331,-0.09049822,-0.01133140,0.00000000,0.30040216
8,1.445037,1786978565.725028,2501,50000,0,2501,21,1786,0.008397,0.222655,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.484438,0.797748,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.442773,,0,1.000000,SAFE,1,current,50000,181.9119,0.19709782,-0.06689382,1.49425566,-0.01099675,1.57079637,0.19758934,0.36265064,-0.07531222,-0.08804677,-0.01078166,0.00000000,0.36366710
9,1.630288,1786978565.906956,2491,50000,0,2491,13,1699,0.005219,0.223318,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.439202,0.716865,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.462649,,0,1.000000,SAFE,1,current,50000,164.0258,0.27798149,-0.08149625,1.47722125,-0.01303617,1.57080007,0.27866742,0.43661723,-0.07882518,-0.09195327,-0.01100899,0.00001995,0.43766671
