frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785927612.897608,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,294.1567,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
1,pre_empty,1785927613.191860,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,119.7118,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
2,pre_empty,1785927613.311649,2738,50000,2294,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,221.6837,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
3,pre_empty,1785927613.533369,2684,50000,2278,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.9282,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
4,pre_empty,1785927613.671329,2596,50000,2231,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,140.8548,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
5,pre_empty,1785927613.812229,2779,50000,2444,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,148.7644,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
6,pre_empty,1785927613.961057,2727,50000,2333,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,142.9557,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
7,pre_empty,1785927614.104042,2643,50000,2254,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,140.5720,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
8,pre_empty,1785927614.244660,2779,50000,2400,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,140.6470,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
9,pre_empty,1785927614.385338,2716,50000,2323,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,154.4860,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
10,pre_empty,1785927614.539857,2722,50000,2332,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,140.1666,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
11,pre_empty,1785927614.680071,2694,50000,2286,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,147.6932,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
12,pre_empty,1785927614.827796,2706,50000,2299,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.5637,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
13,pre_empty,1785927614.964394,2601,50000,2189,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.2165,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
14,pre_empty,1785927615.097642,2677,50000,2281,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,124.7846,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
15,pre_empty,1785927615.222459,2692,50000,2279,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.5277,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
