frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
36,6.314733,1,1,0.505658,-0.476761,0.360920,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.096288,0.104927,0.159927,0.096288,0.016451,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
37,6.508844,1,2,0.526121,-0.470377,0.364921,0.010224,0.073843,0.073843,0.108903,0.069296,0.021617,0.013551,0.113605,0.073843,0.106609,0.033257,0.020847,0.650,0.092962,0.111681,0.166681,0.092962,0.009403,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.692520,1,3,0.511346,-0.474170,0.369792,0.000000,0.060805,0.060805,0.055408,0.055840,0.017956,0.016021,0.028676,0.060805,0.015029,0.006846,0.023443,0.250,0.097932,0.120282,0.175282,0.097932,0.019164,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.869535,1,4,0.522373,-0.462981,0.367840,0.000000,0.052565,0.052565,0.083826,0.046691,0.018502,0.015516,0.041016,0.052565,0.030147,0.024852,0.012481,0.250,0.100019,0.114756,0.169756,0.100019,0.021308,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
40,7.044199,1,5,0.519752,-0.454042,0.364719,0.000000,0.045730,0.045730,0.081029,0.038406,0.021068,0.013128,0.036971,0.045730,0.019296,0.031103,0.005201,0.250,0.098041,0.112828,0.167828,0.098041,0.016376,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.227708,1,6,0.520918,-0.447340,0.369546,0.000000,0.039306,0.039306,0.053166,0.028487,0.024985,0.010448,0.033335,0.039306,-0.007207,0.031910,0.006407,0.250,0.101960,0.116104,0.171104,0.101960,0.019005,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.415662,1,7,0.526946,-0.441361,0.364785,0.010399,0.043349,0.043349,0.052071,0.020711,0.038076,0.000671,0.050988,0.043349,0.021690,0.045616,-0.006962,0.650,0.107142,0.128133,0.183133,0.107142,0.024074,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.626535,1,8,0.525404,-0.425420,0.369590,0.020517,0.045842,0.045842,0.061011,0.011919,0.044239,0.001549,0.050824,0.045842,0.004084,0.050605,0.002357,0.650,0.110933,0.131383,0.186383,0.110933,0.016217,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.793573,1,9,0.537411,-0.412499,0.369457,0.032284,0.054927,0.054927,0.071620,0.017872,0.051795,0.003853,0.060488,0.054927,0.023533,0.055363,0.006314,0.650,0.107143,0.123124,0.178124,0.107143,0.015433,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.957416,1,10,0.546189,-0.418537,0.372378,0.036451,0.056577,0.056577,0.038069,0.027597,0.049139,0.004973,0.052862,0.056577,0.034768,0.039629,0.003896,0.650,0.109355,0.133327,0.188327,0.109355,0.009014,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.136070,1,11,0.538135,-0.419314,0.369950,0.000000,0.051926,0.051926,0.048749,0.026691,0.044189,0.005588,0.034924,0.051926,0.015471,0.030484,0.007142,0.250,0.114606,0.143995,0.198995,0.114606,0.011774,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.325639,1,12,0.530963,-0.414126,0.363769,0.000000,0.041568,0.041568,0.054201,0.021582,0.035434,0.002559,0.019422,0.041568,0.007785,0.015816,-0.008151,0.250,0.114803,0.133659,0.188659,0.114803,0.023306,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.527611,1,13,0.534366,-0.396096,0.369772,0.012265,0.034542,0.034542,0.059096,0.013214,0.031904,0.000833,0.022840,0.034542,-0.004168,0.022452,0.000431,0.250,0.120216,0.145807,0.200807,0.120216,0.017446,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.715299,1,14,0.522024,-0.393081,0.362359,0.019855,0.039347,0.039347,0.084401,-0.013008,0.036558,-0.006517,0.048038,0.039347,-0.031802,0.033502,-0.013186,0.650,0.125524,0.142955,0.197955,0.125524,0.028280,0,0,0,0,"speed_ok,valid_streak_not_ready"
50,8.888015,1,15,0.528806,-0.390682,0.367727,0.023052,0.042492,0.042492,0.062074,-0.014101,0.039850,-0.004326,0.040130,0.042492,-0.012398,0.038052,-0.002955,0.650,0.117029,0.138093,0.193093,0.117029,0.023923,0,0,0,0,"speed_ok,valid_streak_not_ready"
51,9.066209,1,16,0.541875,-0.367392,0.368312,0.034173,0.048855,0.048855,0.072350,0.000501,0.048844,0.000947,0.065161,0.048855,0.014750,0.063172,0.006141,0.650,0.113800,0.144324,0.199324,0.113800,0.014342,0,0,0,0,"speed_ok,valid_streak_not_ready"
52,9.244298,1,17,0.540842,-0.378490,0.370717,0.000000,0.045436,0.045436,0.006542,0.004896,0.045137,0.001773,0.026166,0.045436,0.009021,0.024526,0.001317,0.250,0.113020,0.139539,0.194539,0.113020,0.018179,0,0,0,0,"speed_ok,valid_streak_not_ready"
