frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
99,12.813548,0,1,0,201,0.812678,-0.262044,0.411047,0.137398,0.130903,0.212377,0.242802,
100,12.963679,0,1,0,224,0.805027,-0.267858,0.412272,0.137124,0.130908,0.204835,0.259153,0.063889
101,13.118557,0,1,0,241,0.795618,-0.271626,0.413720,0.137145,0.121427,0.204180,0.248151,0.066270
102,13.274318,0,1,0,250,0.789627,-0.280797,0.414835,0.141729,0.117327,0.208923,0.248986,0.073165
103,13.425713,0,1,0,242,0.788094,-0.286073,0.410911,0.138781,0.129718,0.205648,0.244582,0.043338
104,13.596994,0,1,0,251,0.782623,-0.278883,0.415734,0.136838,0.147709,0.211201,0.257084,0.061241
105,13.760802,0,1,0,245,0.780034,-0.285477,0.402532,0.143604,0.131142,0.216562,0.253887,0.090974
106,13.922225,0,1,0,266,0.771607,-0.286610,0.415732,0.142826,0.133576,0.214857,0.250228,0.098032
107,14.078107,0,1,0,246,0.767572,-0.291152,0.423626,0.136919,0.142784,0.209521,0.246040,0.063446
108,14.237712,0,1,0,268,0.763455,-0.287120,0.417810,0.140213,0.135489,0.207598,0.248335,0.051461
109,14.395478,0,1,0,277,0.755632,-0.287117,0.412095,0.141570,0.122734,0.208487,0.250429,0.060549
110,14.545492,0,1,0,279,0.750171,-0.292011,0.416951,0.138583,0.141026,0.209333,0.252849,0.058033
111,14.696086,0,1,0,280,0.743016,-0.293578,0.414973,0.141802,0.135809,0.209873,0.254900,0.051155
112,14.848121,0,1,0,270,0.738305,-0.292814,0.416407,0.135959,0.142358,0.208720,0.287408,0.032656
113,15.003177,0,1,0,284,0.730527,-0.300319,0.406414,0.144305,0.151691,0.226978,0.259410,0.094659
114,15.149075,0,1,0,278,0.727369,-0.294019,0.414528,0.137338,0.133715,0.209975,0.252192,0.073523
115,15.303396,0,1,0,271,0.721632,-0.297063,0.407049,0.143877,0.130169,0.217592,0.256461,0.063725
116,15.465569,0,1,0,274,0.711234,-0.293217,0.402611,0.144992,0.133314,0.216152,0.254945,0.074939
117,15.615372,0,1,0,264,0.704153,-0.292825,0.411659,0.138133,0.127276,0.211155,0.249913,0.075870
118,15.767790,0,1,0,285,0.696204,-0.294817,0.404660,0.141747,0.141086,0.214806,0.269090,0.070896
119,15.941548,0,1,0,284,0.690534,-0.293166,0.400693,0.141862,0.129574,0.207599,0.258832,0.043644
120,16.085170,0,1,0,319,0.680057,-0.295793,0.403184,0.143236,0.134453,0.223073,0.257451,0.071988
121,16.234954,0,1,0,301,0.674971,-0.295015,0.407097,0.140543,0.141373,0.208247,0.257104,0.042955
122,16.398052,0,1,0,314,0.665050,-0.304041,0.405934,0.144202,0.146070,0.234739,0.258561,0.087426
123,16.548391,0,1,0,296,0.665765,-0.295132,0.404456,0.139588,0.177484,0.206471,0.247134,0.058903
124,16.696327,0,1,0,266,0.660666,-0.299511,0.404946,0.135261,0.141957,0.208099,0.254082,0.043774
125,16.855455,0,1,0,292,0.652288,-0.295206,0.401273,0.137124,0.128287,0.206742,0.256903,0.063380
126,17.012482,0,1,0,305,0.646316,-0.298773,0.404219,0.135822,0.146307,0.207926,0.255603,0.049779
127,17.161942,0,1,0,265,0.639979,-0.296141,0.396367,0.141080,0.114968,0.207909,0.260241,0.068047
128,17.310056,0,1,0,307,0.632826,-0.302219,0.399314,0.136101,0.121316,0.211663,0.251633,0.066039
129,17.474913,0,1,0,290,0.627804,-0.297243,0.394567,0.144457,0.120870,0.213227,0.259073,0.054227
130,17.619964,0,1,0,296,0.618887,-0.298067,0.390315,0.142404,0.138788,0.224967,0.258238,0.065156
