frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.095012,1786543713.625324,0,50000,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,95.8786,0.00000000,0.00000367,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.201445,1786543713.721239,2705,50000,1,0,0,0.324071,left_link,0,0.580763,-0.629682,0.355176,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590995,0.994835,0.000000,0,,0.000000,0.000000,0.000000,0.000000,0.119754,1,0.010980,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.000000,0.336910,,0,1.000000,SAFE,1,current,50000,190.4165,0.00001100,-0.00000367,1.57079637,-0.00001100,1.57079637,0.00000734,0.00010339,-0.00006893,-0.00003472,-0.00010339,0.00000000,0.00006893
2,0.362604,1786543713.911670,2721,50000,1,0,0,0.314920,left_link,0,0.580255,-0.630044,0.361286,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589598,0.992216,0.000000,0,,0.060205,-0.000045,0.059983,-0.005159,0.122937,2,0.005964,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.000000,0.326400,,0,1.000000,SAFE,1,current,50000,153.3431,0.00266666,-0.00268500,1.56820667,-0.00130215,1.57079637,0.00262631,0.01647846,-0.01663778,-0.01606924,-0.00801163,0.00000000,0.01625086
3,0.518448,1786543714.065034,2536,50000,1,1,0,0.329810,left_link,0,0.583275,-0.630477,0.360849,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.584010,0.980710,0.000000,0,,0.026808,0.011809,-0.020010,0.013372,0.120364,3,0.014886,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.342769,,0,1.000000,SAFE,1,current,50000,160.1049,0.01413658,-0.01229523,1.55779672,-0.00319485,1.57079637,0.01425396,0.07359863,-0.06166563,-0.06679714,-0.01214483,0.00000000,0.07461070
4,0.678028,1786543714.225167,2788,50000,1,1,0,0.335947,left_link,0,0.583293,-0.629900,0.356767,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.572645,0.958313,0.000000,0,,0.016276,0.015834,-0.003762,-0.000154,0.123312,4,0.010443,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.348295,,0,1.000000,SAFE,1,current,50000,173.3796,0.03653356,-0.02457579,1.54364192,-0.00495184,1.57079637,0.03662526,0.14035019,-0.07695585,-0.08870069,-0.01101011,0.00000000,0.14018927
5,0.853376,1786543714.398576,2670,50000,1,1,0,0.341767,left_link,0,0.581983,-0.623296,0.354245,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.553333,0.921291,0.000000,0,,0.026526,0.026196,0.004048,0.000992,0.121289,5,0.018386,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.354081,,0,1.000000,SAFE,1,current,50000,159.7549,0.07355497,-0.03800811,1.52793908,-0.00682987,1.57079637,0.07377138,0.21113121,-0.07660381,-0.08955251,-0.01071031,0.00000000,0.21184243
6,1.010858,1786543714.558346,2691,50000,1,1,0,0.360670,left_link,0,0.581741,-0.625289,0.358110,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.529849,0.877539,0.000000,0,,0.043046,0.017566,-0.039140,0.003534,0.121757,6,0.026793,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.372647,,0,1.000000,SAFE,1,current,50000,164.8614,0.11730720,-0.04995121,1.51402628,-0.00856485,1.57079637,0.11770702,0.27782263,-0.07583759,-0.08834498,-0.01101695,0.00000000,0.27898727
7,1.182730,1786543714.723227,2697,50000,1,1,0,0.389669,left_link,0,0.578307,-0.627935,0.363131,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.495715,0.817703,0.000000,0,,0.012796,0.001985,0.009871,-0.007897,0.121942,7,0.010169,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.401909,,0,1.000000,SAFE,1,current,50000,175.4603,0.17714374,-0.06303139,1.49873054,-0.01043554,1.57079637,0.17771596,0.34814697,-0.07610444,-0.08899524,-0.01088426,0.00000000,0.34915004
8,1.357484,1786543714.898714,2612,50000,1,1,0,0.415213,left_link,0,0.580420,-0.623628,0.361416,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.454330,0.745138,0.000000,0,,0.012985,0.009972,0.005545,0.006198,0.121940,8,0.016361,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.426224,,0,1.000000,SAFE,1,current,50000,169.9090,0.24970834,-0.07647839,1.48306072,-0.01233925,1.57079637,0.25036493,0.41523663,-0.07694782,-0.08966747,-0.01089359,0.00000000,0.41571942
9,1.525790,1786543715.068661,2452,50000,1,1,0,0.468859,left_link,0,0.579883,-0.632146,0.360700,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.412447,0.671234,0.000000,0,,0.025947,-0.017018,-0.019323,-0.003196,0.125229,9,0.015311,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.479538,,0,1.000000,SAFE,1,current,50000,159.1249,0.32361180,-0.08955491,1.46775031,-0.01419160,1.57080007,0.32444441,0.43910185,-0.07769490,-0.09096771,-0.01100587,0.00002196,0.44014772
10,1.688763,1786543715.227802,2403,50000,1,1,0,0.489466,upperArm_Link,0,0.577652,-0.628799,0.359056,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.369536,0.599235,0.000000,0,,0.024536,-0.009894,0.021346,-0.006964,0.125799,10,0.008510,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.470892,,0,1.000000,SAFE,1,current,50000,154.8313,0.39561149,-0.10223527,1.45300126,-0.01602561,1.57079637,0.39646983,0.44178932,-0.07780658,-0.09050000,-0.01125349,-0.00002268,0.44194713
11,1.839111,1786543715.382650,2540,50000,1,1,0,0.475952,upperArm_Link,0,0.580441,-0.625287,0.349474,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.329963,0.533794,0.000000,0,,0.013958,0.007853,-0.011453,-0.001409,0.133681,11,0.023438,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.462738,,0,1.000000,SAFE,1,current,50000,170.7353,0.46105278,-0.11377490,1.43953586,-0.01767256,1.57079637,0.46192580,0.43526647,-0.07675295,-0.08956180,-0.01095424,0.00000000,0.43536419
12,2.016308,1786543715.553414,2482,50000,1,1,0,0.494607,upperArm_Link,0,0.578319,-0.631238,0.361941,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.283359,0.457425,0.000000,0,,0.056906,-0.043307,-0.026694,-0.025501,0.130848,12,0.029302,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.014494,0.000000,0.479920,,0,1.000000,SAFE,1,current,50000,158.8619,0.53742111,-0.12723656,1.42382205,-0.01953592,1.57079637,0.53826112,0.43098042,-0.07597015,-0.08868002,-0.01051577,0.00000000,0.43079407
13,2.166271,1786543715.712291,2589,50000,1,1,0,0.474633,upperArm_Link,0,0.574246,-0.635433,0.363023,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.243293,0.391987,0.000000,0,,0.044108,-0.030173,-0.029588,-0.012636,0.132831,13,0.034383,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.024458,0.000000,0.471817,,0,1.000000,SAFE,1,current,50000,154.2795,0.60285878,-0.13877250,1.41035306,-0.02119754,1.57079637,0.60370243,0.43635771,-0.07692507,-0.08981514,-0.01108015,0.00000000,0.43638196
14,2.321864,1786543715.866587,2760,50000,1,1,0,0.470126,upperArm_Link,0,0.579085,-0.625164,0.355045,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.201975,0.324353,0.000000,0,,0.008214,0.007390,0.001643,0.003187,0.125957,14,0.013594,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.469630,,0,1.000000,SAFE,1,current,50000,160.4056,0.67049354,-0.15069726,1.39644396,-0.02295085,1.57080007,0.67133719,0.43468911,-0.07664051,-0.08939390,-0.01126858,0.00002375,0.43468911
