frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.095100,1786952751.947260,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,98.4444,0.00000000,0.00000367,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.200728,1786952752.045743,2563,50000,0,2563,32,1723,0.012485,0.222378,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590997,0.994839,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.367787,,0,1.000000,SAFE,1,current,50000,209.2218,0.00000734,-0.00000734,1.57079637,-0.00000734,1.57079637,0.00000367,0.00006945,-0.00010418,-0.00003499,-0.00006945,0.00000000,0.00003473
2,0.389554,1786952752.254993,2499,50000,0,2499,33,1652,0.013205,0.224821,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589157,0.991105,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.369019,,0,1.000000,SAFE,1,current,50000,176.2350,0.00376706,-0.00371571,1.56706965,-0.00162494,1.57079637,0.00373772,0.01991114,-0.01963919,-0.01973634,-0.00856665,0.00000000,0.01977517
3,0.564869,1786952752.431259,2533,50000,0,2533,27,1718,0.010659,0.224682,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581706,0.976121,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.377402,,0,1.000000,SAFE,1,current,50000,183.8093,0.01872528,-0.01529934,1.55437088,-0.00364235,1.57079637,0.01888668,0.08532159,-0.06607297,-0.07243371,-0.01150733,0.00000000,0.08640955
4,0.748136,1786952752.615098,2549,50000,0,2549,36,1712,0.014123,0.223813,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.566858,0.947100,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.390785,,0,1.000000,SAFE,1,current,50000,180.9292,0.04774672,-0.02918650,1.53825724,-0.00559374,1.57079637,0.04798881,0.15835642,-0.07577572,-0.08792459,-0.01064783,0.00000000,0.15879674
5,0.926411,1786952752.796061,2435,50000,0,2435,39,1631,0.016016,0.224570,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.544236,0.904198,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.413278,,0,1.000000,SAFE,1,current,50000,167.7648,0.09064798,-0.04301130,1.52213264,-0.00755247,1.57079637,0.09101845,0.24064681,-0.07754768,-0.09044805,-0.01098713,0.00000000,0.24136692
6,1.094518,1786952752.963843,2383,50000,0,2383,29,1717,0.012170,0.224223,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.515268,0.850920,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.434843,,0,1.000000,SAFE,1,current,50000,172.7197,0.14392608,-0.05611716,1.50684428,-0.00944884,1.57079637,0.14447995,0.31692863,-0.07796118,-0.09094387,-0.01128069,0.00000000,0.31801957
7,1.272893,1786952753.136583,2477,50000,0,2477,31,1741,0.012515,0.224123,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.477491,0.783450,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.477755,,0,1.000000,SAFE,1,current,50000,170.1379,0.21139579,-0.06954948,1.49113035,-0.01136722,1.57079637,0.21215141,0.37824699,-0.07530392,-0.08809505,-0.01075477,0.00000000,0.37937810
8,1.438602,1786952753.306740,2379,50000,0,2379,43,1690,0.018075,0.223710,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.435472,0.712625,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.475337,,0,1.000000,SAFE,1,current,50000,161.6787,0.28222173,-0.08224085,1.47632623,-0.01314988,1.57079256,0.28312409,0.42741269,-0.07658850,-0.08933831,-0.01075780,-0.00002302,0.42829817
9,1.600907,1786952753.468436,2374,50000,0,2374,16,1664,0.006740,0.223894,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.394338,0.640694,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.457360,,0,1.000000,SAFE,1,current,50000,168.4693,0.35415179,-0.09493957,1.46145976,-0.01495455,1.57079256,0.35510179,0.44317822,-0.07823983,-0.09159588,-0.01111900,0.00000000,0.44347183
10,1.771204,1786952753.636924,2515,50000,0,2515,21,1722,0.008350,0.223935,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.349804,0.566512,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.459074,,0,1.000000,SAFE,1,current,50000,177.9309,0.42833397,-0.10800142,1.44624841,-0.01685459,1.57079256,0.42931336,0.43560304,-0.07670012,-0.08932209,-0.01115717,0.00000000,0.43577559
11,1.950016,1786952753.814874,2430,50000,0,2430,40,1766,0.016461,0.223073,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.302031,0.487969,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.469839,,0,1.000000,SAFE,1,current,50000,174.1795,0.50687748,-0.12185923,1.43004310,-0.01878764,1.57079256,0.50782013,0.43925311,-0.07749955,-0.09062789,-0.01081055,0.00000000,0.43904761
12,2.122456,1786952753.989077,2433,50000,0,2433,43,1723,0.017674,0.223385,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.256649,0.413801,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.468881,,0,1.000000,SAFE,1,current,50000,187.2932,0.58104497,-0.13492474,1.41482067,-0.02063999,1.57079256,0.58201337,0.43010550,-0.07576834,-0.08827656,-0.01074200,0.00000000,0.43025482
13,2.317172,1786952754.176399,2561,50000,0,2561,31,1752,0.012105,0.223668,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.204636,0.328721,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.461712,,0,1.000000,SAFE,1,current,50000,178.6326,0.66612488,-0.14992698,1.39733887,-0.02282981,1.57079256,0.66707855,0.43694378,-0.07704679,-0.08978107,-0.01124620,0.00000000,0.43686817
