frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
37,6.612244,1,1,0.476452,-0.475458,0.364854,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.090408,0.105716,0.160716,0.090408,0.012013,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.780856,1,2,0.508324,-0.487172,0.372522,0.018971,0.137013,0.137013,0.185610,0.125443,-0.046105,0.030183,0.210790,0.137013,0.192989,-0.070931,0.046435,0.650,0.093772,0.110715,0.165715,0.093772,0.010030,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.943661,1,3,0.512820,-0.466544,0.368985,0.027451,0.127723,0.127723,0.080973,0.121947,-0.027847,0.025823,0.115173,0.127723,0.111187,0.027251,0.012632,0.250,0.098104,0.119326,0.174326,0.098104,0.009725,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
40,7.129250,1,4,0.489715,-0.440907,0.364198,0.024760,0.099143,0.099143,0.076540,0.097378,-0.002423,0.018464,0.071779,0.099143,0.025719,0.067001,-0.001271,0.250,0.102225,0.116256,0.171256,0.102225,0.022099,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
41,7.308438,1,5,0.494680,-0.446451,0.362785,0.025495,0.077367,0.077367,0.092636,0.075271,0.013275,0.011992,0.049492,0.077367,0.026286,0.041829,-0.002984,0.250,0.102247,0.116237,0.171237,0.102247,0.018980,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.478210,1,6,0.500364,-0.445981,0.366915,0.000000,0.057413,0.057413,0.027064,0.051530,0.024463,0.006518,0.060511,0.057413,-0.011379,0.058889,-0.008016,0.250,0.096671,0.115279,0.170279,0.096671,0.016318,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.669313,1,7,0.491004,-0.435559,0.363717,0.000000,0.043146,0.043146,0.038157,0.033970,0.026332,0.003774,0.052679,0.043146,-0.030038,0.042663,-0.007254,0.250,0.105038,0.123812,0.178812,0.105038,0.029524,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.844199,1,8,0.489674,-0.424987,0.366209,0.012690,0.036006,0.036006,0.076624,0.024903,0.025768,0.003507,0.022475,0.036006,-0.000057,0.022298,0.002817,0.250,0.105088,0.125958,0.180958,0.105088,0.023108,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,8.019373,1,9,0.510417,-0.425747,0.366747,0.018602,0.035788,0.035788,0.058198,0.016113,0.031729,0.003802,0.036886,0.035788,0.022066,0.029031,0.005556,0.650,0.110167,0.127257,0.182257,0.110167,0.014923,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.216215,1,10,0.510935,-0.421034,0.365054,0.022282,0.037970,0.037970,0.037064,0.019949,0.032291,0.001039,0.036780,0.037970,0.014317,0.033786,-0.002521,0.650,0.112306,0.142514,0.197514,0.112306,0.019051,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.394107,1,11,0.499561,-0.412637,0.362461,0.024510,0.037017,0.037017,0.093396,0.020191,0.031024,0.000261,0.033734,0.037017,0.011783,0.031561,-0.001730,0.250,0.115504,0.130410,0.185410,0.115504,0.026886,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.565244,1,12,0.501329,-0.409374,0.370738,0.026049,0.033896,0.033896,0.037927,0.016895,0.029374,0.000807,0.027785,0.033896,0.016190,0.021687,0.006291,0.250,0.112808,0.141751,0.196751,0.112808,0.024539,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.751381,1,13,0.526271,-0.379352,0.360184,0.041029,0.049894,0.049894,0.135131,0.013892,0.047855,-0.002513,0.067748,0.049894,0.021712,0.063542,-0.008988,0.650,0.115831,0.149680,0.204680,0.115831,0.018539,0,0,0,0,"speed_ok,valid_streak_not_ready"
50,8.927023,1,14,0.510610,-0.376051,0.354028,0.045410,0.064522,0.064522,0.100566,0.014606,0.062060,-0.009917,0.065318,0.064522,-0.000459,0.063438,-0.015550,0.650,0.115844,0.141092,0.196092,0.115844,0.028429,0,0,0,0,"speed_ok,valid_streak_not_ready"
51,9.127682,1,15,0.516750,-0.365166,0.346077,0.048708,0.073845,0.073845,0.061062,0.020736,0.067587,-0.021334,0.072851,0.073845,0.023592,0.065154,-0.022487,0.650,0.125532,0.151518,0.206518,0.125532,0.032975,0,0,0,0,"speed_ok,valid_streak_not_ready"
52,9.306107,1,16,0.504760,-0.351295,0.357724,0.051149,0.073094,0.073094,0.086337,0.015219,0.068221,-0.021377,0.080152,0.073094,0.004612,0.078083,-0.017496,0.250,0.120284,0.146531,0.201531,0.120284,0.027109,0,0,0,0,"speed_ok,valid_streak_not_ready"
53,9.487320,1,17,0.513900,-0.325778,0.346167,0.062736,0.072176,0.072176,0.083359,-0.005376,0.070177,-0.015988,0.077322,0.072176,-0.016858,0.073004,-0.019101,0.650,0.114628,0.140475,0.195475,0.114628,0.031101,0,0,0,0,"speed_ok,valid_streak_not_ready"
54,9.672449,1,18,0.517787,-0.319989,0.355053,0.064004,0.077697,0.077697,0.116975,0.002118,0.077517,-0.004841,0.075733,0.077697,0.009615,0.075108,0.001374,0.650,0.110565,0.136321,0.191321,0.110565,0.027774,0,0,0,0,"speed_ok,valid_streak_not_ready"
55,9.839419,1,19,0.520995,-0.282473,0.352606,0.081217,0.098305,0.098305,0.149510,0.008433,0.097918,0.002166,0.115906,0.098305,0.005924,0.115395,0.009112,0.650,0.116949,0.135622,0.190622,0.116949,0.025342,1,1,1,0,valid_streak_not_ready
