frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.111843,1786976638.567681,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,112.9780,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.224925,1786976638.680694,2672,50000,0,2672,29,1704,0.010853,0.223887,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590976,0.994813,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.348097,,0,1.000000,SAFE,1,current,50000,231.6674,0.00003668,-0.00004035,1.57078528,-0.00001834,1.57079637,0.00002934,0.00032437,-0.00035680,-0.00013072,-0.00016218,0.00000000,0.00025949
2,0.432372,1786976638.912379,2703,50000,0,2703,23,1738,0.008509,0.224880,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.587880,0.988823,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.348338,,0,1.000000,SAFE,1,current,50000,176.0664,0.00602290,-0.00587618,1.56485415,-0.00212012,1.57079637,0.00608526,0.02885672,-0.02813177,-0.02859119,-0.01013168,0.00000000,0.02919268
3,0.601434,1786976639.088465,2711,50000,0,2711,34,1688,0.012541,0.224487,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.579050,0.970865,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.363032,,0,1.000000,SAFE,1,current,50000,178.1201,0.02398157,-0.01839883,1.55081284,-0.00410086,1.57079637,0.02412095,0.10622491,-0.07407105,-0.08305385,-0.01171598,0.00000000,0.10668053
4,0.777195,1786976639.266603,2644,50000,0,2644,23,1681,0.008699,0.225291,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.563085,0.939848,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.364054,,0,1.000000,SAFE,1,current,50000,170.1200,0.05499841,-0.03187516,1.53512478,-0.00596788,1.57079637,0.05526618,0.17647174,-0.07667421,-0.08925794,-0.01062253,0.00000000,0.17720215
5,0.951356,1786976639.436739,2621,50000,0,2621,49,1780,0.018695,0.222786,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.539672,0.895696,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.396233,,0,1.000000,SAFE,1,current,50000,180.0936,0.09915047,-0.04532215,1.51938164,-0.00788626,1.57079637,0.09951360,0.25351262,-0.07721003,-0.09039406,-0.01101496,0.00000000,0.25406018
6,1.134460,1786976639.616861,2481,50000,0,2481,13,1638,0.005240,0.224792,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.507337,0.836586,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.423966,,0,1.000000,SAFE,1,current,50000,151.6744,0.15826075,-0.05917263,1.50327158,-0.00990001,1.57079637,0.15884396,0.32282443,-0.07564287,-0.08798338,-0.01099787,0.00000000,0.32402642
7,1.280098,1786976639.768551,2431,50000,0,2431,28,1682,0.011518,0.224034,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.473926,0.777178,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.450519,,0,1.000000,SAFE,1,current,50000,172.5371,0.21766812,-0.07070491,1.48980629,-0.01154328,1.57079637,0.21842374,0.40791080,-0.07918448,-0.09245714,-0.01128328,0.00000000,0.40909460
8,1.463266,1786976639.941107,2495,50000,0,2495,25,1729,0.010020,0.222915,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.429121,0.699592,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.447589,,0,1.000000,SAFE,1,current,50000,185.6958,0.29525426,-0.08455905,1.47366703,-0.01348000,1.57079637,0.29620793,0.42357927,-0.07563630,-0.08811186,-0.01057346,0.00000000,0.42466053
9,1.637566,1786976640.126822,2410,50000,0,2410,14,1660,0.005809,0.223509,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.383921,0.623231,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.454891,,0,1.000000,SAFE,1,current,50000,154.4906,0.37161526,-0.09801704,1.45792365,-0.01542039,1.57079637,0.37257260,0.43809949,-0.07721139,-0.09032313,-0.01113242,0.00000000,0.43812052
10,1.797247,1786976640.281329,2534,50000,0,2534,19,1739,0.007498,0.222924,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.341872,0.553417,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.442876,,0,1.000000,SAFE,1,current,50000,171.9225,0.44142884,-0.11033062,1.44355977,-0.01719938,1.57079637,0.44238251,0.43720881,-0.07711398,-0.08995409,-0.01114097,0.00000000,0.43718585
11,1.968321,1786976640.453268,2447,50000,0,2447,22,1681,0.008991,0.223829,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.296704,0.479246,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.449336,,0,1.000000,SAFE,1,current,50000,178.3697,0.51560003,-0.12339980,1.42831171,-0.01901506,1.57079637,0.51655370,0.43356051,-0.07639465,-0.08913106,-0.01061335,0.00000000,0.43356051
12,2.144115,1786976640.631655,2526,50000,0,2526,7,1676,0.002771,0.224014,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.249962,0.402882,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.441590,,0,1.000000,SAFE,1,current,50000,163.4710,0.59196472,-0.13685779,1.41260159,-0.02092610,1.57080007,0.59292936,0.43439970,-0.07655563,-0.08936681,-0.01087095,0.00002102,0.43446208
13,2.307932,1786976640.795142,2548,50000,0,2548,8,1685,0.003140,0.224740,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.205898,0.330786,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.442139,,0,1.000000,SAFE,1,current,50000,158.1683,0.66405982,-0.14955284,1.39778650,-0.02277845,1.57079637,0.66488141,0.44009536,-0.07749529,-0.09043685,-0.01130745,-0.00002256,0.43922212
14,2.468192,1786976640.953329,2554,50000,0,2554,16,1686,0.006265,0.224811,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.163545,0.260995,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.462082,,0,1.000000,SAFE,1,current,50000,186.3744,0.73385137,-0.16185908,1.38341510,-0.02450243,1.57079637,0.73480505,0.43548822,-0.07678900,-0.08967522,-0.01075733,0.00000000,0.43631240
15,2.654738,1786976641.139724,2556,50000,0,2556,13,1654,0.005086,0.224864,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.115414,0.182793,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.449573,,0,1.000000,SAFE,1,current,50000,149.5836,0.81205374,-0.17609103,1.36681366,-0.02649417,1.57079637,0.81263691,0.41921193,-0.07629185,-0.08899376,-0.01067693,0.00000000,0.41722581
