frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785927666.704220,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,358.9306,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
1,pre_empty,1785927667.063244,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,96.1268,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
2,pre_empty,1785927667.159447,2644,50000,2278,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,240.9602,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
3,pre_empty,1785927667.400439,2660,50000,2262,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,139.6230,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
4,pre_empty,1785927667.540092,2788,50000,2319,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.4800,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
5,pre_empty,1785927667.672605,2745,50000,2332,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,143.5121,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
6,pre_empty,1785927667.816147,2662,50000,2336,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.9699,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
7,pre_empty,1785927667.954160,2692,50000,2295,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,138.0446,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
8,pre_empty,1785927668.092236,2681,50000,2248,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,139.6936,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
9,pre_empty,1785927668.231975,2626,50000,2213,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,134.3117,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
10,pre_empty,1785927668.366319,2703,50000,2307,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,141.2277,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
11,pre_empty,1785927668.507593,2684,50000,2259,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.9910,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
12,pre_empty,1785927668.639628,2637,50000,2273,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.0411,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
13,pre_empty,1785927668.775738,2750,50000,2303,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,138.9247,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
14,pre_empty,1785927668.914713,2653,50000,2267,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.7187,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
15,pre_empty,1785927669.044463,2632,50000,2253,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.3937,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
16,pre_empty,1785927669.177887,2697,50000,2284,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.8494,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
17,pre_empty,1785927669.314771,2719,50000,2326,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.9128,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
18,pre_empty,1785927669.445715,2693,50000,2324,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,139.1293,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
19,pre_empty,1785927669.584878,2754,50000,2327,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,134.2277,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
20,dynamic,1785927671.215669,2697,50000,2286,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,147.0039,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
21,dynamic,1785927671.362701,2682,50000,2289,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,125.5912,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
22,dynamic,1785927671.488337,2730,50000,2331,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,140.1152,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
23,dynamic,1785927671.628497,2648,50000,2254,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,122.1609,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
24,dynamic,1785927671.750690,2702,50000,2329,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.1392,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
25,dynamic,1785927671.887880,2667,50000,2253,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,134.4188,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
26,dynamic,1785927672.022330,2700,50000,2283,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.5003,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
27,dynamic,1785927672.157862,2667,50000,2283,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.0487,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
28,dynamic,1785927672.290959,2672,50000,2271,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.8758,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
29,dynamic,1785927672.424865,2659,50000,2280,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.5221,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
30,dynamic,1785927672.558433,2767,50000,2378,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,126.2695,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
31,dynamic,1785927672.684735,2697,50000,2330,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,138.4627,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
32,dynamic,1785927672.823228,2633,50000,2266,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,134.8749,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
33,dynamic,1785927672.958136,2640,50000,2281,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,122.5985,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
34,dynamic,1785927673.080766,2700,50000,2312,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,125.3134,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
35,dynamic,1785927673.206111,2705,50000,2308,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.4650,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
36,dynamic,1785927673.342607,2702,50000,2311,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,134.2482,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
37,dynamic,1785927673.476887,2745,50000,2335,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.9178,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
38,dynamic,1785927673.607836,2680,50000,2270,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,120.1272,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
39,dynamic,1785927673.727999,2625,50000,2263,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.8233,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
40,dynamic,1785927673.858855,2729,50000,2308,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.7612,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
41,dynamic,1785927673.992646,2719,50000,2336,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.3144,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
42,dynamic,1785927674.123994,2688,50000,2304,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.0897,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
43,dynamic,1785927674.256129,2783,50000,2373,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.7734,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
44,dynamic,1785927674.389934,2779,50000,2395,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.2738,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
45,dynamic,1785927674.520239,2677,50000,2321,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.4194,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
46,dynamic,1785927674.650690,2714,50000,2291,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.0808,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
47,dynamic,1785927674.781803,2796,50000,2325,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.4834,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
48,dynamic,1785927674.912318,2861,50000,2366,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.3300,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
49,dynamic,1785927675.045679,2846,50000,2389,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,135.1814,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
50,dynamic,1785927675.180893,2793,50000,2285,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.6469,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
51,dynamic,1785927675.312572,2880,50000,2375,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.6044,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
52,dynamic,1785927675.445222,2773,50000,2300,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.4315,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
53,dynamic,1785927675.574684,2900,50000,2359,1,0,0,0.404209,upperArm_Link,0,157,-0.028825,-0.748968,0.563850,,,,,SAFE,SAFE,,,138.0843,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
54,dynamic,1785927675.712827,2882,50000,2341,1,0,0,0.403553,upperArm_Link,0,173,-0.026175,-0.757101,0.555224,,,,,SAFE,SAFE,,,131.8339,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
55,dynamic,1785927675.844699,2942,50000,2389,1,1,1,0.366702,upperArm_Link,0,161,-0.028072,-0.739908,0.556264,0.331550,upperArm_Link,1,0.000,SAFE,SAFE,0.011994,0.011994,133.5415,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
56,dynamic,1785927675.978297,2872,50000,2256,1,1,1,0.365126,upperArm_Link,0,205,-0.030950,-0.734067,0.550252,0.305767,upperArm_Link,1,0.000,SAFE,SAFE,0.000000,0.000000,133.9342,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
57,dynamic,1785927676.112292,2993,50000,2333,1,1,1,0.328105,upperArm_Link,0,243,-0.032833,-0.722054,0.546808,0.302784,upperArm_Link,1,0.000,SAFE,SAFE,0.000000,0.000000,135.7579,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
58,dynamic,1785927676.248106,2964,50000,2285,1,1,1,0.324065,upperArm_Link,0,256,-0.020358,-0.709748,0.552380,0.270529,upperArm_Link,1,0.000,SAFE,SAFE,0.000000,0.000000,133.1322,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
59,dynamic,1785927676.381292,3013,50000,2357,1,1,1,0.298589,upperArm_Link,0,271,-0.028973,-0.708341,0.541346,0.256302,upperArm_Link,1,0.000,SAFE,SAFE,0.018097,0.018097,135.4475,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
60,dynamic,1785927676.516795,3049,50000,2355,1,1,1,0.285873,upperArm_Link,0,275,-0.023237,-0.703171,0.546324,0.237575,upperArm_Link,1,0.000,SAFE,SAFE,0.000000,0.000000,133.6041,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
61,dynamic,1785927676.650455,3003,50000,2337,1,1,1,0.283100,upperArm_Link,0,305,-0.022258,-0.688877,0.541295,0.216516,upperArm_Link,1,0.000,SAFE,SAFE,0.036491,0.036491,140.6610,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
62,dynamic,1785927676.791190,3007,50000,2320,1,1,1,0.255388,upperArm_Link,0,295,-0.019039,-0.686058,0.544738,0.212175,upperArm_Link,1,0.000,SAFE,SAFE,0.054073,0.054073,138.4603,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
63,dynamic,1785927676.929737,3053,50000,2359,1,1,1,0.242062,upperArm_Link,0,315,-0.021940,-0.660418,0.537395,0.205355,upperArm_Link,1,0.000,SAFE,SAFE,0.063737,0.063737,134.3154,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
64,dynamic,1785927677.064106,3046,50000,2295,1,1,1,0.246034,upperArm_Link,0,337,-0.020425,-0.662251,0.534686,0.192203,upperArm_Link,1,0.000,SAFE,SAFE,0.059773,0.059773,136.0643,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
65,dynamic,1785927677.200244,3041,50000,2308,1,1,1,0.211988,upperArm_Link,0,357,-0.015503,-0.638659,0.545169,0.171608,upperArm_Link,1,0.000,SAFE,SAFE,0.063711,0.063711,134.4879,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
66,dynamic,1785927677.334789,2965,50000,2279,1,1,1,0.203278,upperArm_Link,0,315,-0.004172,-0.609816,0.539966,0.160143,upperArm_Link,1,0.000,SAFE,SAFE,0.078119,0.078119,134.9785,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
67,dynamic,1785927677.469821,3074,50000,2354,1,1,4,0.193468,upperArm_Link,0,313,-0.001761,-0.607510,0.533688,0.053200,upperArm_Link,1,0.400,SAFE,SLOW,0.086802,0.086802,137.4350,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
68,dynamic,1785927677.607311,3054,50000,2311,1,1,4,0.178494,upperArm_Link,0,343,-0.002580,-0.597591,0.536651,0.043923,upperArm_Link,1,0.400,SAFE,STOP,0.089161,0.089161,135.8522,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
69,dynamic,1785927677.743217,3102,50000,2332,1,1,4,0.164398,upperArm_Link,0,348,-0.008951,-0.576580,0.527261,0.030446,upperArm_Link,1,0.400,SAFE,STOP,0.089816,0.089816,137.0478,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
70,dynamic,1785927677.880320,2992,50000,2248,1,1,4,0.162284,upperArm_Link,0,315,0.001200,-0.565993,0.518041,0.022371,upperArm_Link,1,0.400,SAFE,STOP,0.092738,0.092738,136.4186,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
71,dynamic,1785927678.016794,3071,50000,2335,1,1,4,0.139095,upperArm_Link,0,312,-0.005924,-0.557336,0.525356,-0.011032,upperArm_Link,1,0.400,WARNING,STOP,0.100573,0.100573,139.6666,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
72,dynamic,1785927678.156516,3055,50000,2303,1,1,4,0.123284,upperArm_Link,0,343,-0.006189,-0.539653,0.519544,-0.010888,upperArm_Link,1,0.400,WARNING,STOP,0.103472,0.103472,134.6204,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
73,dynamic,1785927678.291196,3045,50000,2320,1,1,4,0.125893,upperArm_Link,0,312,0.001494,-0.533313,0.510604,-0.009181,upperArm_Link,1,0.400,WARNING,STOP,0.093987,0.093987,136.4778,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
74,dynamic,1785927678.427773,3089,50000,2375,1,1,4,0.103047,upperArm_Link,0,313,0.007756,-0.527336,0.501675,-0.015671,upperArm_Link,1,0.400,WARNING,STOP,0.093370,0.093370,153.0090,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
75,dynamic,1785927678.580848,3042,50000,2302,1,1,4,0.097038,upperArm_Link,0,356,0.007327,-0.499256,0.495738,-0.043308,upperArm_Link,1,0.400,SLOW,STOP,0.094094,0.094094,133.7543,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
76,dynamic,1785927678.714667,3083,50000,2378,1,1,4,0.097607,upperArm_Link,0,320,0.009590,-0.501421,0.501601,-0.027209,upperArm_Link,1,0.400,SLOW,STOP,0.085295,0.085295,137.7499,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
77,dynamic,1785927678.852492,2997,50000,2353,1,1,4,0.092281,upperArm_Link,0,285,0.016842,-0.499846,0.503371,-0.041489,upperArm_Link,1,0.400,SLOW,STOP,0.082442,0.082442,135.6465,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
78,dynamic,1785927678.988198,3129,50000,2357,1,1,4,0.054892,upperArm_Link,0,349,0.005891,-0.469274,0.506283,-0.116281,upperArm_Link,1,0.400,SLOW,STOP,0.104364,0.104364,149.2034,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
79,dynamic,1785927679.137477,3100,50000,2381,1,1,4,0.056452,upperArm_Link,0,338,0.011748,-0.452848,0.497580,-0.122023,upperArm_Link,1,0.400,SLOW,STOP,0.108603,0.108603,131.5387,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
80,dynamic,1785927679.269089,3127,50000,2377,1,1,1,0.073125,upperArm_Link,0,314,0.018862,-0.470277,0.493894,0.003526,upperArm_Link,1,0.000,SLOW,STOP,0.000000,0.000000,137.6464,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
81,dynamic,1785927679.406792,2977,50000,2289,1,1,1,0.062571,upperArm_Link,0,295,0.025113,-0.454631,0.493607,-0.006957,upperArm_Link,1,0.000,SLOW,STOP,0.024502,0.024502,137.8567,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
82,dynamic,1785927679.544706,3087,50000,2389,1,1,1,0.049405,upperArm_Link,0,307,0.019304,-0.458832,0.496182,-0.022740,upperArm_Link,1,0.000,STOP,STOP,0.038232,0.038232,138.2169,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
83,dynamic,1785927679.682977,3081,50000,2323,1,1,1,0.052852,upperArm_Link,0,313,0.031006,-0.458367,0.491972,-0.007863,upperArm_Link,1,0.000,SLOW,STOP,0.047609,0.047609,139.4779,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
84,dynamic,1785927679.822542,3010,50000,2329,1,1,1,0.046766,upperArm_Link,0,300,0.025112,-0.454434,0.481061,-0.001439,upperArm_Link,1,0.000,STOP,STOP,0.055349,0.055349,120.8852,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
85,dynamic,1785927679.943482,3053,50000,2299,1,1,1,0.051141,upperArm_Link,0,332,0.025642,-0.452188,0.477338,0.003311,upperArm_Link,1,0.000,SLOW,STOP,0.063985,0.063985,129.7290,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
86,dynamic,1785927680.073264,3039,50000,2342,1,1,1,0.048885,upperArm_Link,0,309,0.031257,-0.441639,0.482191,-0.005366,upperArm_Link,1,0.000,STOP,STOP,0.053579,0.053579,131.1233,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
87,dynamic,1785927680.204440,2935,50000,2247,1,1,1,0.050090,upperArm_Link,0,285,0.036564,-0.447654,0.476442,-0.021893,upperArm_Link,1,0.000,SLOW,STOP,0.055632,0.055632,132.0578,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
88,dynamic,1785927680.336552,3104,50000,2386,1,1,1,0.044822,upperArm_Link,0,321,0.036109,-0.443374,0.481252,-0.024745,upperArm_Link,1,0.000,STOP,STOP,0.000000,0.000000,135.9220,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
89,dynamic,1785927680.472529,3105,50000,2322,1,1,1,0.049859,upperArm_Link,0,338,0.028645,-0.446504,0.476559,-0.013820,upperArm_Link,1,0.000,STOP,STOP,0.000000,0.000000,121.6492,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
90,dynamic,1785927680.594230,3054,50000,2309,1,1,1,0.051566,upperArm_Link,0,304,0.034235,-0.440928,0.475885,-0.016997,upperArm_Link,1,0.000,SLOW,STOP,0.000000,0.000000,141.1467,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
91,dynamic,1785927680.735432,3037,50000,2324,1,1,1,0.047102,upperArm_Link,0,311,0.037754,-0.445479,0.476859,-0.019052,upperArm_Link,1,0.000,STOP,STOP,0.000000,0.000000,131.5935,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
92,dynamic,1785927680.867078,3039,50000,2301,1,1,1,0.051615,upperArm_Link,0,327,0.042333,-0.442989,0.480401,-0.000299,upperArm_Link,1,0.000,SLOW,STOP,0.015625,0.015625,123.7250,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
93,dynamic,1785927680.990858,3022,50000,2295,1,1,1,0.057632,upperArm_Link,0,322,0.028472,-0.456326,0.485939,0.012614,upperArm_Link,1,0.000,SLOW,STOP,0.017157,0.017157,136.3764,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
94,dynamic,1785927681.127289,2992,50000,2306,1,1,1,0.062298,upperArm_Link,0,308,0.023743,-0.451609,0.478569,0.009138,upperArm_Link,1,0.000,SLOW,STOP,0.023352,0.023352,134.4412,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
95,dynamic,1785927681.261804,3092,50000,2332,1,1,1,0.071568,upperArm_Link,0,346,0.026529,-0.456162,0.479556,0.012535,upperArm_Link,1,0.000,SLOW,STOP,0.000000,0.000000,129.5654,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
96,dynamic,1785927681.391442,3181,50000,2443,1,1,1,0.058464,upperArm_Link,0,355,0.014733,-0.444380,0.483203,-0.031625,upperArm_Link,1,0.000,SLOW,STOP,0.015428,0.015428,144.6557,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
97,dynamic,1785927681.536151,3093,50000,2351,1,1,1,0.058699,upperArm_Link,0,322,0.015532,-0.458168,0.478868,0.003752,upperArm_Link,1,0.000,SLOW,STOP,0.022724,0.022724,131.8782,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
98,dynamic,1785927681.668083,3080,50000,2373,1,1,1,0.090968,upperArm_Link,0,313,0.027630,-0.471353,0.475104,0.035326,upperArm_Link,1,0.000,SLOW,STOP,0.022891,0.022891,133.5553,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
99,dynamic,1785927681.801694,2996,50000,2268,1,1,1,0.093100,upperArm_Link,0,321,0.019124,-0.490815,0.473298,0.050062,upperArm_Link,1,0.000,SLOW,SLOW,0.040497,0.040497,132.3077,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
100,dynamic,1785927681.934057,3104,50000,2380,1,1,1,0.096541,upperArm_Link,0,362,0.025065,-0.500330,0.475109,0.052319,upperArm_Link,1,0.000,SLOW,SLOW,0.050042,0.050042,133.8487,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
101,dynamic,1785927682.067960,3066,50000,2353,1,1,1,0.109845,upperArm_Link,0,330,0.019890,-0.512395,0.479702,0.074388,upperArm_Link,1,0.000,WARNING,SLOW,0.059810,0.059810,131.3023,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
102,dynamic,1785927682.199318,3025,50000,2326,1,1,1,0.117281,upperArm_Link,0,319,0.025627,-0.526441,0.477848,0.076483,upperArm_Link,1,0.000,WARNING,SLOW,0.061596,0.061596,132.4361,0.01483717,0.00528563,1.58143365,0.00542868,1.57113743,-0.00782024
