frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785919315.254131,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,96.7429,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
1,pre_empty,1785919315.350941,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,89.0731,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
2,pre_empty,1785919315.440060,2587,50000,2170,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,153.2525,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
3,pre_empty,1785919315.593357,2694,50000,2279,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,119.9126,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
4,pre_empty,1785919315.713304,2577,50000,2157,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.1707,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
5,pre_empty,1785919315.843506,2651,50000,2227,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.8622,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
6,pre_empty,1785919315.973417,2714,50000,2314,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.8463,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
7,pre_empty,1785919316.102294,2701,50000,2305,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.1886,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
8,pre_empty,1785919316.234515,2690,50000,2292,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.7774,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
9,pre_empty,1785919316.368323,2615,50000,2209,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,123.6718,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
10,pre_empty,1785919316.492026,2772,50000,2359,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.0656,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
11,pre_empty,1785919316.621137,2675,50000,2313,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.0831,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
12,pre_empty,1785919316.750250,2728,50000,2335,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.6874,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
