frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.094815,1786975463.947557,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,96.3949,0.00000000,0.00000367,1.57079637,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.201494,1786975464.043989,2549,50000,0,2549,25,1626,0.009808,0.224266,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590997,0.994839,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.373191,,0,1.000000,SAFE,1,current,50000,213.1748,0.00000734,0.00000000,1.57080007,-0.00000367,1.57079637,0.00000367,0.00006877,-0.00003438,0.00003464,-0.00003438,0.00000000,0.00003438
2,0.398410,1786975464.257190,2592,50000,0,2592,27,1681,0.010417,0.223943,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.588911,0.990595,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.374562,,0,1.000000,SAFE,1,current,50000,180.9464,0.00426592,-0.00422924,1.56658542,-0.00177166,1.57079637,0.00424758,0.02162638,-0.02147736,-0.02140326,-0.00897839,0.00000000,0.02155187
3,0.571729,1786975464.438153,2609,50000,0,2609,21,1712,0.008049,0.225052,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581080,0.975505,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.392531,,0,1.000000,SAFE,1,current,50000,180.9354,0.01934151,-0.01570650,1.55394900,-0.00370838,1.57079637,0.01949190,0.08698206,-0.06622065,-0.07290870,-0.01117434,0.00000000,0.08795558
4,0.753515,1786975464.619119,2682,50000,0,2682,25,1710,0.009321,0.223332,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.565812,0.945086,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.392003,,0,1.000000,SAFE,1,current,50000,181.9108,0.04976047,-0.02995679,1.53735483,-0.00568911,1.57079637,0.05002823,0.16733348,-0.07839028,-0.09128388,-0.01089594,0.00000000,0.16797916
5,0.934853,1786975464.801049,2654,50000,0,2654,18,1695,0.006782,0.225458,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.542739,0.901403,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.411116,,0,1.000000,SAFE,1,current,50000,175.3988,0.09344301,-0.04378525,1.52123022,-0.00766618,1.57079637,0.09381349,0.24089087,-0.07625817,-0.08892042,-0.01090270,0.00000000,0.24145725
6,1.110963,1786975464.976474,2636,50000,0,2636,20,1742,0.007587,0.223818,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.512342,0.845620,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.448640,,0,1.000000,SAFE,1,current,50000,172.7659,0.14922638,-0.05726526,1.50550902,-0.00962124,1.57079637,0.14980227,0.31675320,-0.07654314,-0.08926928,-0.01110136,0.00000000,0.31791959
7,1.283923,1786975465.149266,2608,50000,0,2608,14,1719,0.005368,0.224694,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.473926,0.777178,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.459035,,0,1.000000,SAFE,1,current,50000,159.9781,0.21766812,-0.07070491,1.48980260,-0.01153962,1.57079637,0.21842374,0.39570797,-0.07770372,-0.09080944,-0.01109145,0.00000000,0.39674716
8,1.443738,1786975465.309276,2475,50000,0,2475,16,1638,0.006465,0.224183,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.434209,0.708296,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.499807,,0,1.000000,SAFE,1,current,50000,180.0311,0.28655002,-0.08300748,1.47541654,-0.01325259,1.57079256,0.28747070,0.43100951,-0.07697994,-0.09001679,-0.01071843,-0.00002387,0.43204233
9,1.628645,1786975465.489325,2508,50000,0,2508,14,1699,0.005582,0.224069,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.386536,0.627607,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.478880,,0,1.000000,SAFE,1,current,50000,174.5660,0.36723930,-0.09724676,1.45882607,-0.01529568,1.57079637,0.36822966,0.43637849,-0.07700795,-0.08972353,-0.01104932,0.00002063,0.43675532
