frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
15,1786089574.713700,2391,50000,1,0.139941,upperArm_Link,0,304,0.684355,-0.009791,0.396152,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
16,1786089574.849483,2299,50000,1,0.170811,upperArm_Link,0,284,0.690221,-0.009468,0.397896,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
17,1786089574.979062,2385,50000,1,0.171771,upperArm_Link,0,258,0.677412,-0.006562,0.410019,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
18,1786089575.112800,2412,50000,1,0.171375,upperArm_Link,0,287,0.681328,-0.007949,0.401630,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
19,1786089575.241601,2430,50000,1,0.138273,upperArm_Link,0,319,0.689970,-0.009933,0.396100,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
20,1786089575.368375,2475,50000,1,0.161702,upperArm_Link,0,306,0.670554,-0.011223,0.395639,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
21,1786089575.498287,2510,50000,1,0.136268,upperArm_Link,0,287,0.680563,-0.009495,0.397675,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
22,1786089575.629483,2428,50000,1,0.136285,upperArm_Link,0,284,0.681217,-0.009094,0.399698,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
23,1786089575.758129,2501,50000,1,0.177200,upperArm_Link,0,265,0.684140,-0.009963,0.403378,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
24,1786089575.890054,2472,50000,1,0.160802,upperArm_Link,0,274,0.680854,-0.010111,0.404014,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
25,1786089576.024107,2452,50000,1,0.152838,upperArm_Link,0,306,0.683035,-0.010410,0.395165,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
26,1786089576.146561,2371,50000,1,0.173869,upperArm_Link,0,269,0.684608,-0.007989,0.404961,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
27,1786089576.276048,2443,50000,1,0.141999,upperArm_Link,0,282,0.669300,-0.008141,0.400041,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
28,1786089576.410676,2415,50000,1,0.143128,upperArm_Link,0,284,0.671734,-0.010378,0.399177,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
29,1786089576.545864,2408,50000,1,0.151865,upperArm_Link,0,288,0.678054,-0.009382,0.394102,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
30,1786089576.681713,2402,50000,1,0.167757,upperArm_Link,0,292,0.674173,-0.008800,0.398722,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
31,1786089576.816293,2518,50000,1,0.133299,upperArm_Link,0,300,0.678264,-0.010285,0.401813,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
32,1786089576.948124,2511,50000,1,0.149600,upperArm_Link,0,286,0.673991,-0.008537,0.402363,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
33,1786089577.077799,2396,50000,1,0.159670,upperArm_Link,0,288,0.673971,-0.010124,0.400036,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
34,1786089577.212048,2462,50000,1,0.149708,upperArm_Link,0,289,0.676201,-0.010204,0.399686,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
35,1786089577.346670,2507,50000,1,0.150385,upperArm_Link,0,301,0.681861,-0.009886,0.396002,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
36,1786089577.478744,2444,50000,1,0.139048,upperArm_Link,0,295,0.669738,-0.010565,0.398224,WARNING,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
37,1786089577.627470,2484,50000,1,0.165702,upperArm_Link,0,278,0.686169,-0.007981,0.401861,SAFE,0.86983252,-0.42900157,1.02396309,-0.11782440,1.57078528,0.86984718
