frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.099352,1786957144.747699,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,100.3346,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.200268,1786957144.848064,2612,50000,0,2612,32,1726,0.012251,0.223922,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590999,0.994843,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.321828,,0,1.000000,SAFE,1,current,50000,192.3986,0.00000367,0.00000000,1.57080007,-0.00000367,1.57079637,0.00000367,0.00003635,0.00000000,0.00000000,-0.00003635,0.00000000,0.00003635
2,0.370944,1786957145.040480,2476,50000,0,2476,38,1727,0.015347,0.225116,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589699,0.992205,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.325079,,0,1.000000,SAFE,1,current,50000,176.5297,0.00266299,-0.00267399,1.56817007,-0.00126914,1.57079637,0.00263731,0.01558112,-0.01566708,-0.01540930,-0.00741446,0.00000000,0.01543068
3,0.545719,1786957145.217027,2483,50000,0,2483,43,1664,0.017318,0.224707,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.583187,0.979066,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.327525,,0,1.000000,SAFE,1,current,50000,177.0288,0.01577986,-0.01340297,1.55649459,-0.00336358,1.57079637,0.01592291,0.07505008,-0.06138744,-0.06680295,-0.01198367,0.00000000,0.07601549
4,0.723698,1786957145.394073,2494,50000,0,2494,26,1704,0.010425,0.224518,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.569375,0.951963,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.338116,,0,1.000000,SAFE,1,current,50000,183.4766,0.04288292,-0.02726445,1.54051316,-0.00532598,1.57079637,0.04307732,0.15228245,-0.07788272,-0.08979400,-0.01102600,0.00000000,0.15257097
5,0.907034,1786957145.577566,2567,50000,0,2567,31,1793,0.012076,0.225367,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.547858,0.910980,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.360240,,0,1.000000,SAFE,1,current,50000,144.6695,0.08386579,-0.04107458,1.52428210,-0.00727737,1.57079637,0.08422526,0.22354014,-0.07532700,-0.08853194,-0.01064382,0.00000000,0.22444048
6,1.057338,1786957145.722253,2556,50000,0,2556,30,1811,0.011737,0.225323,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.523678,0.866227,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.373947,,0,1.000000,SAFE,1,current,50000,185.9473,0.12861940,-0.05264354,1.51088274,-0.00894999,1.57079637,0.12908524,0.29775352,-0.07697029,-0.08914828,-0.01112824,0.00000000,0.29846123
7,1.238960,1786957145.908227,2489,50000,0,2489,29,1732,0.011651,0.222753,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.485642,0.797851,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.410347,,0,1.000000,SAFE,1,current,50000,161.6758,0.19699511,-0.06689382,1.49423361,-0.01099675,1.57079637,0.19768839,0.37647233,-0.07846118,-0.09166904,-0.01126933,0.00000000,0.37772458
8,1.400607,1786957146.069920,2399,50000,0,2399,23,1705,0.009587,0.222756,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.446829,0.730004,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.458809,,0,1.000000,SAFE,1,current,50000,174.0673,0.26484263,-0.07918905,1.47989154,-0.01270605,1.57079637,0.26567161,0.41972588,-0.07606213,-0.08872451,-0.01057427,0.00000000,0.42056539
9,1.591646,1786957146.244015,2447,50000,0,2447,32,1788,0.013077,0.220848,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.398214,0.647216,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.448516,,0,1.000000,SAFE,1,current,50000,177.8754,0.34762999,-0.09382082,1.46278751,-0.01480049,1.57079256,0.34856537,0.43335347,-0.07659050,-0.08953166,-0.01096344,-0.00001997,0.43391039
