index,path,tcp_x,tcp_y,tcp_z,obstacle_clearance_m,table_clearance_m
0,reference,0.4876660020987581,-0.1837572184033591,0.5375575460160023,0.09064526549457962,0.1267973520138771
1,reference,0.4876660020987581,-0.18209055173669242,0.5375575460160023,0.08901757184676018,0.1267973520138771
2,reference,0.4876660020987581,-0.18042388507002577,0.5375575460160023,0.08739134736321987,0.1267973520138771
3,reference,0.4876660020987581,-0.1787572184033591,0.5375575460160023,0.08576667561460191,0.1267973520138771
4,reference,0.4876660020987581,-0.17709055173669244,0.5375575460160023,0.0841436465430237,0.1267973520138771
5,reference,0.4876660020987581,-0.17542388507002576,0.5375575460160023,0.08252235707182515,0.1267973520138771
6,reference,0.4876660020987581,-0.1737572184033591,0.5375575460160023,0.08090291178553384,0.1267973520138771
7,reference,0.4876660020987581,-0.17209055173669244,0.5375575460160023,0.07928542368948716,0.1267973520138771
8,reference,0.4876660020987581,-0.17042388507002576,0.5375575460160023,0.07767001506000025,0.1267973520138771
9,reference,0.4876660020987581,-0.1687572184033591,0.5375575460160023,0.07605681839766502,0.1267973520138771
10,reference,0.4876660020987581,-0.16709055173669243,0.5375575460160023,0.07444597749835569,0.1267973520138771
11,reference,0.4876660020987581,-0.16542388507002576,0.5375575460160023,0.07283764865885993,0.1267973520138771
12,reference,0.4876660020987581,-0.1637572184033591,0.5375575460160023,0.07123200203681572,0.1267973520138771
13,reference,0.4876660020987581,-0.16209055173669243,0.5375575460160023,0.06962922318789626,0.1267973520138771
14,reference,0.4876660020987581,-0.16042388507002575,0.5375575460160023,0.0680295148070481,0.1267973520138771
15,reference,0.4876660020987581,-0.1587572184033591,0.5375575460160023,0.06643309870516684,0.1267973520138771
16,reference,0.4876660020987581,-0.15709055173669242,0.5375575460160023,0.06484021805803908,0.1267973520138771
17,reference,0.4876660020987581,-0.15542388507002575,0.5375575460160023,0.06325113997085927,0.1267973520138771
18,reference,0.4876660020987581,-0.1537572184033591,0.5375575460160023,0.061666158409357415,0.1267973520138771
19,reference,0.4876660020987581,-0.15209055173669242,0.5375575460160023,0.06008559755780287,0.1267973520138771
20,reference,0.4876660020987581,-0.15042388507002577,0.5375575460160023,0.05850981567518469,0.1267973520138771
21,reference,0.4876660020987581,-0.1487572184033591,0.5375575460160023,0.05693920953407664,0.1267973520138771
22,reference,0.4876660020987581,-0.14709055173669244,0.5375575460160023,0.055374219542513085,0.1267973520138771
23,reference,0.4876660020987581,-0.14542388507002577,0.5375575460160023,0.05381533566814337,0.1267973520138771
24,reference,0.4876660020987581,-0.1437572184033591,0.5375575460160023,0.05226310430660435,0.1267973520138771
25,reference,0.4876660020987581,-0.14209055173669244,0.5375575460160023,0.05071813626314187,0.1267973520138771
26,reference,0.4876660020987581,-0.14042388507002576,0.5375575460160023,0.04918111604880271,0.1267973520138771
27,reference,0.4876660020987581,-0.13875721840335908,0.5375575460160023,0.04765281273084023,0.1267973520138771
28,reference,0.4876660020987581,-0.13709055173669243,0.5375575460160023,0.04613409262216843,0.1267973520138771
29,reference,0.4876660020987581,-0.13542388507002576,0.5375575460160023,0.04462593414749606,0.1267973520138771
30,reference,0.4876660020987581,-0.13375721840335908,0.5375575460160023,0.043129445284608645,0.1267973520138771
31,reference,0.4876660020987581,-0.13209055173669243,0.5375575460160023,0.041645884047946495,0.1267973520138771
32,reference,0.4876660020987581,-0.13042388507002575,0.5375575460160023,0.04017668255677055,0.1267973520138771
33,reference,0.4876660020987581,-0.12875721840335907,0.5375575460160023,0.038723475308339424,0.1267973520138771
34,reference,0.4876660020987581,-0.12709055173669243,0.5375575460160023,0.03728813235064466,0.1267973520138771
35,reference,0.4876660020987581,-0.12542388507002575,0.5375575460160023,0.035872798106620654,0.1267973520138771
36,reference,0.4876660020987581,-0.1237572184033591,0.5375575460160023,0.03447993662049131,0.1267973520138771
37,reference,0.4876660020987581,-0.12209055173669242,0.5375575460160023,0.033112383941108534,0.1267973520138771
38,reference,0.4876660020987581,-0.12042388507002576,0.5375575460160023,0.03177340816987097,0.1267973520138771
39,reference,0.4876660020987581,-0.1187572184033591,0.5375575460160023,0.030466777295122958,0.1267973520138771
40,reference,0.4876660020987581,-0.11709055173669243,0.5375575460160023,0.029196834183307818,0.1267973520138771
41,reference,0.4876660020987581,-0.11542388507002575,0.5375575460160023,0.02796857682221387,0.1267973520138771
42,reference,0.4876660020987581,-0.1137572184033591,0.5375575460160023,0.026628821818274626,0.1267973520138771
43,reference,0.4876660020987581,-0.11209055173669243,0.5375575460160023,0.024988621303769016,0.1267973520138771
44,reference,0.4876660020987581,-0.11042388507002576,0.5375575460160023,0.023352168923945694,0.1267973520138771
45,reference,0.4876660020987581,-0.10875721840335908,0.5375575460160023,0.021720311871549318,0.1267973520138771
46,reference,0.4876660020987581,-0.10709055173669244,0.5375575460160023,0.020094169743928067,0.1267973520138771
47,reference,0.4876660020987581,-0.10542388507002576,0.5375575460160023,0.018475251639795773,0.1267973520138771
48,reference,0.4876660020987581,-0.10375721840335908,0.5375575460160023,0.016865637970895568,0.1267973520138771
49,reference,0.4876660020987581,-0.10209055173669243,0.5375575460160023,0.01526827170089689,0.1267973520138771
50,reference,0.4876660020987581,-0.10042388507002575,0.5375575460160023,0.013687441428369949,0.1267973520138771
51,reference,0.4876660020987581,-0.09875721840335909,0.5375575460160023,0.012129614195565455,0.1267973520138771
52,reference,0.4876660020987581,-0.09709055173669243,0.5375575460160023,0.010604932049146925,0.1267973520138771
53,reference,0.4876660020987581,-0.09542388507002576,0.5375575460160023,0.009130015474047114,0.1267973520138771
54,reference,0.4876660020987581,-0.09375721840335909,0.5375575460160023,0.007733391035064193,0.1267973520138771
55,reference,0.4876660020987581,-0.09209055173669242,0.5375575460160023,0.006465991555951685,0.1267973520138771
56,reference,0.4876660020987581,-0.09042388507002576,0.5375575460160023,0.0051491192563917825,0.1267973520138771
57,reference,0.4876660020987581,-0.0887572184033591,0.5375575460160023,0.0036895052749920817,0.1267973520138771
58,reference,0.4876660020987581,-0.08709055173669242,0.5375575460160023,0.002503402641885565,0.1267973520138771
59,reference,0.4876660020987581,-0.08542388507002577,0.5375575460160023,0.0021159290999843224,0.1267973520138771
60,reference,0.4876660020987581,-0.08375721840335909,0.5375575460160023,0.002871035123518494,0.1267973520138771
61,reference,0.4876660020987581,-0.08209055173669243,0.5375575460160023,0.0028215029887958577,0.1267973520138771
62,reference,0.4876660020987581,-0.08042388507002576,0.5375575460160023,0.002428166095596813,0.1267973520138771
63,reference,0.4876660020987581,-0.07875721840335909,0.5375575460160023,0.0030637652676703824,0.1267973520138771
64,reference,0.4876660020987581,-0.07709055173669242,0.5375575460160023,0.004060920840383609,0.1267973520138771
65,reference,0.4876660020987581,-0.07542388507002576,0.5375575460160023,0.005094507522786736,0.1267973520138771
66,reference,0.4876660020987581,-0.07375721840335908,0.5375575460160023,0.005513112486599926,0.1267973520138771
67,reference,0.4876660020987581,-0.07209055173669242,0.5375575460160023,0.0062906908166200275,0.1267973520138771
68,reference,0.4876660020987581,-0.07042388507002575,0.5375575460160023,0.0073693098839895865,0.1267973520138771
69,reference,0.4876660020987581,-0.0687572184033591,0.5375575460160023,0.008027936497087875,0.1267973520138771
70,reference,0.4876660020987581,-0.06709055173669241,0.5375575460160023,0.006743016306713054,0.1267973520138771
71,reference,0.4876660020987581,-0.06542388507002575,0.5375575460160023,0.005660771058740731,0.1267973520138771
72,reference,0.4876660020987581,-0.0637572184033591,0.5375575460160023,0.004916903965089285,0.1267973520138771
73,reference,0.4876660020987581,-0.06209055173669244,0.5375575460160023,0.004675801084295637,0.1267973520138771
74,reference,0.4876660020987581,-0.060423885070025746,0.5375575460160023,0.004184925944483512,0.1267973520138771
75,reference,0.4876660020987581,-0.058757218403359096,0.5375575460160023,0.003701469227835167,0.1267973520138771
76,reference,0.4876660020987581,-0.05709055173669242,0.5375575460160023,0.0036446810861829834,0.1267973520138771
77,reference,0.4876660020987581,-0.05542388507002577,0.5375575460160023,0.00409425588754029,0.1267973520138771
78,reference,0.4876660020987581,-0.05375721840335909,0.5375575460160023,0.0032209316646055,0.1267973520138771
79,reference,0.4876660020987581,-0.052090551736692414,0.5375575460160023,0.0030889198531224493,0.1267973520138771
80,reference,0.4876660020987581,-0.050423885070025765,0.5375575460160023,0.002234159152386682,0.1267973520138771
81,reference,0.4876660020987581,-0.04875721840335909,0.5375575460160023,0.0016305184129468309,0.1267973520138771
82,reference,0.4876660020987581,-0.04709055173669241,0.5375575460160023,0.002425132785494385,0.1267973520138771
83,reference,0.4876660020987581,-0.04542388507002576,0.5375575460160023,0.0032332701278656303,0.1267973520138771
84,reference,0.4876660020987581,-0.04375721840335911,0.5375575460160023,0.0031380051301407494,0.1267973520138771
