frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.090827,1786950240.255577,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,92.2964,0.00000000,0.00000000,1.57080007,0.00000000,1.57079256,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.200136,1786950240.347910,2354,50000,0,2354,21,1626,0.008921,0.224806,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590997,0.994839,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.344060,,0,1.000000,SAFE,1,current,50000,221.8392,0.00000734,0.00000367,1.57080364,-0.00000734,1.57079256,0.00000367,0.00006711,0.00003356,0.00003272,-0.00006711,0.00000000,0.00003356
2,0.395263,1786950240.569776,2338,50000,0,2338,20,1560,0.008554,0.225874,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589036,0.990859,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,149.1636,0.00401282,-0.00399081,1.56684589,-0.00165428,1.57079256,0.00398348,0.02052753,-0.02047114,-0.02028288,-0.00844035,0.00000000,0.02039594
3,0.543266,1786950240.718960,2346,50000,0,2346,31,1635,0.013214,0.223167,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582902,0.978498,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.351811,,0,1.000000,SAFE,1,current,50000,176.1508,0.01634840,-0.01381746,1.55606556,-0.00341493,1.57079256,0.01648412,0.08334724,-0.06639526,-0.07283899,-0.01189613,0.00000000,0.08446251
4,0.721007,1786950240.895140,2393,50000,0,2393,10,1635,0.004179,0.224255,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.569376,0.951963,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.359866,,0,1.000000,SAFE,1,current,50000,146.8750,0.04288292,-0.02727179,1.54050577,-0.00532598,1.57079256,0.04307365,0.14928696,-0.07569596,-0.08754161,-0.01075180,0.00000000,0.14959650
5,0.864180,1786950241.042032,2379,50000,0,2379,38,1723,0.015973,0.224411,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.552671,0.920041,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.372836,,0,1.000000,SAFE,1,current,50000,165.0082,0.07480577,-0.03841159,1.52746964,-0.00688856,1.57079256,0.07509554,0.22296717,-0.07780663,-0.09105169,-0.01091394,0.00000000,0.22365892
6,1.031704,1786950241.207056,2401,50000,0,2401,28,1753,0.011662,0.223753,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.527248,0.872763,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.398936,,0,1.000000,SAFE,1,current,50000,158.8358,0.12208297,-0.05111397,1.51266181,-0.00872257,1.57078898,0.12258550,0.28221158,-0.07582427,-0.08839225,-0.01094777,-0.00002135,0.28348156
7,1.190444,1786950241.365909,2225,50000,0,2225,19,1642,0.008539,0.225459,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.495713,0.815755,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,141.2312,0.17909147,-0.06343854,1.49825370,-0.01048689,1.57078898,0.17976272,0.35913101,-0.07763993,-0.09076541,-0.01111452,0.00000000,0.36019392
8,1.330092,1786950241.507155,2297,50000,0,2297,22,1636,0.009578,0.225136,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.463018,0.758093,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.458938,,0,1.000000,SAFE,1,current,50000,168.7385,0.23675287,-0.07420788,1.48573840,-0.01200179,1.57078898,0.23751216,0.41290606,-0.07711788,-0.08962054,-0.01084799,0.00000000,0.41353648
9,1.498667,1786950241.675911,2226,50000,0,2226,14,1626,0.006289,0.224275,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.420143,0.684293,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.498063,,0,1.000000,SAFE,1,current,50000,155.0617,0.31055358,-0.08726972,1.47047949,-0.01386515,1.57078898,0.31150728,0.43779155,-0.07748387,-0.09051703,-0.01105358,0.00000000,0.43894484
10,1.663945,1786950241.830999,2162,50000,0,2162,10,1614,0.004625,0.223569,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.377384,0.614497,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.521144,,0,1.000000,SAFE,1,current,50000,169.9409,0.38034883,-0.09959063,1.45608616,-0.01562213,1.57078528,0.38129884,0.42229042,-0.07454663,-0.08708566,-0.01063049,-0.00002236,0.42226806
11,1.829558,1786950242.000968,2318,50000,0,2318,14,1709,0.006040,0.225159,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.333931,0.540330,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.516693,,0,1.000000,SAFE,1,current,50000,161.3679,0.45451635,-0.11264514,1.44085646,-0.01752584,1.57078898,0.45546639,0.44783729,-0.07882558,-0.09195978,-0.01149494,0.00002231,0.44783747
12,1.989951,1786950242.162353,2218,50000,0,2218,22,1673,0.009919,0.223759,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.291368,0.470531,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,164.4313,0.52431524,-0.12496237,1.42644846,-0.01922047,1.57078528,0.52529830,0.43517247,-0.07679378,-0.08982896,-0.01056543,-0.00002304,0.43537834
13,2.154988,1786950242.326817,2341,50000,0,2341,21,1755,0.008971,0.222785,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.247284,0.398517,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,155.3021,0.59632963,-0.13765009,1.41169190,-0.02102881,1.57078898,0.59728706,0.43635239,-0.07687788,-0.08941352,-0.01095716,0.00002239,0.43619709
