x_m,y_m,z_m
0.5193875052794843,-0.10474050280431095,0.29710222899268623
0.5688821097675568,-0.09815600429107718,0.4471426327400915
0.5369881571809637,-0.10806596688229447,0.3170917725446486
0.5072479469062062,-0.07941001349941676,0.45164025525139595
0.5459007310313994,-0.1009623798919149,0.4539780766425314
0.5711355936372327,-0.07547987990647471,0.4525183016788716
0.5669049940378866,0.0033718593342172837,0.447721161876647
0.6068936688588454,-0.017845130719346236,0.38964889887660914
0.5697437959674206,-0.034602750794175435,0.4498806226239389
0.5694758879131481,-0.012980405489074545,0.45412688013437474
0.6331660764078155,0.054064603305410464,0.2857001920967355
0.6282073047918318,0.005793300359112102,0.36997243299424076
0.6283037623773714,0.0007070211400616866,0.3798303938395551
0.6235906797343582,0.044220642452429536,0.29305912160071884
0.5907821149926235,-0.05981276181361822,0.45071030712819726
0.611201239864042,-0.06779787987713073,0.40874511237154276
0.6101983204523884,-0.047329057695844834,0.30418013761018114
0.5428086840645665,0.06016847437134018,0.28077824062194284
0.5758310546361533,-0.10916598353504281,0.4099601443758798
0.5028297675236444,-0.08714461767240764,0.44574687844648186
0.5254215528056184,-0.034946393212850285,0.45910248063518905
0.5865122857644977,-0.09469509717024018,0.34030763713761253
0.6059088771811876,0.0214105585788404,0.3874005931773647
0.6054013278518007,-0.010085707213705997,0.30704746913254877
0.5834038820985824,-0.03481386141730857,0.36954243373735157
0.5799191788749708,0.045004427184785645,0.3390778324986493
0.6109763370194939,0.023968061638334134,0.3063218514183274
0.5250834933267882,-0.10897029013787511,0.4142289570211605
0.5134670123616817,-0.08588581829110271,0.4483236591938468
0.593171368725408,-0.10128539585640592,0.39896558693557926
0.6116629878213173,-0.03420343301121926,0.4129889096638382
0.5996145470443434,0.0350696793323308,0.29883172634918737
0.5994756692290854,-0.04678543680139607,0.27643721339109684
0.6032865210984231,0.01188564043245263,0.4421322171916843
0.5576697903025261,0.012600919391652064,0.4558903173508155
0.5840147699116032,-0.0893188077015628,0.44184526798025087
0.6010970461231324,-0.00843402817347624,0.42199688339014707
0.6033231632984125,-0.06773644847079066,0.27835833785965663
0.5951178409229113,-0.06917234531142945,0.3793383020567776
0.5765186915146334,0.044507448171062836,0.2953307582894499
0.6129483242047205,0.025030410739220202,0.3481968744196797
0.6029236518499702,-0.024810629167812355,0.4000860936480986
0.5831832131800845,-0.10521213461834604,0.3021318217104256
0.5984617719864598,-0.08681143596235555,0.4031026652630617
0.5960134882545731,-0.04632079409741058,0.44034325816822634
0.6002586505145803,-0.047259879974485226,0.36104016791683813
0.5965804062706808,-0.0679078013093628,0.41876003972627734
0.580524383065668,-0.08923427050077443,0.41924453797216393
0.619807542988719,-0.00744602537392213,0.3999263045786198
0.5966175732370694,-0.028489068308769946,0.44101871725739794
0.556258822485196,-0.047484888711421876,0.4541795058057291
0.6007848765455149,0.029139702412315324,0.3824046821782855
0.5182823668384414,-0.10844916280678632,0.3979860457340717
0.6029918696816987,0.03364785301037795,0.2787782126608158
0.5847765249121917,0.03959817563889309,0.3112758523299966
0.610491005154624,0.011733283231992638,0.3208962964886964
0.615340726256519,-0.010019651010055326,0.35953710684191714
0.6222004122379162,-0.011362349432864979,0.2775316808883523
0.5601767878611882,-0.09916920760650295,0.4157518806940009
0.6291116468183868,-0.008555297124925497,0.30182209768616036
0.6008583285108176,0.029341320216398282,0.3188744862947922
0.6063102156387833,0.02043743913230786,0.4017466039820642
0.5975319358768271,0.03451600935036024,0.33924240854206567
0.5424632428986312,0.02549700235559843,0.46331820201014484
0.5076484470259923,-0.11248241400635992,0.3872794257038761
0.6131173598491597,0.013603870226143322,0.2814629676265013
0.6105571409676119,-0.024369751675512474,0.3606869298421561
0.6170729049394305,0.007785690957140467,0.4160987060132252
0.582427838002628,-0.08645655643550203,0.3039142999408504
0.5546467765156675,-0.10148056552141956,0.4518974862329716
0.596328286553659,-0.10051888268514973,0.2995232469257237
0.5977523773754003,-0.027246911882282693,0.41945478381978696
0.6110322985357416,-0.00551985127076339,0.3210197633014171
0.5895116485220194,-0.08484727295753156,0.44295377381553463
0.613975417056314,0.011910806061132833,0.3405806935171323
0.5532807372528179,-0.10877876316939517,0.3313247625732745
0.5972780960190887,-0.1043584530656277,0.3818221990522682
0.6070839972086616,0.019856851321820454,0.31787452904740937
0.583118362607487,-0.0714788612003182,0.30236998561713874
0.5893202650589124,-0.04930474012986347,0.38035542241798637
0.5557895396244963,-0.028602459600294425,0.4586379554934036
0.5591291914024404,0.030952419100047757,0.4581077866328508
0.5915578172442921,-0.10458201328328406,0.363729881198836
0.5994099108432936,0.029222930129590787,0.4391795701251449
0.59828243475263,-0.08728256339753523,0.4138239364320001
0.6033527087323076,0.027373834657225187,0.42015950622574
0.6029698414249319,-0.08851789008098612,0.2775450595432327
0.563030606961141,0.05259124401746951,0.28022042249047546
0.5636657260410536,-0.04804685915264365,0.4490219086560637
0.5458061327660233,-0.0018160444498039607,0.46907121914995387
0.5660437074718773,-0.09761147539231418,0.41450154702836783
0.620929312706401,0.009502913464206479,0.3590605884438041
0.5407315087823332,0.013750130780465825,0.4600918813270292
0.5922387753612719,-0.08555222908925526,0.3249985959576414
0.59492765581313,-0.06624729212595304,0.43899345772497705
0.6053401861852834,-0.015997303074607463,0.3995252603713913
0.5763423166782702,0.030082940376265417,0.45380368087758166
0.6010850621216948,-0.06886348998047448,0.397002630334864
0.5336249172089752,0.06497577843053005,0.2779181274013682
0.576226974616588,-0.0994214307785716,0.41961164229898573
0.616922719685499,-0.007545364552370472,0.30394844920988756
0.5403852286370959,-0.027140334216427038,0.4636864591238833
0.5841979134053323,-0.03377237109296214,0.37182662430312935
0.6027399005768646,-0.034617894957603694,0.279863811005205
0.6153492445832465,-0.04898427696117304,0.4205661626641047
0.6095135292058917,-0.026790610097759123,0.3155243138899965
0.5945170412983484,-0.08573157013334648,0.33784035863431155
0.561255376342339,-0.0593790988949679,0.4467376485191292
0.5209454705574059,-0.06951999612114786,0.4592510636637148
0.5867089095224546,-0.07183486281613918,0.4174718687404545
0.6079916863403095,0.008445197272934657,0.4386562917124243
0.5812516240743544,-0.10447612850501783,0.316287634759402
0.5227605318711361,-0.08393064851302558,0.45237147415666046
0.6109012205446822,-0.023843113663302308,0.3772225273602459
0.576486394639852,0.00903117594129242,0.446910114179148
0.556583553858028,-0.10319110662009401,0.4056265126077293
0.5390385972868426,-0.10442360731912073,0.42078430421814
0.5819905862856054,0.03731478840911221,0.44558144212786777
0.5950191510160854,0.017364248724230875,0.45227180094566094
0.5982147969810192,-0.10259672578430572,0.41563254389567694
0.5740375730050673,-0.02743113951320792,0.4544053519802903
0.5983327573983351,-0.06568981721556692,0.3025778187264734
0.6189944871674434,-0.007887813501922756,0.38115251479111945
0.6073874814970665,-0.036315916314386965,0.2937685012602743
0.5600815962046101,-0.10253841720360338,0.44291087278532937
0.6008101775515181,-0.034521918496756406,0.3604368310305593
0.5819470401077405,-0.041713113742203156,0.3680399988602342
0.5880357619324308,-0.10117033950281143,0.32438674786791155
0.5944063309907233,-0.0677919439064836,0.35906398185054783
0.5579601408798082,-0.11005896851839993,0.27680656926370545
0.5366261788356231,-0.10407415058005286,0.4022636637210879
0.5971989934544814,0.04894114432891428,0.28170960224279773
0.5872007452677561,-0.09510341756178937,0.31503429561379465
0.600335349377647,-0.043614836077107,0.3964351956615511
0.6008098768215178,-0.007809717999027572,0.4402209671507996
0.6042283566731925,-0.04892601602195223,0.3419369952658713
0.5837118503714045,-0.04817506808174168,0.3746521414149517
0.6045882689741958,-0.027715076000565865,0.31926043059809345
0.53983875832668,-0.06831783257845117,0.4624492635591537
0.5143300934906286,-0.11060129280073962,0.3866932398019241
0.5195533348737315,-0.05051516001986179,0.45975984153489496
0.6157113930501924,-0.027524000487482235,0.3011946203309895
0.6054837692455314,-0.031197347080560284,0.3380602753780532
0.5975780877869049,-0.08899949266283208,0.3815050760794019
0.5930183217460541,0.024723857149532513,0.4544074691157962
0.5794638875729571,-0.07108432437530089,0.4449519916247369
0.5537113807529812,-0.11003606797965351,0.33027499793368065
0.5953789971428458,-0.06577433954911975,0.3193247624634971
0.5761089865552906,0.014258947006878922,0.4521819788522555
0.6194215594982968,0.011625897624642594,0.38499355973200583
0.6510321025949989,0.0478472179001862,0.3046778129133817
0.5838888807983176,-0.10368898888408151,0.35272455587295515
0.6035503641325947,-0.04835704324532069,0.3060769202214223
0.5862867761980562,0.04189810572264685,0.3436999354008924
0.5931002429768614,-0.03143023891510875,0.45243059551399173
0.5574546886917436,-0.007455585705476209,0.46116078306666203
0.5984854445144936,0.033725013938382196,0.35770047430039664
0.6059819110430487,0.015032134955936869,0.42159376395591586
0.6102395061826377,-0.06967871081658028,0.29942791229047183
0.5846718027423976,0.03979185293189096,0.30241056147163276
0.6147802550349338,0.013446587799789989,0.30270463403589437
0.6200431118811948,-0.00401624514578411,0.4151050406411785
0.5980340248170177,-0.026752213719773994,0.38077097911070595
0.5555387662324889,-0.06693069660359276,0.45733326108298383
0.5768411910492475,-0.0863887240576872,0.4531620777184086
0.5646745747712977,-0.10731717252982868,0.2964321130358601
0.6170021995605971,0.01076192781035832,0.40164965528532864
0.615910812835455,0.04909182810773247,0.2810862101335612
0.6003292303002074,-0.0471782331848764,0.31657379341848135
0.6116976876750463,-0.06530195301279615,0.41586022938537187
0.6090516548995529,0.022917756357148517,0.3116838823786636
0.5816716719939904,0.051874220262800454,0.27644021517554573
0.5378669052625077,-0.0466205948512036,0.4595263222097913
0.558219426613366,0.05277311864575988,0.29370811269918873
0.6173570423098067,-0.025181052441774085,0.27684128547623416
0.5778073800853796,-0.006457680128020466,0.4445128132527523
0.5582653908560559,-0.08864293484715526,0.45502958041769065
0.5901717528196975,-0.050381562559288634,0.4519284307809492
0.6124125370225584,-0.052898375705163814,0.4084249713209822
0.5993095888631977,0.02925577386232177,0.40006190138582703
0.5390874205164846,-0.0861131973729637,0.4555920285419927
0.5780970700208389,-0.11184358278953192,0.27889409811994703
0.5468485411016799,0.057480685864083614,0.2959818263532298
0.5824718342283156,-0.1022623905675889,0.339099319197516
0.6142284988673843,-0.00893357946716592,0.3431411566742297
0.5834521462309815,-0.10858157567344848,0.38461652524963114
0.5983699890774303,-0.09001010474461273,0.3030889177657855
0.5751146513355673,0.046120246171780246,0.3223519254543958
0.6119224929165508,0.023306584120854873,0.28726733028899376
0.6113627323806766,0.027263063969486717,0.36125971285118924
0.5497022407655241,-0.010244114239875576,0.4710034171817154
0.5944747235416395,-0.08624629295552808,0.35995266452705316
0.6141134014867977,0.02293158685361249,0.3772537540396039
0.5982305079484432,-0.04820095340607268,0.4236871049673428
0.5662940293608576,-0.0016204983101996279,0.44640394887963464
0.5979025274653053,-0.10431597529302275,0.27865694033827826
0.6406814153067076,0.04600099861835402,0.3041758428809383
0.606701830963782,-0.012460476042064243,0.3144979046260824
0.5995545303432693,-0.06702618062969182,0.3426110843798615
0.5791575720826801,0.04436859832818757,0.3513628600183958
0.6097568883188231,-0.025451665800457633,0.3439858291114454
0.630128919961548,0.008847036313584031,0.3764293286464901
0.6607936038846444,0.04618822857954813,0.3163635348581779
0.6114580434738965,-0.0839273869808015,0.30111746879908047
