frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
34,4.540658,1786348363.882449,2630,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.146535,,,1,1.000000,SAFE,0,current,50000,132.9410,0.07578512,-0.18282919,1.36635876,-0.02161202,1.57079637,0.07582181,0.03543478,0.01141259,0.01458564,0.00267225,0.00000000,0.03571319
35,4.667374,1786348364.015409,2636,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.143938,,,1,1.000000,SAFE,0,current,50000,127.4257,0.08012807,-0.18150137,1.36802781,-0.02129657,1.57079637,0.08016843,0.03427308,0.01047864,0.01317156,0.00248941,0.00000000,0.03430201
36,4.799562,1786348364.142854,2649,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.140937,,,1,1.000000,SAFE,0,current,50000,134.1812,0.08466176,-0.18010019,1.36964166,-0.02097745,1.57079637,0.08463241,0.03429717,0.01059992,0.01220876,0.00241413,0.00000000,0.03376989
37,4.932330,1786348364.277066,2566,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.138331,,,1,1.000000,SAFE,0,current,50000,130.2464,0.08934949,-0.17871365,1.37141335,-0.02065833,1.57079637,0.08931648,0.03530770,0.01044331,0.01334424,0.00240357,0.00000000,0.03528009
38,5.059608,1786348364.407330,2679,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.135835,,,1,1.000000,SAFE,0,current,50000,125.7144,0.09386117,-0.17736383,1.37313354,-0.02036122,1.57079637,0.09385017,0.03544762,0.01060536,0.01351530,0.00233437,0.00000000,0.03562054
39,5.187224,1786348364.533065,2654,50000,1,0,0,0.390733,left_link,0,0.620988,-0.627034,0.340778,,,,SAFE,SAFE,,-0.133241,0.400967,,0,1.000000,SAFE,1,current,50000,151.3877,0.09821879,-0.17613137,1.37456405,-0.02007512,1.57079637,0.09819677,0.03414635,0.00965757,0.01120950,0.00224191,0.00000000,0.03406006
40,5.336026,1786348364.684473,2631,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.130142,,,1,1.000000,SAFE,0,current,50000,129.3210,0.10344940,-0.17462014,1.37640560,-0.01975233,1.57079637,0.10345674,0.03515128,0.01015594,0.01237575,0.00216923,0.00000000,0.03534856
41,5.469341,1786348364.813816,2688,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.127529,,,1,1.000000,SAFE,0,current,50000,130.8132,0.10797941,-0.17339502,1.37802672,-0.01946989,1.57079637,0.10800509,0.03397993,0.00918966,0.01216019,0.00211859,0.00000000,0.03411753
42,5.599480,1786348364.944647,2635,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.124933,,,1,1.000000,SAFE,0,current,50000,132.2414,0.11267448,-0.17211488,1.37951970,-0.01918379,1.57079637,0.11269650,0.03607726,0.00983671,0.01147214,0.00219844,0.00000000,0.03604909
43,5.731884,1786348365.076907,2616,50000,1,0,0,,,,,,,,,,SAFE,SAFE,,-0.122344,,,1,1.000000,SAFE,0,current,50000,130.8561,0.11721183,-0.17092277,1.38102722,-0.01891969,1.57079637,0.11722284,0.03426897,0.00900356,0.01138576,0.00199464,0.00000000,0.03418580
44,5.862044,1786348365.207783,2668,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.119735,,,1,1.000000,SAFE,0,current,50000,128.5494,0.12176752,-0.16970865,1.38244307,-0.01865559,1.57079637,0.12172718,0.03500082,0.00932792,0.01087780,0.00202904,0.00000000,0.03460631
45,5.993622,1786348365.336354,2654,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.117131,,,1,1.000000,SAFE,0,current,50000,130.8493,0.12629755,-0.16856423,1.38385534,-0.01840250,1.57079637,0.12626453,0.03442840,0.00869767,0.01073333,0.00192353,0.00000000,0.03448406
46,6.121536,1786348365.467232,2641,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.114544,,,1,1.000000,SAFE,0,current,50000,128.6282,0.13083123,-0.16742715,1.38523817,-0.01816041,1.57079637,0.13083856,0.03544318,0.00888939,0.01081061,0.00189258,0.00000000,0.03575864
47,6.253333,1786348365.595880,2648,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.111947,,,1,1.000000,SAFE,0,current,50000,133.1822,0.13538325,-0.16635241,1.38658071,-0.01791465,1.57079637,0.13539793,0.03453799,0.00815453,0.01018635,0.00186467,0.00000000,0.03459373
48,6.385661,1786348365.729098,2604,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.109529,,,1,1.000000,SAFE,0,current,50000,132.4799,0.14011867,-0.16520432,1.38796711,-0.01766889,1.57079637,0.14012600,0.03578569,0.00867613,0.01047708,0.00185719,0.00000000,0.03573018
49,6.520183,1786348365.861596,2589,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.106427,,,1,1.000000,SAFE,0,current,50000,132.9361,0.14482474,-0.16410024,1.38924360,-0.01743414,1.57079637,0.14483209,0.03498356,0.00820735,0.00948908,0.00174510,0.00000000,0.03498367
50,6.648033,1786348365.994553,2667,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.103942,,,1,1.000000,SAFE,0,current,50000,130.0527,0.14918236,-0.16310988,1.39045417,-0.01722139,1.57079637,0.14919704,0.03408380,0.00774626,0.00946866,0.00166402,0.00000000,0.03414114
51,6.780337,1786348366.124635,2633,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.101341,,,1,1.000000,SAFE,0,current,50000,130.5216,0.15392514,-0.16205715,1.39178181,-0.01700131,1.57079637,0.15389945,0.03584751,0.00795695,0.01003472,0.00166345,0.00000000,0.03554240
52,6.906980,1786348366.255176,2655,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.098927,,,1,1.000000,SAFE,0,current,50000,129.8435,0.15830475,-0.16114748,1.39290059,-0.01679957,1.57079637,0.15826441,0.03458237,0.00718296,0.00883412,0.00159299,0.00000000,0.03446671
53,7.044737,1786348366.385050,2641,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.096436,,,1,1.000000,SAFE,0,current,50000,135.8674,0.16317958,-0.16010208,1.39413309,-0.01658682,1.57079637,0.16318323,0.03538708,0.00758865,0.00894693,0.00154435,0.00000000,0.03570639
54,7.175999,1786348366.520947,2570,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.093339,,,1,1.000000,SAFE,0,current,50000,130.6579,0.16772425,-0.15914840,1.39519322,-0.01639975,1.57079637,0.16777560,0.03462300,0.00726555,0.00807644,0.00142518,0.00000000,0.03498639
55,7.306779,1786348366.651635,2580,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.090842,,,1,1.000000,SAFE,0,current,50000,131.4518,0.17230195,-0.15824972,1.39636326,-0.01621268,1.57079637,0.17231663,0.03500322,0.00687168,0.00894667,0.00143042,0.00000000,0.03472281
56,7.448936,1786348366.783105,2689,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.088332,,,1,1.000000,SAFE,0,current,50000,140.0071,0.17720243,-0.15728137,1.39752245,-0.01601828,1.57079637,0.17717308,0.03447223,0.00681183,0.00815427,0.00136753,0.00000000,0.03416248
57,7.577518,1786348366.923142,2493,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.085229,,,1,1.000000,SAFE,0,current,50000,128.6698,0.18172878,-0.15644507,1.39856410,-0.01584955,1.57080007,0.18173245,0.03520216,0.00650403,0.00810109,0.00131224,0.00002874,0.03545897
58,7.705071,1786348367.051832,2538,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.082838,,,1,1.000000,SAFE,0,current,50000,129.3426,0.18627714,-0.15562710,1.39950669,-0.01568082,1.57080007,0.18626979,0.03565836,0.00641275,0.00738973,0.00132281,0.00000000,0.03557203
59,7.840829,1786348367.181205,2506,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.080338,,,1,1.000000,SAFE,0,current,50000,134.4264,0.19100888,-0.15478346,1.40047884,-0.01551209,1.57080007,0.19097954,0.03485431,0.00621433,0.00716093,0.00124287,0.00000000,0.03469230
60,7.967340,1786348367.315660,2514,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.077834,,,1,1.000000,SAFE,0,current,50000,128.8848,0.19537751,-0.15403150,1.40141785,-0.01536170,1.57080007,0.19537385,0.03453152,0.00594379,0.00742234,0.00118874,0.00000000,0.03473446
61,8.098046,1786348367.444565,2507,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.075336,,,1,1.000000,SAFE,0,current,50000,121.8598,0.19990753,-0.15327589,1.40230918,-0.01521498,1.57080007,0.19995154,0.03465807,0.00578098,0.00681934,0.00112252,0.00000000,0.03502289
62,8.224489,1786348367.566462,2430,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.072942,,,1,1.000000,SAFE,0,current,50000,133.2032,0.20429082,-0.15255696,1.40320408,-0.01507926,1.57080007,0.20432751,0.03466621,0.00568586,0.00707754,0.00107335,0.00000000,0.03460823
63,8.351998,1786348367.699684,2550,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.069840,,,1,1.000000,SAFE,0,current,50000,132.8593,0.20885019,-0.15184902,1.40405869,-0.01493988,1.57080007,0.20880984,0.03575729,0.00555208,0.00670237,0.00109314,0.00000000,0.03515311
64,8.484008,1786348367.832574,2447,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.067228,,,1,1.000000,SAFE,0,current,50000,127.7977,0.21337652,-0.15118511,1.40481067,-0.01480783,1.57080007,0.21335085,0.03428772,0.00502920,0.00569631,0.00100030,0.00000000,0.03439890
65,8.614273,1786348367.960390,2504,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.064733,,,1,1.000000,SAFE,0,current,50000,127.6846,0.21791022,-0.15054688,1.40557730,-0.01467945,1.57080007,0.21790655,0.03480375,0.00489951,0.00588522,0.00098554,0.00000000,0.03497270
66,8.741363,1786348368.088094,2526,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.062244,,,1,1.000000,SAFE,0,current,50000,128.2312,0.22245124,-0.14989763,1.40637326,-0.01455840,1.57080007,0.22242188,0.03573062,0.00510851,0.00626294,0.00095243,0.00000000,0.03552849
67,8.870645,1786348368.216354,2328,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.059836,,,1,1.000000,SAFE,0,current,50000,131.2648,0.22698858,-0.14928140,1.40709221,-0.01444103,1.57080007,0.22698858,0.03509652,0.00476662,0.00556111,0.00090791,0.00000000,0.03532358
68,9.000166,1786348368.347652,2473,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.057335,,,1,1.000000,SAFE,0,current,50000,128.2161,0.23150760,-0.14871652,1.40776348,-0.01433099,1.57080007,0.23155528,0.03489017,0.00436124,0.00518269,0.00084959,0.00000000,0.03525832
69,9.128060,1786348368.475887,2403,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.054340,,,1,1.000000,SAFE,0,current,50000,127.8633,0.23586154,-0.14819568,1.40843475,-0.01422828,1.57080007,0.23590556,0.03404352,0.00407246,0.00524865,0.00080305,0.00000000,0.03401486
70,9.260325,1786348368.603769,2342,50000,1,0,0,0.459120,left_link,0,0.616613,-0.622843,0.323623,,,,SAFE,SAFE,,-0.051841,0.470055,,0,1.000000,SAFE,1,current,50000,147.3438,0.24057496,-0.14763446,1.40911698,-0.01412558,1.57080364,0.24055296,0.03563606,0.00424315,0.00515808,0.00077650,0.00002704,0.03513697
71,9.407121,1786348368.751134,2470,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.048636,,,1,1.000000,SAFE,0,current,50000,136.2275,0.24562217,-0.14705858,1.40975523,-0.01401920,1.57080364,0.24559282,0.03438249,0.00392303,0.00434784,0.00072463,0.00000000,0.03433234
72,9.543654,1786348368.887382,2439,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.046129,,,1,1.000000,SAFE,0,current,50000,129.3169,0.25030622,-0.14656708,1.41031635,-0.01392750,1.57080364,0.25027323,0.03430721,0.00359988,0.00410978,0.00067164,0.00000000,0.03428058
73,9.680126,1786348369.016730,2399,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.043745,,,1,1.000000,SAFE,0,current,50000,131.1515,0.25516272,-0.14609756,1.41088867,-0.01383213,1.57080364,0.25517002,0.03558589,0.00344040,0.00419369,0.00069881,0.00000000,0.03588113
74,9.803388,1786348369.147900,2395,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.041239,,,1,1.000000,SAFE,0,current,50000,122.0570,0.25933692,-0.14570141,1.41136909,-0.01376244,1.57080364,0.25932959,0.03386450,0.00321387,0.00389750,0.00056540,0.00000000,0.03374579
75,9.922782,1786348369.269977,2465,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.038829,,,1,1.000000,SAFE,0,current,50000,128.4156,0.26350379,-0.14534928,1.41183507,-0.01369275,1.57080364,0.26351848,0.03490034,0.00294932,0.00390297,0.00058372,0.00000000,0.03508480
76,10.066243,1786348369.398423,2373,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.036337,,,1,1.000000,SAFE,0,current,50000,127.8832,0.26816952,-0.14494947,1.41227508,-0.01361939,1.57080364,0.26820987,0.03252263,0.00278691,0.00306704,0.00051136,0.00000000,0.03270150
77,10.181448,1786348369.526343,2418,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.033246,,,1,1.000000,SAFE,0,current,50000,128.9259,0.27250513,-0.14460833,1.41266036,-0.01356070,1.57080364,0.27249414,0.03763367,0.00296107,0.00334432,0.00050943,0.00000000,0.03718795
78,10.310250,1786348369.655288,2456,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.030732,,,1,1.000000,SAFE,0,current,50000,128.5358,0.27701682,-0.14427821,1.41304541,-0.01349468,1.57080734,0.27697647,0.03502822,0.00256302,0.00298945,0.00051260,0.00002869,0.03480031
79,10.446000,1786348369.783843,2309,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.028332,,,1,1.000000,SAFE,0,current,50000,136.4356,0.28166786,-0.14397377,1.41343057,-0.01343966,1.57080734,0.28164586,0.03426170,0.00224269,0.00283730,0.00040530,0.00000000,0.03439694
80,10.570910,1786348369.920299,2409,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.025844,,,1,1.000000,SAFE,0,current,50000,128.7790,0.28597414,-0.14371701,1.41373503,-0.01339197,1.57080734,0.28596681,0.03447522,0.00205558,0.00243745,0.00038175,0.00000000,0.03459261
81,10.702647,1786348370.049099,2371,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.022844,,,1,1.000000,SAFE,0,current,50000,130.5378,0.29046378,-0.14348225,1.41402113,-0.01334429,1.57080734,0.29047114,0.03408022,0.00178198,0.00217177,0.00036197,0.00000000,0.03419175
82,10.834749,1786348370.179680,2370,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.020328,,,1,1.000000,SAFE,0,current,50000,131.7155,0.29494247,-0.14326218,1.41428161,-0.01330394,1.57080734,0.29496080,0.03390314,0.00166594,0.00197174,0.00030543,0.00000000,0.03398616
83,10.973312,1786348370.311428,2418,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.017935,,,1,1.000000,SAFE,0,current,50000,132.7849,0.29974756,-0.14305310,1.41453099,-0.01327092,1.57080734,0.29976961,0.03467821,0.00150891,0.00179981,0.00023825,0.00000000,0.03470509
84,11.100391,1786348370.444247,2395,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.014841,,,1,1.000000,SAFE,0,current,50000,131.3168,0.30421156,-0.14288437,1.41472542,-0.01323791,1.57080734,0.30422625,0.03512780,0.00132773,0.00153000,0.00025977,0.00000000,0.03506987
85,11.241885,1786348370.575582,2394,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.012338,,,1,1.000000,SAFE,0,current,50000,129.8045,0.30886996,-0.14273398,1.41490889,-0.01320490,1.57081103,0.30881864,0.03292293,0.00106292,0.00129661,0.00023331,0.00002612,0.03245639
