frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,dynamic_valid,block_reason
5,0.740057,1,1,-0.561657,-0.734480,0.153041,0.000000,0.000000,0.000000,,0.075439,0.093112,0.148112,0.075439,0.011928,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
13,1.791213,2,1,-0.619329,0.490144,0.202215,0.000000,0.000000,0.000000,,0.099956,0.121410,0.176410,0.099956,0.009592,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
21,2.885035,3,1,0.692100,0.388503,0.231830,0.000000,0.000000,0.000000,,0.076636,0.084664,0.139664,0.076636,0.005111,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
40,5.368250,4,1,0.709796,0.511946,0.354864,0.000000,0.000000,0.000000,,0.097672,0.128672,0.183672,0.097672,0.032342,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
41,5.503022,4,2,0.709066,0.501356,0.332318,0.016748,0.186090,0.186090,0.093443,0.093402,0.130087,0.185087,0.093402,0.035993,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
44,5.896314,5,1,0.695007,0.381805,0.235170,0.000000,0.000000,0.000000,,0.082593,0.095171,0.150171,0.082593,0.017919,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
81,10.697378,6,1,-0.935730,0.153464,0.042336,0.000000,0.000000,0.000000,,0.067225,0.075365,0.130365,0.067225,0.009317,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
