frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.089331,1786366610.441368,2489,50000,1,0,0,0.526056,upperArm_Link,0,0.630370,-0.616076,0.344085,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,151.3893,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.231397,1786366610.592768,2465,50000,0,0,0,,,,,,,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,124.1727,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2,0.351342,1786366610.716958,2354,50000,0,0,0,,,,,,,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,127.0572,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3,0.484032,1786366610.844030,2536,50000,0,0,0,,,,,,,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,129.2380,0.35286063,-0.14277799,1.41473997,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00002695,0.00000000,0.00000000,0.00000000
4,0.610964,1786366610.973303,2439,50000,0,0,0,,,,,,,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,128.4546,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,-0.00002817,0.00000000,0.00000000,0.00000000
5,0.740057,1786366611.101773,2558,50000,1,0,0,0.670826,upperArm_Link,0,-0.558214,-0.745678,0.155283,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.000000,0.075439,1,0.011928,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,,,,0,1.000000,,,,,114.5870,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6,0.852391,1786366611.216393,2781,50000,0,0,0,,,,,,,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,131.8359,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7,0.991789,1786366611.348251,3227,50000,1,0,0,0.709673,upperArm_Link,0,-0.694815,-0.568159,0.291266,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,135.7937,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8,1.123134,1786366611.484060,3477,50000,1,0,0,0.557525,base_link,0,-0.725382,-0.429495,0.297762,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,132.4211,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
9,1.254237,1786366611.616497,2825,50000,1,0,0,0.567945,shoulder_Link,0,-0.680217,-0.318130,0.403822,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,131.3833,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10,1.385222,1786366611.747895,2932,50000,1,0,0,0.628841,shoulder_Link,0,-0.714585,-0.140055,0.596725,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,133.4896,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
11,1.518343,1786366611.881408,3026,50000,2,0,0,0.499884,upperArm_Link,1,0.627830,-0.613475,0.345114,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,134.4837,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
12,1.654303,1786366612.015907,2953,50000,2,0,0,0.487813,base_link,0,-0.707724,0.102161,0.020550,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,136.9703,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
13,1.791213,1786366612.152892,3235,50000,2,0,0,0.470007,shoulder_Link,0,-0.541277,0.312770,0.614289,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.000000,0.099956,1,0.009592,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,,,,0,1.000000,,,,,132.4281,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
14,1.924580,1786366612.285335,4019,50000,1,0,0,0.409064,shoulder_Link,0,-0.457252,0.433576,0.513205,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,132.8625,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
15,2.056025,1786366612.418212,4240,50000,2,0,0,0.328076,shoulder_Link,0,-0.285322,0.513541,0.396895,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,136.2128,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
16,2.197153,1786366612.554440,4268,50000,2,0,0,0.373474,shoulder_Link,1,-0.130410,0.543805,0.499659,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,140.9550,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
17,2.338961,1786366612.695410,4386,50000,1,0,0,0.409083,base_link,0,0.057077,0.618200,0.404499,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,140.7641,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
18,2.481453,1786366612.836188,4492,50000,1,0,0,0.406136,foreArm_Link,0,0.204363,0.634191,0.401637,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,141.9103,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
19,2.619951,1786366612.978114,4031,50000,1,0,0,0.397883,foreArm_Link,0,0.313261,0.614270,0.420276,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,0,,SAFE,SAFE,,,,,0,1.000000,,,,,133.7530,0.35286063,-0.14277799,1.41473639,-0.01317556,1.57089543,0.35286799,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
