frame,t_s,cluster_index,dynamic_tracker_input,radius_in_legacy_band,point_count,center_x,center_y,center_z,raw_radius_m,bbox_dx_m,bbox_dy_m,bbox_dz_m,raw_centroid_speed_m_s
17,2.275258,0,1,0,83,0.764164,-0.412101,0.384760,0.120536,0.138993,0.042292,0.244941,
23,3.057936,0,1,0,101,0.764864,-0.411984,0.378705,0.132770,0.165997,0.054190,0.254941,
26,3.445845,0,1,0,95,0.763653,-0.411213,0.381534,0.130865,0.152942,0.052934,0.254391,
34,4.489521,0,1,0,88,0.765644,-0.411494,0.379501,0.118469,0.137254,0.036131,0.243711,
37,4.888092,0,1,0,97,0.763832,-0.411990,0.379006,0.127703,0.154892,0.069534,0.252385,
39,5.174252,0,1,0,89,0.763801,-0.411034,0.382261,0.125576,0.144903,0.039617,0.248573,
75,9.790443,0,1,0,99,0.762241,-0.412574,0.385703,0.131044,0.157068,0.057067,0.263347,
82,10.728196,0,1,0,90,0.764387,-0.411057,0.383397,0.128273,0.152894,0.054771,0.246266,
96,12.551547,0,1,0,99,0.769141,-0.412964,0.372826,0.128520,0.170057,0.058080,0.256324,
97,12.693687,0,1,0,122,0.730942,-0.424256,0.411976,0.151519,0.287926,0.091864,0.257024,0.383603
99,12.968489,0,1,0,162,0.685909,-0.428530,0.423697,0.200904,0.438781,0.095858,0.248155,
100,13.120038,0,1,0,170,0.700606,-0.444288,0.410096,0.189317,0.377692,0.121006,0.261892,0.165235
101,13.270470,0,1,0,182,0.722687,-0.456739,0.407582,0.145703,0.238581,0.134558,0.259646,0.166683
102,13.434289,0,1,0,143,0.704086,-0.478038,0.396604,0.141542,0.240968,0.148191,0.240416,0.185333
103,13.596946,0,1,1,85,0.712725,-0.484603,0.324122,0.083317,0.184470,0.084538,0.110941,0.461174
104,13.762451,0,1,0,155,0.659878,-0.527537,0.306625,0.117318,0.269533,0.153939,0.072942,0.425845
105,13.914208,0,1,0,260,0.614628,-0.588024,0.301478,0.165501,0.375863,0.308690,0.095787,0.486187
111,14.734845,0,1,0,272,0.615231,-0.586435,0.303140,0.166476,0.393986,0.295905,0.094854,
112,14.906251,0,1,0,274,0.610822,-0.602415,0.303177,0.175037,0.372119,0.346687,0.088204,0.100861
113,15.058142,0,1,0,303,0.608687,-0.599463,0.301917,0.179705,0.405605,0.332753,0.090520,0.024438
114,15.218094,0,1,0,289,0.612997,-0.591249,0.304662,0.173476,0.374843,0.321383,0.096047,0.062056
115,15.371956,0,1,0,315,0.625619,-0.575413,0.300667,0.181086,0.412387,0.329736,0.102699,0.131661
117,15.657507,0,1,0,284,0.674544,-0.474739,0.306804,0.194945,0.400012,0.325774,0.084782,
120,16.072928,0,1,0,453,0.630899,-0.441493,0.304523,0.274601,0.549205,0.490333,0.102216,
121,16.248689,0,1,0,459,0.627820,-0.412231,0.304751,0.251760,0.553567,0.436727,0.106045,0.175620
122,16.406723,0,1,0,326,0.705509,-0.377468,0.311996,0.168912,0.361209,0.320312,0.087823,0.515473
123,16.576934,0,1,0,365,0.697233,-0.379197,0.304926,0.185030,0.396741,0.338664,0.098507,0.068084
124,16.735319,0,1,0,345,0.691194,-0.381756,0.306427,0.182897,0.393253,0.325099,0.100292,0.041546
125,16.894512,0,1,0,339,0.699827,-0.385138,0.308332,0.180822,0.376403,0.326954,0.094129,0.058158
126,17.050505,0,1,0,351,0.705374,-0.382402,0.309628,0.180389,0.379087,0.334893,0.094845,0.040596
127,17.218873,0,1,0,317,0.703856,-0.376726,0.309906,0.168943,0.364755,0.323224,0.085967,0.036387
128,17.382603,0,1,0,329,0.705009,-0.374791,0.311838,0.169773,0.353628,0.322068,0.086553,0.017577
129,17.534509,0,1,0,343,0.694459,-0.380540,0.307879,0.181457,0.389556,0.319783,0.102494,0.080832
130,17.692118,0,1,0,324,0.707228,-0.380939,0.308935,0.176768,0.374042,0.332544,0.096914,0.082415
131,17.856667,0,1,0,352,0.701518,-0.383501,0.307667,0.180794,0.377675,0.336216,0.098279,0.041351
132,18.002755,0,1,0,337,0.702021,-0.370070,0.307176,0.176170,0.381768,0.317173,0.091837,0.085695
133,18.159379,0,1,0,345,0.694820,-0.367434,0.308070,0.172924,0.392791,0.315058,0.092343,0.049524
134,18.322261,0,1,0,326,0.698614,-0.358328,0.309871,0.169165,0.370352,0.294848,0.092100,0.063012
135,18.478274,0,1,0,354,0.684123,-0.360694,0.305226,0.179001,0.390168,0.292485,0.096856,0.097946
136,18.652164,0,1,0,340,0.673718,-0.349811,0.305416,0.171875,0.397391,0.270029,0.103670,0.086765
137,18.807394,0,1,0,315,0.672792,-0.334130,0.308572,0.160338,0.392562,0.248398,0.100883,0.100593
138,18.978444,0,1,0,326,0.648251,-0.334904,0.303886,0.165254,0.380991,0.243041,0.085061,0.148434
