frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
17,2.275258,1,1,0.751216,-0.423116,0.399360,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.120536,0.136137,0.191137,0.120536,0.022408,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
23,3.057936,2,1,0.744389,-0.423148,0.393864,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.132770,0.139369,0.194369,0.132770,0.027815,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
26,3.445845,2,2,0.749220,-0.425280,0.395080,0.000000,0.013919,0.013919,0.008149,0.012409,-0.005478,0.003123,0.130865,0.142059,0.197059,0.130865,0.024284,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
34,4.489521,3,1,0.757154,-0.419925,0.397627,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.118469,0.130239,0.185239,0.118469,0.021719,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
37,4.888092,3,2,0.742081,-0.432229,0.392091,0.000000,0.050043,0.050043,0.004805,-0.037287,-0.030436,-0.013694,0.127703,0.138997,0.193997,0.127703,0.032464,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
39,5.174252,3,3,0.747856,-0.418458,0.393532,0.000000,0.014834,0.014834,0.011789,-0.013437,0.002119,-0.005917,0.125576,0.133346,0.188346,0.125576,0.020891,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
75,9.790443,1,1,0.739504,-0.426867,0.397243,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.131044,0.144922,0.199922,0.131044,0.029231,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
82,10.728196,2,1,0.750338,-0.425911,0.396001,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.128273,0.135700,0.190700,0.128273,0.024019,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
96,12.551547,3,1,0.744964,-0.423887,0.391517,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.128520,0.145390,0.200390,0.128520,0.032453,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
97,12.693687,3,2,0.714573,-0.436139,0.399639,0.020868,0.231872,0.231872,0.383603,-0.208738,-0.084152,0.055782,0.151519,0.175886,0.230886,0.151519,0.023694,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
99,12.968489,3,3,0.631518,-0.424891,0.429028,0.050483,0.287564,0.287564,0.173116,-0.273017,-0.002416,0.090273,0.200904,0.242026,0.297026,0.200904,0.054772,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
100,13.120038,3,4,0.661244,-0.454280,0.420283,0.064978,0.164278,0.164278,0.165235,-0.146943,-0.053346,0.050490,0.189317,0.226229,0.281229,0.189317,0.041868,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
101,13.270470,3,5,0.700844,-0.469290,0.397535,0.049525,0.088011,0.088011,0.166683,-0.061060,-0.062835,0.008328,0.145703,0.186936,0.241936,0.145703,0.027122,1,1,1,0,valid_streak_not_ready
102,13.434289,3,6,0.687363,-0.482777,0.390633,0.052814,0.073909,0.073909,0.185333,-0.036738,-0.062969,-0.012159,0.141542,0.177625,0.232625,0.141542,0.018378,2,1,1,1,
103,13.596946,3,7,0.697285,-0.478358,0.318741,0.067646,0.220911,0.220911,0.461174,0.104452,-0.084917,-0.175159,0.083317,0.153264,0.208264,0.083317,0.017503,3,1,1,1,
104,13.762451,3,8,0.630041,-0.538639,0.301190,0.113942,0.233002,0.233002,0.425845,-0.048715,-0.131703,-0.185933,0.117318,0.150380,0.205380,0.117318,0.032295,4,1,1,1,
105,13.914208,3,9,0.580968,-0.614913,0.290657,0.176276,0.336940,0.336940,0.486187,-0.186312,-0.226328,-0.166110,0.165501,0.208124,0.263124,0.165501,0.044420,5,1,1,1,
111,14.734845,4,1,0.585302,-0.610734,0.293430,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.166476,0.211882,0.266882,0.166476,0.039756,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
112,14.906251,4,2,0.583144,-0.619020,0.293297,0.000000,0.052098,0.052098,0.100861,-0.013132,-0.050409,-0.000810,0.175037,0.209648,0.264648,0.175037,0.033755,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
113,15.058142,4,3,0.583935,-0.609210,0.285565,0.000000,0.025233,0.025233,0.024438,-0.004244,0.004732,-0.024419,0.179705,0.222062,0.277062,0.179705,0.031226,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
114,15.218094,4,4,0.584881,-0.606746,0.291833,0.000000,0.009030,0.009030,0.062056,-0.000880,0.008343,-0.003340,0.173476,0.212406,0.267406,0.173476,0.034572,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
115,15.371956,4,5,0.598577,-0.594198,0.285776,0.012709,0.035516,0.035516,0.131661,0.020913,0.026051,-0.012057,0.181086,0.220153,0.275153,0.181086,0.036137,0,0,0,0,"speed_ok,valid_streak_not_ready"
117,15.657507,5,1,0.650874,-0.468082,0.298649,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.194945,0.242473,0.297473,0.194945,0.025906,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
120,16.072928,5,2,0.568911,-0.472035,0.301343,0.017803,0.197813,0.197813,0.132304,-0.197476,-0.009524,0.006491,0.274601,0.343638,0.398638,0.274601,0.069177,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
121,16.248689,5,3,0.560138,-0.437569,0.301903,0.050737,0.164409,0.164409,0.175620,-0.155744,0.052373,0.005586,0.251760,0.329985,0.384985,0.251760,0.072326,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
122,16.406723,6,1,0.672326,-0.385806,0.298143,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.168912,0.204677,0.259677,0.168912,0.036912,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
123,16.576934,6,2,0.659067,-0.407958,0.290236,0.015012,0.166799,0.166799,0.068084,-0.081904,-0.136850,-0.048843,0.185030,0.233486,0.288486,0.185030,0.049996,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
124,16.735319,6,3,0.661223,-0.388881,0.292892,0.000000,0.039098,0.039098,0.041546,-0.034285,-0.009499,-0.016215,0.182897,0.217137,0.272137,0.182897,0.033648,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
125,16.894512,6,4,0.672505,-0.385917,0.297894,0.000000,0.000670,0.000670,0.058158,0.000369,-0.000229,-0.000511,0.180822,0.211466,0.266466,0.180822,0.029258,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
126,17.050505,6,5,0.676471,-0.383635,0.296610,0.000000,0.007666,0.007666,0.040596,0.006454,0.003379,-0.002387,0.180389,0.208286,0.263286,0.180389,0.031723,0,0,0,0,"speed_ok,valid_streak_not_ready"
127,17.218873,6,6,0.685943,-0.381516,0.301257,0.000000,0.061183,0.061183,0.036387,0.041861,0.041186,0.017166,0.168943,0.203216,0.258216,0.168943,0.020460,0,0,0,0,"speed_ok,valid_streak_not_ready"
128,17.382603,6,7,0.683442,-0.379052,0.303018,0.000000,0.040564,0.040564,0.017577,0.034241,0.015148,0.015605,0.169773,0.200094,0.255094,0.169773,0.023688,0,0,0,0,"speed_ok,valid_streak_not_ready"
129,17.534509,6,8,0.665460,-0.381492,0.297851,0.000000,0.012946,0.012946,0.080832,-0.010963,0.006886,-0.000067,0.181457,0.210682,0.265682,0.181457,0.030698,0,0,0,0,"speed_ok,valid_streak_not_ready"
130,17.692118,6,9,0.671882,-0.383572,0.296567,0.000000,0.007142,0.007142,0.082415,-0.007141,0.000098,-0.000066,0.176768,0.206361,0.261361,0.176768,0.037540,0,0,0,0,"speed_ok,valid_streak_not_ready"
131,17.856667,6,10,0.674648,-0.384332,0.294589,0.000000,0.021116,0.021116,0.041351,-0.017779,-0.004433,-0.010496,0.180794,0.205154,0.260154,0.180794,0.029894,0,0,0,0,"speed_ok,valid_streak_not_ready"
132,18.002755,6,11,0.672559,-0.372187,0.296303,0.000000,0.023280,0.023280,0.085695,-0.017456,0.011012,-0.010770,0.176170,0.207539,0.262539,0.176170,0.031475,0,0,0,0,"speed_ok,valid_streak_not_ready"
