frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,1786068996.648464,0,50000,0,,,,0,,,,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
1,1786068996.879581,2184,50000,1,0.262331,upperArm_Link,0,333,0.709187,-0.082293,0.483190,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
2,1786068997.054579,2092,50000,1,0.301435,upperArm_Link,0,354,0.711095,-0.081354,0.485724,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
3,1786068997.195804,2174,50000,1,0.303583,upperArm_Link,0,358,0.710575,-0.082705,0.477042,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
4,1786068997.338431,2351,50000,1,0.308474,upperArm_Link,0,311,0.709639,-0.082087,0.472200,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
5,1786068997.480618,2220,50000,1,0.303032,upperArm_Link,0,345,0.709430,-0.080402,0.486863,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
6,1786068997.616082,2276,50000,1,0.296851,upperArm_Link,0,336,0.707385,-0.082206,0.479263,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
7,1786068997.763908,2280,50000,1,0.282490,upperArm_Link,0,329,0.707149,-0.083130,0.479203,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
8,1786068997.895399,2305,50000,1,0.261904,upperArm_Link,0,349,0.707164,-0.079201,0.490272,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
9,1786068998.036868,2384,50000,1,0.294503,upperArm_Link,0,356,0.708963,-0.082951,0.478717,SAFE,0.86983979,-0.42899790,1.02397406,-0.11782806,1.57078898,0.86984718
10,1786068998.158672,2372,50000,1,0.256712,upperArm_Link,0,353,0.707850,-0.078683,0.479153,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
11,1786068998.287945,2398,50000,1,0.258070,upperArm_Link,0,336,0.705855,-0.082896,0.484544,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
12,1786068998.417421,2286,50000,1,0.266660,upperArm_Link,0,362,0.707885,-0.082173,0.485361,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
