frame,timestamp,scene_points,robot_points,cluster_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,risk_state_current,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
13,1786068998.552734,2391,50000,1,0.300583,upperArm_Link,0,345,0.709168,-0.080627,0.478288,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
14,1786068998.684866,2377,50000,1,0.259463,upperArm_Link,0,334,0.703244,-0.083921,0.491349,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
15,1786068998.816562,2288,50000,1,0.254314,upperArm_Link,0,344,0.706213,-0.079650,0.499157,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
16,1786068998.948663,2296,50000,1,0.257937,upperArm_Link,0,341,0.706285,-0.081988,0.487955,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
17,1786068999.066455,2416,50000,1,0.256726,upperArm_Link,0,384,0.707188,-0.081630,0.484779,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
18,1786068999.195586,2403,50000,1,0.262738,upperArm_Link,0,364,0.705623,-0.082845,0.486286,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
19,1786068999.328922,2227,50000,1,0.310952,upperArm_Link,0,313,0.709349,-0.085186,0.480079,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
20,1786068999.458334,2298,50000,1,0.291455,upperArm_Link,0,337,0.708726,-0.082236,0.480449,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
21,1786068999.591264,2364,50000,1,0.290602,upperArm_Link,0,307,0.708823,-0.084710,0.476851,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
22,1786068999.724055,2257,50000,1,0.255708,upperArm_Link,0,346,0.706762,-0.079694,0.488311,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
23,1786068999.856615,2410,50000,1,0.259711,upperArm_Link,0,376,0.703323,-0.079787,0.495783,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
24,1786068999.988646,2289,50000,1,0.250804,upperArm_Link,0,355,0.705235,-0.080777,0.498309,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
25,1786069000.117339,2343,50000,1,0.296500,upperArm_Link,0,336,0.709427,-0.078657,0.484967,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
26,1786069000.244839,2317,50000,1,0.307755,upperArm_Link,0,343,0.710223,-0.082786,0.463762,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
27,1786069000.379297,2406,50000,1,0.258254,upperArm_Link,0,360,0.705426,-0.078075,0.493539,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
28,1786069000.510978,2368,50000,1,0.261020,upperArm_Link,0,366,0.706368,-0.080848,0.485844,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
29,1786069000.640102,2297,50000,1,0.303724,upperArm_Link,0,346,0.707873,-0.082399,0.472405,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
30,1786069000.769814,2332,50000,1,0.259923,upperArm_Link,0,362,0.704965,-0.079657,0.485249,SAFE,0.86984348,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
31,1786069000.909995,2353,50000,1,0.256795,upperArm_Link,0,336,0.706224,-0.080103,0.494197,SAFE,0.86984348,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
32,1786069001.038971,2374,50000,1,0.260553,upperArm_Link,0,330,0.704615,-0.079754,0.493348,SAFE,0.86984348,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
33,1786069001.165897,2314,50000,1,0.243234,upperArm_Link,0,365,0.701688,-0.078934,0.488702,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
34,1786069001.290720,2393,50000,1,0.257082,upperArm_Link,0,367,0.707193,-0.081533,0.484351,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
35,1786069001.422392,2340,50000,1,0.251273,upperArm_Link,0,345,0.707899,-0.079785,0.486258,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
36,1786069001.553074,2339,50000,1,0.292511,upperArm_Link,0,352,0.707395,-0.081217,0.485222,SAFE,0.86983979,-0.42899790,1.02397776,-0.11782806,1.57078898,0.86984718
