frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785919155.126620,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,126.3423,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
1,pre_empty,1785919155.253012,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,93.1782,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
2,pre_empty,1785919155.346267,2642,50000,2272,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,154.3258,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
3,pre_empty,1785919155.500637,2553,50000,2163,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.0586,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
4,pre_empty,1785919155.630729,2629,50000,2236,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.9422,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
5,pre_empty,1785919155.763755,2671,50000,2290,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.5075,0.01449971,0.00617329,1.57995534,0.00561942,1.57080007,-0.00811735
6,pre_empty,1785919155.895293,2682,50000,2266,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.1265,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
7,pre_empty,1785919156.025451,2721,50000,2297,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,134.7651,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
8,pre_empty,1785919156.160264,2730,50000,2386,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.8940,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
9,pre_empty,1785919156.289188,2717,50000,2328,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.5027,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
10,pre_empty,1785919156.420722,2681,50000,2276,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.3643,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
11,pre_empty,1785919156.551145,2686,50000,2298,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.8197,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
12,pre_empty,1785919156.682007,2700,50000,2276,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,142.3452,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
13,pre_empty,1785919156.824396,2602,50000,2238,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.4628,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
14,pre_empty,1785919156.956904,2761,50000,2367,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.4153,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
15,pre_empty,1785919157.090349,2665,50000,2315,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.1801,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
16,pre_empty,1785919157.218562,2661,50000,2278,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.4448,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
17,pre_empty,1785919157.348039,2750,50000,2318,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.1811,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
18,pre_empty,1785919157.477253,2734,50000,2363,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,123.4515,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
19,pre_empty,1785919157.600735,2681,50000,2285,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.7627,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
20,pre_empty,1785919157.730544,2675,50000,2256,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.8306,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
