frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
25,3.384481,1786347778.838820,2543,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.169444,,,1,1.000000,SAFE,0,current,50000,126.0015,0.03537079,-0.19654395,1.34929514,-0.02498661,1.57079637,0.03532678,0.03547116,0.01282998,0.01579396,0.00327038,0.00000000,0.03510781
26,3.509183,1786347778.964839,2580,50000,2,0,0,0.337545,left_link,0,0.636693,-0.604718,0.341953,,,,SAFE,SAFE,,-0.167033,0.349443,,0,1.000000,SAFE,1,current,50000,154.0852,0.03966239,-0.19497404,1.35123920,-0.02459413,1.57079637,0.03966972,0.03441468,0.01258926,0.01558963,0.00314733,0.00000000,0.03482645
27,3.662468,1786347779.118944,2596,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.163930,,,1,1.000000,SAFE,0,current,50000,128.2717,0.04482330,-0.19312535,1.35353541,-0.02412829,1.57079637,0.04486732,0.03366874,0.01206042,0.01497999,0.00303903,0.00000000,0.03390802
28,3.795153,1786347779.247246,2588,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.161440,,,1,1.000000,SAFE,0,current,50000,131.8363,0.04947803,-0.19154075,1.35557842,-0.02371013,1.57079256,0.04951471,0.03508103,0.01194261,0.01539744,0.00315150,-0.00002875,0.03502578
29,3.922498,1786347779.379100,2635,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.158839,,,1,1.000000,SAFE,0,current,50000,118.5720,0.05381364,-0.19002953,1.35744178,-0.02336167,1.57079256,0.05379530,0.03404640,0.01186717,0.01463247,0.00273638,0.00000000,0.03361432
30,4.041997,1786347779.497692,2610,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.156329,,,1,1.000000,SAFE,0,current,50000,125.7981,0.05795484,-0.18861367,1.35911441,-0.02300587,1.57079256,0.05794017,0.03465443,0.01184824,0.01399688,0.00297741,0.00000000,0.03468514
31,4.169722,1786347779.623525,2644,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.153938,,,1,1.000000,SAFE,0,current,50000,131.4843,0.06244451,-0.18713546,1.36104012,-0.02264274,1.57079637,0.06242984,0.03515115,0.01157341,0.01507701,0.00284310,0.00002987,0.03515112
32,4.304236,1786347779.755039,2596,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.151440,,,1,1.000000,SAFE,0,current,50000,130.0215,0.06712491,-0.18560956,1.36293292,-0.02226860,1.57079637,0.06710290,0.03479502,0.01134380,0.01407149,0.00278143,0.00000000,0.03474049
33,4.432268,1786347779.885080,2649,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.148436,,,1,1.000000,SAFE,0,current,50000,131.5838,0.07146052,-0.18422304,1.36457622,-0.02193481,1.57079637,0.07145318,0.03386343,0.01082950,0.01283507,0.00260708,0.00000000,0.03397807
34,4.561311,1786347780.016683,2634,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.146537,,,1,1.000000,SAFE,0,current,50000,118.0882,0.07596119,-0.18277784,1.36642480,-0.02159735,1.57079637,0.07599421,0.03487737,0.01119940,0.01432529,0.00261508,0.00000000,0.03519002
35,4.681424,1786347780.134790,2646,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.143541,,,1,1.000000,SAFE,0,current,50000,130.2486,0.08012807,-0.18150137,1.36802042,-0.02129290,1.57079637,0.08016475,0.03469135,0.01062720,0.01328430,0.00253468,0.00000000,0.03472187
36,4.810983,1786347780.265059,2626,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.141037,,,1,1.000000,SAFE,0,current,50000,130.5152,0.08466176,-0.18010019,1.36964166,-0.02098112,1.57079637,0.08462507,0.03499302,0.01081498,0.01251351,0.00240648,0.00000000,0.03442675
37,4.941933,1786347780.395604,2669,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.138430,,,1,1.000000,SAFE,0,current,50000,121.9536,0.08917343,-0.17876501,1.37133992,-0.02066934,1.57079637,0.08914042,0.03445340,0.01019607,0.01296874,0.00238092,0.00000000,0.03448151
38,5.065066,1786347780.517590,2691,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.135934,,,1,1.000000,SAFE,0,current,50000,124.3045,0.09351271,-0.17746653,1.37301981,-0.02039057,1.57079637,0.09350903,0.03524055,0.01054540,0.01364294,0.00226398,0.00000000,0.03547877
39,5.185293,1786347780.641914,2687,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.133540,,,1,1.000000,SAFE,0,current,50000,130.0349,0.09770159,-0.17627810,1.37438810,-0.02011180,1.57079637,0.09767225,0.03484160,0.00988489,0.01138088,0.00231871,0.00000000,0.03462805
40,5.341239,1786347780.771978,2599,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.130439,,,1,1.000000,SAFE,0,current,50000,145.6654,0.10309727,-0.17471552,1.37629187,-0.01976700,1.57079637,0.10310093,0.03459949,0.01001997,0.01220785,0.00221098,0.00000000,0.03481119
41,5.468947,1786347780.917664,2599,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.127928,,,1,1.000000,SAFE,0,current,50000,132.8644,0.10762728,-0.17349039,1.37789106,-0.01949190,1.57079637,0.10765662,0.03547183,0.00959325,0.01252232,0.00215416,0.00000000,0.03567287
42,5.595359,1786347781.050558,2625,50000,1,0,0,,,,,,,,,,SAFE,SAFE,,-0.125541,,,1,1.000000,SAFE,0,current,50000,128.2560,0.11197756,-0.17230195,1.37931061,-0.01922780,1.57079637,0.11201791,0.03441341,0.00940131,0.01122947,0.00208918,0.00000000,0.03450046
43,5.723526,1786347781.178834,2710,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.123039,,,1,1.000000,SAFE,0,current,50000,129.2876,0.11634985,-0.17115019,1.38072634,-0.01896737,1.57079637,0.11633518,0.03411395,0.00898636,0.01104597,0.00203195,0.00000000,0.03368470
44,5.854767,1786347781.308152,2620,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.120034,,,1,1.000000,SAFE,0,current,50000,130.1269,0.12106694,-0.16987738,1.38220835,-0.01869227,1.57079256,0.12103392,0.03594230,0.00969831,0.01129231,0.00209618,-0.00002907,0.03580253
45,5.998298,1786347781.438312,2636,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.117531,,,1,1.000000,SAFE,0,current,50000,140.5557,0.12577301,-0.16870362,1.38369393,-0.01843551,1.57079256,0.12573633,0.03278783,0.00817776,0.01035026,0.00178889,0.00000000,0.03276224
46,6.137229,1786347781.578888,2604,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.115143,,,1,1.000000,SAFE,0,current,50000,132.5772,0.13083123,-0.16743080,1.38523817,-0.01815307,1.57079637,0.13083489,0.03640825,0.00916151,0.01111518,0.00203294,0.00002746,0.03669870
47,6.276300,1786347781.711496,2606,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.112043,,,1,1.000000,SAFE,0,current,50000,143.1288,0.13572803,-0.16626072,1.38668692,-0.01789631,1.57079637,0.13575372,0.03521079,0.00841356,0.01041734,0.00184626,0.00000000,0.03536916
48,6.400819,1786347781.854645,2604,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.109630,,,1,1.000000,SAFE,0,current,50000,130.9869,0.14011867,-0.16519699,1.38796353,-0.01767256,1.57079637,0.14012234,0.03526081,0.00854275,0.01025235,0.00179693,0.00000000,0.03508394
49,6.545509,1786347781.985676,2615,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.106427,,,1,1.000000,SAFE,0,current,50000,133.6635,0.14518054,-0.16401587,1.38933897,-0.01741580,1.57079637,0.14518054,0.03498414,0.00816303,0.00950607,0.00177455,0.00000000,0.03495880
50,6.663300,1786347782.119359,2622,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.104042,,,1,1.000000,SAFE,0,current,50000,129.1844,0.14918236,-0.16311353,1.39046144,-0.01722506,1.57079637,0.14920071,0.03397396,0.00766052,0.00952938,0.00161930,0.00000000,0.03412969
51,6.795596,1786347782.248562,2697,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.101538,,,1,1.000000,SAFE,0,current,50000,132.4583,0.15392514,-0.16205715,1.39177823,-0.01700498,1.57079637,0.15389945,0.03584956,0.00798500,0.00995329,0.00166354,0.00000000,0.03551672
52,6.925768,1786347782.381051,2584,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.099129,,,1,1.000000,SAFE,0,current,50000,129.4370,0.15848082,-0.16110346,1.39293742,-0.01679590,1.57079637,0.15844414,0.03499753,0.00732640,0.00890510,0.00160617,0.00000000,0.03491305
53,7.057609,1786347782.510518,2682,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.096640,,,1,1.000000,SAFE,0,current,50000,127.0678,0.16300717,-0.16013877,1.39409280,-0.01659416,1.57079637,0.16301084,0.03433202,0.00731708,0.00876345,0.00153019,0.00000000,0.03463809
54,7.182148,1786347782.637615,2640,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.093543,,,1,1.000000,SAFE,0,current,50000,129.2766,0.16737577,-0.15922177,1.39510882,-0.01641076,1.57079637,0.16741981,0.03507817,0.00736317,0.00815825,0.00147264,0.00000000,0.03540230
55,7.320797,1786347782.766911,2643,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.090940,,,1,1.000000,SAFE,0,current,50000,137.9755,0.17230195,-0.15824607,1.39637065,-0.01621268,1.57079637,0.17230928,0.03552968,0.00703715,0.00910086,0.00142859,0.00000000,0.03526497
56,7.451935,1786347782.904917,2576,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.088529,,,1,1.000000,SAFE,0,current,50000,118.9217,0.17685397,-0.15734740,1.39743066,-0.01602928,1.57080007,0.17682831,0.03471185,0.00685292,0.00808319,0.00139853,0.00002818,0.03446027
57,7.568930,1786347783.023857,2598,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.086038,,,1,1.000000,SAFE,0,current,50000,129.3257,0.18102451,-0.15657344,1.39840627,-0.01587523,1.57080007,0.18104285,0.03564714,0.00661525,0.00833889,0.00131679,0.00000000,0.03602325
58,7.704164,1786347783.153212,2592,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.083539,,,1,1.000000,SAFE,0,current,50000,132.1308,0.18575995,-0.15572247,1.39939678,-0.01569916,1.57080007,0.18574160,0.03501647,0.00629258,0.00732438,0.00130193,0.00000000,0.03474519
59,7.831623,1786347783.285362,2549,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.080439,,,1,1.000000,SAFE,0,current,50000,129.7756,0.19014324,-0.15493384,1.40029538,-0.01554510,1.57080007,0.19010656,0.03438990,0.00618732,0.00705012,0.00120867,0.00000000,0.03424598
60,7.961537,1786347783.415168,2514,50000,1,0,0,,,,,,,,,,SAFE,SAFE,,-0.078031,,,1,1.000000,SAFE,0,current,50000,129.2802,0.19467692,-0.15414155,1.40127110,-0.01538738,1.57080007,0.19468059,0.03489763,0.00609863,0.00751059,0.00121408,0.00000000,0.03520824
61,8.089435,1786347783.544467,2515,50000,1,0,0,0.447750,left_link,0,0.643650,-0.607238,0.345458,,,,SAFE,SAFE,,-0.075439,0.459489,,0,1.000000,SAFE,1,current,50000,145.6063,0.19920327,-0.15339693,1.40217340,-0.01523699,1.57080007,0.19924362,0.03539017,0.00582189,0.00705478,0.00117585,0.00000000,0.03567701
62,8.236021,1786347783.690093,2480,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.072443,,,1,1.000000,SAFE,0,current,50000,129.0284,0.20429082,-0.15255696,1.40320778,-0.01507926,1.57080007,0.20432383,0.03470694,0.00573027,0.00705646,0.00107598,0.00000000,0.03465683
63,8.365499,1786347783.819140,2537,50000,1,0,0,,,,,,,,,,SAFE,SAFE,,-0.069937,,,1,1.000000,SAFE,0,current,50000,131.2208,0.20885019,-0.15184535,1.40405869,-0.01493988,1.57080007,0.20881350,0.03521360,0.00549597,0.00657192,0.00107652,0.00000000,0.03467533
64,8.496402,1786347783.950391,2478,50000,1,0,0,,,,,,,,,,SAFE,SAFE,,-0.067327,,,1,1.000000,SAFE,0,current,50000,127.9629,0.21337652,-0.15118144,1.40481436,-0.01481150,1.57080007,0.21335085,0.03457772,0.00507174,0.00577272,0.00098073,0.00000000,0.03466184
65,8.622965,1786347784.078374,2463,50000,1,0,0,0.447797,left_link,0,0.637924,-0.606593,0.349829,,,,SAFE,SAFE,,-0.064834,0.459437,,0,1.000000,SAFE,1,current,50000,145.7186,0.21773414,-0.15056521,1.40554798,-0.01468312,1.57080007,0.21772680,0.03443034,0.00486900,0.00579641,0.00101436,0.00000000,0.03457516
66,8.773080,1786347784.224112,2474,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.061744,,,1,1.000000,SAFE,0,current,50000,131.1264,0.22296841,-0.14982061,1.40646505,-0.01454740,1.57080007,0.22295375,0.03486852,0.00496019,0.00610918,0.00090409,0.00000000,0.03481978
67,8.902989,1786347784.355268,2523,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.059041,,,1,1.000000,SAFE,0,current,50000,130.2430,0.22750944,-0.14921170,1.40717661,-0.01443002,1.57080007,0.22750944,0.03495539,0.00468717,0.00547737,0.00090353,0.00000000,0.03506826
68,9.030929,1786347784.485531,2459,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.056525,,,1,1.000000,SAFE,0,current,50000,128.4235,0.23203579,-0.14865783,1.40784419,-0.01431631,1.57080364,0.23206881,0.03537870,0.00432919,0.00521786,0.00088876,0.00002795,0.03563680
69,9.159570,1786347784.613973,2411,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.054038,,,1,1.000000,SAFE,0,current,50000,128.5606,0.23655112,-0.14811130,1.40855217,-0.01421361,1.57080364,0.23660249,0.03510019,0.00424848,0.00550355,0.00079838,0.00000000,0.03524278
70,9.291009,1786347784.742553,2457,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.051544,,,1,1.000000,SAFE,0,current,50000,131.3755,0.24109215,-0.14756477,1.40918660,-0.01411457,1.57080364,0.24109215,0.03454856,0.00415805,0.00482682,0.00075349,0.00000000,0.03415778
71,9.426182,1786347784.873960,2400,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.049032,,,1,1.000000,SAFE,0,current,50000,128.3561,0.24579823,-0.14702924,1.40978456,-0.01401187,1.57080364,0.24576154,0.03481524,0.00396183,0.00442361,0.00075980,0.00000000,0.03454384
72,9.546292,1786347785.002336,2425,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.046633,,,1,1.000000,SAFE,0,current,50000,128.5808,0.24996144,-0.14660008,1.41027975,-0.01393484,1.57080364,0.24993210,0.03466158,0.00357300,0.00412285,0.00064132,0.00000000,0.03472274
73,9.677017,1786347785.130936,2412,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.043543,,,1,1.000000,SAFE,0,current,50000,129.4011,0.25446945,-0.14615990,1.41081154,-0.01384681,1.57080364,0.25446579,0.03448485,0.00336723,0.00406804,0.00067343,0.00000000,0.03468125
74,9.808661,1786347785.260359,2499,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.041140,,,1,1.000000,SAFE,0,current,50000,131.6396,0.25899211,-0.14573810,1.41133249,-0.01376611,1.57080364,0.25898480,0.03435504,0.00320414,0.00395721,0.00061298,0.00000000,0.03432742
75,9.938430,1786347785.392027,2459,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.038730,,,1,1.000000,SAFE,0,current,50000,130.3266,0.26350379,-0.14534195,1.41182768,-0.01369275,1.57080734,0.26352578,0.03476703,0.00305271,0.00381598,0.00056532,0.00002848,0.03499279
76,10.068215,1786347785.522385,2366,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.036236,,,1,1.000000,SAFE,0,current,50000,129.4268,0.26799712,-0.14496413,1.41226423,-0.01361939,1.57080734,0.26804116,0.03462135,0.00291112,0.00336360,0.00056525,0.00000000,0.03479127
77,10.196932,1786347785.651831,2419,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.033144,,,1,1.000000,SAFE,0,current,50000,127.3998,0.27250513,-0.14460100,1.41266394,-0.01355703,1.57080734,0.27250147,0.03502288,0.00282114,0.00310534,0.00048445,0.00000000,0.03465219
78,10.333119,1786347785.779251,2435,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.030535,,,1,1.000000,SAFE,0,current,50000,136.0700,0.27718922,-0.14426354,1.41306376,-0.01349468,1.57080734,0.27715254,0.03439455,0.00247796,0.00293587,0.00045788,0.00000000,0.03415208
79,10.462278,1786347785.915341,2457,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.028028,,,1,1.000000,SAFE,0,current,50000,128.7221,0.28166786,-0.14397010,1.41343057,-0.01343966,1.57080734,0.28164220,0.03467520,0.00227187,0.00283995,0.00042598,0.00000000,0.03476057
80,10.589074,1786347786.044096,2353,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.025544,,,1,1.000000,SAFE,0,current,50000,128.9115,0.28597414,-0.14371701,1.41374242,-0.01339197,1.57080734,0.28597048,0.03396237,0.00199609,0.00245948,0.00037607,0.00000000,0.03413584
81,10.719705,1786347786.173038,2306,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.023139,,,1,1.000000,SAFE,0,current,50000,130.6655,0.29063618,-0.14347492,1.41403210,-0.01334062,1.57080734,0.29064354,0.03568865,0.00185319,0.00221754,0.00039312,0.00000000,0.03577306
82,10.856279,1786347786.303722,2316,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.020627,,,1,1.000000,SAFE,0,current,50000,130.7229,0.29529095,-0.14324750,1.41430354,-0.01330027,1.57080734,0.29530561,0.03408218,0.00166518,0.00198748,0.00029543,0.00000000,0.03413564
83,10.981391,1786347786.434464,2351,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.017528,,,1,1.000000,SAFE,0,current,50000,129.9343,0.29957154,-0.14306410,1.41452360,-0.01326359,1.57080734,0.29959720,0.03421423,0.00146592,0.00175891,0.00029318,0.00000000,0.03430213
84,11.113308,1786347786.564418,2438,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.014943,,,1,1.000000,SAFE,0,current,50000,126.2644,0.30403918,-0.14289171,1.41472542,-0.01323791,1.57081103,0.30405384,0.03386702,0.00130682,0.00152991,0.00019464,0.00002801,0.03378365
85,11.235313,1786347786.690700,2371,50000,0,0,0,,,,,,,,,,SAFE,SAFE,,-0.012434,,,1,1.000000,SAFE,0,current,50000,128.7992,0.30834910,-0.14275230,1.41489053,-0.01320857,1.57081103,0.30830878,0.03532569,0.00114258,0.00135326,0.00024052,0.00000000,0.03487501
