frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785920361.050332,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,89.7462,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
1,pre_empty,1785920361.140148,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,92.2905,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
2,pre_empty,1785920361.232513,2647,50000,2248,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,146.4577,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
3,pre_empty,1785920361.379029,2704,50000,2335,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,126.9146,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
4,pre_empty,1785920361.505987,2677,50000,2279,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.9878,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
5,pre_empty,1785920361.639006,2676,50000,2270,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.5464,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
6,pre_empty,1785920361.771584,2704,50000,2286,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.5046,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
7,pre_empty,1785920361.901133,2675,50000,2296,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.9636,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
8,pre_empty,1785920362.035126,2670,50000,2249,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,136.5514,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
9,pre_empty,1785920362.171762,2706,50000,2318,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,120.3799,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
10,pre_empty,1785920362.292172,2739,50000,2354,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.8089,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
11,pre_empty,1785920362.422013,2623,50000,2223,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.2771,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
12,pre_empty,1785920362.551321,2712,50000,2300,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.2823,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
13,pre_empty,1785920362.680650,2746,50000,2341,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,137.3894,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
14,pre_empty,1785920362.818085,2657,50000,2236,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,125.0360,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
15,pre_empty,1785920362.943154,2640,50000,2277,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,118.7517,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
