frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785920094.414278,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,90.2576,0.01449971,0.00617329,1.57995903,0.00561942,1.57079637,-0.00811735
1,pre_empty,1785920094.504631,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,105.2244,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
2,pre_empty,1785920094.609931,2627,50000,2200,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,156.7319,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
3,pre_empty,1785920094.766693,2711,50000,2306,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,130.0657,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
4,pre_empty,1785920094.896796,2641,50000,2234,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,127.2430,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
5,pre_empty,1785920095.024071,2758,50000,2330,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,132.8825,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
6,pre_empty,1785920095.156984,2772,50000,2372,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,117.5038,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
7,pre_empty,1785920095.274548,2803,50000,2367,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,133.4528,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
8,pre_empty,1785920095.408047,2737,50000,2364,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,123.1383,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
9,pre_empty,1785920095.531216,2700,50000,2314,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,120.2924,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
10,pre_empty,1785920095.651540,2654,50000,2267,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.9237,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
