frame,phase,timestamp,scene_points,robot_points,plane_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_points,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_object_id,predicted_tau_s,risk_state_current,risk_state_predicted,max_track_speed_m_s,mean_track_speed_m_s,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad
0,pre_empty,1785919420.523195,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,87.5171,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
1,pre_empty,1785919420.610790,0,50000,0,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,91.6189,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
2,pre_empty,1785919420.702472,2670,50000,2272,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,144.6604,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
3,pre_empty,1785919420.847164,2592,50000,2211,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,118.3053,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
4,pre_empty,1785919420.965533,2668,50000,2265,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,131.4902,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
5,pre_empty,1785919421.097054,2604,50000,2217,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,124.3986,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
6,pre_empty,1785919421.221483,2723,50000,2334,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.7458,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
7,pre_empty,1785919421.351274,2663,50000,2285,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,129.7174,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
8,pre_empty,1785919421.481023,2572,50000,2184,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,124.9592,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
9,pre_empty,1785919421.606040,2627,50000,2209,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.7218,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
10,pre_empty,1785919421.734796,2681,50000,2305,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,125.3471,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
11,pre_empty,1785919421.860176,2685,50000,2287,0,0,0,,,,0,,,,,,,,SAFE,SAFE,,,128.7662,0.01449971,0.00617329,1.57995534,0.00561942,1.57079637,-0.00811735
