frame,t_s,timestamp,scene_points,robot_points,cluster_count,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.089532,1786605695.868047,0,50000,0,0,0,,,,,,,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,,,,0,1.000000,,,,,90.2136,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.188279,1786605695.958290,2655,50000,1,0,0,0.461537,upperArm_Link,0,0.607101,-0.589477,0.343679,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.000000,0.000000,0.000000,0.000000,0.102550,1,0.015328,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,,,,0,1.000000,,,,,157.2364,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2,0.327029,1786605696.115539,2664,50000,1,0,0,0.446492,upperArm_Link,0,0.603756,-0.571586,0.342507,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.047280,-0.013560,0.023394,0.038784,0.107380,2,0.015298,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,,,,0,1.000000,,,,,132.9847,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080734,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00002663,0.00000000
3,0.459458,1786605696.248538,2708,50000,1,1,0,0.443423,upperArm_Link,0,0.606004,-0.569188,0.339613,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.038521,-0.005506,0.037242,0.008161,0.106106,3,0.013228,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,,,,0,1.000000,,,,,131.5289,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,-0.00002791,0.00000000
4,0.590007,1786605696.380085,2629,50000,1,1,0,0.415050,upperArm_Link,0,0.606720,-0.552492,0.334048,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.076901,-0.025673,0.069731,-0.019803,0.104122,4,0.022619,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.019947,,,,0,1.000000,,,,,130.2831,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5,0.721418,1786605696.510378,2744,50000,1,1,0,0.421426,upperArm_Link,0,0.605007,-0.545513,0.342534,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.072103,-0.007699,0.071447,-0.005913,0.106491,5,0.018391,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.032413,,,,0,1.000000,,,,,132.7722,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6,0.855159,1786605696.643173,2573,50000,1,1,0,0.415405,upperArm_Link,0,0.605463,-0.533628,0.337710,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.051610,-0.020184,0.038595,-0.027688,0.106185,6,0.038872,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,,,,0,1.000000,,,,,134.0728,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7,0.987533,1786605696.777272,2580,50000,1,1,0,0.407375,upperArm_Link,0,0.606542,-0.524635,0.334562,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.059782,-0.027578,0.046808,-0.024948,0.103461,7,0.039145,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.012499,,,,0,1.000000,,,,,132.7194,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
8,1.126531,1786605696.910005,2735,50000,1,1,0,0.411651,upperArm_Link,0,0.605306,-0.518310,0.339151,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.053430,0.004804,0.051985,0.011368,0.106480,8,0.021944,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.028326,,,,0,1.000000,,,,,131.3336,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
9,1.253261,1786605697.041359,2681,50000,1,1,0,0.382738,upperArm_Link,0,0.598247,-0.503116,0.338301,,,,,dynamic_track_audit_only,RUNNING,1,0,0,0,0.000000,,,,0.000000,0,,0.062872,-0.032279,0.051948,0.014573,0.103674,9,0.027242,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.043437,,,,0,1.000000,,,,,121.1958,0.86983252,-0.42899421,1.02398133,-0.11778772,1.57080364,0.86984718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
