frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
1,0.188279,1,1,0.599059,-0.587728,0.330747,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.102550,0.125675,0.180675,0.102550,0.015328,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
2,0.327029,1,2,0.596926,-0.584050,0.336846,0.000000,0.047280,0.047280,0.115983,-0.013560,0.023394,0.038784,0.107380,0.129213,0.184213,0.107380,0.015298,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
3,0.459458,1,3,0.597460,-0.576919,0.333116,0.000000,0.038521,0.038521,0.032932,-0.005506,0.037242,0.008161,0.106106,0.134019,0.189019,0.106106,0.013228,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
4,0.590007,1,4,0.588230,-0.558316,0.322394,0.019947,0.076901,0.076901,0.133891,-0.025673,0.069731,-0.019803,0.104122,0.126136,0.181136,0.104122,0.022619,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
5,0.721418,1,5,0.594808,-0.548283,0.327483,0.032413,0.072103,0.072103,0.085347,-0.007699,0.071447,-0.005913,0.106491,0.134445,0.189445,0.106491,0.018391,0,0,0,0,"speed_ok,valid_streak_not_ready"
6,0.855159,1,6,0.586276,-0.563686,0.322237,0.000000,0.051610,0.051610,0.096653,-0.020184,0.038595,-0.027688,0.106185,0.129212,0.184212,0.106185,0.038872,0,0,0,0,"speed_ok,valid_streak_not_ready"
7,0.987533,1,7,0.582879,-0.552170,0.319925,0.012499,0.059782,0.059782,0.071505,-0.027578,0.046808,-0.024948,0.103461,0.127987,0.182987,0.103461,0.039145,0,0,0,0,"speed_ok,valid_streak_not_ready"
8,1.126531,1,8,0.590775,-0.530768,0.328419,0.028326,0.053430,0.053430,0.059602,0.004804,0.051985,0.011368,0.106480,0.133917,0.188917,0.106480,0.021944,0,0,0,0,"speed_ok,valid_streak_not_ready"
9,1.253261,1,9,0.577669,-0.520700,0.335221,0.043437,0.062872,0.062872,0.127709,-0.032279,0.051948,0.014573,0.103674,0.130068,0.185068,0.103674,0.027242,0,0,0,0,"speed_ok,valid_streak_not_ready"
10,1.374052,1,10,0.574032,-0.538921,0.321671,0.036395,0.053201,0.053201,0.037961,-0.023574,0.047680,-0.001091,0.114311,0.146214,0.201214,0.114311,0.044080,0,0,0,0,"speed_ok,valid_streak_not_ready"
11,1.508307,1,11,0.590186,-0.496219,0.325179,0.053869,0.109271,0.109271,0.137404,0.014090,0.107884,0.010130,0.105261,0.132916,0.187916,0.105261,0.022482,1,1,1,0,valid_streak_not_ready
12,1.643066,1,12,0.593908,-0.490044,0.334501,0.063069,0.079336,0.079336,0.079431,0.006019,0.078240,0.011686,0.096690,0.129164,0.184164,0.096690,0.019788,2,1,1,1,
13,1.780998,1,13,0.589771,-0.493019,0.318551,0.059921,0.065729,0.065729,0.084924,0.023054,0.052730,-0.031755,0.104588,0.126097,0.181097,0.104588,0.029239,3,1,1,1,
14,1.917142,1,14,0.585164,-0.453238,0.327037,0.078909,0.160110,0.160110,0.145832,0.020588,0.158470,0.009924,0.102551,0.135750,0.190750,0.102551,0.018396,4,1,1,1,
15,2.055425,1,15,0.588788,-0.464360,0.319979,0.073969,0.059305,0.059305,0.075218,-0.002566,0.058476,-0.009545,0.101833,0.128824,0.183824,0.101833,0.028506,5,1,1,1,
16,2.187970,1,16,0.582611,-0.443680,0.328699,0.078525,0.088012,0.088012,0.048294,-0.020683,0.084885,-0.010623,0.100303,0.127825,0.182825,0.100303,0.020683,6,1,1,1,
17,2.327176,1,17,0.597450,-0.453974,0.323865,0.067224,0.073616,0.073616,0.047835,0.014080,0.071597,0.009745,0.103802,0.124944,0.179944,0.103802,0.023958,7,1,1,1,
18,2.463068,1,18,0.561366,-0.449512,0.314015,0.060457,0.050140,0.050140,0.147523,-0.043577,0.006823,-0.023844,0.114748,0.136289,0.191289,0.114748,0.045510,8,1,1,1,
19,2.598327,1,19,0.595034,-0.415645,0.331603,0.070724,0.092452,0.092452,0.170575,0.011441,0.089236,0.021294,0.099986,0.123980,0.178980,0.099986,0.017196,9,1,1,1,
20,2.725458,1,20,0.599951,-0.399142,0.322663,0.084486,0.089719,0.089719,0.078452,0.032294,0.082947,-0.011241,0.100697,0.123109,0.178109,0.100697,0.018042,10,1,1,1,
21,2.868910,1,21,0.564042,-0.416769,0.309845,0.070824,0.096101,0.096101,0.139180,-0.061822,0.068850,-0.025944,0.114706,0.144935,0.199935,0.114706,0.053904,11,1,1,1,
22,3.003094,1,22,0.602670,-0.361780,0.329681,0.091534,0.181005,0.181005,0.171971,0.076113,0.161667,0.028868,0.099686,0.124282,0.179282,0.099686,0.014379,12,1,1,1,
23,3.137621,1,23,0.590457,-0.354317,0.333388,0.100598,0.114073,0.114073,0.095892,-0.008487,0.113709,0.003309,0.097519,0.122184,0.177184,0.097519,0.015105,13,1,1,1,
24,3.278796,1,24,0.589319,-0.339076,0.332509,0.105119,0.112213,0.112213,0.099209,-0.019308,0.109084,0.017879,0.098917,0.119937,0.174937,0.098917,0.019916,14,1,1,1,
25,3.411906,1,25,0.587071,-0.339109,0.326282,0.097679,0.150343,0.150343,0.082116,0.041889,0.141260,0.029897,0.103831,0.123792,0.178792,0.103831,0.021114,15,1,1,1,
26,3.546948,1,26,0.604709,-0.312870,0.319588,0.103897,0.091814,0.091814,0.121979,0.003746,0.089845,-0.018541,0.101236,0.121049,0.176049,0.101236,0.016059,16,1,1,1,
27,3.688706,1,27,0.589264,-0.286522,0.326634,0.113554,0.124371,0.124371,0.251318,-0.002177,0.123740,-0.012327,0.100713,0.120509,0.175509,0.100713,0.020498,17,1,1,1,
28,3.822477,1,28,0.601297,-0.274980,0.338945,0.116504,0.119761,0.119761,0.072459,0.021893,0.117154,0.011764,0.094636,0.125480,0.180480,0.094636,0.008813,18,1,1,1,
29,3.956086,1,29,0.574308,-0.258024,0.330156,0.118941,0.151216,0.151216,0.193865,-0.023486,0.149210,0.007128,0.109658,0.137680,0.192680,0.109658,0.025801,19,1,1,1,
30,4.090880,1,30,0.591374,-0.251328,0.321819,0.113928,0.116202,0.116202,0.134704,-0.024592,0.113495,0.004115,0.101208,0.126206,0.181206,0.101208,0.026104,20,1,1,1,
