frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.088757,1786954106.995573,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,89.8461,0.00000000,0.00000000,1.57079256,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.198732,1786954107.085457,2480,50000,0,2480,25,1674,0.010081,0.224019,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590999,0.994843,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.329436,,0,1.000000,SAFE,1,current,50000,226.7488,0.00000367,-0.00000367,1.57078898,-0.00000367,1.57079256,0.00000367,0.00003335,-0.00003335,-0.00003252,-0.00003335,-0.00003469,0.00003335
2,0.400281,1786954107.312222,2423,50000,0,2423,14,1660,0.005778,0.225130,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589031,0.990852,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.330847,,0,1.000000,SAFE,1,current,50000,154.4990,0.00402383,-0.00402383,1.56671381,-0.00165428,1.57079256,0.00399081,0.01994628,-0.01994628,-0.02021922,-0.00818962,0.00000000,0.01978249
3,0.551052,1786954107.466739,2490,50000,0,2490,17,1684,0.006827,0.224944,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.582887,0.978469,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.335732,,0,1.000000,SAFE,1,current,50000,158.6382,0.01637775,-0.01382480,1.55605447,-0.00341493,1.57079256,0.01647311,0.08193847,-0.06500582,-0.07069901,-0.01167769,0.00000000,0.08278997
4,0.708765,1786954107.625406,2563,50000,0,2563,12,1709,0.004682,0.225523,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.570787,0.954700,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.348490,,0,1.000000,SAFE,1,current,50000,147.2645,0.04014657,-0.02613103,1.54185557,-0.00516092,1.57079256,0.04020526,0.15070898,-0.07802911,-0.09002977,-0.01107060,0.00000000,0.15047640
5,0.859345,1786954107.772686,2526,50000,0,2526,36,1746,0.014252,0.223847,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.553954,0.922465,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.363297,,0,1.000000,SAFE,1,current,50000,165.9390,0.07238120,-0.03766698,1.52836084,-0.00677485,1.57078898,0.07252058,0.21407091,-0.07661049,-0.08961880,-0.01071816,-0.00002375,0.21460682
6,1.019948,1786954107.938642,2463,50000,0,2463,21,1729,0.008526,0.225674,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.529806,0.877458,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.368887,,0,1.000000,SAFE,1,current,50000,166.4735,0.11738791,-0.04997322,1.51402628,-0.00856118,1.57078898,0.11771436,0.28023483,-0.07662493,-0.08925432,-0.01112260,0.00000000,0.28139962
7,1.187333,1786954108.105134,2469,50000,0,2469,16,1757,0.006480,0.224006,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.497838,0.819548,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.402342,,0,1.000000,SAFE,1,current,50000,173.8042,0.17529874,-0.06266826,1.49915969,-0.01037318,1.57078898,0.17577557,0.34597475,-0.07584356,-0.08881698,-0.01082540,0.00000000,0.34687318
8,1.364036,1786954108.278955,2376,50000,0,2376,14,1677,0.005892,0.224855,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.455515,0.745032,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.431883,,0,1.000000,SAFE,1,current,50000,142.5839,0.24981472,-0.07650406,1.48305345,-0.01234291,1.57078898,0.25036126,0.42170180,-0.07829975,-0.09114868,-0.01114713,0.00000000,0.42209629
9,1.509217,1786954108.421570,2495,50000,0,2495,19,1844,0.007615,0.222827,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.418796,0.682000,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.408632,,0,1.000000,SAFE,1,current,50000,174.7579,0.31284612,-0.08766587,1.47003186,-0.01392383,1.57078528,0.31356871,0.43415756,-0.07688207,-0.08969213,-0.01088931,-0.00002545,0.43537013
10,1.681176,1786954108.596346,2277,50000,0,2277,10,1675,0.004392,0.224203,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.374712,0.607851,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.438196,,0,1.000000,SAFE,1,current,50000,152.9779,0.38699529,-0.10071672,1.45479488,-0.01579453,1.57078528,0.38772157,0.43120056,-0.07589476,-0.08860777,-0.01087867,0.00000000,0.43122205
11,1.837627,1786954108.749341,2431,50000,0,2431,16,1758,0.006582,0.223361,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.333871,0.540224,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.440082,,0,1.000000,SAFE,1,current,50000,182.5756,0.45462275,-0.11264514,1.44086754,-0.01752951,1.57078528,0.45536736,0.43226065,-0.07624401,-0.08902066,-0.01108962,0.00000000,0.43237780
12,2.016715,1786954108.931935,2494,50000,0,2494,16,1847,0.006415,0.222579,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.285954,0.461665,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.434497,,0,1.000000,SAFE,1,current,50000,169.5630,0.53318089,-0.12649928,1.42470980,-0.01944422,1.57078528,0.53390348,0.43865662,-0.07735938,-0.09022237,-0.01069146,0.00000000,0.43853364
13,2.185259,1786954109.101516,2388,50000,0,2388,5,1689,0.002094,0.222517,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.240557,0.387509,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.435523,,0,1.000000,SAFE,1,current,50000,153.7415,0.60733742,-0.13955380,1.40946913,-0.02131858,1.57078528,0.60806733,0.43998401,-0.07745482,-0.09042564,-0.01112092,0.00000000,0.44002751
14,2.340654,1786954109.255275,2530,50000,0,2530,4,1671,0.001581,0.224761,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.199250,0.319881,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.438396,,0,1.000000,SAFE,1,current,50000,156.6632,0.67496485,-0.15149322,1.39550495,-0.02306089,1.57078528,0.67572045,0.43519540,-0.07683245,-0.08986214,-0.01121211,0.00000000,0.43536072
15,2.496064,1786954109.411960,2578,50000,0,2578,8,1735,0.003103,0.223207,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.158306,0.252313,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.439184,,0,1.000000,SAFE,1,current,50000,157.6956,0.74253356,-0.16339965,1.38159204,-0.02470417,1.57078528,0.74330020,0.43477705,-0.07661300,-0.08952392,-0.01057382,0.00000000,0.43484801
16,2.652417,1786954109.569672,2431,50000,0,2431,9,1650,0.003702,0.225108,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.119006,0.186809,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.424309,,0,1.000000,SAFE,1,current,50000,139.8062,0.80803722,-0.17532808,1.36767554,-0.02638413,1.57078898,0.80855811,0.41894929,-0.07629200,-0.08900732,-0.01074469,0.00002364,0.41737752
17,2.791177,1786954109.709496,2535,50000,0,2535,21,1777,0.008284,0.225358,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.087626,0.134400,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.422127,,0,1.000000,SAFE,1,current,50000,192.5616,0.86044604,-0.18610474,1.35512733,-0.02797238,1.57078898,0.86080915,0.37769296,-0.07766388,-0.09043078,-0.01144603,0.00000000,0.37655594
18,2.989652,1786954109.902085,2534,50000,0,2534,18,1668,0.007103,0.221738,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.051231,0.074468,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.420491,,0,1.000000,SAFE,1,current,50000,177.2588,0.92037797,-0.20147011,1.33712459,-0.03016586,1.57078898,0.92053568,0.30196232,-0.07741717,-0.09070543,-0.01105168,0.00000000,0.30092744
