frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
33,5.973564,1,1,0.562189,-0.475444,0.365481,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.093204,0.110715,0.165715,0.093204,0.018283,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
34,6.146943,1,2,0.586728,-0.476580,0.368151,0.012991,0.093821,0.093821,0.118468,0.093172,-0.004315,0.010137,0.144340,0.093821,0.143341,-0.006638,0.015595,0.650,0.083861,0.105832,0.160832,0.083861,0.015021,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
35,6.320878,1,3,0.564618,-0.464118,0.363008,0.000000,0.071930,0.071930,0.101111,0.071523,0.004984,0.005796,0.034251,0.071930,0.007024,0.032751,-0.007154,0.250,0.101459,0.120513,0.175513,0.101459,0.019889,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
36,6.500487,1,4,0.574205,-0.450881,0.366354,0.011096,0.057999,0.057999,0.094319,0.055587,0.016065,0.003993,0.051949,0.057999,0.022817,0.046641,0.001657,0.250,0.104939,0.124147,0.179147,0.104939,0.023710,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
37,6.676280,1,5,0.568949,-0.445523,0.367324,0.018403,0.048486,0.048486,0.044453,0.041820,0.024317,0.003265,0.044173,0.048486,0.009717,0.043009,0.002648,0.250,0.104445,0.121116,0.176116,0.104445,0.025394,0,0,0,0,"speed_ok,valid_streak_not_ready"
38,6.857752,1,6,0.566590,-0.446020,0.364802,0.000000,0.037694,0.037694,0.027321,0.001530,0.037662,0.000259,0.051646,0.037694,-0.028299,0.042946,-0.004707,0.650,0.105270,0.124498,0.179498,0.105270,0.025474,0,0,0,0,"speed_ok,valid_streak_not_ready"
39,7.036507,1,7,0.570269,-0.451279,0.368341,0.000000,0.032551,0.032551,0.023529,0.001671,0.032476,0.001461,0.020941,0.032551,0.007885,0.017915,0.007442,0.250,0.100855,0.124010,0.179010,0.100855,0.017408,0,0,0,0,"speed_ok,valid_streak_not_ready"
40,7.211926,1,8,0.578842,-0.447458,0.365942,0.000000,0.024664,0.024664,0.057718,0.002742,0.024486,0.001119,0.008102,0.024664,0.006501,0.004800,-0.000578,0.250,0.108761,0.119705,0.174705,0.108761,0.017190,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.389917,1,9,0.577858,-0.431332,0.366125,0.011139,0.022932,0.022932,0.008132,0.006224,0.022061,0.000662,0.023341,0.022932,0.012378,0.019718,-0.001666,0.250,0.106675,0.125703,0.180703,0.106675,0.023534,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.558985,1,10,0.578331,-0.438468,0.368522,0.000000,0.024879,0.024879,0.037625,0.013696,0.020658,0.002158,0.020533,0.024879,0.016686,0.010733,0.005288,0.650,0.104416,0.119279,0.174279,0.104416,0.019801,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.736365,1,11,0.571964,-0.430301,0.367237,0.000000,0.026899,0.026899,0.027108,0.005890,0.026231,0.000878,0.030097,0.026899,0.002420,0.029958,-0.001576,0.650,0.104095,0.120810,0.175810,0.104095,0.027719,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.906757,1,12,0.579761,-0.433777,0.365816,0.000000,0.024103,0.024103,0.020487,0.003822,0.023786,0.000782,0.019766,0.024103,0.001324,0.019721,-0.000182,0.250,0.109996,0.120148,0.175148,0.109996,0.019079,0,0,0,0,"speed_ok,valid_streak_not_ready"
