frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.118831,1786952914.091789,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,119.8179,0.00000000,0.00000000,1.57079256,0.00000000,1.57079256,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.218137,1786952914.211631,3100,50000,1,3100,156,1748,0.050323,0.224729,1,0,0,0.204374,left_link,0,0.529667,-0.471610,0.373545,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590986,0.994828,0.000000,0,,0.000000,0.000000,0.000000,0.000000,0.095811,1,0.017862,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.000000,0.217815,,0,1.000000,SAFE,1,current,50000,208.5390,0.00002201,-0.00002201,1.57078528,-0.00001834,1.57079637,0.00001467,0.00022162,-0.00022162,-0.00007323,-0.00018468,0.00003841,0.00014775
2,0.411672,1786952914.420187,2972,50000,1,2972,132,1690,0.044415,0.225980,1,0,0,0.204435,left_link,0,0.528690,-0.471418,0.373048,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.588642,0.990034,0.000000,0,,0.043212,0.035492,-0.022390,-0.010306,0.091522,2,0.013745,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,,0.000000,0.218421,,0,1.000000,SAFE,1,current,50000,156.7052,0.00481245,-0.00478311,1.56591785,-0.00183768,1.57079637,0.00482346,0.02475234,-0.02460072,-0.02515015,-0.00940058,0.00000000,0.02484711
3,0.567965,1786952914.576912,3044,50000,1,3044,123,1741,0.040407,0.224180,1,1,0,0.208510,left_link,0,0.530656,-0.469106,0.371865,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581399,0.976121,0.000000,0,,0.055284,0.020497,0.051257,-0.002980,0.094964,3,0.016001,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.011948,0.000000,0.220607,,0,1.000000,SAFE,1,current,50000,191.3618,0.01872528,-0.01535803,1.55434513,-0.00363135,1.57079637,0.01888301,0.08901764,-0.06766092,-0.07404504,-0.01147631,0.00000000,0.08995640
4,0.765285,1786952914.768312,3084,50000,1,3084,137,1815,0.044423,0.225724,1,1,0,0.225084,left_link,0,0.534027,-0.468016,0.374582,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.564740,0.943024,0.000000,0,,0.044764,0.033606,0.029569,-0.000352,0.100079,4,0.010115,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.236142,,0,1.000000,SAFE,1,current,50000,188.3781,0.05182190,-0.03074541,1.53645992,-0.00579915,1.57079637,0.05209700,0.16773026,-0.07798166,-0.09064040,-0.01098621,0.00000000,0.16832513
5,0.949345,1786952914.956706,3050,50000,1,3050,134,1815,0.043934,0.225157,1,1,0,0.246775,left_link,0,0.529780,-0.467407,0.373317,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.540447,0.897137,0.000000,0,,0.005951,0.001894,0.005547,0.001029,0.092200,5,0.016462,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.253498,,0,1.000000,SAFE,1,current,50000,174.0226,0.09770893,-0.04495535,1.51984739,-0.00782757,1.57079637,0.09806106,0.24930503,-0.07720286,-0.09025615,-0.01102044,0.00000000,0.24972350
6,1.124495,1786952915.130744,3026,50000,1,3026,105,1773,0.034699,0.225427,1,1,0,0.287270,left_link,0,0.532427,-0.470548,0.375622,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.509357,0.840232,0.000000,0,,0.018011,-0.014024,0.011284,0.000619,0.094649,6,0.023557,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.292819,,0,1.000000,SAFE,1,current,50000,177.7401,0.15461472,-0.05845003,1.50415921,-0.00977896,1.57079637,0.15519427,0.32489739,-0.07704638,-0.08956996,-0.01114126,0.00000000,0.32619583
7,1.299034,1786952915.308501,3224,50000,1,3224,136,1842,0.042184,0.224292,1,1,0,0.306901,left_link,0,0.529184,-0.465979,0.362249,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.470343,0.770899,0.000000,0,,0.010955,-0.005344,0.009556,-0.000364,0.100434,7,0.021110,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.010048,0.000000,0.315877,,0,1.000000,SAFE,1,current,50000,174.8025,0.22394778,-0.07187868,1.48840141,-0.01169367,1.57079256,0.22472174,0.39723554,-0.07693786,-0.09028244,-0.01097010,-0.00002186,0.39834942
8,1.477173,1786952915.483321,3044,50000,1,3044,128,1759,0.042050,0.224367,1,1,0,0.361123,left_link,0,0.529295,-0.469880,0.370784,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.426564,0.695231,0.000000,0,,0.025129,-0.025030,0.000811,-0.002076,0.098981,8,0.019265,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.000000,0.000000,0.351361,,0,1.000000,SAFE,1,current,50000,182.8168,0.29961553,-0.08534401,1.47272789,-0.01358637,1.57079256,0.30059123,0.42476813,-0.07558891,-0.08798478,-0.01062486,0.00000000,0.42590057
9,1.659092,1786952915.666167,2917,50000,1,2917,72,1780,0.024683,0.224280,1,1,0,0.369134,upperArm_Link,0,0.479024,-0.487995,0.358427,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.378688,0.614497,0.000000,0,,0.066139,-0.063931,-0.010770,-0.013087,0.093114,9,0.013492,0,0,"speed_ok,valid_streak_not_ready",SAFE,SAFE,0.024714,0.000000,0.348140,,0,1.000000,SAFE,1,current,50000,194.2942,0.38034883,-0.09958696,1.45609343,-0.01562213,1.57079256,0.38129520,0.44378619,-0.07829268,-0.09143867,-0.01119043,0.00000000,0.44362499
