condition,trial,direction,t_s,q_ref_1,q_ref_2,q_ref_3,q_ref_4,q_ref_5,q_ref_6,q_act_1,q_act_2,q_act_3,q_act_4,q_act_5,q_act_6,qd_ref_1,qd_ref_2,qd_ref_3,qd_ref_4,qd_ref_5,qd_ref_6,qd_act_1,qd_act_2,qd_act_3,qd_act_4,qd_act_5,qd_act_6,qdd_act_1,qdd_act_2,qdd_act_3,qdd_act_4,qdd_act_5,qdd_act_6,control_period_ms,status_delay_ms,rgbd_delay_ms,online_min_clearance_m,risk_state,speed_scale,hold,completed
B1_no_obstacle_nubs,6,forward,2.440000,0.16975767,-0.48116963,1.24721810,0.13580614,0.88116963,-0.11883037,0.17244961,-0.47802927,1.24995374,0.13933949,0.88644064,-0.11467659,0.16850025,0.11795018,-0.15165023,0.13480020,-0.11795018,-0.11795018,0.11868126,0.18881048,-0.08642127,0.14069369,-0.11231906,-0.13253243,1.50545470,2.92185884,1.83347997,-2.30083079,-2.94151833,-0.49716931,21.0610,7.7460,29.0692,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.460000,0.17314313,-0.47879981,1.24417118,0.13851451,0.87879981,-0.12120019,0.17574883,-0.47467263,1.24770373,0.13977780,0.88163513,-0.12263228,0.17004390,0.11903073,-0.15303951,0.13603512,-0.11903073,-0.11903073,0.18880431,0.18082852,-0.12235473,0.02782950,-0.12601568,-0.07575556,2.54064286,-1.30358313,-3.57844189,2.22421154,-1.63169509,4.49329478,23.6676,11.4772,17.3763,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.480000,0.17655934,-0.47640846,1.24109659,0.14124747,0.87640846,-0.12359154,0.18000179,-0.47079613,1.24505955,0.14045267,0.88140001,-0.11770681,0.17157454,0.12010218,-0.15441708,0.13725963,-0.12010218,-0.12010218,0.22030698,0.13666715,-0.22955894,0.22966215,-0.17758687,0.04719936,-2.55372150,-1.98745960,-2.68371227,4.77194583,-0.89953410,-3.24607621,20.1936,13.9662,14.1093,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.500000,0.18000603,-0.47399578,1.23799458,0.14400482,0.87399578,-0.12600422,0.18456111,-0.46920595,1.23852137,0.14896429,0.87453166,-0.12074431,0.17309189,0.12116432,-0.15578270,0.13847351,-0.12116432,-0.12116432,0.08665545,0.10133014,-0.22970323,0.21870733,-0.16199705,-0.20559861,-2.99000109,-0.69789152,3.06739984,-1.60803030,3.16200975,-5.07585613,18.9884,11.0017,14.1829,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.520000,0.18348292,-0.47156195,1.23486537,0.14678634,0.87156195,-0.12843805,0.18346800,-0.46674293,1.23587142,0.14920096,0.87492013,-0.12593075,0.17459569,0.12221698,-0.15713612,0.13967655,-0.12221698,-0.12221698,0.10070693,0.10875149,-0.10686295,0.16534094,-0.05110648,-0.15583488,6.68330218,-0.58352732,1.89684876,-2.75007273,-1.80878578,1.61565618,21.0576,9.1027,12.2424,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.540000,0.18698976,-0.46910717,1.23170921,0.14959181,0.86910717,-0.13089283,0.18858939,-0.46485589,1.23424686,0.15557793,0.87248740,-0.12697771,0.17608568,0.12325998,-0.15847711,0.14086854,-0.12325998,-0.12325998,0.35398754,0.07798904,-0.15382928,0.10870442,-0.23434848,-0.14097237,1.84843333,-0.42848731,1.21962997,-2.94684371,-3.39666976,1.18746281,21.1804,14.2856,6.0000,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.560000,0.19052626,-0.46663162,1.22852637,0.15242101,0.86663162,-0.13336838,0.19762751,-0.46362336,1.22971825,0.15354914,0.86554619,-0.13156965,0.17756160,0.12429312,-0.15980544,0.14204928,-0.12429312,-0.12429312,0.17464427,0.09161200,-0.05807775,0.04746719,-0.18697327,-0.10833637,-5.65424561,0.42506484,-0.21694982,1.16654702,4.39286575,-0.18547244,22.2496,10.2324,14.5270,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.580000,0.19409213,-0.46413551,1.22531708,0.15527370,0.86413551,-0.13586449,0.19557516,-0.46119141,1.23192375,0.15747661,0.86500847,-0.13131116,0.17902320,0.12531624,-0.16112088,0.14321856,-0.12531624,-0.12531624,0.12781771,0.09499164,-0.16250727,0.15536630,-0.05863385,-0.14839126,2.72186909,1.24139319,-4.00438320,2.86202008,2.30965245,-1.68092082,20.1149,10.5878,13.0934,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.600000,0.19768709,-0.46161904,1.22208162,0.15814967,0.86161904,-0.13838096,0.20274021,-0.45982370,1.22321796,0.15976379,0.86320083,-0.13750530,0.18047021,0.12632915,-0.16242319,0.14437617,-0.12632915,-0.12632915,0.28351903,0.14126773,-0.21825308,0.16194799,-0.09458717,-0.17557320,-0.93800512,1.66806020,2.51430077,0.03186934,-0.77638969,1.60137304,21.2485,9.9142,19.1542,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.620000,0.20131084,-0.45908241,1.21882024,0.16104867,0.85908241,-0.14091759,0.20691592,-0.45554070,1.22319362,0.16395453,0.86122498,-0.13833409,0.18190241,0.12733169,-0.16371217,0.14552193,-0.12733169,-0.12733169,0.09029751,0.16171405,-0.06193524,0.15664107,-0.08968944,-0.08433634,-6.50548252,-1.38443639,1.38767192,1.13864349,-0.59001203,0.93533223,18.5750,12.8243,20.1409,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.640000,0.20496308,-0.45652584,1.21553322,0.16397047,0.85652584,-0.14347416,0.20635211,-0.45335514,1.22074055,0.16602943,0.85961326,-0.14087875,0.18331954,0.12832368,-0.16498758,0.14665563,-0.12832368,-0.12832368,0.02329973,0.08589027,-0.16274620,0.20749373,-0.11818765,-0.13815991,3.19727901,-0.87454926,-3.20605182,0.03559044,-1.16556518,-1.59755918,21.0141,9.6329,14.4731,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.660000,0.20864352,-0.45394954,1.21222083,0.16691482,0.85394954,-0.14605046,0.20784791,-0.45210509,1.21668377,0.17225428,0.85649748,-0.14386048,0.18472136,0.12930495,-0.16624922,0.14777708,-0.12930495,-0.12930495,0.21818867,0.12673207,-0.19017731,0.15806469,-0.13631204,-0.14823871,5.18846173,-0.04941246,1.89545844,-1.06544131,-0.69995716,0.52339168,18.7956,7.4898,16.4264,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.680000,0.21235184,-0.45135372,1.20888335,0.16988147,0.85135372,-0.14864628,0.21507966,-0.44828585,1.21313346,0.17235202,0.85416077,-0.14680830,0.18610763,0.13027534,-0.16749686,0.14888610,-0.13027534,-0.13027534,0.23083820,0.08391377,-0.08692786,0.16487608,-0.14618594,-0.11722425,0.37922637,0.48294013,1.32534654,0.33246474,2.87128610,2.26757439,19.9542,10.9620,14.0691,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.700000,0.21608772,-0.44873860,1.20552105,0.17287018,0.84873860,-0.15126140,0.21708144,-0.44874854,1.21320666,0.17884932,0.85065004,-0.14854945,0.18747812,0.13123468,-0.16873031,0.14998250,-0.13123468,-0.13123468,0.23335772,0.14604968,-0.13716345,0.17136328,-0.02146060,-0.05753573,2.95254502,3.70212363,-5.96366281,-2.22819238,-3.01050765,0.88161180,20.8341,14.1457,27.8530,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.720000,0.21985085,-0.44610440,1.20213423,0.17588068,0.84610440,-0.15389560,0.22441397,-0.44244387,1.20764692,0.17920655,0.85330235,-0.14910973,0.18883260,0.13218282,-0.16994934,0.15106608,-0.13218282,-0.13218282,0.34894000,0.23199872,-0.32547438,0.07574838,-0.26660624,-0.08195977,0.05076575,0.31519414,-1.93992851,-0.43321692,-4.83613850,-3.07673882,15.9310,11.0220,16.1908,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.740000,0.22364091,-0.44345136,1.19872318,0.17891273,0.84345136,-0.15654864,0.23103904,-0.43946859,1.20018769,0.18187926,0.83998579,-0.15182785,0.19017084,0.13311959,-0.17115376,0.15213668,-0.13311959,-0.13311959,0.23538835,0.15865745,-0.21476059,0.15403460,-0.21490614,-0.18060529,-6.75166035,-4.52345670,3.68319727,3.22045256,7.74078686,-1.33466539,16.7410,9.3669,23.6027,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.760000,0.22745758,-0.44077970,1.19528818,0.18196606,0.84077970,-0.15922030,0.23382950,-0.43609757,1.19905649,0.18536793,0.84470610,-0.15633394,0.19149263,0.13404484,-0.17234336,0.15319410,-0.13404484,-0.13404484,0.07887359,0.05106045,-0.17814649,0.20456649,0.04302523,-0.13534639,-3.49524177,-1.42125517,2.64071451,-0.58709522,2.79398778,0.57361029,20.3021,11.2943,13.5379,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.780000,0.23130051,-0.43808964,1.19182954,0.18504041,0.83808964,-0.16191036,0.23419398,-0.43742617,1.19306183,0.19006192,0.84170680,-0.15724170,0.19279773,0.13495841,-0.17351796,0.15423818,-0.13495841,-0.13495841,0.09557868,0.10180724,-0.10913201,0.13055080,-0.10314663,-0.15766087,2.11519544,5.52484941,0.25229958,-3.46511471,-4.67596018,-2.35887154,16.3157,9.8061,22.1752,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.800000,0.23516937,-0.43538144,1.18834756,0.18813550,0.83538144,-0.16461856,0.23765265,-0.43202528,1.19469121,0.19058997,0.84058024,-0.16264038,0.19408594,0.13586016,-0.17467734,0.15526875,-0.13586016,-0.13586016,0.16348140,0.27205443,-0.16805450,0.06596190,-0.14401317,-0.22970125,4.86610867,-2.74315235,-2.83095415,0.44911656,-2.48790056,-0.38552553,21.6493,8.0204,13.7755,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.820000,0.23906383,-0.43265532,1.18484255,0.19125107,0.83265532,-0.16734468,0.24073324,-0.42654399,1.18633965,0.19270040,0.83594627,-0.16642975,0.19535704,0.13674992,-0.17582133,0.15628563,-0.13674992,-0.13674992,0.29022303,-0.00791886,-0.22237017,0.14851546,-0.20266265,-0.17308190,2.20881886,-3.77745159,2.32031166,2.34749307,-0.02942146,3.45261763,20.1642,9.2214,19.3938,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.840000,0.24298354,-0.42991152,1.18131481,0.19438683,0.82991152,-0.17008848,0.24926157,-0.43234203,1.18579641,0.19653058,0.83247373,-0.16956365,0.19661082,0.13762757,-0.17694973,0.15728865,-0.13762757,-0.13762757,0.25183416,0.12095636,-0.07524204,0.15986162,-0.14519003,-0.09159655,-3.57339440,6.80056309,0.81478691,0.23251818,1.90755724,3.37714916,20.6807,14.9203,20.3518,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.860000,0.24692815,-0.42715030,1.17776467,0.19754252,0.82715030,-0.17284970,0.25080660,-0.42170574,1.18332996,0.19909486,0.83013867,-0.17009361,0.19784707,0.13849295,-0.17806236,0.15827766,-0.13849295,-0.13849295,0.14728725,0.26410367,-0.18977870,0.15781618,-0.12636036,-0.03799593,-0.06257065,-0.47013198,-4.05857487,0.66283306,-0.65824358,-0.81666078,21.7854,8.8395,24.7527,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.880000,0.25089730,-0.42437189,1.17419243,0.20071784,0.82437189,-0.17562811,0.25515306,-0.42177789,1.17820526,0.20284323,0.82741932,-0.17108349,0.19906560,0.13934592,-0.17915904,0.15925248,-0.13934592,-0.13934592,0.24933133,0.10215108,-0.23758503,0.18637494,-0.17151978,-0.12426298,-0.13034244,-3.82044083,-1.87843543,0.24460410,0.09902280,-5.21929835,21.6410,8.5578,13.8057,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.900000,0.25489065,-0.42157654,1.17059841,0.20391252,0.82157654,-0.17842346,0.26077985,-0.41761969,1.17382656,0.20654986,0.82327788,-0.17506413,0.20026621,0.14018634,-0.18023958,0.16021296,-0.14018634,-0.14018634,0.14207356,0.11128604,-0.26491612,0.16760035,-0.12239945,-0.24676786,-2.91015983,0.16506294,4.05429176,1.12356832,1.21949398,-0.97703454,22.2779,12.3271,20.4491,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.920000,0.25890783,-0.41876452,1.16698295,0.20712627,0.81876452,-0.18123548,0.26083601,-0.41732645,1.16760861,0.20954725,0.82252334,-0.18095420,0.20144869,0.14101408,-0.18130382,0.16115895,-0.14101408,-0.14101408,0.13292494,0.10875360,-0.07541336,0.23131768,-0.12274002,-0.16334436,1.24344156,2.17270132,4.41619514,0.43893454,-2.92193837,4.31206464,23.8169,15.2331,18.6675,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.940000,0.26294848,-0.41593607,1.16334637,0.21035878,0.81593607,-0.18406393,0.26609685,-0.41326955,1.17081003,0.21580257,0.81836828,-0.18159791,0.20261286,0.14182900,-0.18235158,0.16209029,-0.14182900,-0.14182900,0.19181122,0.19819409,-0.08826831,0.18515773,-0.23927699,-0.07428528,0.75660499,2.42592201,-4.83787778,-2.54541723,-0.76878850,0.96319254,21.9971,10.3445,17.9877,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.960000,0.26701222,-0.41309144,1.15968900,0.21360978,0.81309144,-0.18690856,0.26850845,-0.40939868,1.16407788,0.21695356,0.81295226,-0.18392561,0.20375854,0.14263098,-0.18338268,0.16300683,-0.14263098,-0.14263098,0.16318914,0.20579048,-0.26892847,0.12950099,-0.15349156,-0.12481666,1.31252696,-0.24007439,-2.11696749,-0.92497811,3.35784195,-0.94591619,25.3985,10.1171,19.4477,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,2.980000,0.27109870,-0.41023091,1.15601117,0.21687896,0.81023091,-0.18976909,0.27262442,-0.40503793,1.16005289,0.22098260,0.81222861,-0.18659057,0.20488553,0.14341987,-0.18439698,0.16390842,-0.14341987,-0.14341987,0.24431230,0.18859111,-0.17294701,0.14815861,-0.10496331,-0.11212193,4.04663300,-1.40514827,3.53364686,-0.85141847,3.69035391,-0.38338955,23.5990,10.4543,10.1259,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.000000,0.27520752,-0.40735474,1.15231323,0.22016601,0.80735474,-0.19264526,0.27828095,-0.40185504,1.15716000,0.22287990,0.80875373,-0.18841049,0.20599365,0.14419556,-0.18539429,0.16479492,-0.14419556,-0.14419556,0.32505446,0.14958455,-0.12758260,0.09544425,-0.00587740,-0.14015224,-0.22105494,-1.19891813,-0.31672805,1.44763279,-1.83555978,0.27243511,17.4896,12.2757,20.9340,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.020000,0.27933831,-0.40446318,1.14859552,0.22347065,0.80446318,-0.19553682,0.28562660,-0.39905455,1.15494959,0.22480037,0.81199352,-0.19219666,0.20708274,0.14495791,-0.18637446,0.16566619,-0.14495791,-0.14495791,0.23547010,0.14063439,-0.18561613,0.20606392,-0.17838570,-0.10122452,-4.57100044,-1.38627259,-2.56149562,3.11868135,-6.83470200,-0.19649716,18.2959,9.8495,16.0864,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.040000,0.28349070,-0.40155651,1.14485837,0.22679256,0.80155651,-0.19844349,0.28769975,-0.39622966,1.14973536,0.23112246,0.80161830,-0.19245947,0.20815260,0.14570682,-0.18733734,0.16652208,-0.14570682,-0.14570682,0.14221444,0.09413365,-0.23004242,0.22019150,-0.27926548,-0.14801213,-1.13440720,-0.60859749,-1.81522031,-3.38996740,2.92679917,-1.14794192,19.8767,5.6952,24.3223,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.060000,0.28766429,-0.39863500,1.14110214,0.23013143,0.79863500,-0.20136500,0.29131517,-0.39528920,1.14574789,0.23360803,0.80082290,-0.19811715,0.20920308,0.14644216,-0.18828277,0.16736246,-0.14644216,-0.14644216,0.19009381,0.11629049,-0.25822494,0.07046522,-0.06131373,-0.14714220,2.18210592,0.33577249,2.21714388,-1.77643713,4.60146711,-2.13955980,22.3495,9.5919,16.2472,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.080000,0.29185869,-0.39569892,1.13732718,0.23348695,0.79569892,-0.20430108,0.29530350,-0.39157804,1.13940636,0.23394106,0.79916575,-0.19834516,0.21023400,0.14716380,-0.18921060,0.16818720,-0.14716380,-0.14716380,0.22949868,0.10756455,-0.14135667,0.14913402,-0.09520680,-0.23359452,1.00292247,-1.40869450,2.99818389,4.39044143,-2.43116522,-3.72131300,19.5063,11.2517,13.8603,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.100000,0.29607352,-0.39274854,1.13353383,0.23685881,0.79274854,-0.20725146,0.30049512,-0.39098662,1.14009362,0.23957340,0.79701463,-0.20746093,0.21124521,0.14787165,-0.19012069,0.16899617,-0.14787165,-0.14787165,0.23021071,0.05994271,-0.13829759,0.24608288,-0.15856034,-0.29599472,-0.23168829,1.02716538,-2.14187658,2.19921011,-2.19643480,3.74336291,21.2266,15.2602,10.5126,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.120000,0.30030837,-0.38978414,1.12972247,0.24024669,0.78978414,-0.21021586,0.30451193,-0.38918033,1.13387445,0.24378438,0.79282334,-0.21018495,0.21223654,0.14856558,-0.19101288,0.16978923,-0.14856558,-0.14856558,0.22023115,0.14865116,-0.22703173,0.23710242,-0.18306419,-0.08386000,-2.02029865,3.51834159,-5.01147938,-1.85997943,-0.22607514,6.31037405,19.0644,10.9215,12.2187,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.140000,0.30456285,-0.38680601,1.12589344,0.24365028,0.78680601,-0.21319399,0.30930437,-0.38504057,1.13101235,0.24905749,0.78969206,-0.21081533,0.21320783,0.14924548,-0.19188705,0.17056627,-0.14924548,-0.14924548,0.14939877,0.20067637,-0.33875676,0.17168370,-0.16760335,-0.04357976,-1.81565392,1.12125084,-3.13933109,-2.32356215,2.04975823,-1.35819596,19.8598,11.3231,18.6891,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.160000,0.30883655,-0.38381442,1.12204711,0.24706924,0.78381442,-0.21618558,0.31048788,-0.38115328,1.12032418,0.25065173,0.78611920,-0.21192814,0.21415894,0.14991126,-0.19274305,0.17132715,-0.14991126,-0.14991126,0.14760499,0.19350120,-0.35260497,0.14415994,-0.10107386,-0.13818784,2.41718112,-0.36920527,8.38812561,-0.52549965,1.40877723,-2.72915996,24.5703,11.2605,23.1472,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.180000,0.31312907,-0.38080965,1.11818384,0.25050325,0.78080965,-0.21919035,0.31520857,-0.37730053,1.11690815,0.25482389,0.78564911,-0.21634284,0.21508971,0.15056280,-0.19358074,0.17207177,-0.15056280,-0.15056280,0.24608601,0.18590816,-0.00323174,0.15066372,-0.11125226,-0.15274615,1.72715467,1.01819686,7.93495993,0.74295240,-3.16036132,1.19092143,20.0602,8.4391,21.2618,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.200000,0.31744000,-0.37779200,1.11430400,0.25395200,0.77779200,-0.22220800,0.32033132,-0.37371695,1.12019491,0.25667828,0.78166911,-0.21803799,0.21600000,0.15120000,-0.19440000,0.17280000,-0.15120000,-0.15120000,0.21669118,0.23422907,-0.03520658,0.17387803,-0.22748831,-0.09055098,1.13832730,-1.81847884,-5.72973273,0.84445993,-1.78652263,-0.46255911,17.3050,15.1736,18.9562,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.220000,0.32176893,-0.37476175,1.11040796,0.25741514,0.77476175,-0.22523825,0.32387621,-0.36793136,1.11549989,0.26177901,0.77654957,-0.21996488,0.21688967,0.15182277,-0.19520070,0.17351173,-0.15182277,-0.15182277,0.29161910,0.11316901,-0.23242105,0.18444211,-0.18271316,-0.17124852,0.46112386,-2.23048367,-5.26885898,-2.23443164,1.73947301,-3.31417819,23.2034,13.0637,15.8813,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.240000,0.32611545,-0.37171919,1.10649610,0.26089236,0.77171919,-0.22828081,0.33199609,-0.36919019,1.11089807,0.26405596,0.77436059,-0.22488793,0.21775857,0.15243100,-0.19598271,0.17420685,-0.15243100,-0.15243100,0.23513613,0.14500972,-0.24596094,0.08450077,-0.15790939,-0.22311811,-2.26992066,1.10377425,1.80664357,-1.08596556,1.12312296,-1.21844111,20.2174,11.3175,17.4567,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.260000,0.33047913,-0.36866461,1.10256878,0.26438331,0.76866461,-0.23133539,0.33328166,-0.36213097,1.10566145,0.26515904,0.77023320,-0.22888961,0.21860657,0.15302460,-0.19674591,0.17488525,-0.15302460,-0.15302460,0.20082228,0.15731998,-0.16015531,0.14100349,-0.13778824,-0.21998616,-0.95727717,-0.48388689,2.82595067,4.16403737,0.80981435,1.95407299,20.5876,11.5343,9.3282,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.280000,0.33485957,-0.36559830,1.09862639,0.26788766,0.76559830,-0.23440170,0.34002898,-0.36289739,1.10449186,0.26969610,0.76884906,-0.23368737,0.21943354,0.15360348,-0.19749018,0.17554683,-0.15360348,-0.15360348,0.19684504,0.12565425,-0.13292291,0.25106226,-0.12551682,-0.14495519,-1.20039073,0.54652824,-1.53271030,2.20464511,0.21065064,4.23517102,20.6903,12.6829,16.9176,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.300000,0.33925633,-0.36252057,1.09466930,0.27140507,0.76252057,-0.23747943,0.34115546,-0.35710480,1.10034454,0.27520153,0.76521253,-0.23468781,0.22023935,0.15416755,-0.19821542,0.17619148,-0.15416755,-0.15416755,0.15280665,0.17918111,-0.22146372,0.22918929,-0.12936222,-0.05057932,1.81543329,-0.75431193,-2.69475398,-1.15813742,-0.86545496,0.89319645,19.6377,12.8412,17.3454,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.320000,0.34366900,-0.35943170,1.09069790,0.27493520,0.75943170,-0.24056830,0.34614124,-0.35573015,1.09563331,0.27886367,0.76367457,-0.23571055,0.22102388,0.15471671,-0.19892149,0.17681910,-0.15471671,-0.15471671,0.26946238,0.09548177,-0.24071307,0.20473676,-0.16013501,-0.10922733,3.01383654,-0.60903425,0.81776959,-1.47107958,-0.47111082,-5.51529183,22.5456,9.4691,15.5659,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.340000,0.34809715,-0.35633200,1.08671257,0.27847772,0.75633200,-0.24366800,0.35193396,-0.35328553,1.09071601,0.28339100,0.75880712,-0.23905691,0.22178700,0.15525090,-0.19960830,0.17742960,-0.15525090,-0.15525090,0.27336011,0.15481974,-0.18875293,0.17034611,-0.14820665,-0.27119100,-3.61950476,3.19727194,2.20568362,-2.06902743,0.67172405,-1.88631649,19.8903,12.8757,14.1627,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.360000,0.35254034,-0.35322176,1.08271370,0.28203227,0.75322176,-0.24677824,0.35707565,-0.34953736,1.08808319,0.28567752,0.75774630,-0.24655819,0.22252860,0.15577002,-0.20027574,0.17802288,-0.15577002,-0.15577002,0.12468219,0.22337265,-0.15248572,0.12197567,-0.13326605,-0.18467999,-1.48831224,-0.44270042,-1.77106363,0.39381796,-1.20144288,3.53058980,19.1962,11.5897,13.5914,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.380000,0.35699815,-0.35010130,1.07870167,0.28559852,0.75010130,-0.24989870,0.35692124,-0.34435063,1.08461659,0.28827003,0.75347648,-0.24644411,0.22324856,0.15627399,-0.20092371,0.17859885,-0.15627399,-0.15627399,0.21382762,0.13711172,-0.25959548,0.18609883,-0.19626437,-0.12996740,3.75211596,-2.58220654,-4.07018596,2.26617050,0.06103008,-1.57297660,22.6441,7.6709,17.2416,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.400000,0.36147014,-0.34697090,1.07467688,0.28917611,0.74697090,-0.25302910,0.36562875,-0.34405289,1.07769937,0.29312147,0.74989573,-0.25175688,0.22394678,0.15676274,-0.20155210,0.17915742,-0.15676274,-0.15676274,0.27476682,0.12008439,-0.31529316,0.21262249,-0.13082485,-0.24759906,-1.47114917,-0.69617203,2.62735952,0.07286271,-0.35946311,0.04788311,19.9796,11.2802,15.3703,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.420000,0.36595587,-0.34383089,1.07063972,0.29276470,0.74383089,-0.25616911,0.36791192,-0.33954725,1.07200486,0.29677493,0.74824349,-0.25634807,0.22462314,0.15723620,-0.20216082,0.17969851,-0.15723620,-0.15723620,0.15498165,0.10926484,-0.15450110,0.18901334,-0.21064289,-0.12805208,0.31332092,1.31331591,5.21574679,-2.58514378,-1.08038527,4.78335681,20.0010,11.9324,23.2743,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.440000,0.37045492,-0.34068156,1.06659058,0.29636393,0.74068156,-0.25931844,0.37182802,-0.33968230,1.07151933,0.30068200,0.74147001,-0.25687896,0.22527754,0.15769428,-0.20274978,0.18022203,-0.15769428,-0.15769428,0.28729966,0.17261702,-0.10666329,0.10921673,-0.17404026,-0.05626478,4.20667930,4.37381357,-2.68930490,1.09365633,1.90680596,-1.23820316,16.5034,15.5801,23.9676,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.460000,0.37496683,-0.33752322,1.06252986,0.29997346,0.73752322,-0.26247678,0.37940390,-0.33264257,1.06773833,0.30114360,0.74128188,-0.25859866,0.22590988,0.15813692,-0.20331889,0.18072790,-0.15813692,-0.15813692,0.32324882,0.28421738,-0.26207329,0.23275959,-0.13437065,-0.17758021,-3.37502198,-2.87412404,-3.09577095,3.56900166,2.01762218,-3.04173886,21.4065,13.5008,19.0592,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.480000,0.37949116,-0.33435619,1.05845795,0.30359293,0.73435619,-0.26564381,0.38475797,-0.32831360,1.06103640,0.30999239,0.73609519,-0.26398217,0.22652007,0.15856405,-0.20386806,0.18121605,-0.15856405,-0.15856405,0.15229878,0.05765206,-0.23049413,0.25197680,-0.09333537,-0.17793434,-1.49789982,-5.90597227,3.28756817,-3.01055170,-0.59266506,1.50934980,17.4232,8.4411,18.8624,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.500000,0.38402748,-0.33118076,1.05437527,0.30722198,0.73118076,-0.26881924,0.38549585,-0.33033649,1.05851856,0.31122267,0.73754846,-0.26571603,0.22710800,0.15897560,-0.20439720,0.18168640,-0.15897560,-0.15897560,0.26333283,0.04797849,-0.13057057,0.11233752,-0.15807725,-0.11720621,2.60801759,5.59722804,-0.14783675,-0.86280106,-1.73110224,-0.52498161,18.6266,12.8019,19.0292,,SAFE,1.000,0,1
B1_no_obstacle_nubs,6,forward,3.520000,0.38857533,-0.32799727,1.05028220,0.31086027,0.72799727,-0.27200273,0.39529128,-0.32639446,1.05581358,0.31448589,0.72977210,-0.26867042,0.22767360,0.15937152,-0.20490624,0.18213888,-0.15937152,-0.15937152,0.25661949,0.28154118,-0.23640760,0.21746476,-0.16257946,-0.19893360,-5.46209032,4.82534359,-2.14360447,1.56045860,1.23426617,-2.21457650,19.6969,11.4986,18.5852,,SAFE,1.000,0,1
