condition,trial,direction,t_s,q_ref_1,q_ref_2,q_ref_3,q_ref_4,q_ref_5,q_ref_6,q_act_1,q_act_2,q_act_3,q_act_4,q_act_5,q_act_6,qd_ref_1,qd_ref_2,qd_ref_3,qd_ref_4,qd_ref_5,qd_ref_6,qd_act_1,qd_act_2,qd_act_3,qd_act_4,qd_act_5,qd_act_6,qdd_act_1,qdd_act_2,qdd_act_3,qdd_act_4,qdd_act_5,qdd_act_6,control_period_ms,status_delay_ms,rgbd_delay_ms,online_min_clearance_m,risk_state,speed_scale,hold,completed
B1_no_obstacle_nubs,8,forward,4.340000,0.57930450,-0.19448685,0.87862595,0.46344360,0.59448685,-0.40551315,0.58408148,-0.18760570,0.88247598,0.46583388,0.59440408,-0.40161436,0.23100052,0.16170036,-0.20790047,0.18480041,-0.16170036,-0.16170036,0.27596451,0.13689276,-0.24587336,0.24815916,-0.15549332,-0.24383706,-0.58585995,-2.83712952,-0.09880841,0.78334558,4.02045275,-0.98281867,23.1544,15.6094,16.9493,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.360000,0.58392048,-0.19125566,0.87447157,0.46713639,0.59125566,-0.40874434,0.58746429,-0.18719328,0.87941375,0.47427041,0.59417553,-0.40870858,0.23059350,0.16141545,-0.20753415,0.18447480,-0.16141545,-0.16141545,0.24715546,0.12611197,-0.18855912,0.22539841,-0.07021673,-0.18173193,-3.67439705,-0.49993863,0.27735080,-4.47793818,-0.61795102,4.98692082,20.9515,10.2194,17.5003,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.380000,0.58852809,-0.18803034,0.87032472,0.47082247,0.58803034,-0.41196966,0.59396769,-0.18256122,0.87493362,0.47484981,0.59159541,-0.40888364,0.23016362,0.16111454,-0.20714726,0.18413090,-0.16111454,-0.16111454,0.12898863,0.11689522,-0.23477933,0.06904163,-0.18021136,-0.04436023,-3.03128886,0.46534484,-2.24338893,-0.13449724,-2.79602214,1.53354689,23.0588,10.4912,14.0496,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.400000,0.59312688,-0.18481119,0.86618581,0.47450150,0.58481119,-0.41518881,0.59262383,-0.18251747,0.87002258,0.47703208,0.58696708,-0.41048298,0.22971094,0.16079766,-0.20673985,0.18376875,-0.16079766,-0.16079766,0.12590390,0.14472577,-0.27829468,0.22001852,-0.18205761,-0.12039005,6.87479352,3.24215695,-0.05406495,3.59831613,0.77669468,-2.37921263,22.7037,4.4953,15.5610,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.420000,0.59771638,-0.18159854,0.86205526,0.47817310,0.58159854,-0.41840146,0.59900385,-0.17677219,0.86380183,0.48365055,0.58431310,-0.41369924,0.22923552,0.16046486,-0.20631197,0.18338842,-0.16046486,-0.16046486,0.40398037,0.24658150,-0.23694193,0.21297427,-0.14914357,-0.13952873,3.13788215,-1.04450963,5.27234030,-0.86220645,0.52770134,-1.35010469,21.4882,12.4378,18.6549,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.440000,0.60229615,-0.17839270,0.85793347,0.48183692,0.57839270,-0.42160730,0.60878305,-0.17265421,0.86054490,0.48555105,0.58100133,-0.41606413,0.22873744,0.16011621,-0.20586370,0.18298995,-0.16011621,-0.16011621,0.25141919,0.10294538,-0.06740106,0.18553026,-0.16094956,-0.17439424,-7.54827511,-4.05386846,3.75868956,-1.87261438,0.79646865,-1.79621349,21.2236,9.9487,17.1505,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.460000,0.60686573,-0.17519399,0.85382085,0.48549258,0.57519399,-0.42480601,0.60906062,-0.17265437,0.86110579,0.49107176,0.57787512,-0.42067501,0.22821678,0.15975174,-0.20539510,0.18257342,-0.15975174,-0.15975174,0.10204936,0.08442676,-0.08659435,0.13806970,-0.11728483,-0.21137727,-1.76472543,3.01043982,-5.41579845,0.64926807,0.64271337,0.58974172,20.0295,4.7420,18.3417,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.480000,0.61142467,-0.17200273,0.84971780,0.48913973,0.57200273,-0.42799727,0.61286502,-0.16927714,0.85708113,0.49107384,0.57630994,-0.42451922,0.22767360,0.15937152,-0.20490624,0.18213888,-0.15937152,-0.15937152,0.18083017,0.22336297,-0.28403300,0.21150098,-0.13524102,-0.15080457,4.67166368,2.27248937,-5.93102340,1.63300783,-2.96754151,1.42204658,20.9542,9.5534,16.2050,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.500000,0.61597252,-0.16881924,0.84562473,0.49277802,0.56881924,-0.43118076,0.61629383,-0.16371985,0.84974447,0.49953180,0.57246548,-0.42670719,0.22710800,0.15897560,-0.20439720,0.18168640,-0.15897560,-0.15897560,0.28891591,0.17532633,-0.32383528,0.20339001,-0.23598649,-0.15449541,4.29676640,-1.72491018,3.77645495,-3.55930587,-0.26934861,-1.16953601,17.0620,9.2333,20.8520,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.520000,0.62050884,-0.16564381,0.84154205,0.49640707,0.56564381,-0.43435619,0.62442166,-0.16226409,0.84412772,0.49920944,0.56687048,-0.43069904,0.22652007,0.15856405,-0.20386806,0.18121605,-0.15856405,-0.15856405,0.35270083,0.15436657,-0.13297481,0.06912875,-0.14601497,-0.19758601,-0.34899142,0.17570354,2.67542137,-0.67915988,3.62394754,-0.45163107,19.3989,10.2577,23.7916,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.540000,0.62503317,-0.16247678,0.83747014,0.50002654,0.56247678,-0.43752322,0.63040186,-0.15754519,0.84442548,0.50229695,0.56662488,-0.43461063,0.22590988,0.15813692,-0.20331889,0.18072790,-0.15813692,-0.15813692,0.27495625,0.18235448,-0.21681843,0.17622362,-0.09102858,-0.17256065,-5.33301517,-0.90440620,-5.02843403,3.77828219,2.52968596,2.39080617,19.0110,10.7655,18.6893,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.560000,0.62954509,-0.15931844,0.83340942,0.50363607,0.55931844,-0.44068156,0.63541991,-0.15496991,0.83545498,0.50625838,0.56322934,-0.43760147,0.22527754,0.15769428,-0.20274979,0.18022203,-0.15769428,-0.15769428,0.13938022,0.11819032,-0.33411217,0.22026004,-0.04482753,-0.10195377,-4.87736895,0.90196592,2.98089161,2.02781501,-0.47337975,-0.09682350,20.1218,11.7918,20.5159,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.580000,0.63404413,-0.15616911,0.82936028,0.50723530,0.55616911,-0.44383089,0.63597707,-0.15281758,0.83106099,0.51110736,0.56483178,-0.43868878,0.22462314,0.15723620,-0.20216082,0.17969851,-0.15723620,-0.15723620,0.07986149,0.21843311,-0.09758276,0.25733622,-0.10996377,-0.17643359,4.07117238,-0.17901394,4.44241792,-1.35141965,-8.34156252,-3.15879901,16.0549,11.9709,16.3104,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.600000,0.63852986,-0.15302909,0.82532312,0.51082389,0.55302909,-0.44697091,0.63861437,-0.14623259,0.83155167,0.51655183,0.55883079,-0.44465881,0.22394678,0.15676275,-0.20155210,0.17915742,-0.15676275,-0.15676275,0.30222712,0.11102976,-0.15641545,0.16620325,-0.37849003,-0.22830573,3.27701061,-2.69749959,-3.35749156,-4.52573937,-3.32994552,0.44838829,22.7264,14.6485,19.5483,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.620000,0.64300185,-0.14989870,0.82129833,0.51440148,0.54989870,-0.45010130,0.64806615,-0.14837639,0.82480437,0.51775549,0.54969218,-0.44782101,0.22324856,0.15627399,-0.20092371,0.17859885,-0.15627399,-0.15627399,0.21094192,0.11053313,-0.23188242,0.07630664,-0.24316160,-0.15849806,-3.27912175,1.83062178,0.42732472,0.25479670,7.38297996,2.34490265,24.0018,8.1702,14.2083,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.640000,0.64745966,-0.14677824,0.81728630,0.51796773,0.54677824,-0.45322176,0.64705205,-0.14181126,0.82227637,0.51960410,0.54910432,-0.45099873,0.22252860,0.15577002,-0.20027574,0.17802288,-0.15577002,-0.15577002,0.17106225,0.18425463,-0.13932246,0.17639512,-0.08317083,-0.13450962,2.53774241,-2.05083574,0.07005356,3.59478934,3.69711762,1.62476133,20.1994,10.3572,16.1859,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.660000,0.65190285,-0.14366800,0.81328743,0.52152228,0.54366800,-0.45633200,0.65490864,-0.14100620,0.81923147,0.52481129,0.54636535,-0.45320140,0.22178700,0.15525090,-0.19960830,0.17742960,-0.15525090,-0.15525090,0.31245161,0.02849970,-0.22908028,0.22009822,-0.09527689,-0.09350761,2.64877131,-0.46219843,-4.43592435,0.48268633,-3.43931920,-0.94028245,20.9872,11.8646,12.4066,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.680000,0.65633100,-0.14056830,0.80930210,0.52506480,0.54056830,-0.45943170,0.65955011,-0.14067127,0.81311316,0.52840802,0.54529325,-0.45473904,0.22102388,0.15471672,-0.19892149,0.17681910,-0.15471672,-0.15471672,0.27701310,0.16576670,-0.31675943,0.19570257,-0.22074360,-0.17212092,-2.60176089,6.15343114,-0.93634577,-3.20812355,-2.28723761,-2.69434073,22.0424,11.6589,21.7096,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.700000,0.66074367,-0.13747943,0.80533070,0.52859493,0.53747943,-0.46252057,0.66598917,-0.13437554,0.80656110,0.53263939,0.53753560,-0.46008623,0.22023935,0.15416755,-0.19821542,0.17619148,-0.15416755,-0.15416755,0.20838118,0.27463694,-0.26653411,0.09177327,-0.18676639,-0.20128124,-2.36522027,-0.93765889,6.01964050,1.66570179,2.83399299,0.50944228,20.5701,6.6509,20.7706,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.720000,0.66514043,-0.13440170,0.80137361,0.53211234,0.53440170,-0.46559830,0.66788536,-0.12968579,0.80245180,0.53207896,0.53782259,-0.46279029,0.21943354,0.15360348,-0.19749019,0.17554683,-0.15360348,-0.15360348,0.18240429,0.12826034,-0.07597381,0.26233064,-0.10738388,-0.15174323,0.88122583,-1.54198098,3.36773685,4.96464008,2.24120574,0.36643032,21.9445,8.6052,22.6782,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.740000,0.66952087,-0.13133539,0.79743122,0.53561669,0.53133539,-0.46866461,0.67328534,-0.12924512,0.80352214,0.54313262,0.53324025,-0.46615596,0.21860657,0.15302460,-0.19674591,0.17488525,-0.15302460,-0.15302460,0.24363021,0.21295770,-0.13182464,0.29035888,-0.09711817,-0.18662402,2.99219338,2.24908415,-4.39070674,-4.21851832,-1.87729877,1.11224497,18.8019,12.1909,17.0853,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.760000,0.67388455,-0.12828081,0.79350390,0.53910764,0.52828081,-0.47171919,0.67763057,-0.12116749,0.79717881,0.54369331,0.53393787,-0.47025525,0.21775857,0.15243100,-0.19598271,0.17420685,-0.15243100,-0.15243100,0.30209202,0.21822371,-0.25160208,0.09358991,-0.18247583,-0.10725343,-3.99098026,-3.39408376,-1.20347578,-5.06584648,-3.05360671,0.75372337,21.8085,11.0629,17.1253,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.780000,0.67823107,-0.12523825,0.78959204,0.54258486,0.52523825,-0.47476175,0.68536902,-0.12051617,0.79345806,0.54687622,0.52594121,-0.47044610,0.21688967,0.15182277,-0.19520070,0.17351173,-0.15182277,-0.15182277,0.08399100,0.07719435,-0.17996367,0.08772502,-0.21926243,-0.15647509,-4.12938365,-1.69559565,2.28462309,1.58210992,2.09760648,-3.20054051,19.8663,8.4942,14.4099,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.800000,0.68256000,-0.12220800,0.78569600,0.54604800,0.52220800,-0.47779200,0.68099021,-0.11807971,0.78998026,0.54720231,0.52516737,-0.47651425,0.21600000,0.15120000,-0.19440000,0.17280000,-0.15120000,-0.15120000,0.13691668,0.15039988,-0.16021716,0.15687431,-0.09857157,-0.23527505,6.28957180,-0.46463761,1.78583974,1.97409950,0.63415125,1.13908115,18.0032,11.6982,21.7220,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.820000,0.68687093,-0.11919035,0.78181616,0.54949675,0.51919035,-0.48080965,0.69084569,-0.11450018,0.78704937,0.55315119,0.52199835,-0.47985710,0.21508971,0.15056280,-0.19358074,0.17207177,-0.15056280,-0.15056280,0.33557387,0.05860885,-0.10853008,0.16668900,-0.19389638,-0.11091184,2.88640031,0.11069335,-0.59426431,0.41094601,0.91248577,4.17287702,23.4108,8.8918,17.1631,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.840000,0.69116345,-0.11618558,0.77795289,0.55293076,0.51618558,-0.48381442,0.69441316,-0.11573536,0.78563906,0.55386987,0.51741151,-0.48095073,0.21415894,0.14991126,-0.19274305,0.17132715,-0.14991126,-0.14991126,0.25237269,0.15482761,-0.18398773,0.17331215,-0.06207214,-0.06835997,-1.90053299,3.98529680,-5.01080244,0.49505245,0.85589891,0.65805383,20.3063,11.9552,16.0614,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.860000,0.69543715,-0.11319399,0.77410656,0.55634972,0.51319399,-0.48680601,0.70094059,-0.10830707,0.77968986,0.56008367,0.51951546,-0.48259150,0.21320783,0.14924548,-0.19188705,0.17056627,-0.14924548,-0.14924548,0.25955255,0.21802072,-0.30896218,0.18649110,-0.15966043,-0.08458969,-2.66177134,-0.19949640,0.64165545,0.00028115,-3.56191288,-2.62434293,22.0843,10.5129,23.4504,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.880000,0.69969163,-0.11021586,0.77027753,0.55975331,0.51021586,-0.48978414,0.70479526,-0.10701453,0.77328057,0.56132951,0.51102510,-0.48433431,0.21223654,0.14856558,-0.19101288,0.16978923,-0.14856558,-0.14856558,0.14590184,0.14684776,-0.15832151,0.17332339,-0.20454866,-0.17333368,-2.06575350,0.41725093,2.77422583,-0.56955848,2.54735496,-4.51770153,21.2988,8.2089,8.4304,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.900000,0.70392648,-0.10725146,0.76646617,0.56314119,0.50725146,-0.49274854,0.70677667,-0.10243316,0.77335700,0.56701661,0.51133352,-0.48952485,0.21124521,0.14787165,-0.19012069,0.16899617,-0.14787165,-0.14787165,0.17692241,0.23471076,-0.19799314,0.16370876,-0.05776623,-0.26529775,3.52711107,-0.44593069,-2.32757187,0.88515304,2.03163195,-0.77933861,18.1975,11.0848,12.5905,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.920000,0.70814131,-0.10430108,0.76267282,0.56651305,0.50430108,-0.49569892,0.71187216,-0.09762610,0.76536085,0.56787787,0.50871445,-0.49494622,0.21023400,0.14716380,-0.18921060,0.16818720,-0.14716380,-0.14716380,0.28698628,0.12901053,-0.25142439,0.20872952,-0.12328338,-0.20450723,1.81425612,-5.46098875,1.97745631,2.63996401,-4.13703897,4.58765708,19.8667,9.5906,9.8895,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.940000,0.71233571,-0.10136500,0.75889786,0.56986857,0.50136500,-0.49863500,0.71825612,-0.09727274,0.76330003,0.57536579,0.50640218,-0.49770514,0.20920308,0.14644216,-0.18828277,0.16736246,-0.14644216,-0.14644216,0.24949266,0.01627121,-0.11889489,0.26930732,-0.22324779,-0.08179147,-4.19742069,0.58265999,1.68088812,-1.70367814,-1.55491441,2.13416558,23.9334,9.7249,24.3757,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.960000,0.71650930,-0.09844349,0.75514163,0.57320744,0.49844349,-0.50155651,0.72185187,-0.09697525,0.76060505,0.57865016,0.49978453,-0.49821788,0.20815260,0.14570682,-0.18733734,0.16652208,-0.14570682,-0.14570682,0.11908945,0.15231693,-0.18418886,0.14058239,-0.18547996,-0.11914061,-0.76537963,4.77185538,-0.80373236,-3.66893670,1.70241198,-0.87590498,19.1191,12.7324,20.6672,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,4.980000,0.72066169,-0.09553682,0.75140448,0.57652935,0.49553682,-0.50446318,0.72301970,-0.09118007,0.75593247,0.58098909,0.49898298,-0.50247076,0.20708274,0.14495791,-0.18637446,0.16566619,-0.14495791,-0.14495791,0.21887747,0.20714542,-0.15104419,0.12254985,-0.15515131,-0.11682767,1.40374040,-1.07452309,0.89511080,1.51997211,0.76367425,-1.04099940,18.0375,12.1052,20.0496,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.000000,0.72479248,-0.09264526,0.74768677,0.57983399,0.49264526,-0.50735474,0.73060696,-0.08868943,0.75456328,0.58355215,0.49357848,-0.50289099,0.20599365,0.14419556,-0.18539429,0.16479492,-0.14419556,-0.14419556,0.17523907,0.10933601,-0.14838443,0.20138127,-0.15493299,-0.16078058,-2.80939199,-2.13991469,-1.59060346,1.66888952,3.37900980,-2.83071407,21.5744,11.9349,19.3537,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.020000,0.72890131,-0.08976909,0.74398882,0.58312104,0.48976909,-0.51023091,0.73002926,-0.08680663,0.74999710,0.58904434,0.49278567,-0.50890199,0.20488553,0.14341987,-0.18439698,0.16390842,-0.14341987,-0.14341987,0.10650180,0.12154884,-0.21466833,0.18930543,-0.01999092,-0.23005623,0.38867847,1.71074529,-1.57995521,-2.77628772,0.32536407,0.21233218,25.0124,6.7592,9.3233,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.040000,0.73298778,-0.08690856,0.74031100,0.58639022,0.48690856,-0.51309144,0.73486704,-0.08382748,0.74597655,0.59112437,0.49277885,-0.51209324,0.20375854,0.14263098,-0.18338268,0.16300683,-0.14263098,-0.14263098,0.19078621,0.17776582,-0.21158264,0.09032977,-0.14191842,-0.15228729,4.74036755,1.71980453,-0.57352361,-1.17321706,-6.27328294,3.12684592,18.4582,9.2845,22.4961,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.060000,0.73705152,-0.08406393,0.73665363,0.58964122,0.48406393,-0.51593607,0.73766071,-0.07969599,0.74153379,0.59265753,0.48710893,-0.51499348,0.20261286,0.14182901,-0.18235158,0.16209029,-0.14182901,-0.14182901,0.29611650,0.19034102,-0.23760927,0.14237675,-0.27092223,-0.10498239,-2.20231742,-2.03071054,1.08309631,2.10002992,-0.58096285,0.91793605,19.7299,13.1487,21.7963,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.080000,0.74109217,-0.08123548,0.73301705,0.59287374,0.48123548,-0.51876452,0.74671170,-0.07621384,0.73647218,0.59681944,0.48194196,-0.51629253,0.20144869,0.14101408,-0.18130382,0.16115895,-0.14101408,-0.14101408,0.10269351,0.09653740,-0.16825879,0.17433096,-0.16515694,-0.11556985,-3.42190056,-2.13063516,1.54006009,-0.33606275,5.60339670,0.91779470,18.3057,10.7091,18.2840,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.100000,0.74510935,-0.07842346,0.72940159,0.59608748,0.47842346,-0.52157654,0.74176845,-0.07583450,0.73480344,0.59963077,0.48050265,-0.51961627,0.20026621,0.14018634,-0.18023959,0.16021296,-0.14018634,-0.14018634,0.15924047,0.10511561,-0.17600687,0.12893424,-0.04678637,-0.06827061,6.31438174,-0.38425189,-0.69694453,-0.61136666,1.07306175,-0.17596358,19.2749,14.4117,13.5578,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.120000,0.74910270,-0.07562811,0.72580757,0.59928216,0.47562811,-0.52437189,0.75308132,-0.07200922,0.72943191,0.60197681,0.48007050,-0.51902336,0.19906560,0.13934592,-0.17915904,0.15925248,-0.13934592,-0.13934592,0.35526878,0.08116732,-0.19613657,0.14987630,-0.12223447,-0.12260840,-0.32711844,1.62457645,0.23518905,2.13775186,-3.89710563,-4.16658057,20.6751,8.6476,22.5234,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.140000,0.75307185,-0.07284970,0.72223533,0.60245748,0.47284970,-0.52715030,0.75597920,-0.07258780,0.72695798,0.60562582,0.47561327,-0.52452061,0.19784707,0.13849295,-0.17806236,0.15827766,-0.13849295,-0.13849295,0.14615574,0.17009867,-0.16659930,0.21444431,-0.20267059,-0.23493383,-4.05425252,3.14549740,1.17154185,-0.60867976,-0.32357210,-0.61251633,19.8588,12.7770,22.2790,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.160000,0.75701646,-0.07008848,0.71868519,0.60561317,0.47008848,-0.52991152,0.75892755,-0.06520527,0.72276793,0.61055458,0.47196368,-0.52842071,0.19661082,0.13762757,-0.17694973,0.15728865,-0.13762757,-0.13762757,0.19309868,0.20698722,-0.14927490,0.12552911,-0.13517735,-0.14710905,0.65809104,-1.61371848,-0.46425996,-1.43864721,2.19724538,1.76880255,21.7092,14.8008,11.9604,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.180000,0.76093617,-0.06734468,0.71515745,0.60874893,0.46734468,-0.53265532,0.76370315,-0.06430832,0.72098698,0.61064698,0.47020618,-0.53040497,0.19535704,0.13674993,-0.17582133,0.15628563,-0.13674993,-0.13674993,0.17247938,0.10554993,-0.18516970,0.15689842,-0.11478078,-0.16418173,-0.77744879,-0.46147120,-3.13667320,2.46786178,-0.28758688,-0.14186142,16.7113,12.3806,13.1073,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.200000,0.76483063,-0.06461856,0.71165244,0.61186450,0.46461856,-0.53538144,0.76582672,-0.06098327,0.71536115,0.61683052,0.46737245,-0.53498798,0.19408594,0.13586016,-0.17467734,0.15526875,-0.13586016,-0.13586016,0.16200073,0.18852837,-0.27474182,0.22424358,-0.14668083,-0.15278351,1.32282020,1.68805873,1.59345171,-2.92444913,-1.26071920,2.34726578,19.5532,7.6646,16.0679,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.220000,0.76869949,-0.06191036,0.70817046,0.61495959,0.46191036,-0.53808964,0.77018317,-0.05676718,0.70999731,0.61961672,0.46433895,-0.53651631,0.19279773,0.13495841,-0.17351796,0.15423818,-0.13495841,-0.13495841,0.22539219,0.17307228,-0.12143163,0.03992046,-0.16520954,-0.07029110,2.19313540,-3.53389349,5.25988792,-2.72665871,-0.88430532,2.02939498,20.7509,10.7482,12.4103,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.240000,0.77254242,-0.05922030,0.70471182,0.61803394,0.45922030,-0.54077970,0.77484241,-0.05406038,0.71050388,0.61842734,0.46076407,-0.53779962,0.19149263,0.13404484,-0.17234337,0.15319410,-0.13404484,-0.13404484,0.24972614,0.04717263,-0.06434631,0.11517723,-0.18205304,-0.07160771,-0.58353013,-2.38432747,-4.84570890,4.35219812,2.20381574,-2.31227510,24.8854,11.1012,17.7631,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.260000,0.77635909,-0.05654864,0.70127682,0.62108727,0.45654864,-0.54345136,0.78017222,-0.05488028,0.70742346,0.62422381,0.45705682,-0.53938062,0.19017084,0.13311959,-0.17115376,0.15213668,-0.13311959,-0.13311959,0.20205098,0.07769918,-0.31525999,0.21400838,-0.07705691,-0.16278210,-2.27625267,5.08567207,-4.08216962,1.82176868,2.77724335,-1.93554818,17.7088,11.8213,18.5277,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.280000,0.78014915,-0.05389560,0.69786577,0.62411932,0.45389560,-0.54610440,0.78292445,-0.05095241,0.69789348,0.62698767,0.45768179,-0.54431091,0.18883260,0.13218282,-0.16994934,0.15106608,-0.13218282,-0.13218282,0.15867604,0.25059951,-0.22763309,0.18804798,-0.07096330,-0.14902963,-0.31470479,1.39838068,5.78283673,-0.31580175,-1.81914386,2.29342720,19.6709,12.7520,16.0318,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.300000,0.78391228,-0.05126140,0.69447895,0.62712983,0.45126140,-0.54873860,0.78651926,-0.04485629,0.69831813,0.63174573,0.45421829,-0.54534180,0.18747812,0.13123468,-0.16873031,0.14998250,-0.13123468,-0.13123468,0.18946279,0.13363441,-0.08394652,0.20137631,-0.14982267,-0.07104501,-0.76144465,-3.62577305,1.14273308,-1.03828640,0.80153589,1.11682575,16.9261,12.3469,15.5127,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.320000,0.78764817,-0.04864628,0.69111665,0.63011853,0.44864628,-0.55135372,0.79050296,-0.04560704,0.69453562,0.63504272,0.45168888,-0.54715271,0.18610763,0.13027534,-0.16749686,0.14888610,-0.13027534,-0.13027534,0.12821825,0.10556859,-0.18192377,0.14651652,-0.03890187,-0.10435660,0.52351195,0.97958964,-4.18362812,-1.14013670,0.15954632,-2.33754938,22.7338,8.2168,11.6296,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.340000,0.79135648,-0.04605046,0.68777917,0.63308519,0.44605046,-0.55394954,0.79164799,-0.04063355,0.69104118,0.63760639,0.45266222,-0.54951607,0.18472136,0.12930495,-0.16624922,0.14777708,-0.12930495,-0.12930495,0.21040327,0.17281799,-0.25129165,0.15577085,-0.14344082,-0.16454699,3.39702722,-1.75779656,1.54323252,-2.97285652,-4.79894081,-1.30541001,18.8151,9.0226,12.1243,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.360000,0.79503692,-0.04347416,0.68446678,0.63602953,0.44347416,-0.55652584,0.79891909,-0.03869432,0.68448395,0.64127356,0.44595125,-0.55373459,0.18331954,0.12832368,-0.16498758,0.14665563,-0.12832368,-0.12832368,0.26409934,0.03525673,-0.12019447,0.02760226,-0.23085950,-0.15657300,-0.93721323,-1.14360132,2.96701508,-2.25517037,1.31755532,1.44211860,19.8314,13.1568,10.1405,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.380000,0.79868916,-0.04091759,0.68117976,0.63895133,0.44091759,-0.55908241,0.80221197,-0.03922328,0.68623340,0.63871048,0.44342784,-0.55577899,0.18190241,0.12733169,-0.16371217,0.14552193,-0.12733169,-0.12733169,0.17291474,0.12707394,-0.13261104,0.06556403,-0.09073860,-0.10686224,-3.69005080,4.01800825,-2.02993313,8.07482686,2.41774041,0.22559203,23.3321,12.6175,14.8888,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.400000,0.80231291,-0.03838096,0.67791838,0.64185033,0.43838096,-0.56161904,0.80583568,-0.03361136,0.67917951,0.64389612,0.44232171,-0.55800908,0.18047022,0.12632915,-0.16242319,0.14437617,-0.12632915,-0.12632915,0.11649731,0.19597706,-0.20139179,0.35059533,-0.13414988,-0.14754932,0.22095057,0.59937818,0.81075109,3.37699725,-1.15325935,-1.48919210,20.8878,10.6401,18.8909,,SAFE,1.000,0,1
B1_no_obstacle_nubs,8,forward,5.420000,0.80590787,-0.03586449,0.67468292,0.64472630,0.43586449,-0.56413551,0.80687186,-0.03138420,0.67817773,0.65273430,0.43806184,-0.56168096,0.17902320,0.12531624,-0.16112088,0.14321856,-0.12531624,-0.12531624,0.18175276,0.15104907,-0.10018100,0.20064392,-0.13686898,-0.16642993,3.76451866,-2.97643493,1.50148605,-8.70874938,0.98287932,0.28563150,17.5557,7.9905,11.9054,,SAFE,1.000,0,1
