frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,trigger_horizon_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.125943,1787018963.459574,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,127.0520,0.00000000,0.00000367,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.247193,1787018963.586662,2625,50000,0,2625,29,1635,0.011048,0.224000,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.375194,,0,1.000000,SAFE,1,current,50000,204.0669,0.00000000,0.00001100,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00006050,0.00000000,0.00000000,0.00000000,0.00000000
2,0.429301,1787018963.790744,2564,50000,0,2564,35,1607,0.013651,0.225110,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590216,0.993276,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.379253,,0,1.000000,SAFE,1,current,50000,177.0988,0.00160660,-0.00152223,1.56939888,-0.00082897,1.57079637,0.00156625,0.00882222,-0.00841938,-0.00769426,-0.00455210,0.00000000,0.00860065
3,0.599125,1787018963.967860,2590,50000,0,2590,21,1576,0.008108,0.224860,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.585235,0.983160,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.383300,,0,1.000000,SAFE,1,current,50000,189.6094,0.01168634,-0.01046488,1.55982530,-0.00289041,1.57079637,0.01173769,0.05935407,-0.05265838,-0.05637355,-0.01213864,0.00000000,0.05989405
4,0.791145,1787018964.157496,2694,50000,0,2694,21,1703,0.007795,0.225100,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.572189,0.957425,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.378921,,0,1.000000,SAFE,1,current,50000,198.4386,0.03742122,-0.02494993,1.54319441,-0.00499952,1.57079637,0.03749092,0.13402183,-0.07543504,-0.08661015,-0.01098383,0.00000000,0.13411736
5,0.981262,1787018964.355953,2717,50000,0,2717,26,1679,0.009569,0.225094,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.549954,0.916207,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.417005,,0,1.000000,SAFE,1,current,50000,183.2669,0.07863885,-0.03955602,1.52611232,-0.00705729,1.57079637,0.07886994,0.21680130,-0.07682680,-0.08985039,-0.01082367,0.00000000,0.21765020
6,1.172606,1787018964.539249,2564,50000,0,2564,28,1680,0.010920,0.223356,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.519076,0.857834,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.444140,,0,1.000000,SAFE,1,current,50000,193.9974,0.13701184,-0.05455458,1.50864160,-0.00923243,1.57079637,0.13743734,0.30506821,-0.07838533,-0.09130525,-0.01136769,0.00000000,0.30608426
7,1.355344,1787018964.733265,2690,50000,0,2690,28,1712,0.010409,0.222631,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.481023,0.789682,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.481630,,0,1.000000,SAFE,1,current,50000,170.7770,0.20516381,-0.06840872,1.49242890,-0.01119482,1.57079637,0.20578739,0.37294963,-0.07581433,-0.08872115,-0.01073886,0.00000000,0.37403359
8,1.528176,1787018964.904056,2584,50000,0,2584,23,1651,0.008901,0.223534,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.438004,0.714803,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.483266,,0,1.000000,SAFE,1,current,50000,187.1747,0.28004295,-0.08184838,1.47677386,-0.01309853,1.57079637,0.28083891,0.43324776,-0.07776132,-0.09057945,-0.01101477,0.00000000,0.43424513
9,1.714377,1787018965.091248,2424,50000,0,2424,16,1641,0.006601,0.223567,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.390436,0.634140,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.473403,,0,1.000000,SAFE,1,current,50000,191.7041,0.36070654,-0.09608400,1.46017969,-0.01512695,1.57079637,0.36155385,0.43320770,-0.07645310,-0.08911980,-0.01089373,0.00000000,0.43348347
10,1.902669,1787018965.282982,2506,50000,0,2506,17,1639,0.006784,0.222152,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.340557,0.551246,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.470034,,0,1.000000,SAFE,1,current,50000,177.1722,0.44360033,-0.11069742,1.44309759,-0.01724340,1.57079637,0.44444764,0.44023979,-0.07761026,-0.09072113,-0.01124025,0.00000000,0.44023979
11,2.086760,1787018965.460183,2585,50000,0,2585,31,1686,0.011992,0.222652,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.291370,0.470531,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.475539,,0,1.000000,SAFE,1,current,50000,189.7275,0.52431524,-0.12494770,1.42645943,-0.01921680,1.57079637,0.52519560,0.43845063,-0.07740883,-0.09037997,-0.01071967,0.00000000,0.43863016
12,2.273961,1787018965.649926,2614,50000,0,2614,19,1656,0.007269,0.222599,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.241955,0.389801,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.475918,,0,1.000000,SAFE,1,current,50000,176.7430,0.60504490,-0.13915397,1.40991294,-0.02124522,1.57079637,0.60588121,0.43124517,-0.07588765,-0.08838874,-0.01083549,0.00000000,0.43100987
13,2.449665,1787018965.826686,2730,50000,0,2730,13,1724,0.004762,0.222815,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.195329,0.313440,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.457980,,0,1.000000,SAFE,1,current,50000,160.5565,0.68140590,-0.15261564,1.39414406,-0.02321862,1.57079637,0.68228620,0.43460233,-0.07661595,-0.08974731,-0.01123145,0.00000000,0.43485269
14,2.608821,1787018965.987262,2596,50000,0,2596,14,1664,0.005393,0.222301,1,0,0,,,,,,,,,,1.200,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.153136,0.243730,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.478819,,0,1.000000,SAFE,1,current,50000,162.1340,0.75111675,-0.16492921,1.37984252,-0.02493159,1.57079637,0.75194210,0.43800280,-0.07736787,-0.08985852,-0.01076280,0.00000000,0.43765751
