frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_raw_speed_m_s,predicted_object_filtered_speed_m_s,predicted_object_raw_velocity_x_m_s,predicted_object_raw_velocity_y_m_s,predicted_object_raw_velocity_z_m_s,predicted_object_velocity_ema_alpha,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.102975,1786964474.378468,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,104.0085,0.00000000,0.00000367,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.220592,1786964474.482526,2478,50000,0,2478,17,1595,0.006860,0.224984,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590999,0.994843,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.387398,,0,1.000000,SAFE,1,current,50000,212.5033,0.00000367,0.00000000,1.57080007,-0.00000367,1.57079637,0.00000367,0.00003119,-0.00003119,0.00000000,-0.00003119,0.00000000,0.00003119
2,0.403233,1786964474.695041,2389,50000,0,2389,22,1523,0.009209,0.224302,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.589494,0.991809,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.386506,,0,1.000000,SAFE,1,current,50000,179.3118,0.00308114,-0.00308481,1.56777394,-0.00139385,1.57079637,0.00303346,0.01684987,-0.01689004,-0.01656873,-0.00761156,0.00000000,0.01658879
3,0.594234,1786964474.874371,2415,50000,0,2415,16,1619,0.006625,0.224637,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581691,0.976092,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.385793,,0,1.000000,SAFE,1,current,50000,194.9976,0.01875463,-0.01533969,1.55434155,-0.00363135,1.57079637,0.01884633,0.08205954,-0.06416123,-0.07032611,-0.01171456,0.00000000,0.08278930
4,0.770701,1786964475.069383,2368,50000,0,2368,23,1560,0.009713,0.225627,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.566844,0.947074,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.413040,,0,1.000000,SAFE,1,current,50000,176.1650,0.04777240,-0.02920117,1.53823888,-0.00558641,1.57079637,0.04793746,0.16443717,-0.07854988,-0.09125022,-0.01107888,0.00000000,0.16485289
5,0.945581,1786964475.245566,2449,50000,0,2449,29,1708,0.011842,0.224577,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.544944,0.905522,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.420479,,0,1.000000,SAFE,1,current,50000,175.9764,0.08932382,-0.04266283,1.52254343,-0.00749378,1.57079637,0.08956958,0.23759951,-0.07697653,-0.08974980,-0.01090676,0.00000000,0.23806096
6,1.122610,1786964475.421560,2359,50000,0,2359,19,1659,0.008054,0.224806,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.515236,0.850862,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.448896,,0,1.000000,SAFE,1,current,50000,163.3604,0.14398476,-0.05612083,1.50683320,-0.00944884,1.57079637,0.14438826,0.30876822,-0.07602139,-0.08874382,-0.01104372,0.00000000,0.30965924
7,1.291524,1786964475.584947,2305,50000,0,2305,39,1604,0.016920,0.222901,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.478641,0.785479,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.492285,,0,1.000000,SAFE,1,current,50000,165.6083,0.20936736,-0.06918634,1.49153757,-0.01130486,1.57079637,0.20995425,0.38707630,-0.07735012,-0.09055274,-0.01098797,0.00000000,0.38816199
8,1.459227,1786964475.750574,2366,50000,0,2366,9,1739,0.003804,0.223290,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.437957,0.714726,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.517837,,0,1.000000,SAFE,1,current,50000,154.1423,0.28011999,-0.08187772,1.47675169,-0.01308752,1.57079637,0.28084624,0.42189206,-0.07567765,-0.08816702,-0.01062986,0.00000000,0.42272311
9,1.604959,1786964475.904742,2304,50000,0,2304,8,1649,0.003472,0.224613,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.399455,0.649296,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.511098,,0,1.000000,SAFE,1,current,50000,154.5167,0.34555024,-0.09342834,1.46326447,-0.01475648,1.57079637,0.34628385,0.44897844,-0.07925966,-0.09254848,-0.01145225,0.00000000,0.44902895
10,1.760432,1786964476.059290,2296,50000,0,2296,12,1645,0.005226,0.223518,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.358961,0.581680,0.000000,0,,,,,,,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.508822,,0,1.000000,SAFE,1,current,50000,148.5951,0.41316667,-0.10534944,1.44937360,-0.01645477,1.57079256,0.41389662,0.43490700,-0.07667613,-0.08934564,-0.01092340,-0.00002454,0.43488342
