frame,t_s,timestamp,scene_points,robot_points,cluster_count,raw_point_count,roi_point_count,safety_roi_point_count,rho_retain,table_z_m,table_plane_valid,stable_track_count,risk_sphere_count,nearest_distance_m,nearest_link,nearest_cluster_index,nearest_cluster_x,nearest_cluster_y,nearest_cluster_z,predicted_distance_m,predicted_nearest_link,predicted_tau_s,predicted_object_id,trigger_block_reason,reference_state,reference_armed,reference_index,reference_index_step,reference_step_clamped,reference_time_s,reference_tcp_y_m,reference_actual_y_error_m,reference_joint_match_max_rad,reference_future_time_s,reference_future_index,reference_future_delta_q_max_rad,predicted_object_speed_m_s,predicted_object_velocity_x_m_s,predicted_object_velocity_y_m_s,predicted_object_velocity_z_m_s,predicted_object_radius_m,predicted_object_age,predicted_object_association_error_m,dynamic_object_prediction_ready,dynamic_object_valid,dynamic_object_block_reason,risk_state_current,risk_state_predicted,max_track_speed_m_s,motion_y_m,guard_distance_m,guard_object_id,guard_in_motion_direction,guard_speed_scale,guard_decision,guard_cluster_count,guard_robot_points_source,guard_robot_points_count,elapsed_ms,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,qd1_rad_s,qd2_rad_s,qd3_rad_s,qd4_rad_s,qd5_rad_s,qd6_rad_s
0,0.094329,1786954748.759399,0,50000,0,0,0,0,0.000000,,0,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.591001,0.994846,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,,,1,1.000000,SAFE,0,current,50000,95.2918,0.00000000,0.00000000,1.57080007,0.00000000,1.57079637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1,0.199323,1786954748.854742,2501,50000,0,2501,17,1655,0.006797,0.225359,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.590993,0.994832,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.367430,,0,1.000000,SAFE,1,current,50000,212.9762,0.00001467,-0.00001100,1.57079637,-0.00001467,1.57079637,0.00001100,0.00013974,-0.00010481,-0.00003520,-0.00013974,0.00000000,0.00010481
2,0.388760,1786954749.067735,2687,50000,0,2687,10,1772,0.003722,0.223403,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.588910,0.990602,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.368247,,0,1.000000,SAFE,1,current,50000,170.5932,0.00426958,-0.00422190,1.56655240,-0.00171664,1.57079637,0.00424024,0.02246079,-0.02222844,-0.02240303,-0.00898432,0.00000000,0.02232525
3,0.558387,1786954749.238356,2458,50000,0,2458,6,1639,0.002441,0.223914,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.581396,0.975505,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.376294,,0,1.000000,SAFE,1,current,50000,150.3044,0.01934151,-0.01569549,1.55391979,-0.00369004,1.57079637,0.01946256,0.08885359,-0.06764031,-0.07447307,-0.01163379,0.00000000,0.08974018
4,0.709116,1786954749.388677,2597,50000,0,2597,21,1720,0.008086,0.222885,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.569373,0.951960,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.390426,,0,1.000000,SAFE,1,current,50000,171.3032,0.04288658,-0.02726445,1.54050577,-0.00532598,1.57079637,0.04302230,0.15620747,-0.07675314,-0.08899403,-0.01085349,0.00000000,0.15630482
5,0.881306,1786954749.559997,2505,50000,0,2505,29,1731,0.011577,0.223137,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.548567,0.912312,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.406821,,0,1.000000,SAFE,1,current,50000,182.3981,0.08253430,-0.04070411,1.52473319,-0.00721868,1.57079637,0.08282774,0.23025552,-0.07805128,-0.09159983,-0.01099194,0.00000000,0.23117151
6,1.060099,1786954749.742412,2532,50000,0,2532,8,1711,0.003160,0.223266,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.520009,0.859533,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.439637,,0,1.000000,SAFE,1,current,50000,151.0283,0.13531356,-0.05416577,1.50908911,-0.00917374,1.57079637,0.13571337,0.29519747,-0.07529188,-0.08749822,-0.01093476,0.00000000,0.29579242
7,1.215279,1786954749.893467,2356,50000,0,2356,16,1616,0.006791,0.222921,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.487927,0.801901,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.468544,,0,1.000000,SAFE,1,current,50000,181.6126,0.19294560,-0.06611621,1.49514699,-0.01088671,1.57079637,0.19355451,0.37138766,-0.07701000,-0.08984468,-0.01103858,0.00000000,0.37273508
8,1.398380,1786954750.075108,2549,50000,0,2549,15,1780,0.005885,0.222069,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.443054,0.723493,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.484602,,0,1.000000,SAFE,1,current,50000,180.4773,0.27135336,-0.08032615,1.47854912,-0.01286377,1.57079637,0.27212733,0.42822189,-0.07760721,-0.09064880,-0.01079770,0.00000000,0.42912336
9,1.577532,1786954750.255605,2339,50000,0,2339,3,1688,0.001283,0.223044,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.396924,0.645045,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.481022,,0,1.000000,SAFE,1,current,50000,159.5420,0.34980148,-0.09418762,1.46232176,-0.01484451,1.57079637,0.35062680,0.43788580,-0.07737272,-0.09057875,-0.01105617,0.00000000,0.43817242
10,1.734681,1786954750.415162,2334,50000,0,2334,20,1624,0.008569,0.222971,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.356396,0.577425,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.485168,,0,1.000000,SAFE,1,current,50000,181.8230,0.41742161,-0.10608671,1.44850421,-0.01658315,1.57079637,0.41826156,0.43029424,-0.07571869,-0.08792665,-0.01106370,0.00000000,0.43038736
11,1.924341,1786954750.597014,2294,50000,0,2294,21,1711,0.009154,0.222461,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.306017,0.496684,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.478856,,0,1.000000,SAFE,1,current,50000,192.9003,0.49816224,-0.12034067,1.43183315,-0.01859323,1.57080007,0.49901322,0.42571146,-0.07515514,-0.08789951,-0.01059830,0.00001948,0.42576960
12,2.111505,1786954750.789933,2421,50000,0,2421,10,1693,0.004131,0.223847,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.255308,0.411619,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.488023,,0,1.000000,SAFE,1,current,50000,147.0161,0.58322746,-0.13531356,1.41433299,-0.02067667,1.57079637,0.58409315,0.45449531,-0.07999871,-0.09350169,-0.01113163,-0.00001974,0.45457397
13,2.258196,1786954750.936967,2577,50000,0,2577,2,1624,0.000776,0.224111,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.216604,0.348349,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.478514,,0,1.000000,SAFE,1,current,50000,145.5247,0.64649725,-0.14646803,1.40129673,-0.02231995,1.57079637,0.64737028,0.43131405,-0.07604072,-0.08886892,-0.01120231,0.00000000,0.43136403
14,2.407677,1786954751.082507,2427,50000,0,2427,2,1646,0.000824,0.224767,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.176788,0.282904,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.484848,,0,1.000000,SAFE,1,current,50000,166.2143,0.71194226,-0.15800399,1.38788283,-0.02395956,1.57079637,0.71281523,0.43781580,-0.07717357,-0.08973672,-0.01096871,0.00000000,0.43781540
15,2.572270,1786954751.248739,2629,50000,0,2629,13,1798,0.004945,0.224063,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.133864,0.211634,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.490497,,0,1.000000,SAFE,1,current,50000,138.3538,0.78321207,-0.17069536,1.37307501,-0.02571655,1.57079637,0.78387964,0.43300608,-0.07710760,-0.08996623,-0.01067472,0.00000000,0.43175816
16,2.707802,1786954751.387109,2418,50000,0,2418,9,1637,0.003722,0.222643,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.101630,0.157766,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.492736,,0,1.000000,SAFE,1,current,50000,157.4290,0.83708066,-0.18109420,1.36097789,-0.02722777,1.57080007,0.83759785,0.39745951,-0.07672589,-0.08925638,-0.01115031,0.00002727,0.39634994
17,2.865401,1786954751.544555,2379,50000,0,2379,11,1687,0.004624,0.222487,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.070050,0.105239,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.489037,,0,1.000000,SAFE,1,current,50000,161.5452,0.88960683,-0.19300063,1.34705758,-0.02898476,1.57079637,0.88988560,0.33329005,-0.07554890,-0.08832739,-0.01114845,-0.00002345,0.33177723
18,3.029092,1786954751.706120,2467,50000,0,2467,25,1631,0.010134,0.221762,1,0,0,,,,,,,,,,,reference_not_armed,WAIT_REFERENCE_START,0,0,0,0,0.000000,0.400001,0.042923,0.061131,0.000000,0,,,,,,,,,0,0,,SAFE,SAFE,,0.000000,0.503102,,0,1.000000,SAFE,1,current,50000,162.6504,0.93371487,-0.20568468,1.33218014,-0.03073807,1.57079637,0.93390560,0.26945901,-0.07748772,-0.09088730,-0.01071114,0.00000000,0.26892120
