frame,t_s,track_id,age,center_x,center_y,center_z,instant_speed_m_s,window_speed_m_s,median_speed_m_s,raw_cluster_speed_m_s,window_velocity_x_m_s,window_velocity_y_m_s,window_velocity_z_m_s,raw_window_speed_m_s,filtered_speed_m_s,raw_window_velocity_x_m_s,raw_window_velocity_y_m_s,raw_window_velocity_z_m_s,velocity_ema_alpha,cluster_radius_raw_m,tracked_radius_m,risk_radius_m,raw_radius_m,association_error_m,valid_streak,dynamic_state,prediction_ready,dynamic_valid,block_reason
36,6.317751,1,1,0.555687,-0.461688,0.368493,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000,0.100716,0.119971,0.174971,0.100716,0.015631,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
37,6.511647,1,2,0.560789,-0.455711,0.369295,0.000000,0.027431,0.027431,0.071717,0.017716,0.020756,0.002786,0.042201,0.027431,0.027256,0.031932,0.004286,0.650,0.105010,0.117847,0.172847,0.105010,0.022251,0,0,0,0,"age_ok,speed_history_ready,speed_ok,valid_streak_not_ready"
38,6.690502,1,3,0.547071,-0.440874,0.366516,0.010589,0.044596,0.044596,0.087289,-0.008791,0.043651,-0.002468,0.060890,0.044596,-0.023200,0.056045,-0.005323,0.650,0.106319,0.126603,0.181603,0.106319,0.031558,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
39,6.873886,1,4,0.571408,-0.436091,0.371544,0.016209,0.048298,0.048298,0.051484,0.008635,0.047500,0.001367,0.054436,0.048298,0.028341,0.046149,0.005501,0.650,0.106042,0.121477,0.176477,0.106042,0.020085,0,0,0,0,"speed_history_ready,speed_ok,valid_streak_not_ready"
40,7.064332,1,5,0.573436,-0.425127,0.372273,0.024544,0.052969,0.052969,0.078401,0.019205,0.049209,0.003920,0.055065,0.052969,0.023944,0.049324,0.005099,0.650,0.110897,0.127215,0.182215,0.110897,0.013613,0,0,0,0,"speed_ok,valid_streak_not_ready"
41,7.254120,1,6,0.581010,-0.424608,0.373330,0.028323,0.053992,0.053992,0.056357,0.030070,0.044412,0.006201,0.050081,0.053992,0.027136,0.041742,0.005414,0.650,0.113052,0.131022,0.186022,0.113052,0.013204,0,0,0,0,"speed_ok,valid_streak_not_ready"
42,7.429077,1,7,0.568805,-0.413380,0.375560,0.030720,0.052228,0.052228,0.106697,0.029777,0.042277,0.007333,0.049186,0.052228,0.029534,0.037362,0.012289,0.250,0.113300,0.131614,0.186614,0.113300,0.016767,0,0,0,0,"speed_ok,valid_streak_not_ready"
43,7.614703,1,8,0.568833,-0.408877,0.368897,0.030930,0.046100,0.046100,0.052829,0.021060,0.040673,0.005232,0.037220,0.046100,-0.003489,0.036882,-0.003587,0.250,0.120722,0.137509,0.192509,0.120722,0.022852,0,0,0,0,"speed_ok,valid_streak_not_ready"
44,7.788936,1,9,0.577795,-0.409031,0.374859,0.000000,0.040344,0.040344,0.061753,0.015333,0.037100,0.004015,0.023217,0.040344,0.005996,0.022145,0.003559,0.250,0.114288,0.149531,0.204531,0.114288,0.017354,0,0,0,0,"speed_ok,valid_streak_not_ready"
45,7.947587,1,10,0.572442,-0.384489,0.368018,0.019429,0.044168,0.044168,0.167273,0.002355,0.044019,-0.002757,0.059318,0.044168,-0.012286,0.057530,-0.007617,0.650,0.115497,0.138606,0.193606,0.115497,0.022180,0,0,0,0,"speed_ok,valid_streak_not_ready"
46,8.114941,1,11,0.568977,-0.367943,0.368544,0.035872,0.059087,0.059087,0.092400,0.002514,0.058661,-0.006620,0.066884,0.059087,0.000250,0.066100,-0.010207,0.650,0.115637,0.140223,0.195223,0.115637,0.024146,0,0,0,0,"speed_ok,valid_streak_not_ready"
47,8.313652,1,12,0.582680,-0.379436,0.359007,0.033869,0.059263,0.059263,0.058174,0.008383,0.057365,-0.012292,0.048588,0.059263,0.019785,0.042067,-0.014132,0.650,0.120181,0.153161,0.208161,0.120181,0.032602,0,0,0,0,"speed_ok,valid_streak_not_ready"
48,8.530812,1,13,0.565128,-0.339929,0.364443,0.049255,0.073779,0.073779,0.107381,-0.002370,0.072148,-0.015244,0.101011,0.073779,-0.018015,0.098281,-0.014814,0.650,0.118512,0.139887,0.194887,0.118512,0.026386,0,0,0,0,"speed_ok,valid_streak_not_ready"
49,8.684094,1,14,0.571990,-0.325795,0.365214,0.058114,0.076967,0.076967,0.094888,-0.002349,0.076424,-0.008819,0.080307,0.076967,-0.000618,0.080214,-0.003832,0.650,0.116710,0.137578,0.192578,0.116710,0.025599,0,0,0,0,"speed_ok,valid_streak_not_ready"
50,8.856398,1,15,0.570943,-0.296537,0.357183,0.073838,0.095586,0.095586,0.078117,-0.003014,0.095122,-0.008910,0.097365,0.095586,0.002647,0.096120,-0.015293,0.650,0.121661,0.151091,0.206091,0.121661,0.031867,1,1,1,0,valid_streak_not_ready
51,9.050226,1,16,0.580037,-0.294840,0.367670,0.074184,0.108757,0.108757,0.092319,-0.000794,0.108753,0.000495,0.116395,0.108757,-0.003616,0.115733,0.011851,0.650,0.115187,0.137689,0.192689,0.115187,0.019930,2,1,1,1,
52,9.223010,1,17,0.564332,-0.299720,0.358620,0.065873,0.096769,0.096769,0.025068,0.000309,0.096765,-0.000866,0.055374,0.096769,-0.001084,0.054792,-0.007935,0.250,0.122188,0.137851,0.192851,0.122188,0.035468,3,1,1,1,
53,9.393816,1,18,0.579491,-0.294428,0.367721,0.059137,0.080868,0.080868,0.031407,0.001364,0.080856,0.000241,0.045342,0.080868,0.010514,0.043966,0.003515,0.250,0.116314,0.137683,0.192683,0.116314,0.022680,4,1,1,1,
54,9.583856,1,19,0.581230,-0.269854,0.358078,0.061675,0.068225,0.068225,0.102800,0.003771,0.068119,0.000412,0.039399,0.068225,0.014165,0.036744,0.001232,0.250,0.119636,0.144382,0.199382,0.119636,0.027595,5,1,1,1,
55,9.777149,1,20,0.590041,-0.254404,0.360292,0.064570,0.066847,0.066847,0.063467,0.007893,0.066354,-0.001812,0.057549,0.066847,0.013610,0.055008,-0.010036,0.250,0.121377,0.143215,0.198215,0.121377,0.023915,6,1,1,1,
56,9.968433,1,21,0.579667,-0.260366,0.364382,0.057003,0.066598,0.066598,0.033185,0.016824,0.064435,0.000705,0.057324,0.066598,0.020621,0.052922,0.007748,0.650,0.114797,0.139514,0.194514,0.114797,0.026802,7,1,1,1,
57,10.160971,1,22,0.580632,-0.242855,0.358291,0.056654,0.064333,0.064333,0.077863,0.012721,0.063053,-0.001105,0.068688,0.064333,0.001495,0.067552,-0.012351,0.250,0.119984,0.137951,0.192951,0.119984,0.030127,8,1,1,1,
58,10.345047,1,23,0.582025,-0.232281,0.369228,0.056651,0.059321,0.059321,0.034433,0.008521,0.058677,0.001832,0.051498,0.059321,0.001045,0.049360,0.014648,0.250,0.117688,0.142697,0.197697,0.117688,0.021995,9,1,1,1,
